Gene = Bbc3
index = 169
Annotated 5SS: [ 246 2799 4202]
Annotated 3SS: [2509 4010 7501]
SMsplice 5SS: [ 149 2799 4202]
SMsplice 3SS: [2637 4010 7501]
top_k =  500
Partition function (log Z): -5.192851499288317

Sorted 5' Splice Sites (High to Low Probability):
Position 4202: 0.9668143118173568
Position 2799: 0.9211469034009458
Position 149: 0.40375025871439424
Position 246: 0.3912940945485597
Position 313: 0.14810048866926673
Position 923: 0.06558441790393654
Position 2017: 0.0641465797111188
Position 7395: 0.06081811052223169
Position 1992: 0.04501396199271983
Position 5777: 0.041331568801736
Position 1851: 0.04050413342306606
Position 3867: 0.03384895788358091
Position 3558: 0.024086139950693593
Position 3670: 0.020258737486709297
Position 2098: 0.00928438092668718
Position 7369: 0.008744811356009284
Position 250: 0.008366316353016049
Position 4224: 0.008139789545117735
Position 455: 0.007244630846592153
Position 3680: 0.006200691128845
Position 6010: 0.005693707841298239
Position 475: 0.005667419486243185
Position 3183: 0.00493836141931448
Position 3654: 0.004747225014856782
Position 5567: 0.004717731453814835
Position 79: 0.004444601907342873
Position 7080: 0.003995701807403713
Position 3258: 0.003982416637813656
Position 1771: 0.003707119644106863
Position 4189: 0.0030778883687402037
Position 3847: 0.0028777866211156084
Position 2627: 0.002744964023988236
Position 3635: 0.0025959611339696704
Position 2131: 0.0024668980133526887
Position 5057: 0.0024366253268913716
Position 7148: 0.002358633638140886
Position 4825: 0.002327385750063118
Position 123: 0.002107524921966064
Position 7619: 0.0020607188933942757
Position 341: 0.002045551687440157
Position 7294: 0.002007360017336624
Position 1122: 0.0013783221053963325
Position 2330: 0.0010375266976038315
Position 2023: 0.0008564048305924946
Position 3519: 0.0008463714764540687
Position 3665: 0.0007790147283315643
Position 5110: 0.0007373102851080844
Position 4477: 0.0006922214538804748
Position 6024: 0.0006148529489870176
Position 526: 0.0005664324491690987
Position 3048: 0.00037501790717170245
Position 6995: 0.0003141984113679577
Position 963: 0.0002795213834462303
Position 1891: 0.00022539294649355287
Position 950: 0.00021297055591935953
Position 321: 0.00019692892673288815
Position 975: 0.00018864704195168522
Position 5515: 0.0001501163781073179
Position 874: 0.0001191446303681775
Position 1310: 0.0001076585284600628
Position 1156: 9.197769492197653e-05
Position 830: 8.494060550602963e-05
Position 2064: 8.276298647116612e-05
Position 1367: 7.729958747643804e-05
Position 1158: 7.363990875946855e-05
Position 843: 6.090324333058768e-05
Position 1077: 5.910895094829872e-05
Position 2034: 5.713798746327338e-05
Position 1596: 5.6856267989237544e-05
Position 1828: 5.410349216377773e-05
Position 5387: 2.0915078602882736e-05
Position 4745: 1.3325158678760576e-05
Position 3286: 1.2540917657877924e-05
Position 3137: 1.1431854582908271e-05
Position 114: 1.0112978183430795e-05
Position 2865: 9.984935600860977e-06
Position 712: 6.542809526847261e-06
Position 466: 3.0696122074274596e-06
Position 595: 2.4904280750157296e-06
Position 495: 2.2572392527686725e-06
Position 4739: 2.0795447940578255e-06
Position 589: 1.913950655129689e-06
Position 3778: 1.0598540493149439e-06
Position 1839: 3.9661312118691703e-07
Position 564: 3.9530890182076873e-07
Position 519: 2.6423347465789756e-07
Position 573: 2.2180400723331908e-07
Position 955: 2.176315500087788e-07
Position 231: 1.2268111078264665e-07
Position 364: 1.05614519267313e-07
Position 229: 4.494995623581414e-08
Position 898: 9.729964615411283e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4010: 0.7775897053672777
Position 2637: 0.5734592736718567
Position 7501: 0.4167979848445747
Position 2509: 0.32929985345348983
Position 6814: 0.2571611369664583
Position 6981: 0.0855304489278426
Position 1966: 0.07605419485679657
Position 7349: 0.07383727112580674
Position 4034: 0.06462352900793877
Position 4085: 0.05821040934475996
Position 3415: 0.05126649226295332
Position 5486: 0.04962476367710958
Position 6899: 0.047791530540611186
Position 1719: 0.032668464040243234
Position 829: 0.029777120951473755
Position 1664: 0.027585214995521412
Position 6155: 0.02518898908409985
Position 4132: 0.02313777940269499
Position 4129: 0.02133554889362889
Position 3775: 0.02070576584374859
Position 3588: 0.012479669856074096
Position 4694: 0.01212749386616517
Position 7584: 0.011786163517354621
Position 5713: 0.010713852461011353
Position 1818: 0.010642281644554677
Position 7292: 0.01023868872787217
Position 3743: 0.010147993926357146
Position 2477: 0.00968409732945363
Position 7751: 0.00903027699335009
Position 7166: 0.008956124870349632
Position 6862: 0.008574283774255707
Position 7136: 0.008539864199384066
Position 5836: 0.007954579517532628
