Gene = Lamtor1
index = 618
Annotated 5SS: [ 137 3906 4203 4643]
Annotated 3SS: [3759 4124 4515 5368]
SMsplice 5SS: [ 137 3906 4203 4643]
SMsplice 3SS: [3759 4124 4515 5368]
top_k =  500
Partition function (log Z): -1.3377345935798237

Sorted 5' Splice Sites (High to Low Probability):
Position 4203: 0.9615571328801517
Position 3906: 0.9221934266867796
Position 4643: 0.9072201578851924
Position 137: 0.9003548820007086
Position 1145: 0.39604246848725166
Position 4391: 0.1013673990360054
Position 1698: 0.10020237897823925
Position 493: 0.07661910416211984
Position 242: 0.06591963823922789
Position 2383: 0.048773451834400544
Position 1566: 0.04514807519644542
Position 3681: 0.04280173523293484
Position 4918: 0.04120395800218012
Position 3672: 0.03264094683624598
Position 4964: 0.026718744452323726
Position 1812: 0.02035972663142443
Position 1091: 0.015189179548697753
Position 1632: 0.015075627597675733
Position 5680: 0.012936036544372115
Position 4011: 0.01248120244585075
Position 5620: 0.009953290997687403
Position 3536: 0.008946080726164997
Position 3971: 0.0076906075540177435
Position 4611: 0.006930160774652103
Position 4443: 0.00615726032455375
Position 3178: 0.006028196141262518
Position 1431: 0.0034734312172975345
Position 2890: 0.002615078041902496
Position 2981: 0.002596976867886474
Position 1606: 0.0023480691283745856
Position 5438: 0.0020948096499956988
Position 1130: 0.0019861364408726603
Position 157: 0.001814907009885543
Position 1376: 0.001747689710065149
Position 1004: 0.0017225278587952129
Position 5441: 0.0011982691122116658
Position 4409: 0.001071782507316012
Position 3085: 0.0010667596172676363
Position 2501: 0.0010187958098717385
Position 4700: 0.0009495512056310556
Position 5674: 0.0008904211881824668
Position 100: 0.0008169967214593259
Position 3225: 0.000748520271392623
Position 4704: 0.0003910521224543725
Position 1392: 0.00038799066327224713
Position 2229: 0.00035047806865560105
Position 5081: 0.0003241669285131494
Position 167: 0.00025460283423340153
Position 712: 0.0002144943661392118
Position 5685: 0.00020741997929785573
Position 386: 0.00019005896110440098
Position 5446: 0.00018808371053237143
Position 1472: 0.0001786518013354822
Position 4371: 0.00013638762873746793
Position 775: 8.827060179647644e-05
Position 1202: 5.7598558557927287e-05
Position 593: 5.716015758054415e-05
Position 510: 5.5277995947451144e-05
Position 860: 5.009642723467741e-05
Position 483: 4.923940889594241e-05
Position 1055: 4.5284697514490294e-05
Position 648: 4.373468798028365e-05
Position 1068: 4.2445890493281033e-05
Position 664: 3.640382380709454e-05
Position 1118: 3.569757726917035e-05
Position 537: 2.9850663376683657e-05
Position 1038: 2.983492412668077e-05
Position 1028: 2.4148178312165258e-05
Position 415: 2.404011479864434e-05
Position 1079: 2.016679701194253e-05
Position 1073: 1.260482265757033e-05
Position 1106: 1.214791609550198e-05
Position 313: 8.16198926818728e-06
Position 25: 7.99976307761367e-06
Position 331: 7.902211587452684e-06
Position 582: 7.696407473925258e-06
Position 616: 7.286839131013434e-06
Position 340: 7.180973155827857e-06
Position 1313: 6.515046115082015e-06
Position 5029: 3.825845783985608e-06
Position 1149: 2.1435480000479996e-06
Position 211: 1.7356182151254147e-06
Position 4968: 9.326546216703797e-07
Position 20: 7.21063993661932e-07
Position 731: 4.494895425087873e-07
Position 450: 3.296132284858598e-07
Position 53: 2.1010592737918382e-07
Position 827: 1.7261318981244198e-07
Position 885: 1.1419703545533873e-07
Position 599: 1.0905211851821772e-07
Position 378: 2.728381279738736e-08
Position 1139: 1.8501793290056298e-08
Position 1071: 1.7301879163759708e-08
Position 829: 5.9468009012203475e-09
Position 781: 4.932751594104793e-09
Position 707: 3.3067703543263542e-09
Position 472: 8.422126820625991e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3759: 0.9319282882550652
Position 4124: 0.8752901595639911
Position 4515: 0.5640680914948752
Position 5368: 0.3309602456323891
Position 968: 0.31187731960001824
Position 5531: 0.3083874658337648
Position 5552: 0.1912527885284932
Position 4536: 0.13564538704085613
Position 4361: 0.12639042234780376
Position 4539: 0.10741591658624873
Position 4873: 0.07455519490468486
Position 4150: 0.06797120073341546
Position 3572: 0.057390068423601955
Position 1565: 0.055270871153693654
Position 1391: 0.052912290418150904
Position 1353: 0.050471067550051193
Position 4587: 0.04647739593685675
Position 4766: 0.04625527556970923
Position 4831: 0.04444769850470899
Position 378: 0.04234784690194511
Position 2285: 0.033195132644131785
Position 901: 0.029297526981502096
Position 5376: 0.021169301653608776
Position 885: 0.019818843229563437
Position 4059: 0.01979930955487851
Position 5844: 0.01777978935276015
Position 3478: 0.01663636568852768
Position 1601: 0.016167058004787467
Position 3438: 0.015839186239816432
Position 1106: 0.01364398165103759
Position 4988: 0.011889514067878377
Position 4542: 0.009894800118214008
Position 1004: 0.009890878301454279
Position 2228: 0.00955755593131549
Position 4088: 0.009015362378942715
Position 4302: 0.008746394821406916
Position 1043: 0.008033999649266562
Position 3068: 0.007843476029922782
Position 329: 0.007422581138325061
Position 1698: 0.006678509171947231
Position 2298: 0.0060163981278414875
Position 4804: 0.005943721336294865
Position 4639: 0.005300783052669307
Position 5272: 0.005090055587664443
Position 409: 0.004944007693816557
Position 5581: 0.004489567025297314
Position 5911: 0.00441942988316034
Position 5969: 0.0043224652096758975
