Gene = Mtif3
index = 722
Annotated 5SS: [  74 4961 6999]
Annotated 3SS: [4508 6840 7969]
SMsplice 5SS: [  63 6999]
SMsplice 3SS: [ 6840 12030]
top_k =  500
Partition function (log Z): -7.016296689664287

Sorted 5' Splice Sites (High to Low Probability):
Position 6999: 0.9090431557653509
Position 63: 0.6983464416058193
Position 565: 0.551665724744482
Position 5856: 0.472973940579554
Position 6077: 0.3874441240494073
Position 4961: 0.3040775985793621
Position 74: 0.22912210624679993
Position 9019: 0.15746111482421446
Position 7813: 0.15527900919472848
Position 6545: 0.13554583177503413
Position 5448: 0.06904419170586198
Position 20: 0.06113763717003593
Position 5715: 0.044790213655887076
Position 6178: 0.04022891657045269
Position 3937: 0.03232424063572667
Position 11179: 0.029996511019733454
Position 10767: 0.024072909834523037
Position 675: 0.014344018537410937
Position 7630: 0.012705716474800576
Position 8535: 0.012212101821121655
Position 8260: 0.010945475222081382
Position 10154: 0.006716256752127225
Position 283: 0.0044460473318633465
Position 99: 0.0040956672119766184
Position 5419: 0.0027795380523221885
Position 327: 0.002564320645452465
Position 6124: 0.0023101865962155514
Position 2960: 0.0021980228168387607
Position 353: 0.0011964676393631554
Position 5367: 0.0008612499147887003
Position 4694: 0.0006213234768975688
Position 5764: 0.00047379252575390624
Position 244: 0.0003262916190472392
Position 230: 0.00023583768031732133
Position 8184: 6.272748633845926e-05
Position 321: 3.971535320982196e-05
Position 291: 2.9793332369307777e-05
Position 238: 2.44957668938167e-05
Position 8264: 1.9015388833516295e-05
Position 7856: 1.6644728906154502e-05
Position 242: 1.340761221265405e-05
Position 335: 1.21585232580115e-05
Position 359: 1.1175325621138218e-05
Position 1849: 1.0775432494544392e-05
Position 178: 1.0579863081961827e-05
Position 188: 1.0169067515303398e-05
Position 333: 7.70026849918844e-06
Position 2568: 6.308072633535081e-06
Position 111: 5.896169344241066e-06
Position 2181: 5.323524850006827e-06
Position 149: 5.318605508779456e-06
Position 311: 5.308948717278137e-06
Position 1568: 3.344755058482689e-06
Position 2617: 3.289035406933089e-06
Position 154: 3.2872082361391966e-06
Position 715: 1.0054053615747142e-06
Position 445: 8.16178736236348e-07
Position 1619: 7.202432470943663e-07
Position 406: 6.16683696518953e-07
Position 127: 5.528803496743383e-07
Position 34: 4.057276409260146e-07
Position 14: 3.1574606004410984e-09
Position 143: 8.981946086542009e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6840: 0.8030619456719097
Position 6005: 0.38144607661368546
Position 5795: 0.3749494062438964
Position 404: 0.33877224359122565
Position 12030: 0.27958591776608377
Position 4743: 0.25205434887156913
Position 7714: 0.2130529438922396
Position 8866: 0.18136482720073055
Position 10505: 0.15906873526023788
Position 5498: 0.14034445077559984
Position 8359: 0.1305792108302124
Position 7969: 0.12733608221843173
Position 472: 0.11939108335270945
Position 6250: 0.11768817894577613
Position 6760: 0.06922946140824265
Position 10553: 0.06837490202103826
Position 11012: 0.06466818653665506
Position 498: 0.06337207438748833
Position 8898: 0.05163385348776686
Position 6887: 0.04319116018534985
Position 5270: 0.035275519053897274
Position 5287: 0.028712104434798654
Position 10073: 0.023147346022456442
Position 5518: 0.023008994081800724
Position 3863: 0.021347810321892244
Position 448: 0.021070321816509006
Position 5955: 0.01809034374639739
Position 4508: 0.015128974805745918
Position 535: 0.014792322509407386
Position 11802: 0.014712620948230282
Position 8704: 0.01415411817344762
Position 6209: 0.012411419002437828
Position 6400: 0.012346561733560767
Position 8915: 0.011991977938838144
Position 4641: 0.011005445866570908
Position 4779: 0.010607700177902956
Position 5328: 0.008681900154916319
Position 9640: 0.00795104802609576
Position 4692: 0.007497059401704051
Position 7467: 0.007089600961024711
Position 4574: 0.007004285298234673
Position 8423: 0.006462021809025083
Position 6098: 0.006154653184610979
Position 6056: 0.006134796615375685
Position 9302: 0.0045724974899509505
Position 3797: 0.004369347893711772
Position 10666: 0.00425482539113805
Position 512: 0.003483236354850279
Position 132: 0.0034714544852668806
Position 7512: 0.0034003626186739373
Position 8481: 0.0033301506833098727
Position 3636: 0.003247303614710609
Position 7538: 0.00312077847850489
Position 8667: 0.003059295336935133
Position 10908: 0.0023896245596343774
Position 3811: 0.002220030313618969
Position 2770: 0.002128407828407228
Position 4666: 0.0019325377028263518
Position 564: 0.0014716090128408814
Position 7204: 0.0013017315325863006
Position 2791: 0.001280169975625732
Position 9927: 0.0011971800183282577
Position 282: 0.0010983213972538392
Position 3793: 0.0009984578389520499
Position 5400: 0.0008914976210970982
Position 8086: 0.0007465032710096159
Position 453: 0.0006365636267634064
Position 3816: 0.000410753344293301
Position 7592: 0.0003063431040652585
Position 2476: 0.00025611773903532565
Position 2879: 0.0002431271711574361
Position 7261: 0.0002424821037138582
Position 2429: 0.00023913561343655033
Position 2615: 0.00023137205854436777
Position 163: 0.00017722559484856416
Position 10609: 0.0001434803661305036
Position 626: 0.00013485681673696155
Position 221: 0.00011192714816733099
Position 2933: 0.00010132823053960203
Position 3182: 8.734591082246046e-05
Position 4441: 8.200266663464568e-05
Position 2666: 7.941645621952796e-05
Position 2180: 7.555598217846754e-05
Position 1716: 7.174985211040419e-05
Position 1833: 5.987207630041898e-05
Position 1864: 4.245705131687064e-05
Position 169: 3.219717814388685e-05
Position 1362: 3.2018723776474684e-05
Position 1301: 2.996137448778925e-05
Position 3156: 2.971316362219105e-05
Position 1505: 2.7195474692850308e-05
