Gene = Utf1
index = 1173
Annotated 5SS: [641]
Annotated 3SS: [737]
SMsplice 5SS: [641 819]
SMsplice 3SS: [737 982]
top_k =  500
Partition function (log Z): -3.8087958347436937

Sorted 5' Splice Sites (High to Low Probability):
Position 641: 0.9726979186612653
Position 819: 0.8237116788800812
Position 40: 0.06418382106893697
Position 1139: 0.04697174685392812
Position 175: 0.026119541075153397
Position 1110: 0.009686481420590322
Position 156: 0.00314794809740664
Position 983: 0.0023293862640488662
Position 811: 0.001145204465399594
Position 631: 0.0009519696617672835
Position 1127: 0.0007595283473855197
Position 105: 0.0005920470914104213
Position 403: 0.0005407818566856852
Position 655: 0.000496264439360959
Position 1144: 0.0004239840295647581
Position 609: 0.0004231961589529782
Position 241: 0.000384352824268796
Position 547: 0.0003450092072253056
Position 275: 0.0003329539839330348
Position 324: 0.0002837120713319188
Position 480: 0.0002744770051687047
Position 243: 0.00025579920543869705
Position 926: 0.00022489554367774686
Position 378: 0.0002160326473006365
Position 126: 0.00019818990496011112
Position 5: 0.00019232131153696416
Position 1094: 0.00016499995081480673
Position 395: 0.00011861366662446285
Position 668: 0.00011107405993002771
Position 169: 9.447724432241421e-05
Position 376: 8.54180062368538e-05
Position 183: 7.940632663692553e-05
Position 795: 6.814470656992537e-05
Position 966: 4.6939836396837e-05
Position 712: 3.1288813785470064e-05
Position 441: 2.910203336623959e-05
Position 95: 2.9086581717718743e-05
Position 1075: 1.4411128114449738e-05
Position 1158: 1.314002991446728e-05
Position 423: 8.382557144239576e-06
Position 597: 6.972972807826449e-06
Position 575: 6.378938459936036e-06
Position 1215: 4.066454645085061e-06
Position 7: 3.872615138860284e-06
Position 9: 2.91738555606165e-06
Position 1049: 2.528971311560001e-06
Position 58: 2.141426868856978e-06
Position 431: 1.958998861882969e-06
Position 674: 1.9144666700414835e-06
Position 994: 1.7911525802683357e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 737: 0.9747743603696402
Position 982: 0.7157878549704411
Position 1049: 0.06218845399995036
Position 1287: 0.042934831598064035
Position 1018: 0.036825565022644086
Position 501: 0.02006973974354679
Position 1228: 0.018448210260878322
Position 582: 0.012609986140851752
Position 739: 0.010616531803227561
Position 961: 0.009973570131430937
Position 261: 0.009896195487280211
Position 133: 0.009026331915804126
Position 1072: 0.004649493323192488
Position 423: 0.004354753766604932
Position 350: 0.003722380935279099
Position 471: 0.0036193191714282637
Position 399: 0.0033667548393701827
Position 994: 0.0032350608808297734
Position 1215: 0.0020667652785051832
Position 441: 0.0019915114450734074
Position 613: 0.0013889454018781373
Position 315: 0.0007815048777123391
Position 789: 0.0007093351596381287
Position 1305: 0.0006293720087842925
Position 234: 0.0006289410329673827
Position 745: 0.0005678596247336244
Position 1090: 0.0005038923321497122
Position 354: 0.0003600972978333528
Position 1203: 0.00035435352154461523
Position 1241: 0.00024002038650780097
Position 137: 0.00022738312509889798
Position 477: 0.00019459551385128828
Position 450: 0.0001847840844212137
Position 104: 0.0001389165175216247
Position 403: 0.00012715486122100769
Position 818: 0.00010593647576383876
Position 545: 9.25317731615989e-05
Position 1158: 8.311630390601962e-05
Position 837: 5.171974340453016e-05
Position 931: 5.123845890275784e-05
Position 877: 4.6221100752119955e-05
Position 811: 3.5564383801190685e-05
Position 285: 3.360562909907179e-05
Position 1163: 2.5895804774672303e-05
Position 150: 1.7761720815366354e-05
Position 795: 1.5740753435809827e-05
Position 855: 1.4740414630240386e-05
Position 463: 1.2457567939901317e-05
Position 283: 1.2008762697462936e-05
Position 275: 8.10326053097392e-06
Position 943: 4.951079604774188e-06
Position 82: 2.595394428793714e-06
Position 1109: 2.548645886531725e-06
Position 1099: 2.4540536334354924e-06
Position 291: 1.2396985928561156e-06
Position 694: 7.836803971348381e-07
Position 636: 3.616226061615988e-07
Position 686: 9.400152897904114e-08
