Gene = Lins1
index = 636
Annotated 5SS: [  130  6413 18660 18850 19542 20853 22151]
Annotated 3SS: [ 6281 18145 18744 19399 20264 21978 23906]
SMsplice 5SS: [  130  6413 18567 18835 19542 22151]
SMsplice 3SS: [ 6281 18479 18744 19399 22046 23906]
top_k =  500
Partition function (log Z): -9.14394772368622

Sorted 5' Splice Sites (High to Low Probability):
Position 6413: 0.999903129099792
Position 130: 0.9943236288648243
Position 19542: 0.8680032233964954
Position 18835: 0.7916557929705696
Position 22151: 0.45106361310114224
Position 16398: 0.37746367975195894
Position 12771: 0.3491350798162356
Position 18567: 0.3172560204645698
Position 18850: 0.19290881249547148
Position 2964: 0.1371610778832835
Position 5996: 0.09693294205625662
Position 2211: 0.07598071258802624
Position 6000: 0.07192860283281576
Position 3157: 0.05970109266785586
Position 3966: 0.046947451147879606
Position 3107: 0.030174397377666747
Position 6154: 0.027651404100242923
Position 23843: 0.026631490165272095
Position 22313: 0.020778533111913668
Position 1346: 0.018117719833248187
Position 172: 0.004108396720347436
Position 308: 0.0008624687376048327
Position 2313: 0.00039262959551509315
Position 146: 0.0003260582618871749
Position 1505: 0.0002972621654516713
Position 1022: 0.000251623623659275
Position 2481: 0.00017196269736459343
Position 9588: 0.00016720865079433947
Position 2646: 0.00016640700944719854
Position 252: 0.00011604789475747347
Position 1710: 0.0001017201342455314
Position 11630: 6.011495751715508e-05
Position 9720: 5.3863589659798984e-05
Position 10965: 3.2184240978544155e-05
Position 1339: 2.0584832404309914e-05
Position 2636: 1.9138224010675503e-05
Position 3153: 1.829221033378689e-05
Position 1112: 1.827713586717151e-05
Position 2608: 1.677480335993515e-05
Position 1831: 7.908746839163949e-06
Position 2168: 7.334564520714373e-06
Position 290: 6.8500070452775885e-06
Position 6350: 6.276841426210399e-06
Position 3325: 5.117484034091181e-06
Position 2664: 5.08540106220101e-06
Position 1293: 4.82717375979384e-06
Position 1086: 4.790459361355384e-06
Position 2250: 4.56990284085196e-06
Position 2477: 4.517660895321985e-06
Position 6560: 4.429310998395315e-06
Position 52: 4.198877584670462e-06
Position 1203: 4.079266727906878e-06
Position 282: 3.7681857059074174e-06
Position 804: 3.1340681358954412e-06
Position 2941: 2.773108024614178e-06
Position 67: 2.3173630792789936e-06
Position 837: 2.2095510929212326e-06
Position 687: 1.884840186334346e-06
