Gene = Eif2a
index = 365
Annotated 5SS: [  266  5336 11788 13826 15319 15896 19248 19552 19796 23144 26862 29831
 30818]
Annotated 3SS: [ 5265 11712 13706 15218 15812 19173 19406 19678 22571 26747 29713 30751
 31299]
SMsplice 5SS: [  266 11873 13826 15319 15896 19248 19552 19796 26862 29831 30818]
SMsplice 3SS: [11712 13706 15218 15812 19173 19406 19678 26747 29713 30751 31299]
top_k =  500
Partition function (log Z): 5.30415471461223

Sorted 5' Splice Sites (High to Low Probability):
Position 19796: 0.9994113615817066
Position 29831: 0.9636446770333975
Position 15319: 0.9611758453304776
Position 26862: 0.9351491726423232
Position 19552: 0.8982410632908109
Position 266: 0.8721461443690444
Position 13826: 0.8340168855642259
Position 30818: 0.7705705561157429
Position 19248: 0.7217142311647509
Position 11873: 0.5141872891918049
Position 15896: 0.5034922340112773
Position 2824: 0.4922680334905344
Position 5336: 0.47637019386059665
Position 11788: 0.4710446277399744
Position 23144: 0.40555323060887905
Position 16150: 0.40500251261558545
Position 27320: 0.3913816275064207
Position 18533: 0.38213019716542607
Position 503: 0.27380108557139815
Position 29669: 0.2580786034360439
Position 22866: 0.16152481051994452
Position 5507: 0.127553452424831
Position 3075: 0.1269986685031185
Position 15557: 0.11572271852508716
Position 5384: 0.07189054567670716
Position 9450: 0.06787359117565833
Position 6047: 0.06582536189974209
Position 2138: 0.04462344525232311
Position 3442: 0.043283929968304914
Position 5816: 0.04087906539894518
Position 655: 0.03937732969668869
Position 6140: 0.03573190630588123
Position 31157: 0.03206336732852983
Position 26666: 0.024241031986930242
Position 302: 0.02263646369320825
Position 29035: 0.022277007220535012
Position 916: 0.018043587593975237
Position 23330: 0.01642177185596319
Position 2584: 0.016278978899955263
Position 3453: 0.015193476843272845
Position 30519: 0.012316043032520941
Position 912: 0.01192984892694657
Position 30995: 0.010900328367206525
Position 15521: 0.009531731043047366
Position 9249: 0.00811510883102696
Position 30326: 0.007394126886231115
Position 888: 0.0068114396640699
Position 30031: 0.006613451585368958
Position 19527: 0.006315580901893254
Position 617: 0.006171769467028807
Position 182: 0.005851316969942244
Position 18431: 0.005039075420954255
Position 6430: 0.003576248973140998
Position 31200: 0.003457639985383101
Position 30115: 0.003456359171131849
Position 22787: 0.0026880292103445263
Position 20175: 0.0024673610796390713
Position 15519: 0.002075590271141108
Position 15479: 0.0020132373920770078
Position 406: 0.0017172198598330033
Position 1774: 0.0016453448147116707
Position 29790: 0.0014940511007528062
Position 29913: 0.0011262008675228643
Position 15576: 0.0010824286897201704
Position 20121: 0.0007587830169637248
Position 214: 0.0006805930510112979
Position 31070: 0.0006777690372490833
Position 83: 0.0006369498185541134
Position 21171: 0.000601717727059028
Position 22228: 0.0005961195405590845
Position 19786: 0.000586377163916363
Position 2877: 0.0004765975325830944
Position 171: 0.0004617022789695477
Position 19561: 0.00041266454222983664
Position 2819: 0.0004101806822898193
Position 31379: 0.0003888941769740617
Position 20529: 0.0003865052778662893
Position 1884: 0.00032598263776526264
Position 21098: 0.00031255670021580935
Position 5903: 0.0003050822744471292
Position 20542: 0.0003038016906585931
Position 1665: 0.00022110917601230124
Position 23148: 0.00018415948721286585
Position 354: 0.00010930149783895752
Position 727: 9.800982343936649e-05
Position 692: 8.052795547539196e-05
Position 984: 7.757664411902728e-05
Position 736: 6.59039034021382e-05
