Gene = Ccdc93
index = 225
Annotated 5SS: [  209  3598  6842 10845 14690 17232 25123 30452 30931 31235 32137 45100
 46849 49840 51029 51618 52292 55617 60182 61939 63385 66020 68273]
Annotated 3SS: [ 3483  6746 10732 14590 17174 25021 30414 30837 31183 32049 44982 46785
 49765 50946 51551 52237 55553 60072 61855 63346 65934 68158 70140]
SMsplice 5SS: [  209  3598  6842 10845 14690 17232 25123 30931 31235 32137 45100 46849
 48661 49840 51029 51618 55617 60182 61939 66020 68273]
SMsplice 3SS: [ 3483  6746 10732 14590 17174 25021 30837 31183 32049 44982 46785 48554
 49765 50946 51551 55553 60072 61855 65934 68158 70140]
top_k =  500
Partition function (log Z): 2.2215212843892864

Sorted 5' Splice Sites (High to Low Probability):
Position 17232: 0.9993987855568152
Position 14690: 0.9988699581572871
Position 25123: 0.9980692422519221
Position 6842: 0.988942098268925
Position 10845: 0.9826465642814907
Position 32137: 0.973664698613965
Position 209: 0.9727721939677793
Position 31235: 0.9595893418494631
Position 30931: 0.9544908928855488
Position 3598: 0.8768489187147572
Position 21502: 0.609499215349784
Position 15861: 0.408398392331091
Position 20897: 0.3431224840994568
Position 33212: 0.32869234785280116
Position 21929: 0.26599024720745756
Position 30452: 0.2567031854459539
Position 31467: 0.2487594085196202
Position 16671: 0.23664502396089188
Position 4976: 0.20280960850450833
Position 14914: 0.1981291342440216
Position 7498: 0.18129359155097668
Position 31564: 0.18110423211685903
Position 38084: 0.14414349227401188
Position 1303: 0.13913412496011413
Position 17587: 0.12180084335534455
Position 26410: 0.12159868456177013
Position 3659: 0.11921655703166047
Position 1289: 0.11191989854835768
Position 14502: 0.09626955573489526
Position 18703: 0.09294436927542589
Position 4841: 0.08605658121324465
Position 17580: 0.0809934757484866
Position 1324: 0.08029733816745391
Position 23441: 0.07635328188295512
Position 26806: 0.07292614674085851
Position 985: 0.07257311657166321
Position 23378: 0.07108200938630171
Position 31935: 0.07057204334675238
Position 13106: 0.06780937282922872
Position 36479: 0.06684327241306486
Position 36460: 0.06071529757579472
Position 24835: 0.05616841868543003
Position 26284: 0.05560297807085011
Position 38063: 0.054141676144128625
Position 34541: 0.053306844411055224
Position 31730: 0.051517842610193904
Position 18667: 0.050746634733208625
Position 4972: 0.050315849811809525
Position 4437: 0.05006684413068736
Position 28720: 0.048990508270071495
Position 16478: 0.0478953806012171
Position 13619: 0.040977603049863615
Position 8183: 0.04019026651670712
Position 1299: 0.03771887979587341
Position 16457: 0.03662484892030327
Position 9183: 0.033986566538681845
Position 29880: 0.031822982958260415
Position 9923: 0.03157037115662986
Position 10615: 0.031125691153413994
Position 12989: 0.03042484431543498
Position 15829: 0.030253603516550272
Position 9226: 0.029199266818203694
Position 8105: 0.029122755337169213
Position 2702: 0.028442719146035935
Position 15532: 0.02764989778974138
Position 9114: 0.02678828856202458
Position 16789: 0.026589093640291446
Position 15749: 0.024903154674934157
Position 31585: 0.02436395900114999
Position 13100: 0.02284342274197394
Position 11124: 0.022140802701871125
Position 9216: 0.02143469773848963
Position 9170: 0.02097198085109337
Position 24644: 0.020962611126177318
Position 18605: 0.020231405032733844
Position 11943: 0.01896135962622646
Position 26795: 0.018615231329573007
Position 27980: 0.018276221900584297
Position 18799: 0.01786298466753981
Position 5963: 0.017245108730802337
Position 17771: 0.01620311849267998
Position 30958: 0.015520791858412963
Position 12029: 0.015197471976379998
Position 623: 0.015187566097709545
Position 321: 0.014253654735800082
Position 28021: 0.014067217640258235
Position 26123: 0.01322739277890633
Position 13912: 0.012148994828402593
Position 949: 0.012144127743511809
Position 21916: 0.011377411556219977
Position 8825: 0.010987352224429587
Position 6832: 0.010691114344540823
Position 14856: 0.010405477731981997
Position 34122: 0.009967969650495229
Position 16763: 0.009960736907391623
Position 9176: 0.009944259177908612
Position 603: 0.009871134296577398
Position 17082: 0.009769214090945742
Position 9364: 0.00976671808795837
Position 33427: 0.009596397340391909
Position 29088: 0.008944236775565917
Position 32276: 0.008794808496002343
Position 16437: 0.008028714913747126
Position 12025: 0.008000834751950181
Position 9593: 0.007818859705285898
Position 8072: 0.007549272239202748
Position 28565: 0.007450087632144987
Position 14934: 0.007396066455247565
Position 12762: 0.007336754913305179
Position 16306: 0.007313584984742442
Position 8949: 0.007051217527313184
Position 16053: 0.0070083082861990935
Position 13449: 0.006935158537105781
Position 2638: 0.006447784540603311
Position 8008: 0.0059691846351080675
Position 23849: 0.005889456798243379
Position 30964: 0.005673913776534193
Position 2584: 0.0056421203999509955
Position 11703: 0.005474472216629698
Position 24599: 0.005333163769635259
Position 30471: 0.005332938756170838
Position 800: 0.005079656065239808
Position 2688: 0.004707792467102916
Position 12476: 0.004600370987510217
Position 28605: 0.004514063548575425
Position 2791: 0.004478913017713771
Position 12461: 0.004269288839635454
Position 2946: 0.004116626206122686
Position 4229: 0.004005777448607665
Position 9326: 0.003821053065512699
Position 31056: 0.0038208101049629385
Position 5256: 0.0035793554628783916
Position 32124: 0.0035574323011274525
Position 31672: 0.003393608414603815
Position 16292: 0.002985875699685631
Position 12834: 0.0029227617444619776
