Gene = Dkkl1
index = 337
Annotated 5SS: [ 368  723 1793 2011]
Annotated 3SS: [ 552 1651 1920 4224]
SMsplice 5SS: [ 368 1793 2011]
SMsplice 3SS: [1651 1920 4224]
top_k =  500
Partition function (log Z): -1.3780955185652313

Sorted 5' Splice Sites (High to Low Probability):
Position 2011: 0.9884040243434009
Position 368: 0.7268253710725048
Position 1793: 0.6829234214930153
Position 723: 0.25651861376252205
Position 373: 0.17128537423774412
Position 36: 0.12052637563927199
Position 202: 0.068227870172831
Position 2796: 0.06218829966699694
Position 459: 0.04075849042002888
Position 3111: 0.016840348561559932
Position 1244: 0.013913308400539427
Position 2572: 0.013316529899224756
Position 3024: 0.013149073893910406
Position 1166: 0.01031121246845488
Position 1871: 0.008950037326804706
Position 117: 0.007983103202098931
Position 304: 0.00775881388492581
Position 4430: 0.006954825404975711
Position 943: 0.006651791055588116
Position 112: 0.005843393697188599
Position 186: 0.005687364485072244
Position 3803: 0.004570617241881537
Position 2886: 0.003732795819274027
Position 2034: 0.0035715861537284482
Position 167: 0.0029344251006474995
Position 4130: 0.0026733040517764785
Position 3099: 0.0022551518457403635
Position 3082: 0.0020970439557081067
Position 60: 0.0020465421975816907
Position 328: 0.0019640833376107277
Position 834: 0.0018674430138218565
Position 2764: 0.0013407145315886102
Position 3065: 0.0013086037127011997
Position 386: 0.0011055238821644818
Position 4530: 0.0009844113081592992
Position 1502: 0.0009463727242354445
Position 159: 0.0009272995003056288
Position 164: 0.000862830505946626
Position 300: 0.0008125712694927622
Position 985: 0.0007728691763974012
Position 1079: 0.0006466498788312309
Position 886: 0.000600433859799805
Position 671: 0.0005243845001593828
Position 4303: 0.0004973834386605265
Position 3271: 0.0004249322302464882
Position 73: 0.0003713005906967114
Position 65: 0.0003636477807131007
Position 260: 0.0003635435767475859
Position 1303: 0.00021460328496020957
Position 1888: 0.0001956412122156779
Position 136: 0.00013863669026313694
Position 188: 0.00013770668765642895
Position 98: 0.00013412261514394433
Position 645: 0.0001008205465287288
Position 1325: 8.717220544520566e-05
Position 727: 5.6036136402023205e-05
Position 519: 5.091236328688703e-05
Position 491: 4.8508880701974704e-05
Position 190: 4.813412107358087e-05
Position 314: 4.690147394345252e-05
Position 199: 3.969994399268374e-05
Position 2452: 3.824053947488054e-05
Position 2333: 3.8197492005452276e-05
Position 1390: 3.765038361502978e-05
Position 706: 3.761980074844555e-05
Position 1623: 2.933303825919321e-05
Position 81: 1.741277584118389e-05
Position 477: 1.5335906210013508e-05
Position 2842: 1.1976461724847851e-05
Position 572: 9.864443513923503e-06
Position 18: 9.734698941010412e-06
Position 121: 9.381766856425068e-06
Position 2405: 8.062056939084512e-06
Position 336: 4.941730082576897e-06
Position 3700: 4.125878603743229e-06
Position 316: 2.4983375531726334e-06
Position 51: 2.1994688411613134e-06
Position 75: 1.5091902454520678e-06
Position 218: 1.1307025079552826e-06
Position 2157: 1.023264539700363e-06
Position 2114: 7.503471383521512e-07
Position 2106: 7.371622346515133e-07
Position 225: 5.019415131677605e-07
Position 2036: 3.624121972967999e-07
Position 114: 3.084945757581415e-07
Position 2089: 9.807471100412498e-08
Position 1921: 7.748830809828263e-08
Position 2148: 7.720916091200043e-08
Position 338: 6.210566366396197e-10
Position 2253: 2.597887798729655e-10
Position 1945: 2.259941157417816e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1920: 0.9807812363420619
Position 1651: 0.6939348436995044
Position 4224: 0.2984149506823304
Position 2252: 0.23540806470740996
Position 2976: 0.23468718113897852
Position 552: 0.18421841984537007
Position 272: 0.09774635557411486
Position 2685: 0.055244046482836595
Position 3913: 0.048988208484299973
Position 659: 0.0467577408029063
Position 260: 0.0345984494536976
Position 279: 0.03259639694088739
Position 4266: 0.03193258293887321
Position 4514: 0.022281942970419497
Position 3444: 0.020041864151283426
Position 2748: 0.01573631851915468
Position 656: 0.013190235555712075
Position 2723: 0.012413854450087806
Position 2708: 0.011576214640131016
Position 4126: 0.011014849552972421
Position 2373: 0.010280933933512315
Position 3626: 0.01002316341688374
Position 2089: 0.009866080799752404
Position 2176: 0.009587665193703037
Position 1963: 0.008004828264978666
Position 4291: 0.007976888084638444
Position 2333: 0.007725018295344308
Position 2916: 0.00761333101766758
Position 976: 0.007187093240467867
Position 3970: 0.006010195678465029
Position 4323: 0.005523983073192393
Position 932: 0.005335723266453718
Position 4112: 0.005104817331403867
Position 489: 0.004947995946655855
Position 1030: 0.004628421390580948
Position 1071: 0.004121030981407604
Position 214: 0.003425255576212109
Position 284: 0.0034142569248284296
Position 3006: 0.0033565652397632272
Position 3223: 0.0033466623456291054
Position 686: 0.0029957221156689056
Position 4269: 0.002860845774059884
Position 3485: 0.0026746054354311586
Position 2549: 0.002628498156948903
Position 2396: 0.0023534614381542696
Position 4599: 0.0023505317976677317
Position 4302: 0.0023056402917724602
Position 3271: 0.002166178728412791
Position 3829: 0.002147366951228859
Position 4356: 0.0019639097298796743
Position 4123: 0.001812515473070481
Position 3326: 0.0016825508611293962
Position 3920: 0.0016759033677340698
Position 1716: 0.0015905611988783629
Position 3022: 0.001430163899335964
Position 4398: 0.001379821510539688
Position 1000: 0.0013124166157834581
Position 2931: 0.0012735863534299701
Position 830: 0.0012522487593251083
Position 1939: 0.0011252614381374528
Position 583: 0.0010714697267536313
Position 1861: 0.0010466376328024194
Position 3153: 0.0010331158570547323
Position 3173: 0.0010076907479089074
Position 2114: 0.0009486556649975525
Position 323: 0.0009215820842881361
Position 3639: 0.0009211394624717267
Position 133: 0.0009160078959269606
Position 1935: 0.0009051962816046057
Position 346: 0.000889482044572228
Position 875: 0.000879928846245985
Position 700: 0.0007498959204893518
Position 3448: 0.0006987577225083079
Position 2349: 0.0006792158953339384
Position 179: 0.0006470916789847308
Position 3247: 0.0006333527799090451
Position 3033: 0.0006248468716002497
Position 225: 0.0006190600779016462
Position 2500: 0.0006060619744435103
Position 1075: 0.0005999753392931092
Position 1706: 0.0005588758812172958
Position 723: 0.0005044886221058959
Position 1467: 0.0004702532383074252
Position 1078: 0.0004552366345138739
Position 4378: 0.0004417041882958764
Position 706: 0.0004305949839793393
Position 882: 0.0004102548813376083
Position 2261: 0.0003935543945195855
Position 1141: 0.00037045355235027026
Position 1058: 0.0003453147910081884
Position 3748: 0.0003335594332275402
Position 3793: 0.00029374850387620853
Position 3802: 0.00029265355561033647
Position 1808: 0.0002891604927693645
Position 3228: 0.00028636856887004385
Position 1447: 0.0002840706450228491
Position 2122: 0.00026912048369041484
Position 2689: 0.00025150185375835866
Position 2785: 0.00025095519732505877
Position 2466: 0.00024694927535015153
Position 1729: 0.00023044748929135418
Position 1844: 0.00022914259349192167
Position 235: 0.00022784236601743445
Position 349: 0.0002192858405916641
Position 4527: 0.00021852868163168768
Position 4476: 0.00021397898924442976
Position 3209: 0.00020163644169980254
Position 436: 0.00019892525209855335
Position 458: 0.00019131467138615643
Position 1870: 0.00018134321758556964
Position 3194: 0.00017893783329728108
Position 148: 0.0001726484638706411
Position 1619: 0.00016235927599815743
Position 453: 0.00015611610561519693
Position 3724: 0.0001478940297440674
Position 2207: 0.00013734304368566506
Position 167: 0.000134805871402084
Position 2450: 0.00013076297958368457
Position 2695: 0.00013059235227687332
Position 2827: 0.00012779017257927565
Position 1773: 0.00012737500146046407
Position 343: 0.00011632767007090417
Position 3669: 0.00011160475627405373
Position 109: 0.00011068157596968027
Position 841: 0.00010819183397405679
Position 1145: 0.00010643658117874053
Position 1501: 9.890131364422703e-05
Position 1783: 9.011337135774285e-05
