Gene = Mnd1
index = 685
Annotated 5SS: [  125 14088 17618 21769 39360 50852 62232]
Annotated 3SS: [14021 17559 21619 39284 50736 62186 67611]
SMsplice 5SS: [  125 13931 14088 17363 17618 21769 33517 39360 45491 50852 62232 64216]
SMsplice 3SS: [13788 14021 17099 17559 21619 33422 39284 45432 50736 62186 64140 65774]
top_k =  500
Partition function (log Z): -30.337519471657117

Sorted 5' Splice Sites (High to Low Probability):
Position 21769: 0.9998885530961016
Position 125: 0.9903934602371366
Position 14088: 0.9239468545756
Position 11958: 0.7063650960608638
Position 17618: 0.6530745988856096
Position 6680: 0.5937340560220997
Position 17363: 0.5343631677632033
Position 23388: 0.4859036585849726
Position 28981: 0.22662316559252685
Position 24097: 0.22346525762429656
Position 15014: 0.1360746366131142
Position 6785: 0.13541630019181916
Position 17642: 0.12438105847898687
Position 18216: 0.10196843996188175
Position 25871: 0.09248821163838639
Position 1269: 0.071463009864222
Position 18173: 0.06325541862582888
Position 567: 0.038582109402108065
Position 22985: 0.03823789114732075
Position 5898: 0.03060156194417451
Position 3515: 0.03041393853495291
Position 26102: 0.026276889365127017
Position 6101: 0.025037300206965523
Position 10358: 0.022761493544437846
Position 5013: 0.019183532405827788
Position 18247: 0.014478029662506154
Position 2625: 0.0142624044364772
Position 6766: 0.013568850090835928
Position 1151: 0.012672487215711337
Position 23279: 0.011928155225158691
Position 28723: 0.009734898230157338
Position 22965: 0.003868818682541125
Position 23186: 0.0026052925861079846
Position 23530: 0.001970226347294948
Position 23905: 0.0011912005567380902
Position 206: 0.0010054466718854064
Position 24695: 0.0007794784768105249
Position 23567: 0.000375915215413735
Position 307: 0.00017401297948831178
Position 391: 0.0001152627741243779
Position 842: 0.00011396331921243203
Position 201: 9.105942653457659e-05
Position 374: 8.943567845468585e-05
Position 381: 8.344947999089235e-05
Position 376: 6.717933221587955e-05
Position 475: 3.42107833174666e-05
Position 79: 2.8787464097850567e-05
Position 60: 2.6625463984105663e-05
Position 1030: 2.4968553597686276e-05
Position 756: 1.7754016551622994e-05
Position 181: 1.2400505296478064e-05
Position 775: 1.1447646297908585e-05
Position 361: 3.750201363397652e-06
Position 883: 2.6534119913174115e-06
Position 277: 1.7663962965547605e-06
Position 766: 1.6231751003533845e-06
Position 262: 1.1371996046944556e-06
Position 31: 1.0942586372536733e-06
Position 468: 9.650658691235055e-07
Position 184: 2.0190525551866173e-07
Position 82: 1.4497970931357575e-07
Position 10: 6.147981070145079e-08
Position 34: 1.1945618057135614e-08
Position 7799: 1.189650997605785e-08
Position 5739: 1.7248675614290153e-09
Position 5277: 1.6692120158106966e-09
Position 2556: 1.4233259665060645e-09
Position 5030: 9.465099191096949e-10
Position 4759: 5.52064540721858e-10
Position 3481: 5.238155472598309e-10
Position 3297: 3.335141206671047e-10
Position 1285: 2.3773713634697854e-10
Position 2219: 1.918789776735002e-10
Position 722: 1.7143471261369585e-11
Position 999: 3.625974494996395e-12
Position 1009: 3.3386895708965956e-12
Position 827: 1.1802728129536744e-12
Position 656: 2.141283973921308e-14
Position 523: 1.4067748239531956e-14
Position 804: 8.609805735505987e-15
Position 1193: 6.897335619498366e-15
Position 639: 3.245758184201195e-15
Position 659: 2.7996502360625725e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 21619: 0.9999746825657465
Position 14021: 0.9239468545756
Position 31897: 0.8008083195569111
Position 17559: 0.777455657364596
Position 11797: 0.7063653807925028
Position 17099: 0.5343631677632038
Position 6538: 0.3273545493780009
Position 23351: 0.325906803730785
Position 6541: 0.2639974953611482
Position 28785: 0.2534552073202534
Position 18103: 0.17972423523960998
Position 24013: 0.1334226326798276
Position 6511: 0.12778216192411412
Position 23271: 0.08467524102166923
Position 14896: 0.08007505822491778
Position 25670: 0.05838942238866265
Position 14935: 0.0559995783881964
Position 23211: 0.05089922872917529
