Gene = Ppcdc
index = 843
Annotated 5SS: [  46 2699 5213]
Annotated 3SS: [ 2632  5029 41269]
SMsplice 5SS: [   46  2118  2699  5213 19953 25030]
SMsplice 3SS: [ 1964  2632  5029 19823 24860 36605]
top_k =  500
Partition function (log Z): -20.924250146529197

Sorted 5' Splice Sites (High to Low Probability):
Position 5213: 0.9405314701313786
Position 2699: 0.9185909009867133
Position 46: 0.6130785615612554
Position 3958: 0.4532269359311763
Position 2118: 0.434197734038197
Position 5797: 0.39895503974050245
Position 6515: 0.2767016395314268
Position 4853: 0.2634276580159271
Position 443: 0.17778157479380646
Position 7118: 0.1749424525222581
Position 2997: 0.1717258172258314
Position 1002: 0.1548761021745443
Position 1342: 0.1517405153511753
Position 2123: 0.13363714624017986
Position 4010: 0.10082221131135181
Position 298: 0.07689370432464147
Position 2096: 0.0674284903457413
Position 92: 0.05796194691491834
Position 4234: 0.05531728305461417
Position 6527: 0.048242678197295864
Position 7028: 0.041133884105485186
Position 7516: 0.033938868864164716
Position 4117: 0.033525475811103565
Position 951: 0.030652754932147155
Position 100: 0.029837964429856628
Position 4800: 0.0294508378646334
Position 7395: 0.02439505960306154
Position 5186: 0.02404514160309552
Position 2683: 0.020309767265667404
Position 3907: 0.01604401883301837
Position 4347: 0.015630882292788383
Position 32: 0.014882281164232182
Position 4199: 0.014738456685050296
Position 1610: 0.012366704433622321
Position 5337: 0.011054853802989107
Position 4005: 0.009393565607943952
Position 4270: 0.009165145718978182
Position 128: 0.00876370657008471
Position 140: 0.008371231306265773
Position 912: 0.0076039289872202095
Position 5826: 0.0069028982917471345
Position 124: 0.006840145896329818
Position 7673: 0.006795821282650381
Position 3036: 0.006728693243024819
Position 857: 0.00645836387593155
Position 1006: 0.006333611395090749
Position 3052: 0.006173125157608695
Position 79: 0.005733590776914124
Position 4256: 0.0056418549352487525
Position 2516: 0.005309174311236692
Position 118: 0.005012635470261056
Position 174: 0.004578932186706246
Position 3564: 0.00442470776667183
Position 1547: 0.0024853529253986988
Position 4017: 0.0024353150023554743
Position 4579: 0.0016115525223277605
Position 1570: 0.001224959132854629
Position 8572: 0.0011656839619678047
Position 4262: 0.001161400065182895
Position 4154: 0.001157352332381008
Position 3140: 0.0010831124328650004
Position 8753: 0.0009773762198597314
Position 807: 0.000773583161969371
Position 826: 0.0007495058822243211
Position 5830: 0.0006393682378871782
Position 148: 0.0005866360633585771
Position 5128: 0.0004996737981727011
Position 75: 0.00047484212970646975
Position 5879: 0.00037905776285371214
Position 5836: 0.00037570874430484767
Position 82: 0.00029999911662870215
Position 5217: 0.0002972723085415697
Position 217: 0.000285558664171412
Position 4175: 0.00026896464229365534
Position 4211: 0.00025220436233800954
Position 396: 0.00023938323140206097
Position 134: 0.00020638167067338217
Position 373: 0.0001847161337972345
Position 779: 0.00011808883068239139
Position 162: 0.00011427778888488083
Position 711: 0.00011117560179694544
Position 2810: 9.566550633181788e-05
Position 1087: 8.376054425518046e-05
Position 3858: 5.452875458185475e-05
Position 503: 3.861730020570398e-05
Position 2759: 3.7636412555932034e-05
Position 556: 3.754543710347139e-05
Position 3865: 2.7648062099411578e-05
Position 153: 2.6685051834166312e-05
Position 146: 2.4007927322894202e-05
Position 794: 2.3784165153288595e-05
Position 408: 2.0305348660949487e-05
Position 176: 1.2495544860712158e-05
Position 606: 1.113532450096086e-05
Position 681: 7.615252036430111e-06
Position 155: 6.387045098900331e-06
Position 515: 6.327133727085792e-06
Position 73: 4.507430219033778e-06
Position 246: 6.067444888256479e-07
Position 185: 2.0264748581656257e-07
Position 53: 1.8440763579031572e-07
Position 651: 1.6680851567353373e-08
Position 402: 1.547442473261256e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5029: 0.9706720129888813
Position 2632: 0.7798070169744136
Position 1964: 0.6139239652783542
Position 3768: 0.5056335834163195
Position 5715: 0.41030262623317304
Position 10072: 0.309651842000379
Position 6300: 0.267163162996464
Position 9262: 0.25310735168896503
Position 4731: 0.23464527582230063
Position 6882: 0.21907763127725885
Position 2918: 0.18260637145499645
Position 1194: 0.139847293731813
Position 4046: 0.13224147601667405
Position 11405: 0.1277378130635319
Position 2485: 0.1109839176670602
Position 752: 0.09505939548339148
Position 6386: 0.08575205095815445
Position 7286: 0.06042861557052726
Position 755: 0.05213993143310449
Position 10008: 0.045568102811913244
Position 4714: 0.04093436535377204
Position 3952: 0.03895163863588363
Position 2574: 0.03347719105213385
Position 10632: 0.03320000601674336
Position 6283: 0.03163237242429522
Position 10339: 0.028517090290603068
Position 7000: 0.028440943890298075
Position 246: 0.02809678080131596
Position 8672: 0.017072609006578372
Position 14017: 0.013353752846838993
Position 4608: 0.012070716666712202
Position 1473: 0.012000635009745119
Position 226: 0.011458890775983185
Position 8239: 0.01114923672244999
Position 7515: 0.011049533399091517
Position 1785: 0.0107253431863504
Position 3957: 0.010655738857883788
Position 5117: 0.010374353861864739
Position 2592: 0.010037482165877541
Position 7240: 0.009680116019897248
Position 6759: 0.009263109639421377
Position 3863: 0.009201725728362541
Position 942: 0.006912795337502738
Position 804: 0.006345080909150452
Position 8631: 0.005710890070554728
Position 7152: 0.005363237883198294
Position 1251: 0.005150561436605189
Position 2598: 0.004906755481882992
Position 5551: 0.004896328274817263
Position 8594: 0.004793137703506815
Position 4197: 0.004552123183164035
Position 911: 0.004486198895876106
Position 3708: 0.004402820373366039
Position 3906: 0.004379259354177033
Position 2424: 0.003910832304942525
Position 4785: 0.003801492318503248
Position 5635: 0.003757657218892231
Position 159: 0.003707241691166134
Position 8005: 0.003573173214213275
Position 3858: 0.0031272500606407054
