Gene = March4
index = 663
Annotated 5SS: [ 2306 84489 89775]
Annotated 3SS: [ 84332  89581 107920]
SMsplice 5SS: [   276   4531  11748  22014  49121  54713  58209  65115  65309  68154
  73967  84489  89775  95343 107550]
SMsplice 3SS: [  4422  11650  21885  48985  54623  58091  64991  65209  68017  73859
  84332  89581  95243 107345 107920]
top_k =  500
Partition function (log Z): -67.05564239711339

Sorted 5' Splice Sites (High to Low Probability):
Position 4531: 0.8442909278120635
Position 2306: 0.657046522357739
Position 276: 0.5253992601003588
Position 3156: 0.49798748303078644
Position 180: 0.40396473632531005
Position 11748: 0.4003084364640063
Position 2893: 0.24370101893946228
Position 10700: 0.1957440506651921
Position 5492: 0.11590054768599657
Position 2530: 0.07486641570681092
Position 3182: 0.05180299704582648
Position 4495: 0.047469035758346545
Position 165: 0.04255404595977932
Position 7003: 0.04189216324814884
Position 6666: 0.033598282267096574
Position 4976: 0.029259814815944578
Position 3344: 0.0279810406227409
Position 6686: 0.021421991570865592
Position 2081: 0.019297168196169685
Position 3191: 0.009900361586498875
Position 3129: 0.009700251203482647
Position 3996: 0.009038860579693535
Position 479: 0.00837933914601167
Position 2050: 0.008306596779929386
Position 3965: 0.006175117418232131
Position 4790: 0.004974995194729429
Position 2004: 0.003546642029996939
Position 3618: 0.002828384339696514
Position 1175: 0.002219959977589773
Position 2259: 0.0020059829463891367
Position 387: 0.002001768095569667
Position 243: 0.0019281554507190018
Position 1546: 0.0012413139677439104
Position 4099: 0.0011184158277172149
Position 2487: 0.0010839950504106873
Position 2847: 0.0010549159773280495
Position 3173: 0.0008862067235066754
Position 2208: 0.000791307824216537
Position 1846: 0.0007495603721101572
Position 1940: 0.000723203638901788
Position 3614: 0.0007100423359763451
Position 2336: 0.0005491568020060378
Position 1643: 0.0003712526825609868
Position 2343: 0.00030025166423762185
Position 857: 0.00029965935441812264
Position 4535: 0.00022045686652917722
Position 3421: 0.00019551774362958036
Position 80: 0.00011490683778598196
Position 2040: 0.0001145643627415341
Position 45: 0.00010281840256432252
Position 2469: 8.559264023163392e-05
Position 55: 1.2343045046860971e-06
Position 111: 1.0416382995440395e-06
Position 835: 9.292862184177013e-07
Position 378: 6.950666777626344e-07
Position 5: 4.5615556127005535e-07
Position 85: 4.0668420145516684e-07
Position 660: 3.336295830649731e-07
Position 1002: 2.707677897507193e-07
Position 539: 2.607027217215953e-07
Position 625: 2.578661379641012e-07
Position 237: 2.53943244628317e-07
Position 299: 8.530187208176912e-08
Position 89: 2.424159806278116e-08
Position 450: 1.6867480564788002e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4422: 0.9351370029042272
Position 3044: 0.43590151199309524
Position 11650: 0.4089877925592983
Position 11308: 0.3470080204933621
Position 2187: 0.2324865033851937
Position 2184: 0.21861203364588086
Position 10599: 0.21177007608297463
Position 2767: 0.1904966631589869
Position 3010: 0.14245555700401313
Position 5363: 0.1274245181936896
Position 14430: 0.09616753613349113
Position 2293: 0.09374022477262345
Position 12887: 0.08580202174917646
Position 6540: 0.06014744718286836
Position 12102: 0.051286403299821426
Position 13101: 0.04800816370177168
Position 5679: 0.04587620385766325
Position 2212: 0.044220367094423056
Position 15288: 0.04416891609300517
Position 2452: 0.038238947864335036
Position 12054: 0.034262820283436024
Position 2386: 0.03168622422457064
Position 2729: 0.029969177855703882
Position 4829: 0.02379010399135718
Position 6901: 0.020331845151200616
Position 4728: 0.01890026096054481
Position 12192: 0.017852246459934662
Position 5604: 0.015720284805353833
Position 13484: 0.015688604959612155
Position 7758: 0.015230521714728613
Position 6859: 0.015032217212017548
Position 1967: 0.01409441490233458
Position 2817: 0.01323426933929749
Position 6756: 0.012027501285405254
Position 1871: 0.01164347036670082
Position 1939: 0.011407323223643273
Position 1894: 0.011274215405850017
Position 3831: 0.010986585308235484
Position 2162: 0.010981260297657197
Position 3279: 0.009906940298569934
Position 2156: 0.009571442758810184
Position 9614: 0.009565434113130756
Position 9453: 0.0087889861356506
Position 4782: 0.00822868943106442
Position 6100: 0.008184607797192205
Position 2710: 0.0071747700137753685
Position 3249: 0.0071212836334497145
Position 11825: 0.007071723783757083
Position 7200: 0.006421769566375597
Position 1996: 0.004806018752299874
Position 2215: 0.004475546064504478
Position 9692: 0.004328530853764328
Position 1879: 0.004227965764788532
Position 1851: 0.003965571401860276
Position 3912: 0.003934006914515094
Position 1953: 0.0035568924560869476
Position 4875: 0.003462961030857754
Position 5905: 0.003420697516570687
Position 2247: 0.003280642657408495
Position 3181: 0.0032175225967468442
Position 5814: 0.002667662634340676
Position 3968: 0.0025875272996141127
Position 8254: 0.002345842547263211
Position 7823: 0.0022619833978168137
Position 5865: 0.002084908711152143
Position 3523: 0.001966015777183971
Position 8575: 0.0018711359112584575
Position 2698: 0.0017952209825221328
Position 3012: 0.001758843474195646
Position 3054: 0.001624055816629782
Position 2408: 0.0015046012917796004
Position 2663: 0.0011938544740149432
Position 2530: 0.0010343999830349265
Position 5572: 0.0010336821554936234
Position 4640: 0.0009529588190594408
Position 3251: 0.0009496892055471644
Position 1752: 0.0008831161184200207
Position 1068: 0.0008294706267400844
Position 3096: 0.0008161104888411778
Position 6129: 0.0007298754997178904
Position 916: 0.0006929216279612278
Position 3283: 0.0006826214470713136
Position 1708: 0.0006734012000891818
Position 2244: 0.0006430559565996613
Position 5786: 0.0006403114563143641
Position 4675: 0.0005458728206341925
Position 2566: 0.0004630657777294076
Position 3405: 0.0004625579919255902
Position 1491: 0.00043503781071403403
Position 2687: 0.0004129384610092903
Position 5477: 0.0003467921680617679
Position 966: 0.00032089774685747083
Position 1494: 0.0003109109714837626
Position 2836: 0.00030141027307495414
Position 468: 0.0002771746780998754
Position 4933: 0.00024832910476644393
Position 1906: 0.000235434053380738
Position 1442: 0.00017263052194013752
Position 1462: 9.883209748378644e-05
Position 4377: 9.877053093373348e-05
Position 1773: 7.596765721153755e-05
Position 2499: 7.364366174364629e-05
Position 2457: 5.582103256482382e-05
Position 1084: 4.7501993046586244e-05
Position 760: 4.6944103732661746e-05
Position 2415: 4.459586453370982e-05
Position 643: 4.386459362189101e-05
Position 2454: 4.0463879002194784e-05
Position 492: 1.36891398357324e-05
Position 646: 1.0879215751151662e-05
Position 510: 9.62817592275434e-06
Position 516: 9.595653821562102e-06
Position 1386: 4.813703593218081e-06
Position 1154: 4.577879748677107e-06
Position 890: 4.4462086105424556e-06
Position 1373: 3.7393155480895797e-06
Position 1759: 2.582381436749528e-06
Position 1600: 2.532450645826319e-06
Position 2432: 9.505506896859881e-07
Position 3264: 1.4386330716596282e-07
Position 3230: 1.328286617975243e-07
Position 1664: 2.99309153535542e-08
Position 1603: 2.0657918196286306e-08
Position 1317: 9.740386720916591e-09
