Gene = Igflr1
index = 564
Annotated 5SS: [  40  955 1510 2074]
Annotated 3SS: [ 736 1321 1715 2153]
SMsplice 5SS: [40]
SMsplice 3SS: [1321]
top_k =  500
Partition function (log Z): -5.877106731463634

Sorted 5' Splice Sites (High to Low Probability):
Position 40: 0.7352070842873601
Position 1190: 0.4341712027400653
Position 955: 0.29742798750663035
Position 2008: 0.25885491494346013
Position 571: 0.1912208609784381
Position 1526: 0.18532000444881389
Position 2019: 0.1804501303589168
Position 1510: 0.15350610901202513
Position 1401: 0.0645672592784552
Position 179: 0.060890956266530405
Position 2074: 0.05303807078112764
Position 1834: 0.042349577320517855
Position 192: 0.0351639233097873
Position 1484: 0.03470002907597422
Position 1558: 0.025507101840988963
Position 173: 0.020534732005189973
Position 297: 0.016091546577706634
Position 206: 0.01577553207459211
Position 1765: 0.011716965359494335
Position 1076: 0.008125895240993972
Position 908: 0.006163146141693664
Position 196: 0.004233241189198544
Position 1818: 0.00350957322913702
Position 165: 0.002111463580145273
Position 1787: 0.0017921466600493599
Position 641: 0.0015490440126181221
Position 575: 0.0012798534395768522
Position 970: 0.0012193181365646381
Position 1206: 0.0011825255102860864
Position 106: 0.0011055334474114828
Position 2271: 0.0008350746351422502
Position 1017: 0.0006725339040272695
Position 2029: 0.0006635935770867151
Position 89: 0.0003916553212044481
Position 1242: 0.00024998271557559405
Position 363: 0.00020925394898808753
Position 668: 0.00019676885506818596
Position 522: 0.0001739733220640981
Position 1222: 0.00015691562459028174
Position 472: 0.00013788913405305035
Position 887: 0.00012010118449385969
Position 580: 0.00011888820223204835
Position 65: 0.00010822417526513441
Position 30: 9.819732665607932e-05
Position 1052: 8.51568656686598e-05
Position 744: 7.679733743485495e-05
Position 1569: 7.668660036839342e-05
Position 1430: 6.985816259332487e-05
Position 1471: 6.831943612653611e-05
Position 150: 6.086465156163521e-05
Position 24: 4.7182608321586385e-05
Position 460: 4.177128684852303e-05
Position 1056: 4.0498777494725933e-05
Position 394: 2.7603018785254893e-05
Position 962: 1.704885655800079e-05
Position 595: 1.4316553458733731e-05
Position 949: 1.085738137692951e-05
Position 677: 1.0167416089491227e-05
Position 728: 8.77015650825734e-06
Position 1389: 5.507279569471339e-06
Position 185: 5.048646803293129e-06
Position 1369: 4.073067335874649e-06
Position 281: 2.7314415560304277e-06
Position 442: 7.57985860629872e-07
Position 44: 4.6480411962079245e-07
Position 426: 2.5530251559003625e-07
Position 417: 1.5009507512115253e-07
Position 440: 1.3828975432496293e-07
Position 112: 2.5768525852213797e-09
Position 302: 2.297597507340671e-09
Position 305: 1.2875341541459993e-09
Position 316: 4.801417014963824e-10
Position 116: 2.929060049779813e-11
Position 307: 5.764042533064932e-14
Position 325: 2.870732824469625e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1321: 0.7467856178969381
Position 2153: 0.5667104837062175
Position 1099: 0.3108617813981684
Position 1928: 0.2587243203980023
Position 1957: 0.2234846133323248
Position 816: 0.14846461811958395
Position 1715: 0.12207762764381173
Position 736: 0.07499445713228446
Position 1071: 0.03945467893197233
Position 777: 0.03796392954212032
Position 337: 0.03729453251213075
Position 1075: 0.036215154601395835
Position 377: 0.03456963441472909
Position 393: 0.03049056014321441
Position 1905: 0.027564517045225147
Position 334: 0.01859377958486343
Position 1758: 0.014025566807002277
Position 2176: 0.012220438475400724
Position 2200: 0.0107394269002428
Position 122: 0.008842086708216075
Position 1733: 0.008599491772830623
Position 799: 0.008085609579070051
Position 1718: 0.007862386345639428
Position 1035: 0.007617529109414917
Position 550: 0.006610632014434101
Position 475: 0.005768159853381423
Position 1866: 0.005030277351319531
Position 1930: 0.004279817023017097
Position 828: 0.0038195680543200872
Position 296: 0.0036220686393802406
Position 868: 0.0034207960556887017
Position 1114: 0.0027039423662331427
Position 916: 0.0026295354028769164
Position 1055: 0.0025848575020038967
Position 1038: 0.0023898939703597124
Position 861: 0.002091932958949129
Position 1279: 0.001673564446716903
Position 472: 0.0014553249368970162
Position 1105: 0.0013008282826850476
Position 426: 0.0012319967487606591
Position 763: 0.001143681874212962
Position 105: 0.0011238641089140074
Position 742: 0.0008829040374229377
Position 962: 0.0007192288467368528
Position 609: 0.00061850024082848
Position 2458: 0.000540644111293098
Position 522: 0.00048330294858070185
Position 887: 0.0004365407567941882
Position 2161: 0.00043419997495523283
Position 552: 0.0004142220840898334
Position 980: 0.0004105090937864264
Position 2295: 0.0003972096659477874
Position 2346: 0.00038664761406166816
Position 1423: 0.0003636410473037808
Position 339: 0.0003092673528656629
Position 667: 0.00022290670282827074
Position 636: 0.00019139613283184747
Position 905: 0.00018290804682087147
Position 665: 0.0001771941435442414
Position 907: 0.00017343186582293165
Position 402: 0.00016730957848478913
Position 656: 0.00015175747417290684
Position 677: 0.00015144388924435973
Position 1372: 0.0001393561792886324
Position 771: 9.264379084709488e-05
Position 2434: 8.577868580818836e-05
Position 526: 6.99212205080087e-05
Position 129: 5.602526785366461e-05
Position 127: 4.756785764444001e-05
Position 281: 4.747130825409128e-05
Position 1268: 3.379513852253182e-05
Position 404: 1.4593610694088878e-05
Position 440: 1.2416427461163816e-05
Position 240: 1.1160028634197847e-05
Position 141: 8.490001357367787e-06
Position 99: 4.972697895314788e-06
Position 172: 3.395950110267164e-06
Position 531: 3.142631995835041e-06
Position 433: 1.6832924752904973e-06
Position 88: 9.988830610180534e-07
Position 195: 5.419291397425906e-07
Position 143: 3.7266356032479494e-07
Position 150: 2.8494377880876093e-07
Position 192: 2.6578060826104287e-07
Position 200: 9.328854752219582e-08
Position 154: 3.9655123122683573e-08
Position 159: 2.0594694873227953e-08
Position 164: 1.7230906030553445e-08
Position 185: 7.879336680950069e-09
Position 162: 6.530796342399043e-09
Position 183: 6.051888484114648e-10
