Gene = Sct
index = 954
Annotated 5SS: [116 299 514]
Annotated 3SS: [196 408 609]
SMsplice 5SS: [116 299]
SMsplice 3SS: [196 609]
top_k =  500
Partition function (log Z): -1.563233867005433

Sorted 5' Splice Sites (High to Low Probability):
Position 116: 0.998597965608195
Position 299: 0.8780015703622328
Position 514: 0.21862681362257666
Position 314: 0.006260984483800473
Position 285: 0.0035336709094607563
Position 559: 0.0020800119185771975
Position 280: 0.0009052442488984187
Position 336: 0.00029852216972831903
Position 125: 0.00012489687196778814
Position 88: 7.366805414879587e-05
Position 546: 6.047637566444643e-05
Position 404: 3.0176390471864952e-05
Position 399: 1.4272237922709796e-05
Position 393: 1.3255863777224905e-05
Position 563: 1.0189866926469067e-05
Position 518: 9.609576729549282e-06
Position 670: 8.311175859590345e-06
Position 362: 6.105440032587422e-06
Position 253: 5.06002679485083e-06
Position 580: 2.6500023551306436e-06
Position 451: 2.3588144887177382e-06
Position 487: 2.309487763726632e-06
Position 68: 8.490308448054172e-07
Position 221: 4.862530552077122e-07
Position 484: 4.614565229512893e-07
Position 684: 2.355123079732104e-07
Position 387: 2.189841855414169e-08
Position 136: 1.1047558593546026e-08
Position 13: 3.93799996326994e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 196: 0.9882876192109633
Position 609: 0.902225035464921
Position 434: 0.07045470125097411
Position 457: 0.040210434712490806
Position 441: 0.01220537054471352
Position 436: 0.011092155515564493
Position 621: 0.010993297100165198
Position 408: 0.010777589165846495
Position 415: 0.010072707930819312
Position 669: 0.009365881822657912
Position 422: 0.008277704709208713
Position 689: 0.008212028953968898
Position 591: 0.006252380442767895
Position 205: 0.005207435819858255
Position 499: 0.0050891305686797
Position 508: 0.0021864754509801593
Position 464: 0.002168128557844133
Position 532: 0.0016130591902200641
Position 472: 0.001395087236685242
Position 229: 0.0006349931473920138
Position 466: 0.00037062663778216333
Position 412: 0.00030605469993750156
Position 708: 0.00016370767031106682
Position 213: 0.00015407408216243902
Position 253: 0.00014804833270993544
Position 546: 0.00013329687220638148
Position 787: 0.0001313725182048597
Position 558: 0.00011740804706467013
Position 248: 8.080115195862944e-05
Position 233: 6.981051481876693e-05
Position 278: 6.192108490747406e-05
Position 717: 5.1782403790726475e-05
Position 554: 2.7108320671374683e-05
Position 691: 2.6095713054840942e-05
Position 739: 2.1228895968443135e-05
Position 756: 1.8151231594187695e-05
Position 730: 1.7441401409627097e-05
Position 722: 9.929364070120347e-06
Position 346: 9.429758318787933e-06
Position 732: 8.972448642702644e-06
Position 298: 5.444727722759711e-06
Position 238: 4.879523023474955e-06
Position 313: 3.44311718174629e-06
Position 327: 3.4352835543546394e-06
Position 259: 2.1082087024672518e-06
Position 753: 7.806550461779868e-07
Position 317: 5.871479007536943e-07
Position 266: 5.275378288544302e-07
Position 336: 3.6139227169235755e-07
Position 293: 1.393084481625472e-07
Position 518: 4.248693178543867e-09
Position 303: 3.1679395245017033e-12
Position 115: 8.229810323015607e-13
Position 88: 2.0563480993823745e-13
Position 120: 1.1783295972778852e-15
Position 123: 8.890924804988188e-16
