Gene = Defb18
index = 329
Annotated 5SS: [70]
Annotated 3SS: [782]
SMsplice 5SS: [70]
SMsplice 3SS: [782]
top_k =  500
Partition function (log Z): -10.639057145960576

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.8766646990518577
Position 581: 0.16389040674806094
Position 447: 0.008021029267009261
Position 541: 0.0028253288005717194
Position 196: 0.002428627676061325
Position 180: 0.0017250017286724042
Position 286: 0.0016453120516358639
Position 326: 0.0014514091650800432
Position 39: 0.0007538444145442227
Position 61: 0.0007440029239516223
Position 628: 0.0006811395295661494
Position 51: 0.0006450544923900818
Position 75: 0.000558072204215053
Position 53: 0.0005262913884379293
Position 232: 0.0005081053940800002
Position 417: 0.00013510608505190906
Position 208: 8.20700048208198e-05
Position 836: 7.778594032881896e-05
Position 224: 6.466058587640694e-05
Position 58: 6.037325108426169e-05
Position 294: 4.1298468736393616e-05
Position 110: 2.7970131009404437e-05
Position 603: 1.639177129607271e-05
Position 258: 1.0835657572179649e-05
Position 20: 1.0668062353990085e-05
Position 175: 7.973787817485634e-06
Position 381: 6.782231885973841e-06
Position 354: 6.5947107968520155e-06
Position 407: 5.1167726044601295e-06
Position 843: 4.181150692432077e-06
Position 806: 3.7444929054326613e-06
Position 572: 3.5383140194162144e-06
Position 402: 9.861727202598887e-08
Position 315: 8.925983070399873e-08
Position 532: 4.612601049920155e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 782: 0.6074896842730229
Position 621: 0.12883873943909369
Position 417: 0.05400866937626914
Position 329: 0.053034392081020953
Position 354: 0.04156356987705509
Position 790: 0.03667354068576864
Position 580: 0.02803873283554343
Position 280: 0.02375574180048551
Position 463: 0.023341408829555182
Position 503: 0.016019545168933752
Position 326: 0.01598833757303699
Position 541: 0.007698112234360617
Position 146: 0.006956451219261804
Position 375: 0.003693398857688953
Position 901: 0.0033609244680214163
Position 465: 0.0029723993694619265
Position 389: 0.001521618922175307
Position 626: 0.0014504460360670486
Position 396: 0.0014103553762491309
Position 399: 0.001010707312482768
Position 812: 0.0009132139972570243
Position 867: 0.0007260875778488401
Position 853: 0.0005859793662014552
Position 423: 0.0005373856696100414
Position 201: 0.0004062264458512764
Position 220: 0.00038722114019562257
Position 552: 0.00027618038666796566
Position 402: 0.00014246707016638666
Position 560: 0.00013344135051929787
Position 920: 0.00011312205150763874
Position 801: 0.00010117423402863732
Position 432: 9.431152134304275e-05
Position 391: 9.353798129268025e-05
Position 816: 5.622560558570455e-05
Position 555: 4.4836704828646025e-05
Position 517: 3.5135513448433525e-05
Position 393: 3.038860431692477e-05
Position 937: 2.5075979692810417e-05
Position 159: 2.293769545693601e-05
Position 196: 2.1821988390398362e-05
Position 805: 2.178873321948131e-05
Position 208: 1.1429100674086289e-05
Position 232: 9.43323283086846e-06
Position 874: 7.750132402937645e-06
Position 930: 7.632602784830403e-06
Position 427: 1.3684239411000933e-06
Position 425: 6.5573982865107e-07
Position 96: 5.781397256274357e-12
Position 103: 1.6982000838691622e-12
Position 101: 4.235907555579751e-13
