Gene = Irak1bp1
index = 593
Annotated 5SS: [  800  7944 16890]
Annotated 3SS: [ 7877 16758 16986]
SMsplice 5SS: [   82  7944 16890]
SMsplice 3SS: [ 7877 16758 16986]
top_k =  500
Partition function (log Z): -12.876172262289696

Sorted 5' Splice Sites (High to Low Probability):
Position 800: 0.5370984539775551
Position 7944: 0.47790752686235616
Position 82: 0.4431543967587294
Position 8499: 0.3740919098455381
Position 316: 0.36460177165562097
Position 7955: 0.2958702586067234
Position 1142: 0.203949877923853
Position 2329: 0.12519887428649076
Position 963: 0.11678490718313972
Position 3968: 0.10595783024164249
Position 968: 0.09536226329343077
Position 1838: 0.06715064668440437
Position 8476: 0.054786421207062536
Position 4295: 0.048825694081029804
Position 1369: 0.04524826607155875
Position 8262: 0.03571622588126767
Position 647: 0.03420513044993798
Position 4967: 0.030526824132269835
Position 3501: 0.02679320729308896
Position 4174: 0.014645687989379062
Position 704: 0.013725763897570424
Position 3706: 0.013697296439015858
Position 5076: 0.009857919879969076
Position 1852: 0.0036848151164178564
Position 636: 0.002141614950400534
Position 830: 0.0020208194806209936
Position 295: 0.0011137310081967234
Position 722: 0.0010114933629894176
Position 665: 0.000985315630342469
Position 66: 0.0009447969594783184
Position 3818: 0.0005991364654348786
Position 744: 0.0005226924978382904
Position 490: 0.000508567591809806
Position 1933: 0.0004771240511224679
Position 1157: 0.00039386583579169684
Position 692: 0.000378954580114147
Position 1478: 0.00037667661288471476
Position 641: 0.0003716237923645378
Position 242: 0.0003485190992975246
Position 518: 0.0002895301146890767
Position 746: 0.00027586251033348693
Position 1335: 0.0002536772790886322
Position 258: 0.00022379999781106183
Position 165: 0.00022305261117875805
Position 698: 0.00020487720765229524
Position 1890: 0.00019913512600660567
Position 1868: 0.00017535097308252106
Position 1393: 0.00015690559026019574
Position 2250: 0.00014265224148754004
Position 1482: 0.0001318413254223153
Position 127: 0.00012255523471058237
Position 459: 8.066348075719309e-05
Position 1495: 5.13475854307537e-05
Position 793: 4.07442029985582e-05
Position 96: 4.054686083494889e-05
Position 750: 3.2059206824656325e-05
Position 611: 3.031920658065214e-05
Position 247: 2.6776023441213355e-05
Position 1225: 2.4402730723385813e-05
Position 1146: 2.3362232250515716e-05
Position 331: 1.871706439405414e-05
Position 819: 1.8640788883445755e-05
Position 27: 1.7514902425665738e-05
Position 1137: 1.745296724205753e-05
Position 1416: 1.6677922801004864e-05
Position 667: 9.654450636114414e-06
Position 520: 3.7603913574744167e-06
Position 4: 1.4059135882441269e-06
Position 435: 1.1411075021098267e-07
Position 30: 1.0228537862855904e-07
Position 364: 6.873066884437156e-08
Position 333: 5.2539731092628396e-08
Position 973: 2.0189777173830632e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7877: 0.9543968803948092
Position 8394: 0.46058578314316534
Position 11043: 0.21791987217258568
Position 10043: 0.19133350900016532
Position 583: 0.19032077779075696
Position 1010: 0.13262594750491535
Position 866: 0.1313155019328499
Position 14223: 0.12149029338303474
Position 909: 0.11037415143291245
Position 3906: 0.10957899074096303
Position 378: 0.09051385992996151
Position 1738: 0.08176096094513674
Position 8415: 0.08164367354374
Position 589: 0.07467091100521277
Position 2044: 0.07117425613701746
Position 4117: 0.05871007794188236
Position 8687: 0.05202558432748367
Position 2134: 0.05128019567651277
Position 10395: 0.0509359135704975
Position 3388: 0.04975236113568599
Position 1330: 0.045730328217821775
Position 4858: 0.04069241715975564
Position 14572: 0.03432586528187771
Position 878: 0.023526356746655208
Position 1053: 0.01635373880484165
Position 4017: 0.009785024083155937
Position 8568: 0.00963726052178664
Position 8892: 0.007863788028928268
Position 177: 0.007150662021375884
Position 619: 0.006854992151279006
Position 664: 0.006678139725290278
Position 8352: 0.0065020635909205544
Position 304: 0.005886454311307856
Position 675: 0.005717858626259225
Position 9096: 0.0043747229957087404
Position 202: 0.004145264440783095
Position 3346: 0.0034023558649582323
Position 1101: 0.0033705999465761154
Position 1025: 0.0029557089231317443
Position 414: 0.002812538589081887
Position 8543: 0.002709676413548096
Position 2057: 0.0022185013109492237
Position 476: 0.002060263624608293
Position 686: 0.0020132946972993655
Position 219: 0.001638338611962302
Position 640: 0.0016226864191507097
Position 8669: 0.0012828909021501817
Position 7274: 0.001244608116399061
Position 338: 0.0011246344852346864
Position 4560: 0.0009182670718409834
Position 1006: 0.0009005674846072861
Position 253: 0.0007508718082467411
Position 1516: 0.0006709258548622515
Position 7410: 0.0005988445731079289
Position 711: 0.0004884904837827839
Position 632: 0.0003976163386129819
Position 1188: 0.0003348377451110624
Position 1306: 0.00027648363974639253
Position 775: 0.0002586440449556148
Position 651: 0.0002210455819082511
Position 485: 0.00021620451125818114
Position 1368: 0.00020088930584755458
Position 718: 0.0001640273013730272
Position 179: 0.00014321009185537393
Position 708: 0.00013824696996413502
Position 1244: 0.00013406213881660698
Position 418: 0.00012585077910725654
Position 280: 0.00010887503047048988
Position 1058: 8.691293872073359e-05
Position 225: 8.444722540032355e-05
Position 145: 7.009775540250872e-05
Position 210: 6.543605657699603e-05
Position 733: 5.601393982089802e-05
Position 233: 4.869914521950671e-05
Position 428: 4.846100896486124e-05
Position 1172: 4.6432317338701024e-05
Position 742: 4.4140704285788605e-05
Position 739: 3.999172893940119e-05
Position 704: 3.9127368589091506e-05
Position 275: 3.3520983343382854e-05
Position 285: 2.5220012244047257e-05
Position 787: 1.1888085678066515e-05
Position 784: 1.033144278451611e-05
Position 916: 9.229160984620641e-06
Position 799: 9.20258648879069e-06
Position 230: 7.908324283342525e-06
Position 824: 5.178000665507738e-06
Position 790: 4.6972460027103476e-06
Position 312: 1.855580355518386e-06
Position 777: 1.1506794816627042e-06
Position 109: 8.347818209382084e-07
Position 289: 7.38208869826965e-07
Position 141: 4.1633691522877525e-07
Position 106: 6.625887654187642e-08
Position 112: 2.6596144364119673e-08
Position 86: 1.7479288389806465e-08
Position 315: 2.3810293233766206e-09
Position 66: 2.313446478396059e-09
Position 96: 1.950415707617142e-09
