Gene = Taf10
index = 1055
Annotated 5SS: [ 275  532  934 1136]
Annotated 3SS: [ 376  868 1020 1297]
SMsplice 5SS: [ 275  532  934 1136]
SMsplice 3SS: [ 376  868 1020 1297]
top_k =  500
Partition function (log Z): 3.981366047504146

Sorted 5' Splice Sites (High to Low Probability):
Position 275: 0.9537501878178084
Position 532: 0.8888724061675224
Position 1136: 0.7692814178056256
Position 1404: 0.7359626555725879
Position 934: 0.597486422099762
Position 2393: 0.5907498127834877
Position 1870: 0.46959004797750326
Position 953: 0.372260820631193
Position 1216: 0.15854590452964404
Position 3230: 0.14825165519328048
Position 1925: 0.10107563394517141
Position 3481: 0.08508962706998412
Position 3458: 0.07674492682438079
Position 1549: 0.06514479459424724
Position 1348: 0.05211649913387451
Position 295: 0.04289551807501442
Position 4207: 0.035952482731513545
Position 3485: 0.0286780270715163
Position 2800: 0.018607115761260073
Position 1138: 0.016738364362624755
Position 1422: 0.014102967312341036
Position 2718: 0.009610332558071403
Position 1901: 0.008587814880999172
Position 1361: 0.008279486741690474
Position 1586: 0.006008188471012464
Position 938: 0.004947342054260228
Position 1162: 0.0025354450702965562
Position 1823: 0.002104991156588237
Position 2485: 0.002078841980710522
Position 3672: 0.0019362143710076572
Position 1696: 0.0018160364631758799
Position 1438: 0.0017705585971245722
Position 1508: 0.0017356220755777847
Position 107: 0.0015928673334942307
Position 1410: 0.0015641131152202823
Position 463: 0.0012224178545994795
Position 2713: 0.0011587988617990895
Position 2700: 0.0010485824325766942
Position 472: 0.0008351567952930185
Position 746: 0.0006866957069619162
Position 1306: 0.0005651412524706866
Position 2378: 0.0005060274668230952
Position 477: 0.0003677342701700214
Position 2763: 0.00034676503931946263
Position 1623: 0.0003165087431361179
Position 973: 0.00020722895153011992
Position 961: 0.0001628179276969559
Position 475: 0.00014958125526462547
Position 2051: 0.00014313075975296415
Position 2769: 9.23371663574957e-05
Position 100: 8.499704761773876e-05
Position 594: 5.126325612837594e-05
Position 569: 4.658930829997163e-05
Position 888: 4.253461902888253e-05
Position 510: 4.0747140651903124e-05
Position 420: 3.00089191602898e-05
Position 633: 2.9944056878358495e-05
Position 636: 2.4415599056159007e-05
Position 966: 2.2355805630533132e-05
Position 656: 2.007558401467833e-05
Position 322: 1.941574807618965e-05
