Gene = Jchain
index = 601
Annotated 5SS: [ 176 1793 5399]
Annotated 3SS: [1671 5317 6364]
SMsplice 5SS: [ 176 5399]
SMsplice 3SS: [5317 6364]
top_k =  500
Partition function (log Z): -6.462150857006783

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.9928903043756548
Position 5399: 0.5990701228794676
Position 1837: 0.3817669074004748
Position 1426: 0.2734177854909354
Position 6523: 0.13300662890286621
Position 5589: 0.10884448093649576
Position 4525: 0.08201203302745762
Position 1793: 0.050930765377388804
Position 6515: 0.03152205749971498
Position 6473: 0.030866914750759637
Position 6127: 0.017646587682100083
Position 2191: 0.014883616364360691
Position 6260: 0.010734919345801043
Position 4510: 0.00752928164651212
Position 524: 0.004794436616728749
Position 1375: 0.004402362130545477
Position 6008: 0.0036101740387082
Position 4158: 0.003197547669518233
Position 1672: 0.0030187001539681776
Position 5489: 0.002759405810658719
Position 2087: 0.0024174683289024898
Position 2820: 0.002270570811923629
Position 5432: 0.0019036032305722902
Position 4275: 0.0018183159808411787
Position 4152: 0.0015958873491179336
Position 2968: 0.001590937936797865
Position 183: 0.0012500302387275911
Position 2231: 0.0010411175082620683
Position 4198: 0.000942435412111248
Position 3757: 0.0009390490285627827
Position 654: 0.0008524076261209011
Position 2346: 0.0008215111962248403
Position 1530: 0.0007365763307049311
Position 4446: 0.0007253252317277815
Position 3697: 0.0007212338528257506
Position 667: 0.00046211874064015
Position 976: 0.00036118071230587347
Position 180: 0.00032012886883130305
Position 4188: 0.00025992047464348746
Position 2865: 0.00025152013223031104
Position 536: 0.00023841247416210725
Position 736: 0.00023554851457320124
Position 1336: 0.0001385190332951838
Position 139: 8.909632310101552e-05
Position 612: 5.5732710213876114e-05
Position 659: 4.3736081415392266e-05
Position 519: 4.203129332883108e-05
Position 5790: 1.3479798508647758e-05
Position 1887: 1.291904936445753e-05
Position 827: 1.1614597491242581e-05
Position 1080: 8.872431470491174e-06
Position 169: 7.949905900427072e-06
Position 425: 5.8365832725307394e-06
Position 979: 5.502745815023099e-06
Position 154: 4.183843062845587e-06
Position 229: 3.7884392397120906e-06
Position 218: 3.684015921982558e-06
Position 1826: 3.180636567478681e-06
Position 101: 3.129117943467128e-06
Position 888: 2.4478966494318135e-06
Position 1797: 2.4260433863382205e-06
Position 836: 2.145166719886059e-06
Position 12: 1.1806263486307973e-06
Position 875: 1.0854332378936098e-06
Position 1007: 9.752611387143063e-07
Position 163: 1.7769758990052358e-07
Position 865: 4.335099654315448e-08
Position 299: 4.134395007584751e-08
Position 461: 3.9027842316217834e-08
Position 881: 3.357345034285873e-08
Position 493: 8.456309311993355e-09
Position 90: 6.6599877843972445e-09
Position 222: 6.27219118298614e-09
Position 435: 3.9760972643049835e-09
Position 66: 3.942363173700751e-09
Position 348: 2.6963951550459436e-09
Position 73: 1.927047352010363e-09
Position 220: 6.88994705564559e-10
Position 437: 6.666391893611762e-10
Position 379: 4.446419803725288e-11
Position 595: 2.13090634286631e-11
Position 587: 1.1114896290487677e-11
Position 359: 5.545755758213502e-12
Position 554: 1.3260711616296461e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5317: 0.7916544383895843
Position 6364: 0.6534349471100407
Position 1671: 0.2530969414369892
Position 1732: 0.11177124637314013
Position 1229: 0.1066001727408234
Position 4407: 0.09817747425866977
Position 6721: 0.08384541499114212
Position 7168: 0.08050530935872464
Position 6227: 0.07598373244146334
Position 1652: 0.05995978443562318
Position 1291: 0.05324673820267725
Position 1319: 0.044245357344743386
Position 1079: 0.03639285281025209
Position 5568: 0.03142430191026429
Position 2055: 0.02750575003385316
Position 6973: 0.02465883656069048
Position 4098: 0.016083307472013232
Position 3508: 0.01405760335261647
Position 3294: 0.012377928773069178
Position 7257: 0.012210565049910057
Position 1185: 0.01162889152954055
Position 6035: 0.011323212471858692
Position 5517: 0.010353777783624757
Position 6818: 0.009542691281676627
Position 5923: 0.008199708881036511
Position 3467: 0.0075676903103153535
Position 1509: 0.007449812172199928
Position 6425: 0.007248540695698484
Position 577: 0.006998201079751468
Position 1326: 0.006302988077948869
Position 3354: 0.006237073707195647
Position 5901: 0.0054162821632993225
Position 6613: 0.005402541795063654
Position 1580: 0.0049354253044989905
Position 6514: 0.004719336764476733
Position 2701: 0.004578435504448731
Position 5534: 0.004451188682748844
Position 966: 0.004237857862793323
Position 5335: 0.004067980826392765
Position 6790: 0.004014691192437804
Position 1155: 0.0034103879669851673
Position 6599: 0.0030386002255284746
Position 1977: 0.0029075572026714446
Position 7194: 0.0026151991747298624
Position 1191: 0.0024491651169552243
Position 1279: 0.002436836476555628
Position 2820: 0.0024080224865045516
Position 1127: 0.0021271461676522644
Position 393: 0.0018057166498528236
Position 6578: 0.0017085842406990887
Position 6371: 0.0016993802944917965
Position 514: 0.0015724703658936822
Position 1873: 0.0015543392929345502
Position 7016: 0.0015160868278323528
Position 6634: 0.0013674271383267034
Position 1425: 0.0013496721783006855
Position 2968: 0.0012425067462439165
Position 4064: 0.0012330826047960474
Position 6668: 0.0011479410584708596
Position 5706: 0.0010825451437332793
Position 3990: 0.0010753004844359108
Position 7262: 0.0010344145084163138
Position 6191: 0.0009610762534187655
Position 2328: 0.0009246008021250054
Position 2216: 0.0009171030320932938
Position 1124: 0.0008461739864846359
Position 2479: 0.0008210026211708392
Position 2858: 0.0008023239016784955
Position 1683: 0.0008011376904962111
Position 719: 0.0007143153068844668
Position 1385: 0.0006704922328877986
Position 3061: 0.0006044013623842772
Position 1367: 0.0005493092783714004
Position 2452: 0.0005451093885620815
Position 1951: 0.0005363290191536872
Position 1751: 0.0005273263608465909
Position 3633: 0.00048326044387545446
Position 3041: 0.00045995654205876357
Position 6082: 0.00039704294245071817
Position 5254: 0.0003496752870183604
Position 6407: 0.0003422999926153791
Position 1002: 0.000337952024634768
