Gene = Dmkn
index = 339
Annotated 5SS: [  539   930  1085  1339  1711  2755  3460  3668  7330  7511  7983 11622
 12361 13893 14047 14507 15942 16118]
Annotated 3SS: [  752  1027  1287  1503  2709  3396  3616  7269  7462  7934 11564 12315
 13844 13998 14437 15914 16069 16976]
SMsplice 5SS: [  539   930  1085  1711  3460  7330  7511  8057 12361 14507 15942]
SMsplice 3SS: [  752  1027  1503  3396  7269  7462  7934 12315 14437 15914 16069]
top_k =  500
Partition function (log Z): 11.114224191147203

Sorted 5' Splice Sites (High to Low Probability):
Position 1711: 0.9980745625457186
Position 930: 0.9567813371201982
Position 7330: 0.9370448918931795
Position 539: 0.909445571135271
Position 14507: 0.886664696417908
Position 3460: 0.8497204423354824
Position 8057: 0.8002296254723827
Position 12361: 0.7708116574537734
Position 7511: 0.7169338045986268
Position 15942: 0.5730428735822484
Position 1085: 0.54996935886257
Position 13893: 0.5092981704616558
Position 1339: 0.4017033738218406
Position 3668: 0.39988901646774033
Position 16118: 0.38667056656998533
Position 1992: 0.3461295448882731
Position 6000: 0.27610305372224314
Position 5809: 0.16764198272263073
Position 11622: 0.13189867504108818
Position 7983: 0.11370170837824459
Position 6047: 0.09417692782208173
Position 16114: 0.08513203047826604
Position 3518: 0.08505712334459062
Position 9739: 0.08424494060917265
Position 16189: 0.08013571374335575
Position 2755: 0.06912465657597264
Position 6815: 0.06458393750097202
Position 10611: 0.05384670410684426
Position 6089: 0.05129311280520007
Position 14877: 0.03397560741261847
Position 14459: 0.029699712995391196
Position 1405: 0.028282344602407004
Position 384: 0.024098285354226635
Position 509: 0.018586738652810967
Position 14671: 0.01807524336885957
Position 6894: 0.017949679794556396
Position 559: 0.015893643897362905
Position 7752: 0.014998113464538434
Position 8301: 0.014381500791406304
Position 1969: 0.012960606616098467
Position 80: 0.010132457518207945
Position 6995: 0.00926533497104152
Position 1915: 0.009186311326002514
Position 9364: 0.00853704470381876
Position 14538: 0.007886899600626933
Position 6112: 0.007881821196756912
Position 16615: 0.007204815780817696
Position 6135: 0.006314099764266256
Position 615: 0.005361711867289255
Position 12435: 0.005099072463937541
Position 7128: 0.004840890769211149
Position 13789: 0.004108495468761466
Position 5658: 0.0035695848422743464
Position 4808: 0.003458596400449123
Position 16221: 0.0032404440830890585
Position 213: 0.00321266532816014
Position 879: 0.002836352730062493
Position 790: 0.0028328436018192284
Position 1399: 0.0028152867299103064
Position 16832: 0.0024174476905107246
Position 1328: 0.0022894277133262246
Position 1058: 0.0020472851646989184
Position 574: 0.001965200396292456
Position 1095: 0.0018223003476701965
Position 1242: 0.0017743704228712662
Position 3092: 0.0016268184170736553
Position 883: 0.0016162088979722025
Position 1435: 0.0015917291300926507
Position 7776: 0.0015724022398169557
Position 14289: 0.0015054722063470108
Position 3718: 0.001393866195775273
Position 2537: 0.0013724779867082986
Position 3905: 0.0013106921693199177
Position 16625: 0.0010909697082440955
Position 16210: 0.001087261607309389
Position 1360: 0.001072786066016816
Position 32: 0.0010662261681635703
Position 8879: 0.0009621858630206215
Position 7357: 0.0007184855180744964
Position 1411: 0.0006846798405202456
Position 3313: 0.0006074196288484533
Position 1158: 0.0005538362362989028
Position 14544: 0.0005254459874157543
Position 210: 0.0004791519579467331
Position 2151: 0.0004411071265821865
Position 664: 0.000386448423886916
Position 14807: 0.0003769761449140186
Position 532: 0.00033723043024043426
Position 10618: 0.0002889612354126229
Position 1097: 0.0002683794767219764
Position 261: 0.0002679871936776505
Position 15954: 0.0002567400174739399
Position 2810: 0.00024232091415041332
Position 561: 0.00023076542845153032
Position 817: 0.00022603427022492532
Position 871: 0.0002141894270211559
Position 3526: 0.00021162033298495906
Position 1289: 0.00019548509079038047
Position 7756: 0.00019065313707781274
Position 2590: 0.00015608228599571202
Position 7648: 0.00015394211647368103
Position 518: 0.00011305515759950455
Position 3537: 0.00011248423074061107
Position 2011: 0.00011119995824576962
Position 626: 0.00010323183044896838
Position 1697: 0.00010297987219594408
Position 1704: 9.596830447757773e-05
Position 543: 9.349170215086245e-05
Position 204: 9.068023683660308e-05
Position 311: 7.092339909414331e-05
Position 793: 6.701260110020695e-05
Position 766: 6.588690523655457e-05
Position 36: 6.520621691139957e-05
Position 580: 6.238438152997975e-05
Position 1111: 5.9414501131499434e-05
Position 14550: 5.9118863098452706e-05
Position 3491: 5.790629087277161e-05
Position 635: 4.26760758274842e-05
Position 1900: 4.23726286733803e-05
Position 237: 3.445613623974127e-05
Position 935: 3.220642575984518e-05
Position 1258: 3.1074967942320636e-05
Position 588: 2.5031550928214404e-05
Position 8094: 2.422421874881559e-05
Position 1348: 2.3829492991037724e-05
Position 8: 1.9605028248850805e-05
Position 1353: 1.885961247458582e-05
Position 1287: 1.82267521658364e-05
Position 801: 1.4889974539045549e-05
Position 889: 1.4879046257516343e-05
Position 1152: 1.1141665419791326e-05
Position 1236: 1.0203562610193771e-05
Position 416: 9.314905970639984e-06
Position 964: 6.848494917781384e-06
Position 1571: 3.532342581802012e-06
Position 1715: 2.9251798456120766e-06
Position 638: 2.639649773372606e-06
Position 1556: 1.8807946430515322e-06
Position 1740: 1.7249658598645857e-06
Position 1749: 1.33415661639482e-06
Position 8446: 9.081135658074547e-07
Position 1811: 8.564507313497739e-07
Position 8102: 3.2641988167677607e-07
Position 696: 3.19895592689519e-07
Position 717: 3.026899472582774e-07
Position 738: 1.191686477190253e-07
Position 736: 5.023216088610607e-08
Position 1746: 4.009782101723534e-08
Position 1769: 3.900851484038095e-08
Position 1676: 1.9335599275790996e-08
Position 1003: 7.706803588004238e-09
Position 1245: 4.6415316936235126e-11
Position 1010: 1.2473926671141101e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7269: 0.9723180322911918
Position 1503: 0.9633977764034193
Position 752: 0.9563780361486169
Position 3396: 0.9360366829815702
