Gene = Syne4
index = 1053
Annotated 5SS: [ 271  585 1558 1952 2276 3227 3916]
Annotated 3SS: [ 445 1413 1756 2026 3151 3856 4007]
SMsplice 5SS: [ 271  585 1558 2276 3227 3916]
SMsplice 3SS: [ 445 1478 2026 3151 3856 4007]
top_k =  500
Partition function (log Z): 6.603535332608442

Sorted 5' Splice Sites (High to Low Probability):
Position 3227: 0.9876331802960567
Position 271: 0.9640575202949014
Position 1558: 0.9376054087140241
Position 3916: 0.9116869592816436
Position 585: 0.8532840159665962
Position 2276: 0.7356715671842488
Position 3701: 0.3554339809417714
Position 1952: 0.3505090226606568
Position 2326: 0.13607694775022522
Position 1122: 0.06294645191608511
Position 694: 0.055141449886664556
Position 47: 0.05412933044574711
Position 871: 0.050202630063435436
Position 1815: 0.046580593658364505
Position 3619: 0.043863266649652365
Position 2347: 0.04089094212522835
Position 2124: 0.033200412241898986
Position 2226: 0.01660095484182934
Position 580: 0.008257821697682056
Position 2097: 0.007472147129076719
Position 2066: 0.007080010117092562
Position 3744: 0.00679228520613193
Position 1365: 0.006503368227035373
Position 1836: 0.004269626185657924
Position 1577: 0.004139978397568116
Position 4072: 0.0036641957696595734
Position 3260: 0.003010230116455356
Position 1165: 0.002391436237816069
Position 1868: 0.0023783853768729155
Position 1967: 0.00178028700863085
Position 168: 0.0014834655714083553
Position 1933: 0.0014174084068073725
Position 188: 0.0013177967904678303
Position 133: 0.001266760589408851
Position 3872: 0.0009530873098892623
Position 1359: 0.0009463444702821239
Position 2102: 0.0008587964657214033
Position 1298: 0.0008512886936806277
Position 3781: 0.0007887775566959068
Position 2027: 0.000759675378405905
Position 3554: 0.0007272616797672091
Position 1604: 0.0007040614912810229
Position 324: 0.0006931261433815852
Position 3607: 0.0006390372873372422
Position 3627: 0.0005751397493204658
Position 1281: 0.00046763808735483624
Position 1314: 0.00042485103484513976
Position 1726: 0.0003757197927627936
Position 294: 0.00024440799526798503
Position 3467: 0.00021439003565731148
Position 418: 0.00019787980697964184
Position 3905: 0.00016253373636756737
Position 28: 0.00016162145457023744
Position 2152: 0.00016061446565490586
Position 1691: 0.00013862063261993587
Position 385: 0.00013861764138784418
Position 3278: 0.000129222238660172
Position 2947: 0.0001263286173319047
Position 291: 0.00012065608692920673
Position 374: 0.00010293446050051793
Position 152: 7.817531280341441e-05
Position 224: 6.827743664253337e-05
Position 1730: 6.548055446921432e-05
Position 2171: 5.623584086052421e-05
Position 51: 4.597994800022566e-05
Position 875: 4.530526136062298e-05
Position 1592: 4.523587077947881e-05
Position 769: 4.521690886740044e-05
Position 1612: 4.454938501773506e-05
Position 195: 4.231216970447862e-05
Position 1715: 4.2071112441781645e-05
Position 73: 3.7015679815662473e-05
Position 456: 3.3666507603009124e-05
Position 1793: 2.8983322310308492e-05
Position 672: 2.5595410907414107e-05
Position 1588: 2.203579827302461e-05
Position 947: 2.121163830467097e-05
Position 493: 2.097445012384122e-05
Position 1699: 1.750785404771165e-05
Position 718: 1.5558955448080912e-05
Position 914: 1.5072467127042379e-05
Position 342: 7.050899759857618e-06
Position 328: 5.6485812488125995e-06
Position 227: 4.271460538277792e-06
Position 82: 3.7260079663795083e-06
Position 101: 2.5880072788802747e-06
Position 344: 1.5369249325726636e-06
Position 1705: 1.4304332079054951e-06
Position 1633: 8.475471304564192e-07
Position 512: 7.79588263918715e-07
Position 390: 5.405982739146994e-07
Position 3320: 2.5224931147095984e-08
Position 3946: 6.8537449912438915e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4007: 0.9470659412914288
Position 3856: 0.9157230015777198
Position 3151: 0.9153612875042502
Position 445: 0.8340532633383455
Position 2026: 0.7075118280033262
Position 1478: 0.4869161068023035
Position 3514: 0.3404989725035051
Position 1435: 0.2323226478174647
Position 2192: 0.14142775485678605
Position 1756: 0.12281941064077148
Position 2144: 0.11508982961367066
Position 1665: 0.09477159177972365
Position 1497: 0.09145482890883314
Position 1867: 0.0878328350785516
Position 1765: 0.08502494682609467
Position 1413: 0.07001497408884745
Position 3045: 0.0505216395704721
Position 1050: 0.04337258393261111
Position 3553: 0.04255335137702928
Position 1190: 0.03914499186522744
Position 417: 0.03830660209707782
Position 3409: 0.030389808691695004
Position 3092: 0.022957165099163377
Position 133: 0.022104820393743115
Position 767: 0.02143903102857979
Position 653: 0.020831812194137215
Position 3861: 0.018502036752981982
Position 1026: 0.01821315460736512
Position 206: 0.014104574426263387
Position 4015: 0.012405255196189032
Position 1441: 0.009533104087063995
Position 1248: 0.009441381899674186
Position 839: 0.008180341492442993
Position 2216: 0.006823879141626033
Position 808: 0.005682970027909079
Position 450: 0.005302114649744287
Position 1829: 0.005109952029549523
Position 1921: 0.005026452263358732
Position 2244: 0.004328877958475353
Position 182: 0.0038932577728814834
Position 611: 0.0037596621815267975
Position 357: 0.003121283486701915
Position 4157: 0.0023987937107492413
Position 718: 0.0023561061452368353
Position 818: 0.0023371810751152563
Position 1064: 0.0023104779626270692
Position 2056: 0.0022543082482706215
Position 1195: 0.002059498179675989
Position 4136: 0.002049327056680838
Position 1927: 0.0019169949849602481
Position 1271: 0.0018446341592293293
Position 3590: 0.0017632191607535109
Position 3125: 0.0017125615611421083
Position 3581: 0.0016931736430659946
Position 564: 0.0015427692855561445
Position 1031: 0.0014205057786702414
Position 360: 0.0013252780107580616
Position 3348: 0.0011748057092368233
Position 3662: 0.0010539519320375418
Position 452: 0.0010445834943395539
Position 3531: 0.0010231207514249693
Position 1895: 0.001009411684148461
Position 1325: 0.0010068566142787676
Position 1452: 0.0010050062070867233
Position 3630: 0.0009902402953263247
Position 899: 0.0009895082094761483
Position 1819: 0.0009307890660161511
Position 523: 0.0008761813722658438
Position 1217: 0.0008247311717927134
Position 1690: 0.0007712583561448527
Position 4029: 0.0007402226433350528
Position 3618: 0.0006887152534595642
Position 1444: 0.000606485474491785
Position 3780: 0.0005937633004811764
Position 3560: 0.0005743529408113489
Position 3052: 0.000568973476634705
Position 1258: 0.0005524980121576044
Position 1736: 0.0005479102071389469
Position 557: 0.0005451801335823769
Position 1743: 0.0005139090323777201
Position 1769: 0.00046420290944515475
Position 3535: 0.00046015922148664773
Position 862: 0.00045783735050330905
Position 1864: 0.0004249529801513846
Position 784: 0.0004150734428081912
Position 3470: 0.0004145943244562378
Position 3588: 0.00040451226473925373
Position 952: 0.00039042287378815996
Position 3415: 0.00038397221945609604
Position 532: 0.0003654472673024414
Position 1220: 0.00033795107223537243
Position 2146: 0.00031831734461281374
Position 1840: 0.00031364257798006007
Position 1836: 0.00027940868972253563
Position 1007: 0.00027349206293412716
Position 3467: 0.0002656009523464905
Position 455: 0.00026424569564087273
Position 776: 0.0002542039604597555
Position 184: 0.00021800972956443457
Position 1629: 0.0002022095642028227
Position 3632: 0.00019455422708960726
Position 4227: 0.00018699242913679985
Position 1734: 0.00018612829527414463
Position 1362: 0.00018461350790979707
Position 2732: 0.00018219037993700145
Position 213: 0.00017880405340819756
Position 482: 0.0001759149378932544
Position 1095: 0.00016878070079061433
Position 1845: 0.00016003665103075812
Position 503: 0.00014169929217997933
Position 3191: 0.00013484082407350995
Position 3671: 0.00012446599411771242
Position 2165: 0.00011920784247360455
Position 1789: 0.00011628614623097862
Position 3583: 0.00011441002499034558
Position 2124: 0.0001044279326876176
Position 841: 0.00010068722897474629
Position 773: 8.396732245209507e-05
Position 4186: 8.050213750402009e-05
Position 3741: 8.026731212459385e-05
Position 1541: 7.801837813576495e-05
Position 1125: 7.572884007064238e-05
Position 512: 7.528291784624505e-05
Position 398: 7.39187687119252e-05
Position 3700: 7.277742119289035e-05
Position 3331: 6.673887552579672e-05
Position 4199: 5.7822856693398245e-05
Position 682: 5.201641277759485e-05
Position 937: 5.184088532698655e-05
Position 3882: 5.142346632030621e-05
Position 1066: 4.416595453343535e-05
Position 2923: 4.390727657624594e-05
Position 369: 3.239520902670444e-05
Position 910: 3.1913246211899844e-05
Position 461: 3.020685763364587e-05
Position 374: 2.8389493165078746e-05
Position 389: 2.613301482801659e-05
Position 401: 1.9576343554752108e-05
Position 3207: 8.793742158282799e-06
Position 2661: 7.43544244203668e-06
Position 2953: 7.258155471701569e-06
Position 2879: 6.952084997540467e-06
Position 256: 4.847652960319631e-06
Position 686: 3.4274796956895076e-06
Position 335: 2.1212149670604992e-06
Position 575: 1.9597967715409835e-06
Position 92: 1.36026609520541e-06
Position 262: 1.0836536951844649e-06
Position 698: 1.0000510625144418e-06
Position 233: 9.40592616186331e-07
Position 217: 8.678108961783108e-07
Position 215: 7.766331975615717e-07
