Gene = Cnppd1
index = 277
Annotated 5SS: [ 581 1223 1741 2818 3080 3292 4884 5313]
Annotated 3SS: [1134 1631 2735 2958 3162 4821 5194 5705]
SMsplice 5SS: [ 123 1223 1741 2818 3080 3292 4617 4884 5313 7358]
SMsplice 3SS: [1134 1631 2735 2958 3162 4316 4821 5194 7223 7465]
top_k =  500
Partition function (log Z): 16.67718667404934

Sorted 5' Splice Sites (High to Low Probability):
Position 2818: 0.9824076762125513
Position 3080: 0.9821213987268174
Position 3292: 0.9383385637728637
Position 5313: 0.9088305279669846
Position 1741: 0.9051986169445533
Position 1223: 0.8673565290507477
Position 123: 0.7616898946870478
Position 4884: 0.7568122672901706
Position 4617: 0.6196595393935621
Position 581: 0.4714962183584836
Position 7358: 0.3003883116300014
Position 4529: 0.23640860687299983
Position 1230: 0.12547957012966843
Position 1067: 0.10811614095852531
Position 4901: 0.08927084720808576
Position 5307: 0.0695362505355643
Position 3296: 0.05921623268891046
Position 489: 0.051999813636044515
Position 6572: 0.043937342066522306
Position 939: 0.04208585459613925
Position 803: 0.03574837685270896
Position 102: 0.02291116805384883
Position 7296: 0.0186030257698263
Position 1750: 0.01794449321526267
Position 5028: 0.017207558530091746
Position 7085: 0.015459889683004872
Position 6932: 0.01509461137932702
Position 2430: 0.012736481269819968
Position 1786: 0.009196931087391256
Position 2425: 0.00913443579475935
Position 728: 0.009051088068381409
Position 427: 0.008191777840008997
Position 1563: 0.008112715947840519
Position 3878: 0.008043124881626942
Position 5812: 0.0076385419578847945
Position 709: 0.0075951239113359464
Position 3637: 0.006726155796487985
Position 2575: 0.006438546422994215
Position 7094: 0.0055790815994292125
Position 4402: 0.005499306447256684
Position 7142: 0.0054252020117597005
Position 4524: 0.0050581145474309745
Position 3434: 0.004940354200943761
Position 7228: 0.004881101101248163
Position 4161: 0.004868952050830021
Position 5131: 0.00467442399689309
Position 471: 0.0036020665728692977
Position 5067: 0.003180424943628828
Position 4685: 0.003092174057035077
Position 6359: 0.0026340706216616532
Position 1856: 0.0021475485778182208
Position 1546: 0.002050370611044771
Position 770: 0.0020402139794672134
Position 2291: 0.002030438596969022
Position 4482: 0.0019258302615044573
Position 6240: 0.001847526125528081
Position 297: 0.0017476291835863966
Position 621: 0.0016611650089638668
Position 57: 0.0015419608685537539
Position 7091: 0.0014117999835483721
Position 1376: 0.001346214507283374
Position 4861: 0.0013406522904025042
Position 255: 0.0011792193002715292
Position 3754: 0.001032074273075676
Position 850: 0.001029783016231824
Position 7608: 0.0009761544774501911
Position 4675: 0.0009485121970138588
Position 97: 0.0008820557787291293
Position 1079: 0.0008321485054701748
Position 3853: 0.000806808713195461
Position 1001: 0.0007852105176915135
Position 1756: 0.0007371160137884909
Position 319: 0.0007261262928447748
Position 3108: 0.0007154848703672009
Position 2377: 0.0007091398200005814
Position 3084: 0.0006905026852086748
Position 846: 0.0006583580668083239
Position 752: 0.0006162518982158316
Position 5071: 0.0006027195238815767
Position 493: 0.0005904557786401472
Position 359: 0.0005786424394274289
Position 6578: 0.0005732965218663062
Position 2810: 0.0005421296361919305
Position 3857: 0.0004683758105283503
Position 1206: 0.0004620535124614012
Position 5569: 0.0004397944471964565
Position 184: 0.00043603559583850916
Position 4562: 0.000401392723504603
Position 1899: 0.0003964521933478447
Position 417: 0.00038400470139864545
Position 3124: 0.00036760918073501384
Position 2801: 0.0003643260975111122
Position 2112: 0.00033023205428388546
Position 68: 0.00028377544691695445
Position 372: 0.00027873171992774524
Position 20: 0.00026886648348680917
Position 4995: 0.00026277423038927305
Position 732: 0.0002583823798555542
Position 2512: 0.0002468239108286113
Position 127: 0.00024613743651189207
Position 4552: 0.0002218579822964009
Position 300: 0.00022126166048848288
Position 1255: 0.00020143177777011645
Position 1765: 0.00015804754279070526
Position 1049: 0.00015765338141361847
Position 4533: 0.00015573539756200732
Position 9: 0.00015517844236465273
Position 738: 0.0001514809899743127
Position 3842: 0.00015127050714998534
Position 361: 0.0001451669492227574
Position 1768: 0.0001442731152513089
Position 4595: 0.00012176759654680425
Position 370: 0.0001201025749409392
Position 930: 0.00011940022791057324
Position 4354: 0.00010661701074747597
Position 398: 0.00010304573508543443
Position 1551: 9.986005590321027e-05
Position 4992: 9.141450942112856e-05
Position 1762: 8.190993457960628e-05
Position 1771: 7.7420321425632e-05
Position 1238: 7.660719216694254e-05
Position 1759: 7.57647721395057e-05
Position 2312: 7.526445857356901e-05
Position 4621: 7.489410709353412e-05
Position 4536: 7.338900234146694e-05
Position 4001: 7.058566389265262e-05
Position 1774: 6.841867992954956e-05
Position 509: 6.731326623750426e-05
Position 1788: 6.631109089295548e-05
Position 1790: 6.553046445847452e-05
Position 1777: 6.252292720488573e-05
Position 219: 5.8294934950899274e-05
Position 1335: 5.268891851089906e-05
Position 920: 4.9381988487592364e-05
Position 717: 4.638890030175647e-05
Position 1567: 3.9752104330168136e-05
Position 3208: 3.9481947776650995e-05
Position 1397: 3.894696879416603e-05
Position 2812: 3.8611356292618944e-05
Position 4080: 3.72255596713486e-05
Position 4600: 3.212416691394728e-05
Position 3300: 3.2090775787237855e-05
Position 36: 2.8734375813281058e-05
Position 3929: 2.8050338678463134e-05
Position 3461: 2.781537169679257e-05
Position 688: 2.4147642916552804e-05
Position 1271: 2.2295871836899345e-05
Position 3047: 1.952216523723432e-05
Position 1149: 1.8556100301694206e-05
Position 2857: 1.8313081031452567e-05
Position 3284: 1.6505786161960633e-05
Position 3702: 1.4257381891103843e-05
Position 3064: 1.3376005743673236e-05
Position 1325: 1.175291033612154e-05
Position 3052: 9.938473710149002e-06
Position 3049: 8.938350605239028e-06
Position 5379: 7.381361628241548e-06
Position 5463: 6.541989034032601e-06
Position 4948: 5.964626846113494e-06
Position 5475: 4.754183096294988e-06
Position 70: 2.74346622051384e-06
Position 501: 2.280172307953607e-06
Position 5581: 2.2081917407587158e-06
Position 5345: 1.5180585192725965e-06
Position 5323: 6.779842113036155e-07
Position 3241: 5.886889182955876e-07
Position 503: 4.2824561432557163e-07
Position 3173: 1.0683210537909921e-07
Position 3247: 4.3319449419191775e-08
Position 585: 4.320055008223919e-08
Position 1792: 2.0173018056878134e-08
Position 3512: 1.3502885981770247e-08
Position 5733: 2.4255191163736963e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1134: 0.994613354634503
Position 3162: 0.9866849532449704
Position 5194: 0.9757097487747846
Position 1631: 0.9248120847964532
Position 2735: 0.8773312788325389
Position 2958: 0.856599171627909
Position 4821: 0.8537296718711689
Position 4316: 0.7152496017857911
Position 7223: 0.45306401345458275
Position 7465: 0.37870369424846456
Position 5705: 0.19449029397642478
Position 219: 0.14601162131232404
Position 566: 0.10643298905597345
Position 2993: 0.09746129912574217
Position 4508: 0.09614539900884261
Position 673: 0.06681360696742047
Position 6786: 0.0624569631786568
Position 6931: 0.06064574369754707
Position 2704: 0.05996417958674312
Position 349: 0.04521544479774519
Position 233: 0.04421402280311136
Position 4292: 0.04120056983343471
Position 868: 0.040371339696968364
Position 6892: 0.03816823185819084
Position 6409: 0.030203999874171765
Position 2233: 0.025189917956555674
Position 7188: 0.02289243582909811
Position 779: 0.01943137957198069
Position 7019: 0.01800344036671115
Position 2962: 0.01744165483339425
Position 6735: 0.017361600523738703
Position 7227: 0.017340911376095815
Position 841: 0.01674062250628353
Position 5800: 0.015477633653808423
Position 2677: 0.014058698103410195
Position 4773: 0.012697485442586219
Position 6234: 0.01260138936406636
Position 7704: 0.01105733315192433
Position 1428: 0.010633064681423492
Position 4481: 0.010571082814558852
Position 6530: 0.010164997884147403
Position 4379: 0.009562283041653793
Position 2649: 0.009557052851256678
Position 1641: 0.009380310108819581
Position 2610: 0.008919169732451273
Position 3193: 0.008458222168815324
Position 509: 0.007365273682715139
Position 3389: 0.007210404136207588
Position 642: 0.006856231686954404
Position 7106: 0.006781074362767035
Position 5811: 0.006756459772961794
Position 453: 0.006747666184985744
Position 7809: 0.005528380853241852
Position 6963: 0.005247286684476488
Position 275: 0.005166899214497788
Position 6489: 0.005145271404791098
Position 2663: 0.004929682456234985
Position 3499: 0.004863083718145607
Position 2482: 0.0048233587966889716
Position 6029: 0.00479071388319401
Position 2960: 0.004757344931548472
Position 2758: 0.004697546236411039
Position 3617: 0.0044590852197409145
Position 883: 0.004413295057845121
Position 5879: 0.00433677780262762
Position 6362: 0.004100281396617043
Position 317: 0.00358811219451244
Position 3670: 0.00350453777021175
Position 4787: 0.003104344786403114
Position 7766: 0.002867730232822723
Position 7727: 0.0027872906976741116
Position 5402: 0.002606193538335423
Position 4730: 0.002586813025174115
Position 278: 0.0024618565169228774
Position 4673: 0.0024024439312906147
Position 6634: 0.0023823449939149887
Position 6554: 0.002373833113807518
Position 482: 0.002355330077681987
Position 943: 0.00233188654559326
Position 524: 0.002318111958825743
Position 4036: 0.0022613209416943096
Position 5982: 0.0021339541036821635
Position 5442: 0.001975788224204542
Position 802: 0.0019285745991819848
Position 6032: 0.0018842147916138135
Position 971: 0.0018787083608164997
Position 3010: 0.0018346607766451255
Position 6170: 0.0017621805655709895
Position 7598: 0.0017426020111906265
Position 436: 0.0016224644746629002
Position 5207: 0.0014774223223358665
Position 5130: 0.0014491713134513475
Position 4000: 0.0014247672709015295
Position 2884: 0.001340262854925257
Position 2607: 0.0013378738456081712
Position 392: 0.0013194113446271716
Position 2624: 0.0012996597625814256
Position 4699: 0.0012631206525028794
Position 992: 0.0012413373602235835
Position 5158: 0.001197349191185709
Position 3737: 0.0011925923605910105
Position 489: 0.001187945578804196
Position 6836: 0.0010636663360713212
Position 6458: 0.0010504212663175589
Position 2637: 0.0010370077028917775
Position 7645: 0.001027584194458627
Position 4410: 0.0010101696763974194
Position 7433: 0.0009922428185991415
Position 2880: 0.0009869460459390458
Position 5899: 0.000947133241992368
Position 6239: 0.0008876857052073299
Position 977: 0.0008625252586046935
Position 7471: 0.0008487546768274228
Position 3032: 0.0008019639283980385
Position 3204: 0.0006943719353291467
Position 3914: 0.0006906278520988514
Position 5721: 0.0006786361924417245
Position 3202: 0.0006300996196020554
Position 3573: 0.0006048942139910303
Position 2066: 0.0005905424384697009
Position 6430: 0.0005846895349461549
Position 5241: 0.000574054332905548
Position 2680: 0.0005579401014648844
Position 2574: 0.0005559053156203083
Position 5067: 0.0005549047641978717
Position 6392: 0.0004965866273159228
Position 2235: 0.0004647818852345171
Position 4561: 0.0004606517152147137
Position 704: 0.00044624652417834794
Position 2761: 0.00044485739593080816
Position 6416: 0.00043822980617070896
Position 3232: 0.000433825906792779
Position 2791: 0.0004312333480584871
Position 543: 0.00042486087866083105
Position 1457: 0.0004097676325396732
Position 1502: 0.0004001384078358848
Position 7494: 0.00039706320280644174
Position 3198: 0.0003944727990171084
Position 6986: 0.00039087900492580494
Position 2302: 0.000357805609540168
Position 4396: 0.0003572890266437356
Position 251: 0.0003475471951796277
Position 1574: 0.0003435436461594818
Position 4075: 0.00032797495981011623
Position 2415: 0.000324184922774292
Position 3043: 0.00028679687312294186
Position 2692: 0.0002675865284464214
Position 4322: 0.00023180160121896162
Position 1652: 0.0002304914418061142
Position 297: 0.00022470083517703963
Position 4433: 0.0002123662724618733
Position 4040: 0.00021188923690076538
Position 534: 0.00019980159446904085
Position 2013: 0.00017337995360072666
Position 1672: 0.00016905973004574415
Position 3207: 0.00016625364363532567
Position 585: 0.0001648105389921215
Position 1289: 0.00015952612476449865
Position 5485: 0.00015900606033563127
Position 1149: 0.00015669815881839491
Position 5941: 0.00014524507922708432
Position 4528: 0.00013697141514714035
Position 816: 0.0001273782249741299
Position 412: 0.00012554733111616923
Position 5211: 0.00011799610868283485
Position 4980: 0.00011673023016040192
Position 5264: 0.00011560752610096594
Position 1945: 0.00010995580331519059
Position 5095: 0.00010843958941529086
Position 1436: 0.00010429236380109935
Position 3173: 0.00010290304727625912
Position 367: 9.81083217934162e-05
Position 3824: 8.214468645492527e-05
Position 5261: 7.937137498053668e-05
Position 77: 7.184910513322325e-05
Position 471: 6.753165088459587e-05
Position 1675: 6.289326479701717e-05
Position 3355: 5.764581617024472e-05
Position 2359: 4.859716486336807e-05
Position 3641: 4.737138961550814e-05
Position 2535: 3.7939996462804174e-05
Position 5204: 3.7599764704340205e-05
Position 3683: 3.6992911235110765e-05
Position 1992: 3.671605981020842e-05
Position 4736: 3.529448814580731e-05
Position 3979: 3.445009311106225e-05
Position 2919: 3.3709604132976506e-05
Position 2911: 3.306354770249171e-05
Position 3433: 3.1882289306838886e-05
Position 1187: 2.7365947252315506e-05
Position 2878: 2.6453761248055497e-05
Position 3333: 2.5840002677371088e-05
Position 4080: 2.448253989225795e-05
Position 2904: 2.4088447883672834e-05
Position 1214: 2.0694752555657004e-05
Position 1450: 1.823713622938759e-05
Position 5152: 1.7589034909764167e-05
Position 5107: 1.5987509242583602e-05
