Gene = Aimp2
index = 105
Annotated 5SS: [ 259 3291 5275]
Annotated 3SS: [3083 5042 6648]
SMsplice 5SS: [ 259 3897]
SMsplice 3SS: [3823 6648]
top_k =  500
Partition function (log Z): -6.195384368878816

Sorted 5' Splice Sites (High to Low Probability):
Position 3897: 0.840824394740354
Position 259: 0.7981662589991539
Position 3291: 0.5191681000497391
Position 5275: 0.2834324731847178
Position 139: 0.20232290603835515
Position 1960: 0.12454176599635343
Position 5409: 0.088457232329995
Position 965: 0.04376042167406951
Position 4859: 0.03413203128295184
Position 4979: 0.018520807061362932
Position 5315: 0.016177219235823853
Position 61: 0.014166399989225635
Position 1927: 0.010772929400212426
Position 523: 0.010545581900509405
Position 5240: 0.008966672536733876
Position 283: 0.006306147071350765
Position 1851: 0.004469738208107815
Position 4795: 0.004425440513314289
Position 718: 0.00441752147848205
Position 5201: 0.004162794117571658
Position 2463: 0.0039206247002425585
Position 1870: 0.0039059892375639164
Position 2619: 0.003527857314621889
Position 5359: 0.00350162789645608
Position 6718: 0.003407729393922153
Position 3602: 0.002515133229979345
Position 1779: 0.002452835112358548
Position 1456: 0.0024467347655332742
Position 3213: 0.0015673505554182339
Position 4535: 0.0013587962540043054
Position 5926: 0.0013340345004270856
Position 4849: 0.0012594130365918288
Position 3597: 0.0009873501778770652
Position 1848: 0.0009064773310162856
Position 1123: 0.0008061261753114684
Position 5142: 0.0005916735154489324
Position 2534: 0.0005719498860962528
Position 1795: 0.0005498639866527414
Position 4869: 0.0004756151243507686
Position 848: 0.00047539548829403946
Position 3358: 0.00037292506138881284
Position 3934: 0.00033057793109854254
Position 6882: 0.0002691647961710345
Position 71: 0.00018263771543437096
Position 4819: 0.00017984178225755588
Position 296: 0.00013455969315451555
Position 33: 0.0001113407720182179
Position 388: 9.632450948630503e-05
Position 4019: 9.046470800811648e-05
Position 1373: 8.26305660179083e-05
Position 1116: 8.11141482598394e-05
Position 456: 7.342437318489047e-05
Position 573: 6.231989117054476e-05
Position 613: 5.548124293342768e-05
Position 531: 4.555484817363301e-05
Position 267: 3.0217721022553544e-05
Position 508: 2.699421767616304e-05
Position 668: 2.4362240567865584e-05
Position 975: 1.6197025419507114e-05
Position 253: 1.587738017817299e-05
Position 1108: 1.2019302856272477e-05
Position 1411: 1.07860424598166e-05
Position 90: 1.0287338267791771e-05
Position 54: 7.543928260381882e-06
Position 84: 6.298402381503759e-06
Position 132: 6.248850409566257e-06
Position 893: 6.197693407466054e-06
Position 1931: 4.907152980656962e-06
Position 115: 4.8114225158766815e-06
Position 764: 4.025976236843693e-06
Position 1867: 3.6999530420367408e-06
Position 420: 3.5656165231069215e-06
Position 5914: 3.5529106217431446e-06
Position 211: 2.6137624653694783e-06
Position 195: 2.4653927225482427e-06
Position 175: 7.754551233851708e-07
Position 365: 7.63207140904282e-07
Position 371: 7.220587246788672e-07
Position 329: 7.061365898295518e-07
Position 1353: 2.8293819102932536e-07
Position 536: 2.537691039645082e-07
Position 300: 6.198683171974285e-08
Position 352: 5.1821653221458714e-08
Position 354: 4.657862950571871e-08
Position 334: 2.7441705052885197e-08
Position 553: 2.5659416328483757e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3823: 0.7350122807291917
Position 6648: 0.44658132143546225
Position 5042: 0.41656540450212476
Position 3198: 0.18216426088353793
Position 1709: 0.11954915141052075
Position 3794: 0.09057502524193309
Position 5792: 0.0839444507031135
Position 4770: 0.08375605717562615
Position 3126: 0.07822078607701768
Position 5119: 0.07622877719265943
Position 6614: 0.07032215879897086
Position 3108: 0.06995219329979585
Position 3158: 0.06102696188028803
Position 3083: 0.05076044169882661
Position 5140: 0.034585194461654555
Position 3035: 0.03423181425836706
Position 6803: 0.032568685562299825
Position 6778: 0.031346498788312555
Position 3774: 0.030163753308595477
Position 868: 0.029696724667681633
Position 6743: 0.02219985993571787
Position 4336: 0.02104295534545513
Position 5726: 0.018600264436882934
Position 1879: 0.018495638348072947
Position 4689: 0.017965609265951206
Position 3182: 0.017760828656491166
Position 6542: 0.015459163348584989
Position 2959: 0.013061699965567707
Position 218: 0.012051745445382301
Position 4609: 0.01066598180455333
Position 5022: 0.01030493578483009
Position 5636: 0.008879531391085297
Position 2360: 0.007932365958069463
Position 3204: 0.0074534985956008215
Position 1733: 0.006999835547463935
Position 617: 0.006318388944915418
Position 178: 0.0062342780212180085
