Gene = Endod1
index = 379
Annotated 5SS: [572]
Annotated 3SS: [23354]
SMsplice 5SS: [ 572 7335]
SMsplice 3SS: [ 7192 23354]
top_k =  500
Partition function (log Z): -14.412618371914695

Sorted 5' Splice Sites (High to Low Probability):
Position 572: 0.9952943514810437
Position 7335: 0.9250450279155751
Position 954: 0.20150308724133917
Position 13392: 0.15711459579750015
Position 9139: 0.08742241288567101
Position 1849: 0.07143236505967757
Position 10331: 0.05384870634826352
Position 1240: 0.01556903889779038
Position 1472: 0.01443279611799386
Position 428: 0.002544627623443653
Position 118: 0.00032157297435367934
Position 101: 0.00030113086321390816
Position 6: 0.00020432170734838222
Position 750: 0.00017985136994765448
Position 10832: 0.00017631622549719723
Position 7348: 8.763523009017201e-05
Position 661: 6.30511961666415e-05
Position 8078: 6.237811706300991e-05
Position 963: 5.446293520282986e-05
Position 604: 4.212387432715029e-05
Position 279: 2.649313318264423e-05
Position 874: 2.5629223382456912e-05
Position 667: 2.374490203989358e-05
Position 624: 2.0504290767799346e-05
Position 763: 7.436860188557594e-06
Position 2737: 6.884425246403191e-06
Position 122: 6.79290117762916e-06
Position 108: 6.176273674891525e-06
Position 695: 5.264274059177956e-06
Position 1231: 4.412417583301222e-06
Position 532: 3.988518089285678e-06
Position 1364: 3.7908341484945143e-06
Position 475: 2.4434695832072942e-06
Position 168: 1.8693707752798426e-06
Position 511: 1.7164599574944615e-06
Position 1348: 1.2700665390747979e-06
Position 378: 7.924558367917548e-07
Position 1412: 7.281212630154255e-07
Position 103: 6.68329117981541e-07
Position 480: 6.345709813300395e-07
Position 1052: 7.662677360182345e-08
Position 1149: 7.065284206789195e-08
Position 1097: 5.1163950403060963e-08
Position 923: 4.6672175327842e-08
Position 55: 2.506825332831745e-08
Position 971: 1.9798850504690985e-08
Position 1129: 8.660396783845983e-09
Position 882: 1.879894349705142e-09
Position 325: 1.3925278621077637e-09
Position 438: 1.2718452835041335e-09
Position 797: 5.909375450165174e-10
Position 540: 1.0217298015876613e-11
Position 502: 9.681616884938043e-12
Position 1252: 1.6649604081375404e-12
Position 500: 3.182374014235493e-14

