Gene = Cdcp1
index = 240
Annotated 5SS: [  211 26118 30986 32582 33874 36054 38351 40304]
Annotated 3SS: [25907 30622 32212 33651 35672 37984 40218 42111]
SMsplice 5SS: [  211 12553 23817 26118 33734 36054 40304]
SMsplice 3SS: [12432 23656 25907 33651 35927 40218 44122]
top_k =  500
Partition function (log Z): -28.11566264172934

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9651336879885622
Position 6490: 0.3825008595599157
Position 12569: 0.07498699268875837
Position 2868: 0.058735617473371866
Position 12577: 0.0557490087419482
Position 2498: 0.05324253396542226
Position 5312: 0.044459015655481944
Position 1488: 0.031098798125203095
Position 10163: 0.03061882430064298
Position 13: 0.029827853822088118
Position 2780: 0.028496903515632124
Position 12710: 0.026894551742983774
Position 4225: 0.025865924064509282
Position 688: 0.02017049243202092
Position 862: 0.019753008630541954
Position 5361: 0.015494767763255242
Position 6337: 0.0098217289762296
Position 5668: 0.008623859657807006
Position 8914: 0.008409695397706222
Position 538: 0.007476760149709815
Position 1316: 0.006086980627294369
Position 1506: 0.005942816891062728
Position 6094: 0.005250697199976716
Position 4002: 0.004283465056059779
Position 3246: 0.004028415976009692
Position 714: 0.002647036170752662
Position 369: 0.002605816425832492
Position 2539: 0.002195311753965453
Position 1345: 0.0016089030497193225
Position 5593: 0.0012494985753167427
Position 576: 0.0012207481300006448
Position 1093: 0.0008946094727410265
Position 240: 0.00048552135669369177
Position 250: 6.871683997530185e-05
Position 1635: 5.136742868346514e-05
Position 304: 3.0913394139634606e-05
Position 2243: 2.0742894666488604e-05
Position 286: 1.2185562164549264e-05
Position 594: 7.6043741532211105e-06
Position 452: 4.592854194041059e-06
Position 348: 2.970827827107083e-06
Position 1050: 2.3182653570138192e-06
Position 314: 2.110800617955081e-06
Position 149: 1.7075077066777337e-06
Position 902: 9.942798216435237e-07
Position 51: 6.655338362820018e-07
Position 875: 5.601681647136133e-07
Position 992: 2.574531839337435e-07
Position 267: 1.3429560526106876e-07
Position 259: 1.2885788274790412e-07
Position 93: 1.0287889924326992e-07
Position 126: 6.998199235204302e-08
Position 45: 6.229605826581649e-08
Position 356: 5.455611459013377e-08
Position 2109: 2.268522761727305e-08
Position 294: 1.1209020587512385e-08
Position 156: 1.0805160080722038e-08
Position 224: 9.497674692614702e-09
Position 257: 7.630700924134863e-09
Position 96: 5.527092677223286e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12432: 0.6446590580753178
Position 6336: 0.3997745274574128
Position 15227: 0.3072856855732693
Position 5227: 0.06259685831102438
Position 2758: 0.05237894744422103
Position 6970: 0.04346439221411264
Position 2419: 0.028730999238235584
Position 9936: 0.026408413456304593
Position 4156: 0.02457942283832931
Position 2347: 0.023182992669606602
Position 2709: 0.02009608955335079
Position 11324: 0.019265842036850223
Position 6252: 0.0179639992772943
Position 6928: 0.015895185512819897
Position 9912: 0.015025268270322691
Position 587: 0.014491488490828939
Position 713: 0.01158642213092764
Position 1232: 0.010968962261593615
Position 8815: 0.010474820163911892
Position 1407: 0.008828407569581486
Position 7345: 0.007330174535576627
Position 5507: 0.007155563638351421
Position 2640: 0.007136198354319087
Position 7624: 0.007133779276381237
Position 1450: 0.006948767716067036
Position 3892: 0.006579382273172742
Position 8518: 0.006564321895526388
Position 1291: 0.006414407929217085
Position 9765: 0.005816390580474704
Position 6356: 0.005621479528638869
Position 472: 0.005390750155607798
Position 575: 0.005355780520438655
Position 1092: 0.00425916703882777
Position 7897: 0.00420422177418886
Position 2582: 0.004007509956483012
Position 3021: 0.0034658894761439092
Position 7008: 0.0031628198263718593
Position 6871: 0.0030011322970303574
Position 991: 0.002981126624457099
Position 5978: 0.002923038673157155
Position 5400: 0.002808822389472894
Position 7550: 0.002795077374181012
Position 1337: 0.0027105383801004877
Position 104: 0.0025057435480466267
Position 7046: 0.002468229823749466
Position 6373: 0.002329939360680506
Position 1186: 0.002316560827888195
Position 753: 0.002295113822276805
Position 6015: 0.0021916353791870415
Position 2293: 0.0021640053734454166
Position 6228: 0.002110530750016852
Position 5482: 0.002049238156846814
Position 2654: 0.0019940969368292625
Position 10567: 0.0018186389794347768
Position 8938: 0.0017794381321189774
Position 2448: 0.0017794255349136978
Position 4545: 0.0017441085044593658
Position 5424: 0.0017157842840356816
Position 1364: 0.0016719128654632295
Position 2425: 0.0016081331768664343
Position 3105: 0.0015860601398753316
Position 10499: 0.001557078898414629
Position 2197: 0.0015483863761617638
Position 5974: 0.0015373591080052487
Position 5262: 0.0014352989064142483
Position 80: 0.0014122254325425077
Position 9886: 0.0011734322065567965
Position 5542: 0.0011279861621690558
Position 4836: 0.0009060398088904697
Position 7740: 0.0008879718577013625
Position 825: 0.0007871901602040496
Position 432: 0.0007048119346556162
Position 619: 0.0006769644292915488
Position 533: 0.0006574541043338725
Position 387: 0.0006463803427983766
Position 4342: 0.0006134593871708672
Position 8741: 0.0005630480116208187
Position 3133: 0.0005471846126492179
Position 156: 0.0005421788172650617
Position 626: 0.0004741511940571592
Position 7934: 0.00047176629043970244
Position 5028: 0.00045981637881730087
Position 3232: 0.00045587279262043984
Position 2856: 0.00044938326905622807
Position 4614: 0.00044692734173247496
Position 289: 0.0004261102264649358
Position 86: 0.0004233999134158847
Position 1313: 0.00042299762605178614
Position 799: 0.0004226173496571233
Position 3679: 0.0004101577728436516
Position 3179: 0.00040873858117054313
Position 1685: 0.0003861684713772726
Position 5844: 0.00037545030517840955
Position 6273: 0.00037512200691289054
Position 5332: 0.0003431136939184096
Position 2313: 0.0003126104758807648
Position 4580: 0.00030506638659398035
Position 6303: 0.0002094113342713564
Position 4282: 0.00020070562221631964
Position 2765: 0.00018773254414261714
Position 5826: 0.00018716355434194521
Position 114: 0.00018067817809006863
Position 1190: 0.00018025553698743118
Position 336: 0.00017588155237595844
Position 436: 0.00015476791592072015
Position 2908: 0.00014958801044178847
Position 3791: 0.00014127817013548968
Position 1701: 0.00013890631453369347
Position 1377: 0.00013515264136127744
Position 4894: 0.0001252436083801048
Position 535: 0.00011738369415863523
Position 343: 0.00011258869739249911
Position 2985: 0.00010604350353068122
Position 4416: 8.855453665711422e-05
Position 789: 8.687233623824725e-05
Position 411: 8.443892292260925e-05
Position 93: 7.978323930920358e-05
Position 4371: 7.775392531737624e-05
Position 3074: 7.257809798595845e-05
Position 3654: 6.666147543266961e-05
Position 2003: 6.487226030297688e-05
Position 4212: 5.8685185031354514e-05
Position 2382: 5.089244132180007e-05
Position 2524: 5.0552666437030764e-05
Position 1634: 4.4083281535273e-05
Position 3706: 4.311218886152763e-05
Position 2866: 4.2510907784878854e-05
Position 2938: 4.182229984255137e-05
Position 2088: 3.697145765388961e-05
Position 3842: 3.5507565953005933e-05
Position 1520: 2.7490185326672394e-05
Position 687: 2.714946288442895e-05
Position 2095: 2.460635552635879e-05
Position 1560: 2.3692324334125403e-05
