Gene = Fdps
index = 407
Annotated 5SS: [  98 1291 2660 6361 6606 6946 7100 7508 7729]
Annotated 3SS: [1127 2518 6279 6482 6856 7026 7429 7593 8115]
SMsplice 5SS: [  98 1039 1291 2660 6361 6606 6946 7100 7508 7729]
SMsplice 3SS: [ 822 1127 2518 6279 6482 6856 7026 7429 7593 8115]
top_k =  500
Partition function (log Z): 12.562532134707332

Sorted 5' Splice Sites (High to Low Probability):
Position 1039: 0.9815571570682862
Position 7508: 0.9787658764004415
Position 7100: 0.9633034908032586
Position 2660: 0.9483565865520202
Position 6361: 0.9148303593048874
Position 98: 0.8890174928024968
Position 6946: 0.830007492033666
Position 6606: 0.8092540478095424
Position 1291: 0.7670806683966993
Position 7729: 0.5825605446602623
Position 1228: 0.1677099906815468
Position 3168: 0.06569018790732495
Position 4400: 0.06309284700555406
Position 4404: 0.06258797832831997
Position 5634: 0.04774002337733794
Position 2647: 0.04197565658273565
Position 4622: 0.040385196635668995
Position 2358: 0.03935817047810366
Position 5006: 0.03070456116227667
Position 5865: 0.027214334185724717
Position 208: 0.02452629605884496
Position 4734: 0.024039243046483097
Position 750: 0.02240797273384612
Position 4823: 0.022116540270327556
Position 204: 0.018584815410966196
Position 150: 0.017993180011605072
Position 1324: 0.016673044950609863
Position 6111: 0.015463179071443364
Position 6729: 0.013540535527122453
Position 1796: 0.012534836949611678
Position 305: 0.01179118766835855
Position 7639: 0.010760138077209165
Position 225: 0.008694112584466706
Position 3077: 0.008533576672647565
Position 7516: 0.008461511325621037
Position 8010: 0.007439632182126625
Position 3932: 0.006446363338605587
Position 2946: 0.006216784097969144
Position 279: 0.004713262299923884
Position 7502: 0.00467192520048617
Position 1318: 0.0037785242277429717
Position 2307: 0.003407992610865417
Position 49: 0.0032241444009565457
Position 1800: 0.0031491995084471534
Position 7237: 0.0028477284155741657
Position 1854: 0.0026497774699922425
Position 7788: 0.0019553642075713653
Position 348: 0.0017577363464322717
Position 7737: 0.001731380318776964
Position 691: 0.001588538337916057
Position 704: 0.0015592509571095068
Position 177: 0.001455882746207119
Position 128: 0.001455575570713352
Position 2342: 0.0014525383485039707
Position 6927: 0.0014210076221192918
Position 7169: 0.0014126253833157375
Position 7678: 0.0010956971151452547
Position 7887: 0.0010863646290523038
Position 934: 0.0009030776282161868
Position 6723: 0.0007573741125021853
Position 780: 0.0006800018827284053
Position 6351: 0.0006753324522397904
Position 189: 0.0006559507606813429
Position 6388: 0.0005959891864404918
Position 557: 0.0005554638314822775
Position 7093: 0.0005503095696360788
Position 3172: 0.0005132499306039195
Position 6393: 0.0004985272956284382
Position 3449: 0.0004798213483866873
Position 7027: 0.00047650429112960923
Position 7960: 0.00045311699250050424
Position 6413: 0.00042896423772647164
Position 1358: 0.00041126460145206453
Position 6638: 0.0004018447956213417
Position 566: 0.0003808186065886304
Position 519: 0.00034007504212338276
Position 728: 0.00033875951883209014
Position 1818: 0.00033369764551450897
Position 637: 0.0002840686407198592
Position 7301: 0.0002688806643062859
Position 7211: 0.0002659846812782001
Position 7862: 0.00020792719331097048
Position 138: 0.0002067856642643733
Position 1830: 0.00020128127685979956
Position 1806: 0.00019641597499815518
Position 1019: 0.00019480502762774646
Position 6378: 0.0001901853259729784
Position 607: 0.00016394293818927628
Position 7104: 0.00015702172838764688
Position 399: 0.00015277631569981425
Position 5917: 0.00014913850451266257
Position 5001: 0.00013969473868432662
Position 1048: 0.00012698604336509542
Position 4986: 0.00011307703552724526
Position 1054: 0.00010628826981226556
Position 512: 0.0001052731284136568
Position 7309: 0.00010019333084690388
Position 7681: 0.00010001812541214805
Position 241: 9.238898841368998e-05
Position 7341: 8.630214957390127e-05
Position 272: 8.62578384760167e-05
Position 3953: 8.605896910882789e-05
Position 715: 8.544695117454433e-05
Position 1479: 7.449767118487908e-05
Position 6836: 7.444033947265947e-05
Position 1222: 7.205791600527926e-05
Position 517: 7.181065753085927e-05
Position 6551: 6.42686819234483e-05
Position 2808: 6.240233801785663e-05
Position 183: 5.9695722732798884e-05
Position 643: 5.464480559609844e-05
Position 47: 5.437425742017162e-05
Position 7220: 5.3872902281887946e-05
Position 534: 4.918063257100237e-05
Position 7122: 4.702008041626095e-05
Position 3958: 4.581149412378383e-05
Position 1009: 4.3722703449625724e-05
Position 614: 4.234263311559784e-05
Position 7108: 3.931467285118789e-05
Position 136: 3.4327825542736275e-05
Position 616: 2.97586139588671e-05
Position 2639: 2.9281178874507867e-05
Position 664: 2.7691797304648003e-05
Position 7325: 2.1932205707722245e-05
Position 586: 2.0363089840312227e-05
Position 3405: 1.7926448298162756e-05
Position 3756: 1.7369791823161864e-05
Position 999: 1.62800575282609e-05
Position 3498: 1.555820061895791e-05
Position 7171: 1.4614198609587651e-05
Position 7531: 1.1010033887109113e-05
Position 1043: 1.0705413942775771e-05
Position 3965: 1.017525816034134e-05
Position 1012: 1.0149574484037736e-05
Position 980: 8.987763279318016e-06
Position 7045: 6.6808736573330156e-06
Position 973: 6.677109089022766e-06
Position 7161: 5.976885218270482e-06
Position 975: 5.642528199974705e-06
Position 942: 4.953151913491985e-06
Position 1021: 3.6293888981675026e-06
Position 893: 3.0531922078340387e-06
Position 1379: 2.8154642028457365e-06
Position 7492: 2.6589939001332715e-06
Position 868: 2.1997559497524976e-06
Position 3413: 2.0486239498896176e-06
Position 807: 1.8543856052449795e-06
Position 1045: 1.782451102830962e-06
Position 7785: 7.564120390250085e-07
Position 7688: 6.11655294952002e-07
Position 2251: 4.869635260877995e-07
Position 2253: 4.5621531227164763e-07
Position 478: 9.60085212529145e-08
Position 110: 2.3386238731025517e-08
Position 7757: 2.267664041182508e-08
Position 181: 2.0731321141508555e-08
Position 86: 1.3556142540918057e-08
Position 295: 1.1260895776267865e-08
Position 309: 1.1061275436312445e-08
Position 5093: 1.0110026070071814e-08
Position 233: 8.320602183400126e-09
Position 2686: 4.56679316917057e-09
Position 261: 3.575842044984362e-09
Position 358: 2.4536229477922485e-09
Position 17: 2.436381661170678e-09
Position 459: 1.7158494739835473e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7429: 0.9862281196857775
Position 2518: 0.9556943276006742
Position 7026: 0.9440639321389942
Position 1127: 0.9166986978101007
Position 6279: 0.818485448281751
Position 6482: 0.7890973400726623
Position 6856: 0.7719299279916904
Position 822: 0.7452650418016716
Position 7593: 0.6393319202440341
Position 8115: 0.3910568657554095
Position 7861: 0.23200579816503936
Position 7618: 0.11869045604601391
Position 858: 0.10744111337405447
Position 4278: 0.10313109616505323
Position 7818: 0.08854785763586205
Position 6304: 0.07276995612828084
Position 779: 0.06599862282323758
Position 6683: 0.045746729194345796
Position 7625: 0.04187235193402207
Position 908: 0.03499715130868094
Position 4662: 0.03459239170581903
Position 5817: 0.0330176936341762
Position 2155: 0.029727373344305693
Position 5526: 0.028362721946302252
Position 4864: 0.026181722490967903
Position 8026: 0.02554950014230254
Position 7638: 0.024911749324068002
Position 4060: 0.023218063923310467
Position 2998: 0.021252922045858193
Position 2853: 0.01929545118000443
Position 5573: 0.018404607169550027
Position 1148: 0.018345777696190186
Position 589: 0.01804997640396751
Position 6775: 0.017575107799815682
Position 2540: 0.01710299180403296
Position 6528: 0.017084241658171007
Position 4517: 0.015620928874090795
Position 6285: 0.01528585881255818
Position 6820: 0.012256873007495677
Position 4513: 0.011889239969656447
Position 2475: 0.011796271949088832
Position 5958: 0.011298122852418387
Position 3048: 0.009590168960598038
Position 3043: 0.009299647531870434
Position 4403: 0.008449736705667198
Position 6648: 0.00828867710675917
Position 6486: 0.008135537399585198
Position 2768: 0.00791128013446397
Position 2294: 0.007422962624991027
Position 7821: 0.006874100983467151
Position 1218: 0.005902436100726868
Position 8202: 0.005570086119875858
Position 1706: 0.005526471273348045
Position 8187: 0.005458183182712951
Position 8118: 0.005369008010524443
Position 1129: 0.005315515234983245
Position 3849: 0.00524182359431192
Position 746: 0.005069157067885113
Position 4566: 0.004988162194405186
Position 1633: 0.004942899280171798
Position 7345: 0.004927102199159208
Position 2274: 0.004274030858333869
Position 3081: 0.004103253747153614
Position 1651: 0.0040117068428821125
Position 4532: 0.003982279564232605
Position 6195: 0.003946623304443147
Position 7433: 0.003749021041087958
Position 2525: 0.0036062842666949864
Position 4607: 0.003273112502977179
Position 6121: 0.0031473923511197107
