Gene = Cwc15
index = 307
Annotated 5SS: [ 165 1438 2310 3070 4324 7353]
Annotated 3SS: [1298 2196 2980 4215 7233 9582]
SMsplice 5SS: [ 127 1438 2310 3070 4324 7353]
SMsplice 3SS: [1298 2196 2980 4215 7233 9582]
top_k =  500
Partition function (log Z): 3.2421482079635515

Sorted 5' Splice Sites (High to Low Probability):
Position 4324: 0.9993964986509909
Position 1438: 0.8898584455981097
Position 3070: 0.8699576381115128
Position 7353: 0.8694360845513431
Position 2310: 0.8143175931688749
Position 6203: 0.5265565099773822
Position 127: 0.3441027794625612
Position 685: 0.30414741412968727
Position 3997: 0.2659991312517663
Position 141: 0.18136494596027425
Position 5420: 0.100500244828409
Position 4138: 0.07013067608529376
Position 8707: 0.06790448990046591
Position 308: 0.06231713749300369
Position 8402: 0.05605069710859393
Position 2368: 0.04882237100145546
Position 7392: 0.04880891803231634
Position 3780: 0.04861196410320218
Position 2572: 0.04617288371052255
Position 3529: 0.04464624896533173
Position 8854: 0.0379492976569702
Position 5550: 0.03534710016084418
Position 165: 0.03194944397924204
Position 344: 0.030892595418522184
Position 644: 0.0258646263076161
Position 5184: 0.024954225021280786
Position 7375: 0.024316514833303462
Position 4023: 0.023991101894867355
Position 3372: 0.02348863725451529
Position 5594: 0.02076043324077154
Position 185: 0.016228148016498696
Position 9709: 0.01604173139318594
Position 1605: 0.014026776689256337
Position 8414: 0.013635009025854527
Position 2321: 0.012516310202976137
Position 9271: 0.012285344234172105
Position 383: 0.011675478189970822
Position 7342: 0.011435010951650922
Position 3363: 0.011109833687268322
Position 301: 0.008976146127844944
Position 2854: 0.008426591847603429
Position 7369: 0.007752689043006219
Position 2436: 0.006742864257038628
Position 6917: 0.006740640658995599
Position 6001: 0.005539206294342875
Position 7486: 0.005330289709384468
Position 6961: 0.005233604251931914
Position 2360: 0.005077255887567848
Position 7657: 0.004968983696373371
Position 9029: 0.004924447165918158
Position 2561: 0.004573841594644757
Position 5430: 0.004551070838923846
Position 4835: 0.004028391848204361
Position 5645: 0.003796989134960647
Position 1898: 0.0036878310391511853
Position 273: 0.003621588065972497
Position 6601: 0.003610623760725581
Position 131: 0.003398016643751778
Position 700: 0.0033182871529138743
Position 6007: 0.003180457561662733
Position 8418: 0.0030002798484014773
Position 9289: 0.0029299855039022957
Position 259: 0.002842618370558555
Position 2841: 0.0027132528410156904
Position 2882: 0.0025917728517060954
Position 9621: 0.0024284091356505232
Position 6968: 0.00229446913451078
Position 3900: 0.0022857763503076963
Position 1347: 0.0019826813566334272
Position 2867: 0.0018838972424107736
Position 466: 0.0018824908585782952
Position 7709: 0.0017960897102360224
Position 270: 0.0017156593514572804
Position 148: 0.0016416094714717085
Position 2316: 0.0015870834339831263
Position 7586: 0.0014514342432472608
Position 247: 0.0013002305288518342
Position 8579: 0.0012419561992742668
Position 7379: 0.0011921277184920843
Position 3089: 0.000981932854715982
Position 2356: 0.0009295929103252718
Position 3984: 0.0009294674115356558
Position 9307: 0.0008373786796209786
Position 2340: 0.0008368779489802576
Position 5434: 0.0007325282382042653
Position 1432: 0.0007273452207820961
Position 5649: 0.0007185320688629557
Position 5119: 0.0007168404479980999
Position 2225: 0.0006226333853468572
Position 3406: 0.000577646667445439
Position 5042: 0.0004921294274609438
Position 182: 0.0004598760385832556
Position 2330: 0.00044759769393520974
Position 2824: 0.0004284229419640257
Position 4946: 0.00040474378272152187
Position 7884: 0.0003976997297027721
Position 200: 0.00036884765212719735
Position 5687: 0.00036475869513305335
Position 57: 0.0003591710381329849
Position 2393: 0.0003570858344656064
Position 2912: 0.00035459282945430454
Position 119: 0.0003504526920941153
Position 1118: 0.000349313312529992
Position 4792: 0.0003409337506119366
Position 7593: 0.00032158708154552063
Position 8702: 0.0003142273811991546
Position 4162: 0.0003134583615151669
Position 1498: 0.00029511573940904434
Position 3291: 0.0002786075261756175
Position 3695: 0.0002712014371351767
Position 2149: 0.0002280671261781158
Position 1784: 0.00021100830706265286
Position 3956: 0.00019821970070914394
Position 2849: 0.0001852943129863319
Position 3100: 0.00017195622520944245
Position 2325: 0.00016145751789600098
Position 2334: 0.00015274086092738275
Position 3076: 0.0001440321388818796
Position 2893: 0.0001378644513774006
Position 3739: 0.00011571930629441323
Position 3416: 0.00011113894842350232
Position 3445: 8.917573971717843e-05
Position 3074: 8.330499732479802e-05
Position 4979: 5.9074429179369314e-05
Position 425: 3.612419775890718e-05
Position 414: 3.591850166538208e-05
Position 4600: 3.536114579632649e-05
Position 110: 2.8231306056919335e-05
Position 64: 9.746563443867583e-06
Position 4354: 9.532032575577194e-06
Position 192: 8.371185856120148e-06
Position 222: 6.865989945958785e-06
Position 32: 3.887497336140771e-06
Position 4428: 1.934899614957604e-06
Position 12: 1.6106063091521405e-06
Position 238: 1.5756309411468926e-06
Position 4329: 1.4258025488458836e-06
Position 381: 1.0541857227543179e-06
Position 4372: 1.0112208938625091e-06
Position 4364: 7.979901254337894e-07
Position 4335: 4.559068065304693e-07
Position 30: 3.947034331318227e-07
Position 4359: 3.8539290842483684e-07
Position 842: 3.1144581964610744e-07
Position 189: 1.6435837043348416e-07
Position 4415: 1.0769454227241422e-07
Position 4625: 6.190000391701794e-08
Position 691: 7.047119935048587e-09
Position 198: 1.488187446612622e-09
Position 204: 6.233925175544133e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7233: 0.9665091186134208
Position 4215: 0.9178297192189173
Position 9582: 0.8852859893612198
Position 2196: 0.8392369560173899
Position 2980: 0.8151065316001108
Position 1298: 0.7721269984556104
Position 3843: 0.19382378624463173
Position 6083: 0.145579971745704
Position 5988: 0.0940800865284611
Position 6093: 0.08529033085219052
Position 6139: 0.08400784079315218
Position 4114: 0.08329143863711114
Position 8471: 0.06582857458102197
Position 5886: 0.06394634102092649
Position 5235: 0.061532677531731875
Position 3258: 0.05610152110901986
Position 5470: 0.05221790637672067
Position 5331: 0.04205988695037908
Position 3828: 0.03926105170526696
Position 1183: 0.037989821405040904
Position 3861: 0.036237108025722345
Position 8178: 0.0357872299548974
Position 4218: 0.03418130458702959
Position 8206: 0.03284975509949717
Position 9190: 0.031664461113257034
Position 3001: 0.031353474467108164
Position 2481: 0.03075045977319402
Position 8745: 0.030302484668117233
Position 6044: 0.028265901946173542
Position 3620: 0.02809825109972918
Position 7458: 0.02707624375303275
Position 6070: 0.026385762382821254
Position 2088: 0.024806389382777558
Position 4222: 0.02394060498350567
Position 8624: 0.02340916687787445
Position 1344: 0.022559608795247783
Position 5089: 0.02193161971609166
Position 8943: 0.0212014409146347
Position 3937: 0.019458701906859395
Position 524: 0.019015018354181946
Position 2939: 0.018511528547819674
Position 2209: 0.016953884226841097
Position 450: 0.015980612013770854
Position 6801: 0.014033372742001459
Position 2714: 0.013674899288708808
Position 9792: 0.013322163673499116
Position 8315: 0.01084342688702712
Position 9607: 0.010711253481325856
Position 538: 0.010459118556590413
Position 3586: 0.009694415147254444
Position 1537: 0.00949296260126373
Position 4689: 0.009294779025824321
Position 2422: 0.009089607231119439
Position 3653: 0.008959142320763079
Position 9821: 0.008125274575495637
Position 7158: 0.00777734327357003
Position 3285: 0.007409976545739877
Position 2244: 0.007360296944813357
Position 3290: 0.006950936859009695
Position 1319: 0.006642300732318306
Position 3351: 0.006635532102239934
Position 234: 0.005964612687593231
Position 2741: 0.005233422090643049
Position 477: 0.005086989681911713
Position 1306: 0.004807367661164576
Position 1346: 0.004783668515275129
Position 252: 0.004635814109244058
Position 1271: 0.004408729863830677
Position 482: 0.004224553432741115
Position 559: 0.004195933153856193
Position 9399: 0.004117699036882878
Position 2982: 0.0038196444052135464
Position 3169: 0.0037332137705193497
Position 6171: 0.003730160856173578
Position 4276: 0.0037277795022649094
Position 5502: 0.0035834987951535347
Position 8344: 0.0034791054214568574
Position 8264: 0.003470386243052592
Position 2446: 0.003446049836737778
Position 8126: 0.0033107555608192954
Position 5294: 0.0027495442924152006
Position 3739: 0.002685767078484402
Position 6474: 0.0026423480218127514
Position 2046: 0.0025879990231483744
Position 3898: 0.0025121946740323526
Position 5062: 0.0023149572628757584
Position 564: 0.0022689556220921456
Position 3601: 0.0021846722293510576
Position 1025: 0.002060969929748255
Position 4264: 0.0017884006557257344
Position 5931: 0.0017477041131728432
Position 1316: 0.0016850459271695625
Position 1604: 0.0016615999918968719
Position 2149: 0.0016288071814383688
Position 9448: 0.001590456807157499
Position 4132: 0.0015421148831165179
Position 4887: 0.0014944105474083277
Position 9556: 0.0014573355146525505
Position 1468: 0.001432271853621332
Position 7465: 0.0013344666982633333
Position 5244: 0.0013114284246915932
Position 2123: 0.0011679260719188699
Position 2012: 0.001162577081296469
Position 2424: 0.0010977619954638852
Position 3596: 0.0010486749790458263
Position 7862: 0.0010098278535470965
Position 7417: 0.0009997054469060504
Position 5730: 0.0009689240182846133
Position 6564: 0.0009682757389128298
Position 2153: 0.0008388565484936694
Position 2514: 0.0008301706975578941
Position 1825: 0.0008180200523271666
Position 2222: 0.0007045714511603847
Position 1393: 0.0007020367069228657
Position 1544: 0.0006871039579816296
Position 7956: 0.0006700180002267538
Position 6183: 0.0006532635163315207
Position 9492: 0.0006524428245637222
Position 5806: 0.000652050679225593
Position 1561: 0.0005407496178430843
Position 656: 0.000523097536347011
Position 1198: 0.000514440007887241
Position 2435: 0.0005035348091638655
Position 1771: 0.0004915593460534996
Position 1566: 0.00037361313362688995
Position 1982: 0.0003735633015199068
Position 5448: 0.00036495729026379174
Position 1051: 0.0003646966253786938
Position 1649: 0.0003594748771058513
Position 7424: 0.00034182357242058445
Position 2791: 0.00033940879668734427
Position 9288: 0.0003337151789189561
Position 3712: 0.0003330524722667402
Position 966: 0.00032788563313697176
Position 8238: 0.0003266842646851209
Position 217: 0.00032541886982283725
Position 3430: 0.00032299773647778235
Position 626: 0.0003157396780082846
Position 594: 0.0003095090017867559
Position 8302: 0.0003067885286439948
Position 7638: 0.0003019055212106376
Position 6713: 0.00029366775147321385
Position 390: 0.00025638289642304613
Position 1742: 0.0002562933407982594
Position 2092: 0.0002438760251519883
Position 9149: 0.00023099069070320747
Position 9210: 0.00022851205365989366
Position 2340: 0.00021341870942191295
Position 264: 0.00019995522489921682
Position 5357: 0.00019692720149193274
Position 3410: 0.00019520296399583412
Position 222: 0.00019493001112433448
Position 4242: 0.00018705859702846224
Position 2960: 0.0001844985519363619
Position 2131: 0.00015240289736884551
Position 2224: 0.0001511593830990495
Position 4228: 0.00014972072704387806
Position 988: 0.00014442237746754808
Position 5278: 0.00011436501380022176
Position 5237: 0.00010886046352774924
Position 1777: 0.00010570561486247921
Position 5188: 8.429196845314463e-05
Position 2385: 8.067327221246357e-05
Position 541: 7.83512542539073e-05
Position 1226: 7.623004392808584e-05
Position 1699: 7.606735887891219e-05
Position 1229: 7.576251082091478e-05
Position 794: 6.98580947560011e-05
Position 950: 6.917610301418701e-05
Position 5111: 5.885692429253212e-05
Position 4445: 5.648013335896575e-05
Position 1962: 5.077604292160093e-05
Position 609: 4.8772053608175875e-05
Position 1426: 4.861725299342631e-05
Position 620: 4.552445210511437e-05
Position 659: 4.522033665006217e-05
Position 3360: 4.192757778181171e-05
Position 2382: 4.022757825427062e-05
Position 1804: 3.9550397602816244e-05
Position 3377: 3.831758242065862e-05
Position 1999: 3.739727728360688e-05
Position 2247: 3.602780960362506e-05
Position 1579: 2.9586730732668152e-05
Position 1665: 2.834961742130528e-05
Position 8341: 2.5430716129433933e-05
Position 5114: 2.3580618943759158e-05
Position 7123: 2.2108047246438857e-05
Position 465: 1.3480482148856262e-05
Position 7076: 1.298890260594491e-05
Position 313: 1.1709982953066909e-05
Position 3012: 1.1113472636267306e-05
Position 4161: 9.964617185335308e-06
Position 4732: 8.570612256124005e-06
Position 2867: 8.122002520624219e-06
Position 4523: 7.577064476245578e-06
Position 3262: 6.640062022566133e-06
Position 4698: 5.55086062608194e-06
Position 4431: 4.375044184992149e-06
Position 3491: 4.345550071346444e-06
Position 2813: 3.4652453382737304e-06
Position 7323: 2.6384421482386075e-06
Position 5566: 2.31366281839212e-06
Position 7536: 2.116511798795346e-06
Position 3132: 1.458325534360701e-06
Position 5369: 8.319322441120863e-07
Position 5194: 7.23681974702646e-07
Position 1563: 5.377637514905046e-07
Position 4485: 2.9288162055914917e-07
Position 286: 2.761385569215101e-07
Position 4473: 1.2246547941273988e-07
Position 1629: 4.745019722528937e-08
Position 321: 4.47647220563722e-08
Position 280: 4.098433797688188e-08
Position 151: 1.3540934433175749e-08
Position 163: 1.1181304784629486e-08
Position 291: 6.43519453051786e-09
Position 172: 1.4576459070414897e-09
Position 487: 1.2163468427681606e-09
Position 387: 1.1473089175384066e-09
Position 399: 1.1397134712499693e-09
Position 169: 7.634211325141989e-10
Position 165: 6.63481118839241e-10
Position 140: 5.436632169685835e-10
Position 339: 3.6718763123654184e-10
Position 334: 3.3856747140716424e-10
Position 329: 3.147623559629694e-10
Position 92: 1.0846553258457329e-10
Position 108: 1.0082818286127534e-10
Position 425: 2.487364062837208e-12
