Gene = Pgam5
index = 812
Annotated 5SS: [ 236 2801 3977 4148 4376]
Annotated 3SS: [2621 3850 4058 4244 9449]
SMsplice 5SS: [ 236 3977 4148 4376]
SMsplice 3SS: [3850 4058 4241 9449]
top_k =  500
Partition function (log Z): -1.9850514953059815

Sorted 5' Splice Sites (High to Low Probability):
Position 4376: 0.9658234775385047
Position 236: 0.9305221428728759
Position 3977: 0.92994258874446
Position 4148: 0.7673766120717362
Position 2801: 0.6417632988158484
Position 2974: 0.3619968304308044
Position 2962: 0.11620918361572465
Position 6593: 0.0627014064529474
Position 7946: 0.06174966390942078
Position 3801: 0.05920994925774545
Position 698: 0.0487191300113664
Position 8854: 0.04869748497665952
Position 251: 0.03945861374210166
Position 1330: 0.03462452019065936
Position 7749: 0.0345694113367215
Position 1113: 0.03250790935668107
Position 2814: 0.03243170090165254
Position 6947: 0.030710262760299183
Position 654: 0.028730944160069202
Position 4095: 0.025157558438929563
Position 9517: 0.019894142747943138
Position 5629: 0.015191821608287751
Position 9594: 0.01105140379996212
Position 129: 0.010485172231967812
Position 3851: 0.009171743677433649
Position 4849: 0.008703921224419457
Position 6317: 0.00861221578358899
Position 3182: 0.006567201749200593
Position 2966: 0.006413833764831989
Position 3742: 0.005958536542893581
Position 4372: 0.0057063741245030235
Position 9567: 0.005577751328988039
Position 8764: 0.004539377811574956
Position 4521: 0.004491389841882581
Position 572: 0.003804783515505374
Position 9533: 0.0035936623291104985
Position 483: 0.003328280633877229
Position 2826: 0.0030917373149368815
Position 2516: 0.0030533603532701746
Position 3835: 0.002957131287672902
Position 9473: 0.002940874951424491
Position 1818: 0.0022528945578036133
Position 334: 0.001859031864456213
Position 999: 0.0017259768971093043
Position 3151: 0.00155665771842082
Position 302: 0.0012929844505115892
Position 3747: 0.0011983757090857777
Position 31: 0.0011359626062742638
Position 145: 0.0008512126713326206
Position 1087: 0.0008248672217238132
Position 663: 0.0007681367875100496
Position 2751: 0.0006084199537854181
Position 2397: 0.0005666243082747644
Position 4145: 0.0004684809858439746
Position 3158: 0.00043348232946311197
Position 675: 0.00042286905780355955
Position 4004: 0.00039448338057098976
Position 3172: 0.00036652623101054787
Position 1799: 0.000300075532613547
Position 4166: 0.00018672744359288102
Position 2986: 0.0001798463534430745
Position 4121: 0.00010546324045245652
Position 391: 9.881877140107599e-05
Position 920: 8.207121314386173e-05
Position 902: 6.511835328129354e-05
Position 85: 2.0654427111422096e-05
Position 2575: 2.0509026596005264e-05
