Gene = I830077J02Rik
index = 553
Annotated 5SS: [ 107 3931 4700 5518 5797]
Annotated 3SS: [3882 4641 5422 5746 6065]
SMsplice 5SS: [ 107 1438]
SMsplice 3SS: [1361 4641]
top_k =  500
Partition function (log Z): -4.876539730729551

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9710613315954774
Position 1438: 0.7134746195521241
Position 4700: 0.3908076966635786
Position 793: 0.3341611329544028
Position 5797: 0.3284937600225659
Position 753: 0.2042300567915095
Position 1448: 0.16538643203545264
Position 3931: 0.11495940307748068
Position 4806: 0.1144890861211593
Position 3170: 0.06849310939961419
Position 5136: 0.06740543166156052
Position 2593: 0.06370860900796729
Position 5518: 0.05646130293871515
Position 5962: 0.05531385774675677
Position 2808: 0.04570533357725006
Position 3970: 0.04023503481839635
Position 1300: 0.03134508539645272
Position 478: 0.02630959162743135
Position 2222: 0.022739933358572176
Position 5257: 0.022342068108546127
Position 2495: 0.021568765485315864
Position 4721: 0.02068554614770415
Position 254: 0.018058696646222443
Position 5552: 0.017860801681920967
Position 5679: 0.017563937817671682
Position 3258: 0.01749077074276451
Position 828: 0.014894037244003086
Position 2745: 0.009993770865959237
Position 4551: 0.005188041387817222
Position 5747: 0.0051526389905044954
Position 2655: 0.004043942932721684
Position 4147: 0.003725985357111512
Position 3214: 0.0036545703473983707
Position 8007: 0.0031848468627179633
Position 5850: 0.0030710393932468984
Position 2216: 0.0029886886677794816
Position 651: 0.002643196031226863
Position 3699: 0.002524368644726581
Position 360: 0.0021542355692098416
Position 977: 0.0017209312547747289
Position 2274: 0.00072925626335651
Position 5951: 0.0006982589013646924
Position 959: 0.000692854744559301
Position 523: 0.0005153159630419832
Position 2694: 0.0004893318778268242
Position 82: 0.0004364968980975416
Position 2409: 0.00029421185425849365
Position 362: 0.00022867752181345073
Position 3005: 0.00020342948776786408
Position 1236: 0.0001847981848934497
Position 6595: 0.000165956347243117
Position 700: 0.0001405634682115739
Position 1255: 0.00011107765125255997
Position 245: 0.0001107252630427055
Position 198: 5.294190249419165e-05
Position 364: 3.701645597914185e-05
Position 366: 3.275171657586748e-05
Position 368: 3.143393736321671e-05
Position 370: 2.400054833968535e-05
Position 372: 1.8661485600737633e-05
Position 1334: 1.637418572930974e-05
Position 374: 1.5022139848917155e-05
Position 166: 1.4289717526027338e-05
Position 258: 1.3820399285135528e-05
Position 376: 1.1727559142605946e-05
Position 470: 1.0775549148656332e-05
Position 482: 1.0753543431830098e-05
Position 378: 9.252837758788626e-06
Position 93: 8.254611761484509e-06
Position 336: 6.188569202597581e-06
Position 6: 6.077602734967488e-06
Position 292: 4.731317454367381e-06
Position 1344: 4.457944386604652e-06
Position 66: 3.591453566020718e-06
Position 171: 3.5803980389259603e-06
Position 186: 2.1411602892272346e-06
Position 982: 2.108022551719884e-06
Position 54: 1.966406473451823e-06
Position 637: 9.117709589089304e-07
Position 392: 8.401297270542317e-07
Position 252: 3.836581117453099e-07
Position 473: 2.316721154444588e-07
Position 416: 2.2758858025224241e-07
Position 1052: 1.9760765972480952e-07
Position 209: 1.6211449474642013e-07
Position 515: 1.3248941218950967e-07
Position 568: 1.0332644250125705e-07
Position 380: 9.615419866532325e-08
Position 382: 8.227785029775086e-08
Position 832: 5.843332689842145e-08
Position 15: 1.5033430926050753e-08
Position 189: 4.376607200440539e-09
Position 387: 1.2761893761315867e-09
Position 385: 1.0268558911774447e-09
Position 228: 1.8209519179470384e-10
Position 226: 2.664508204918739e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4641: 0.7892397207416737
Position 1361: 0.6258418330188216
Position 6065: 0.3361195148431302
Position 5746: 0.3251333215414371
Position 556: 0.2335403114193448
Position 5601: 0.22381462487159448
Position 552: 0.1625022286467911
Position 1413: 0.13307663516547683
Position 692: 0.13071377140458276
Position 3882: 0.12205746702325194
Position 3056: 0.0816357245415022
Position 5422: 0.07061287335383974
Position 7907: 0.05807005952200293
Position 5108: 0.05059824765958218
Position 1157: 0.04692025519288794
Position 2526: 0.04684928011203802
Position 1391: 0.04274705250648171
Position 7767: 0.037765270854765595
Position 2326: 0.036742677989121696
Position 7669: 0.03276571464114567
Position 1212: 0.030419724930838696
Position 5105: 0.029427509210533664
Position 7642: 0.02709349775738943
Position 2485: 0.02608344534487693
Position 2563: 0.023269816657895872
Position 3791: 0.022802670338849165
Position 6188: 0.019993906688950593
Position 1366: 0.015667218330947613
Position 7373: 0.01504599883709342
Position 3751: 0.013471083446762037
Position 2021: 0.012302472604094263
Position 4904: 0.012064465951363764
Position 4934: 0.011992085314349789
Position 2441: 0.010697894030849815
Position 171: 0.009742550461457597
Position 236: 0.009562917201125077
Position 2158: 0.008087528080330475
Position 2060: 0.0075115812613505166
Position 708: 0.007207353279893622
Position 8028: 0.007144535389370549
Position 6493: 0.007125995094508928
Position 8135: 0.006949888860425977
Position 6083: 0.006021610135206621
Position 4414: 0.005958846124927764
Position 7823: 0.005955463714553743
Position 593: 0.005942468279128758
Position 271: 0.005282728678406243
Position 668: 0.0049972358150346535
Position 6617: 0.004798332841201965
Position 1236: 0.004617314372575105
Position 2896: 0.004091897068375335
Position 4771: 0.004048505793772772
Position 5870: 0.0038323061807571607
Position 3843: 0.0034568817671630416
Position 1419: 0.0034199224522840784
Position 1136: 0.0028431502692737964
Position 2993: 0.002828957047965792
Position 2494: 0.0027868947990766753
Position 1289: 0.0027125822737711965
Position 3599: 0.002524368644726583
Position 2359: 0.0022959423604819863
Position 1174: 0.002209725566648018
Position 3157: 0.001891011944211871
Position 2652: 0.0017512131258277251
Position 451: 0.0016023690987273375
Position 207: 0.0014431666537038806
Position 8277: 0.000963592090626668
Position 4574: 0.0009426237583822113
Position 646: 0.0009382096444792916
Position 744: 0.0009205196632788021
Position 2744: 0.0007727851460176451
Position 1040: 0.0007617532483230814
Position 936: 0.0006979595224178293
Position 1188: 0.0006743604829625687
Position 823: 0.0006404006263213243
Position 4521: 0.0006365587407585753
Position 1299: 0.0005916850448811736
Position 612: 0.0005473782293301529
Position 416: 0.0005103760066205528
Position 3652: 0.00043958399628011235
Position 4842: 0.0003752007412474286
Position 713: 0.00036247007438794295
Position 360: 0.00026385102391259776
Position 1750: 0.00025440945489247724
Position 1860: 0.00025360465990735125
Position 1532: 0.00021916506902359728
Position 614: 0.00018469175424797678
Position 792: 0.00017382899439298113
Position 877: 0.00015412774951596524
Position 252: 0.00013717706714891297
Position 1553: 0.00012880066912091708
Position 648: 0.00012157280154981816
Position 867: 7.019392753884576e-05
Position 753: 5.2760344794492304e-05
Position 880: 4.2103913702438274e-05
Position 258: 3.8665207667034735e-05
Position 776: 1.1909985137627997e-05
Position 920: 7.954439682610198e-06
Position 1251: 7.102896286373515e-06
Position 1194: 4.4960000506067956e-06
Position 2964: 2.7325886950226146e-06
Position 285: 2.729926370503308e-06
Position 468: 2.703184816444356e-06
Position 2395: 1.3529140207955882e-06
Position 2246: 1.2172991637718217e-06
Position 460: 1.1216034542576577e-06
Position 287: 2.6421189553730275e-07
Position 890: 2.1286857242584077e-07
Position 956: 9.767553858437764e-08
Position 147: 5.891393078850999e-08
Position 499: 1.0025236687034916e-08
Position 470: 9.297322096595441e-09
Position 127: 3.6292917976982576e-09
Position 106: 2.9833407922919328e-09
Position 74: 1.8600418213404683e-09
Position 149: 4.4649883562696464e-10
Position 112: 9.181719475534403e-13
Position 93: 7.56860497724271e-13
