Gene = E030018B13Rik
index = 352
Annotated 5SS: [ 239 2572]
Annotated 3SS: [2382 3095]
SMsplice 5SS: [239]
SMsplice 3SS: [2264]
top_k =  500
Partition function (log Z): -8.014362330957935

Sorted 5' Splice Sites (High to Low Probability):
Position 239: 0.8546021690956862
Position 500: 0.5828379636656772
Position 1714: 0.5195184126643357
Position 1260: 0.2394806872651695
Position 2572: 0.05437839053259715
Position 2487: 0.04330761054895805
Position 504: 0.039335058719355866
Position 1868: 0.0301697097367673
Position 1891: 0.02570642689554352
Position 316: 0.0119924712742443
Position 243: 0.007932505260653045
Position 2050: 0.005431142595259545
Position 1872: 0.005213693373327411
Position 1693: 0.004935319143763025
Position 84: 0.004584501305135643
Position 1372: 0.004166341237648379
Position 2876: 0.0037373140230422294
Position 2351: 0.0032244212576279237
Position 2437: 0.002997526717603583
Position 285: 0.0028885790738882775
Position 2320: 0.0023540719602933506
Position 1017: 0.001919535002958783
Position 739: 0.0017875383678685789
Position 3282: 0.0009364015894094683
Position 1850: 0.0009097535143618338
Position 158: 0.0005098082024614493
Position 108: 0.000313729064108627
Position 342: 0.0002704381673346204
Position 354: 0.00017393681850049985
Position 147: 0.00016820396283033197
Position 190: 0.00016783446532335947
Position 369: 0.00013294199253061274
Position 263: 0.00012014458129966145
Position 777: 0.00011036069238909514
Position 248: 0.00010740119201424084
Position 1094: 0.00010309976791771055
Position 866: 8.037177889183895e-05
Position 179: 5.8376376488939374e-05
Position 841: 4.8139288596018374e-05
Position 227: 4.7652239585283474e-05
Position 278: 3.0306846107412063e-05
Position 1029: 2.7814624980694982e-05
Position 474: 2.7285123396047707e-05
Position 1881: 2.6897447217769053e-05
Position 1116: 2.4411172868325395e-05
Position 92: 2.163027090997061e-05
Position 289: 1.6511074674336977e-05
Position 834: 1.6021849780193713e-05
Position 820: 1.5608823644605383e-05
Position 318: 1.2028952945207505e-05
Position 265: 9.436394436506044e-06
Position 24: 3.4181549253234827e-06
Position 462: 2.5539818828839287e-07
Position 547: 2.482056944983832e-07
Position 383: 7.984625950032288e-08
Position 522: 4.080929745975431e-08
Position 441: 2.3486579128870496e-08
Position 826: 2.1483219555973237e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 406: 0.4042624089968993
Position 2264: 0.3635019844126985
Position 1593: 0.16698825563552563
Position 1093: 0.13485554575394473
Position 2714: 0.13203311697622408
Position 1806: 0.12484800835155155
Position 1622: 0.0999582528228883
Position 1659: 0.09889152313673273
Position 3176: 0.09627297367667033
Position 434: 0.09246223263044637
Position 1638: 0.08791278713913556
Position 1062: 0.0734967730613701
Position 2115: 0.07082389964094847
Position 1756: 0.054544442540830976
Position 1563: 0.05151265627845364
Position 2382: 0.0490319729360059
Position 1929: 0.047958254830085915
Position 1212: 0.03351137336785079
Position 1641: 0.0295320910550823
Position 2891: 0.022682097887583127
Position 3100: 0.022442066512593988
Position 1460: 0.021105886265583674
Position 3095: 0.01972641515359796
Position 2049: 0.014896722361453927
Position 3650: 0.013588871510459977
Position 1149: 0.012055830347136986
Position 2159: 0.009770134603587239
Position 2436: 0.008309850790545234
Position 3319: 0.008059693829931266
Position 373: 0.007224314975258444
Position 2407: 0.0060123264832075765
Position 2875: 0.005817500458844347
Position 994: 0.0057370056824548555
Position 2094: 0.005442710072326728
Position 566: 0.005381164911456931
Position 1180: 0.0052920256501703955
Position 536: 0.00465910225483073
Position 333: 0.00446178355620441
Position 353: 0.004448778185662186
Position 1219: 0.004314003261139767
Position 631: 0.00371070863220391
Position 1468: 0.003386849013853149
Position 2317: 0.003269224062788881
Position 2198: 0.0022046351244143694
Position 413: 0.0018818543970028322
Position 1998: 0.0016108966787728367
Position 1812: 0.0014411874919842142
Position 1425: 0.0014398100884229145
Position 474: 0.0013637637871600726
Position 379: 0.0013612738675073401
Position 363: 0.0012593433111578176
Position 3345: 0.0010830528501875021
Position 732: 0.0010608693846103812
Position 1664: 0.0010063045452951408
Position 645: 0.0009061090517576878
Position 2784: 0.0008894798416084627
Position 2427: 0.00088228061513641
Position 572: 0.0007027170606171733
Position 3547: 0.0006871637516137536
Position 956: 0.000592705271974633
Position 1379: 0.0004151170449696437
Position 313: 0.00029438684471231534
Position 1128: 0.0002607865841869329
Position 668: 0.00024229053196046508
