Gene = Kri1
index = 611
Annotated 5SS: [  110   271  1391  2729  5796  5921  6155  6308  6928  7607  7806  8609
 11410 11585 11915 12126 12533 12701]
Annotated 3SS: [  196  1284  2601  5740  5870  6057  6229  6799  7479  7709  8437 11333
 11495 11787 11994 12467 12601 13720]
SMsplice 5SS: [  110   271  1391  2729  5921  6155  6308  6928  7806  8609 11410 11585
 11915 12126 12533 12701]
SMsplice 3SS: [  196  1284  2601  5740  6057  6229  6765  7709  8437 11333 11495 11787
 11994 12467 12601 13720]
top_k =  500
Partition function (log Z): 34.14729473518271

Sorted 5' Splice Sites (High to Low Probability):
Position 7806: 0.992557640713962
Position 11410: 0.990411268341173
Position 2729: 0.9818613341656581
Position 110: 0.9780392243011593
Position 271: 0.9738165522190341
Position 1391: 0.9596650919517904
Position 11915: 0.9112731295414513
Position 11585: 0.8830563352315532
Position 5921: 0.8592522568152013
Position 8609: 0.8250316649093974
Position 6155: 0.8021330236057976
Position 6308: 0.7171933212645918
Position 6928: 0.6925228279278727
Position 12533: 0.6699753026516019
Position 12126: 0.5692620706188652
Position 12701: 0.5538007137541927
Position 12080: 0.2043224577006476
Position 5796: 0.19642910959364498
Position 2166: 0.19147122099038616
Position 8325: 0.1712623932290768
Position 8532: 0.1624603439566586
Position 7570: 0.15566991269726604
Position 6965: 0.08697447535481798
Position 7625: 0.0656339392831842
Position 12285: 0.06152924503849053
Position 7607: 0.05632423569209023
Position 11920: 0.052167413685076526
Position 9281: 0.05161943159137586
Position 12547: 0.05141978972996279
Position 12180: 0.04629244719094328
Position 6441: 0.04594226585675966
Position 11611: 0.04432761843611136
Position 7912: 0.042369625542976276
Position 8857: 0.03282400038359859
Position 481: 0.03171171792172902
Position 3188: 0.027120049193119108
Position 11600: 0.02517130202061707
Position 12201: 0.02148356765260013
Position 12755: 0.02145010022474637
Position 8693: 0.019727021234154672
Position 5085: 0.01888285236077458
Position 10051: 0.018153590237547226
Position 2709: 0.01513106971845691
Position 12329: 0.014704961227515145
Position 5116: 0.013885915066027802
Position 11565: 0.0138855672069519
Position 12784: 0.013780632786625658
Position 2458: 0.011650703428107383
Position 4045: 0.010818221539002075
Position 7609: 0.009992316591276206
Position 6108: 0.008345709527849207
Position 13522: 0.007777023617684208
Position 8298: 0.007594282055309221
Position 92: 0.007434837578374624
Position 13833: 0.006776967023281765
Position 8873: 0.006382952565609673
Position 6988: 0.006225415269601445
Position 6687: 0.006216665437018772
Position 296: 0.006078293441586005
Position 3148: 0.006001463349919381
Position 5637: 0.005801008069977874
Position 7159: 0.005083130856028466
Position 13929: 0.004835702561229143
Position 7314: 0.004641693345208119
Position 114: 0.004600468533567797
Position 3623: 0.004418736831403441
Position 1880: 0.004346403558087704
Position 4796: 0.0042351396830554175
Position 11865: 0.00420462107938674
Position 307: 0.00404011950139122
Position 12093: 0.0039019229378536393
Position 9307: 0.0038935237794481756
Position 10787: 0.003446765856083959
Position 12527: 0.0032315264527188314
Position 7134: 0.0030198793597224507
Position 12770: 0.0028593861255754357
Position 4116: 0.0028423919597542683
Position 12602: 0.0024553612197480393
Position 3551: 0.002370748078784184
Position 5018: 0.0022659260913081656
Position 8156: 0.002211429673065771
Position 1183: 0.0020652565085512776
Position 8752: 0.0020049104790345507
Position 12226: 0.001647322069771314
Position 8851: 0.0016473218626683588
Position 9272: 0.001630984412937911
Position 11615: 0.001630413682008923
Position 10499: 0.0016262615076107056
Position 11598: 0.0015371908466494382
Position 6644: 0.0014904083157776284
Position 13776: 0.001440911965052127
Position 2202: 0.0014296717129431832
Position 139: 0.0013107767294509257
Position 9591: 0.0012824904804373772
Position 1137: 0.0011266227735950477
Position 10202: 0.001114999589312318
Position 49: 0.0010142325341457
Position 7916: 0.0009371639683669048
Position 12090: 0.000924263704124401
Position 10336: 0.0009214256915769546
Position 2243: 0.0008943634521175259
Position 268: 0.0008644450318167133
Position 8729: 0.00086297120299759
Position 13942: 0.0008253987840423857
Position 9334: 0.0008164000675295519
Position 1453: 0.0008050489476793387
Position 11725: 0.0007918684776764976
Position 11904: 0.0007834742915831464
Position 2163: 0.0007711709298842867
Position 12683: 0.0007506566087809588
Position 5830: 0.0007295533487898723
Position 2072: 0.0006930437181219539
Position 7611: 0.0006602031584262892
Position 13850: 0.0005975843243102874
Position 8112: 0.0005590441129179651
Position 11884: 0.0004923123709252835
Position 11831: 0.00047925641535693424
Position 7180: 0.0004228334874718381
Position 7084: 0.0004131783538589966
Position 12444: 0.0003965937388073928
Position 1763: 0.00037919931644756904
Position 1592: 0.000359378509993111
Position 10152: 0.0003529814578514149
Position 13095: 0.0003519672252248177
Position 13949: 0.0003307420542907378
Position 798: 0.0003266730691836035
Position 1029: 0.0003259687276461417
Position 3062: 0.00031407746265224026
Position 7348: 0.00030199758254088383
Position 2433: 0.00029248340445837327
Position 1584: 0.000287023312218945
Position 1419: 0.0002567992007400793
Position 2377: 0.00024080242332227272
Position 2190: 0.0002184168881816244
Position 1659: 0.00021409508936441962
Position 2404: 0.0002102741667248377
Position 1414: 0.0001995894543844256
Position 882: 0.00019912993357576095
Position 8068: 0.00015432788820847598
Position 1416: 0.00015014636601678904
Position 8289: 0.00014925795516543188
Position 11359: 0.00012645202920942114
Position 645: 0.00012495135780689557
Position 223: 0.00010726612742334106
Position 1045: 0.00010266943072216051
Position 842: 9.069392967781008e-05
Position 246: 8.670620363004823e-05
Position 239: 7.61946019562352e-05
Position 777: 7.20601210037385e-05
Position 1588: 7.107378722928079e-05
Position 11693: 7.026684593589511e-05
Position 227: 5.655008251456872e-05
Position 336: 5.1402338396426515e-05
Position 667: 4.4186421015875795e-05
Position 1933: 3.8626105117231704e-05
Position 385: 3.438812808183698e-05
Position 158: 3.3579730481608136e-05
Position 688: 3.0517997148462555e-05
Position 1424: 2.9796006428134105e-05
Position 3653: 2.711426170291336e-05
Position 3584: 2.6824589976825738e-05
