Gene = Emcn
index = 376
Annotated 5SS: [  170 31708 38771 50564 75668 75957 77949 81140 82343 86236]
Annotated 3SS: [31584 38695 50449 75577 75902 77852 81114 82280 86161 89452]
SMsplice 5SS: [  170 31708 38771 48181 50564 75668 86236]
SMsplice 3SS: [31584 38649 47996 50449 75577 86161 89452]
top_k =  500
Partition function (log Z): -53.65502669236989

Sorted 5' Splice Sites (High to Low Probability):
Position 170: 0.9538990897871864
Position 5055: 0.5823629937704182
Position 2739: 0.3852684000854892
Position 3552: 0.288055297074837
Position 4387: 0.24694431606022527
Position 670: 0.23251615102445325
Position 599: 0.11304420046657972
Position 1141: 0.10822709804765328
Position 3522: 0.05459082890931042
Position 1018: 0.04043561387269552
Position 5587: 0.033557170481504146
Position 785: 0.02797125001756986
Position 603: 0.027663130919353004
Position 527: 0.027633765889468132
Position 202: 0.015949955526634405
Position 2653: 0.01458470978894896
Position 5492: 0.014047733842861206
Position 88: 0.0064754999673515955
Position 628: 0.00439051453491078
Position 1133: 0.003300140481408984
Position 155: 0.0032478725013120042
Position 943: 0.001922981385346527
Position 5178: 0.0018985825146896154
Position 972: 0.0018934424078704455
Position 1483: 0.0013044522481581982
Position 3071: 0.0009879613869922081
Position 371: 0.0008856509089985838
Position 175: 0.0005374267960503077
Position 355: 0.00021807019694368218
Position 317: 0.0002177555028585988
Position 271: 0.00021738971381077962
Position 196: 0.00017519330956940925
Position 621: 0.00013036028793134838
Position 324: 0.000122850867895176
Position 888: 0.00011471053716220844
Position 357: 5.695002448084831e-05
Position 688: 5.4777739922468505e-05
Position 328: 4.660189572963209e-05
Position 3632: 4.061413544633909e-05
Position 849: 3.7882011468763806e-05
Position 838: 2.9873348098493867e-05
Position 915: 2.962743446977457e-05
Position 1708: 2.5627409218442173e-05
Position 395: 2.0270482112452825e-05
Position 198: 1.9134871700478927e-05
Position 577: 1.525581125803354e-05
Position 280: 1.3969066167346963e-05
Position 143: 1.1601660741848855e-05
Position 135: 1.1214514710732014e-05
Position 219: 9.239678372098803e-06
Position 347: 6.744492157222354e-06
Position 409: 5.956314377796745e-06
Position 407: 4.3527950585656e-06
Position 908: 3.7450846460872134e-06
Position 674: 2.4305559075922724e-06
Position 118: 2.0250373045610195e-06
Position 567: 1.8880610645643795e-06
Position 67: 1.195113506580345e-06
Position 375: 8.939605631739081e-07
Position 285: 6.623241759501762e-07
Position 613: 6.229438272374495e-07
Position 993: 5.390008681293175e-07
Position 246: 5.304119319069078e-07
Position 308: 2.647976024465971e-07
Position 373: 8.125293206025753e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4952: 0.6157750296411724
Position 2546: 0.3615242809250314
Position 5240: 0.27179497991750495
Position 3345: 0.2629854845070206
Position 510: 0.21560619504551115
Position 4263: 0.17802446989585832
Position 9445: 0.13524192667856694
Position 421: 0.1165423905220545
Position 990: 0.11580226240558211
Position 3415: 0.08028346127339513
Position 5696: 0.07761111770422369
Position 9017: 0.07506262121597777
Position 11521: 0.07005718425684052
Position 12623: 0.05855959480556036
Position 4243: 0.050350191748859054
Position 6904: 0.045010480324768815
Position 10540: 0.04356737209531663
Position 9365: 0.038566928538630856
Position 757: 0.03379019304898408
Position 6381: 0.032969381893153314
Position 9253: 0.031393176444311055
Position 7471: 0.025083647376223164
Position 706: 0.024202292679206244
Position 2503: 0.02208308313387059
Position 4012: 0.021530329248876292
Position 457: 0.018403527057269525
Position 10056: 0.01414934884023372
Position 5485: 0.014105816579570937
Position 8241: 0.011730790459081722
Position 556: 0.011270847180789535
Position 602: 0.011162651064672466
Position 7721: 0.009026640560780027
Position 2657: 0.008407743550866403
Position 269: 0.007572128918730533
Position 5672: 0.006968265529399965
Position 9283: 0.006873950192515681
Position 784: 0.006664051329877183
Position 3350: 0.006531646740785807
Position 2681: 0.00576480309201557
Position 4799: 0.005572551650832469
Position 6451: 0.004427255853819746
Position 1401: 0.0041165601116027245
Position 7705: 0.0035432261697156205
Position 593: 0.003523973055988682
Position 577: 0.0030755985442400898
Position 2618: 0.002804129379053372
Position 5445: 0.0027729106022647563
Position 2528: 0.0025824476327677747
Position 4495: 0.0016672756356675767
Position 340: 0.001591386658820086
Position 953: 0.001552400202365144
Position 518: 0.0013647189602523286
Position 3381: 0.0011373933378776562
Position 5709: 0.001093385751191735
Position 2730: 0.0010813986924143647
Position 2929: 0.0009777099329993943
Position 2865: 0.0009472019557181197
Position 582: 0.0009335172552811108
Position 642: 0.0008837982651712554
Position 1852: 0.0008714485518136683
Position 929: 0.0007812892408444574
Position 921: 0.0007762822169270645
Position 1031: 0.0007573309352222218
Position 6746: 0.0007559833633378224
Position 908: 0.000627636914429376
Position 1015: 0.0005444565964630506
Position 567: 0.00031611300346291976
Position 3521: 0.0002558773685875381
Position 947: 0.00023765862130305476
Position 4416: 0.0002201439955040248
Position 888: 0.0002074738940978299
Position 2084: 0.000175338599533743
