Gene = Zcchc4
index = 1198
Annotated 5SS: [  186  9772 20844 21251 29043 31699 32952 40514 40829 43250 43857]
Annotated 3SS: [ 9688 20567 21172 28969 31547 32850 40391 40752 43197 43711 48208]
SMsplice 5SS: [  186   500  9772 20473 20844 21251 22185 25105 29043 31699 38683 40514]
SMsplice 3SS: [  418  9688 20388 20697 21172 22047 24910 28969 31547 38570 40391 47255]
top_k =  500
Partition function (log Z): 2.6560323954804317

Sorted 5' Splice Sites (High to Low Probability):
Position 40514: 0.999876576012271
Position 9772: 0.9868988030055786
Position 29043: 0.983898771806784
Position 20844: 0.9772432154612479
Position 500: 0.9399631670181313
Position 31699: 0.8897722307845609
Position 21251: 0.8458303755004183
Position 22185: 0.8207062387418406
Position 25105: 0.789996913893923
Position 20473: 0.7096385223564322
Position 186: 0.6587513748837078
Position 43857: 0.5217723138187014
Position 43250: 0.5183788703187727
Position 40829: 0.5151260385259476
Position 38683: 0.3660851397342692
Position 22601: 0.27621477821375057
Position 20568: 0.27576706974360315
Position 17809: 0.26910470427241084
Position 21748: 0.2649490126912492
Position 197: 0.2521030441301274
Position 43488: 0.2178457629345375
Position 13454: 0.21506889527594972
Position 7152: 0.1950632728560699
Position 4014: 0.18308596809351393
Position 26604: 0.17915707534977746
Position 8699: 0.16187537954198875
Position 43611: 0.1606503658609534
Position 30984: 0.15659908144309007
Position 32693: 0.14001941790652556
Position 32952: 0.1315636117117096
Position 46552: 0.10576787111298151
Position 42975: 0.10372785472219784
Position 26585: 0.09662909060765959
Position 1181: 0.09243382434848926
Position 16726: 0.09067010645699736
Position 37570: 0.08431990998311617
Position 37376: 0.07792958147330495
Position 30353: 0.07722571291676775
Position 26271: 0.07404591119497342
Position 38905: 0.0651785885086117
Position 44292: 0.06191279709292799
Position 42076: 0.05826853454624272
Position 34236: 0.05111483677407804
Position 31231: 0.05006440010521036
Position 45996: 0.048224541137973836
Position 31687: 0.04598900720043058
Position 2142: 0.04499864312480199
Position 21777: 0.044420819522670775
Position 4348: 0.04355371503347579
Position 22471: 0.04270393082451151
Position 7119: 0.042343423211269306
Position 22197: 0.040254076150405195
Position 12191: 0.039562665663485715
Position 30446: 0.037760803517564785
Position 29643: 0.03491699025085769
Position 47342: 0.03141685140639689
Position 741: 0.03087141469370415
Position 5850: 0.03000575415333307
Position 22851: 0.02720028258300075
Position 43796: 0.026562910651701393
Position 33581: 0.025541169813034902
Position 2021: 0.025057756425971984
Position 37035: 0.02417599792997189
Position 753: 0.023743201353734145
Position 8254: 0.022633183420560046
Position 21726: 0.021763461146590918
Position 182: 0.021525953762947872
Position 450: 0.021387167500046027
Position 43307: 0.02033012639603148
Position 4649: 0.0200987782416645
Position 22737: 0.0200822361956292
Position 23031: 0.019339145338379386
Position 43545: 0.018541496636080238
Position 68: 0.01793461123478769
Position 1403: 0.016859001937844873
Position 149: 0.015998961054891018
Position 21205: 0.015352772424172236
Position 1693: 0.014961253266845836
Position 864: 0.014726811689105512
Position 30364: 0.014543783318776185
Position 3984: 0.013941777616869431
Position 178: 0.013770673327127184
Position 41667: 0.013670382672274653
Position 9778: 0.013101196621576596
Position 21360: 0.012495058536524868
Position 21684: 0.012459302171516803
Position 34227: 0.011581965856092244
Position 6745: 0.011487433800595557
Position 34487: 0.01111659998973012
Position 29900: 0.01008704955072317
Position 22396: 0.009952817043918132
Position 41424: 0.009915016492708458
Position 34263: 0.009621759888117792
Position 4429: 0.009334885910715362
Position 2835: 0.00881789403995764
Position 30971: 0.008530162205853835
Position 3364: 0.008398158897257686
Position 21642: 0.007945723924066235
Position 30615: 0.007937463524489728
Position 42168: 0.0071822357984304775
Position 25990: 0.006726483285225902
Position 6956: 0.006293784219140053
Position 41715: 0.005805576570926158
Position 43408: 0.005008264420107964
Position 263: 0.004985812886740551
Position 29740: 0.004655217996835734
Position 34549: 0.004631558068531433
Position 43509: 0.004051956017175669
Position 24607: 0.0033208684502288787
Position 22138: 0.0022449955688757807
Position 474: 0.0021722552657268616
Position 11809: 0.0021562907362831043
Position 22201: 0.0019499333884195934
Position 42318: 0.0017937863532776956
Position 42493: 0.0016841267783002092
Position 22233: 0.0013877413861457812
Position 40785: 0.0013708349071356223
Position 43654: 0.0012151859374161177
Position 1006: 0.0011353026256202357
Position 41776: 0.0010645908377087733
Position 257: 0.00100304132861538
Position 43236: 0.000947180975523315
Position 1033: 0.0009226007988809506
Position 26464: 0.0008557195158018011
Position 1024: 0.0007261277665556417
Position 41749: 0.0005674083586466326
Position 40876: 0.000557606874796326
Position 41523: 0.0005304406450708636
Position 3222: 0.0004515372921292948
Position 40678: 0.0004109187027389535
Position 22172: 0.000379494277309235
Position 3600: 0.00036227966870144943
Position 201: 0.0003307670216265736
Position 133: 0.0002520931446934602
Position 2958: 0.00024111275664574915
Position 455: 0.00022580982239683294
Position 246: 0.00020989383241277278
Position 22543: 0.0002026528792729592
Position 598: 0.00018169637163010534
Position 21701: 0.00016262674066121132
Position 203: 0.00012655016279163197
Position 40571: 0.0001222447959090304
Position 190: 9.26870213808644e-05
Position 74: 9.199387062048105e-05
Position 42: 6.389041228531568e-05
Position 107: 6.358316293239788e-05
Position 898: 6.001502956483594e-05
Position 287: 5.353015518204882e-05
Position 311: 4.5540109968940524e-05
Position 213: 4.36624621106225e-05
Position 180: 3.474643409555119e-05
Position 1040: 3.4678763157011634e-05
Position 327: 3.0887118144539065e-05
Position 506: 3.0304273931489484e-05
Position 40884: 2.857796143775178e-05
Position 979: 2.6548190080466114e-05
Position 1219: 2.1580436110260575e-05
Position 1667: 1.9222734809837045e-05
Position 40809: 1.6197929463461455e-05
Position 1250: 1.5681157957572492e-05
Position 557: 1.2478850756957127e-05
Position 458: 9.955464763098531e-06
Position 41296: 9.898399248122378e-06
Position 745: 5.784952763534696e-06
Position 32: 5.711853341263072e-06
Position 293: 5.059746533452555e-06
Position 1019: 4.796015031689304e-06
Position 321: 4.450950875451124e-06
Position 792: 4.023275284539014e-06
Position 1038: 4.019560008303408e-06
Position 508: 3.866603008053148e-06
Position 693: 3.5285959062186384e-06
Position 45: 3.187987839580765e-06
Position 555: 1.9131225566365466e-06
Position 41266: 1.8182049073537965e-06
Position 743: 1.769754736430411e-06
Position 579: 1.1895315628821689e-06
Position 386: 1.104244770827835e-06
Position 391: 8.165742434450147e-07
Position 350: 7.785270169498506e-07
Position 682: 5.991502648931536e-07
Position 11283: 4.629593642898491e-07
Position 11356: 4.541516713632992e-07
Position 11: 3.3837709599929404e-07
Position 377: 5.267924929520557e-08
Position 409: 5.063791628535222e-08
Position 379: 2.1193221030222222e-08
Position 593: 1.9225098108812496e-08
Position 10286: 9.6710044077048e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9688: 0.9999999996271551
Position 40391: 0.9999999534979664
Position 20388: 0.9901534268763692
Position 28969: 0.9742467308444227
Position 31547: 0.8950009856159344
Position 22047: 0.8560854995226646
Position 21172: 0.6126973903917083
Position 43711: 0.5903367383337529
Position 43197: 0.5760266401875402
Position 20697: 0.5500140617589477
Position 47255: 0.5201764112559494
Position 24910: 0.4714659662153216
Position 418: 0.4697705959334868
Position 330: 0.4278315525301366
Position 22307: 0.3441836301569746
Position 38570: 0.3326556508943689
Position 40752: 0.31856558284913294
Position 24973: 0.31853094767860113
Position 43388: 0.30206081251379713
Position 20567: 0.29831942158702496
Position 17679: 0.26910470427241084
Position 21137: 0.24439810346098978
Position 7046: 0.23740669606733913
Position 21623: 0.23480294158361517
Position 3839: 0.18199906263834761
Position 26491: 0.16744137330463688
Position 32654: 0.1665571224979743
Position 8579: 0.16187537954198875
Position 44137: 0.1521590547371412
Position 40699: 0.15096078839683358
Position 46463: 0.14468407879163311
Position 20644: 0.12416189733894117
Position 30802: 0.11905744352865137
Position 43329: 0.09550798078976369
Position 32850: 0.09538840887486164
Position 26445: 0.09395605117971612
Position 21641: 0.08566492407440468
Position 37522: 0.08431990998311621
Position 37135: 0.07792958147330496
Position 13271: 0.07722288799890656
Position 643: 0.07597526174273361
Position 13284: 0.07492465125289284
Position 30133: 0.07430438236693727
Position 26115: 0.0740459111949734
Position 43578: 0.06787590071396288
Position 34076: 0.06577255834256172
Position 16572: 0.065347714009694
Position 38819: 0.0651785885086117
Position 45906: 0.0637836270646703
Position 42757: 0.062397936292859245
Position 46693: 0.059225770732063476
Position 13318: 0.053096629309448036
Position 4182: 0.05178954454778452
Position 40619: 0.047811123835036023
Position 41553: 0.043703759781085885
Position 1069: 0.04039256632017673
Position 42932: 0.037522640540487165
Position 30145: 0.03586865919945874
Position 48208: 0.035297552324664264
Position 38415: 0.03342948883990024
Position 41957: 0.03251003784525522
Position 5718: 0.030005754153333074
Position 377: 0.029857178521068194
Position 2078: 0.029800824096216486
Position 1121: 0.029315925735812497
Position 22763: 0.02757890034010282
Position 30745: 0.025505763145567243
Position 16541: 0.025322392447303357
Position 31580: 0.0251675534339103
Position 41942: 0.024898925992248334
Position 36974: 0.02417599792997189
Position 31187: 0.023577630641561303
Position 45263: 0.023231539095131728
Position 8058: 0.022633183420560043
Position 11953: 0.021401696450459303
Position 30828: 0.020566036974725296
Position 33369: 0.020362048044258774
Position 29504: 0.019337743269225296
Position 30386: 0.018967698663280103
Position 21454: 0.016859774542823676
Position 31099: 0.01589273484702346
Position 31492: 0.015592698935146795
Position 26573: 0.015244460988885884
Position 47600: 0.015168249866671393
Position 2020: 0.015163476042135495
Position 805: 0.014476966983137975
Position 34262: 0.013314185666743155
Position 21054: 0.01327111682191948
Position 421: 0.013230812574275894
Position 29543: 0.01322024253463261
Position 6645: 0.011487433800595557
Position 1335: 0.01138511832587268
Position 21475: 0.010631669181551694
Position 31070: 0.010594034616625593
Position 1908: 0.010565669974414323
Position 47318: 0.010538620827731767
Position 29789: 0.010087049550723171
Position 13302: 0.009824726714702263
Position 28710: 0.009652040962361557
Position 41380: 0.009152574132910303
Position 43458: 0.009086262883585633
Position 4363: 0.009058525452687493
Position 2738: 0.008817894039957634
Position 41839: 0.00864337966893273
Position 43777: 0.00856106484174021
Position 30255: 0.00832702304792236
Position 46217: 0.008323069463256838
Position 3241: 0.008221415291204995
Position 12132: 0.007791094279432222
Position 3811: 0.0075823287264175565
Position 22957: 0.007535678252492212
Position 3911: 0.007446354345618126
Position 21999: 0.006979148603868253
Position 1526: 0.006722819727243453
Position 34138: 0.006546004175726337
Position 22815: 0.006426906841863608
Position 6851: 0.006293784219140053
Position 4384: 0.006098256352134652
Position 1834: 0.006015472783082247
Position 42775: 0.005853234030869064
Position 1460: 0.005274763658158643
Position 11985: 0.0051975511038862094
Position 33439: 0.005179121768776119
Position 11967: 0.005172323829707973
Position 32686: 0.004819635122147902
Position 1958: 0.004803793366818136
Position 32443: 0.004698540835872569
Position 42885: 0.004690145523733756
Position 29525: 0.004676010772437894
Position 22845: 0.004638238520360778
Position 291: 0.004473993782147141
Position 25926: 0.00443512399582683
Position 43753: 0.0040362294262014
Position 4467: 0.0038786537084897128
Position 45616: 0.0038581002449708133
Position 21597: 0.0037416368143599913
Position 262: 0.003515451403775606
Position 42002: 0.0033475370659417215
Position 1084: 0.003133394417588486
Position 42191: 0.0029755435747595375
Position 40771: 0.0029533004031204214
Position 1013: 0.0027768880583318835
Position 20925: 0.0026046129633985416
Position 44865: 0.0025342642319329135
Position 34321: 0.0024339723915183928
Position 40678: 0.002360540948419985
Position 29595: 0.0023382116713976343
Position 332: 0.0023043913273199127
Position 24379: 0.0022831536646971914
Position 22333: 0.002150307749353182
Position 4306: 0.0021303120519167475
Position 1876: 0.002115468365052425
Position 22137: 0.0021124726050399502
Position 44564: 0.0020817690538411475
Position 45425: 0.0017265062865699666
Position 25718: 0.0017118841936749239
Position 42349: 0.001684126778300209
Position 21959: 0.001599718146713089
Position 1268: 0.0015919352367057933
Position 1731: 0.0015573519366048495
Position 44011: 0.0015423633432057472
Position 44077: 0.0014769313591791269
Position 1624: 0.0013506630865088856
Position 44555: 0.0012435852366431798
Position 925: 0.0012230727128073459
Position 1086: 0.0011672641169715376
Position 22583: 0.0011228793266962918
Position 24433: 0.001037714785531689
Position 41616: 0.0010232380266148372
Position 11601: 0.0009046605542202956
Position 11714: 0.0008904884921133455
Position 20907: 0.0007069828230991794
Position 1050: 0.0006782848825229586
Position 22384: 0.0006722065492283962
Position 1564: 0.0005911731838294738
Position 41233: 0.0005814052251591664
Position 25804: 0.000579475095724148
Position 41354: 0.00056169312292512
Position 22611: 0.0005396011634583787
Position 41273: 0.0005351583826987364
Position 22553: 0.00047692748062401794
Position 41704: 0.0004625265647121848
Position 3102: 0.0004515372921292949
Position 43205: 0.0003760934123274409
Position 22909: 0.0003372691478986723
Position 2861: 0.00024111275664574915
Position 3444: 0.00023952360625006765
Position 11518: 0.00021617519389240854
Position 293: 0.00018837367120395633
Position 22142: 0.000145640634709725
Position 11579: 0.00014446750951588384
Position 301: 0.0001344619614173827
Position 1390: 0.0001277763369283296
Position 3454: 0.00012275606245138173
Position 32692: 0.00011932228737873083
Position 3221: 0.0001118793448009105
Position 911: 0.00011145853198680383
Position 41395: 7.058591490193962e-05
Position 41181: 7.050802410647453e-05
Position 1602: 6.904408522237551e-05
Position 386: 6.637382715353568e-05
Position 3205: 6.48642612517709e-05
Position 427: 6.272679857053374e-05
Position 449: 5.7776582761708265e-05
Position 1647: 4.667482899217075e-05
Position 246: 3.9697651690969644e-05
Position 40674: 3.614995173465207e-05
Position 2080: 3.434298645000467e-05
Position 4130: 3.208707284254258e-05
Position 1275: 3.170488967968655e-05
Position 1201: 2.8665519068930773e-05
Position 40773: 2.6613659336902124e-05
Position 1016: 2.5411661893651963e-05
Position 41961: 2.3229334294610403e-05
Position 886: 1.4918910072916907e-05
Position 928: 1.1708017736935812e-05
Position 22505: 1.150371894133039e-05
Position 22454: 1.096171671925225e-05
Position 41322: 1.0856702922492891e-05
Position 22470: 1.0832113748718062e-05
Position 1365: 8.216081693558784e-06
Position 1136: 6.403766371888392e-06
Position 430: 5.825117984773761e-06
Position 1567: 5.694540439046093e-06
Position 938: 5.434492432963916e-06
Position 41222: 4.84772169435503e-06
Position 705: 4.428485049459134e-06
Position 499: 3.4312666162514922e-06
Position 962: 3.397778140318804e-06
Position 185: 3.3598644185163594e-06
Position 11191: 8.888844944545074e-07
Position 585: 7.562799202466361e-07
Position 1272: 5.079561121859995e-07
Position 11800: 4.989865411710177e-07
Position 1270: 4.955946429653028e-07
Position 433: 3.8167391696430156e-07
Position 655: 3.762666748064814e-07
Position 440: 3.636089018029675e-07
Position 436: 3.4452541593316113e-07
Position 455: 1.1705190486990678e-07
Position 458: 4.640257276549796e-08
Position 11141: 2.8226541198641264e-08
Position 553: 2.2136718923369837e-08
Position 470: 9.622666362626826e-09
Position 10108: 8.516027661187025e-09
Position 682: 7.130146478448462e-09
Position 472: 5.2176672444438566e-09
Position 161: 3.738785581295963e-09
Position 574: 3.3011366648086284e-09
Position 10152: 1.1549767465177686e-09
Position 166: 3.381812682971668e-14
