Gene = Mlec
index = 680
Annotated 5SS: [ 377 7364 7972 8111]
Annotated 3SS: [ 7184  7794  8052 10034]
SMsplice 5SS: [ 377 5894 7364 7724 7972 8111]
SMsplice 3SS: [ 5793  7184  7610  7794  8052 10034]
top_k =  500
Partition function (log Z): 0.8594680696350756

Sorted 5' Splice Sites (High to Low Probability):
Position 7972: 0.9784570477889967
Position 7364: 0.9159016247795038
Position 377: 0.8993022355172019
Position 8111: 0.8769929760320029
Position 7724: 0.8447637278440169
Position 13257: 0.7416578890933754
Position 5894: 0.4714968803144642
Position 13606: 0.3046234198590332
Position 12216: 0.3003953504920618
Position 12090: 0.24403444514208578
Position 9790: 0.22689350764322724
Position 5877: 0.12853235193179052
Position 1020: 0.12449840430483892
Position 5590: 0.10423526884587085
Position 8155: 0.09980149650553746
Position 10261: 0.09006788678052174
Position 7683: 0.08423704073169126
Position 890: 0.0738357723777921
Position 3089: 0.07247915526411351
Position 367: 0.06314979568959289
Position 10145: 0.04652378293642331
Position 11904: 0.03933959770795725
Position 1045: 0.03054772623413946
Position 1015: 0.02879391760667768
Position 11823: 0.02625439474007621
Position 7286: 0.026028532704135784
Position 7337: 0.025353960450200993
Position 977: 0.02345765080855799
Position 13911: 0.020060806007702558
Position 62: 0.0195028097255802
Position 7258: 0.016934617303863597
Position 12627: 0.015398035492969442
Position 13629: 0.013843201728710135
Position 9847: 0.01248255233331742
Position 14167: 0.010748626334830447
Position 7606: 0.009223675368216035
Position 10803: 0.008109899879767802
Position 11552: 0.006500996795530567
Position 111: 0.006064119248204375
Position 7930: 0.006062581597699102
Position 3352: 0.00601683334095624
Position 8296: 0.0047533424715909016
Position 6612: 0.004625157463476332
Position 5796: 0.004343922708483529
Position 727: 0.0042274235756243434
Position 9940: 0.003729191028673862
Position 5460: 0.003695334954389499
Position 3695: 0.003294676948899142
Position 9600: 0.0031532695555212724
Position 1005: 0.0029458259879856148
Position 6414: 0.002629686202372218
Position 9485: 0.0023896159917707587
Position 9926: 0.002074741894724803
