Gene = Rnasel
index = 904
Annotated 5SS: [  182  2634  3522  5788  6611  9163 10251 11486]
Annotated 3SS: [ 2432  3418  4180  6524  8956 10117 11348 12692]
SMsplice 5SS: [  178  2634  6611 10251 11486]
SMsplice 3SS: [ 2456  6524 10117 11348 12692]
top_k =  500
Partition function (log Z): -2.7741372046746515

Sorted 5' Splice Sites (High to Low Probability):
Position 6611: 0.9904016614238881
Position 10251: 0.8320938131025156
Position 178: 0.7512530686069074
Position 2634: 0.7406657854607626
Position 9163: 0.6492442129133257
Position 4720: 0.5177889850284146
Position 9534: 0.3956382405335186
Position 8994: 0.3136944181576113
Position 11486: 0.25766231951625157
Position 7135: 0.2514005973565729
Position 2242: 0.22709247217516132
Position 11507: 0.22085707717996658
Position 7813: 0.20188288397189724
Position 509: 0.17653356058729494
Position 3522: 0.17283151108809433
Position 3197: 0.1217806674394774
Position 182: 0.11782709894771211
Position 8517: 0.11417577885091801
Position 384: 0.05205264963681542
Position 7988: 0.04728507519111811
Position 11421: 0.0467761859206398
Position 11666: 0.046405234144995595
Position 5515: 0.036728404783543264
Position 6393: 0.03583122747996738
Position 1929: 0.03466666775839534
Position 5013: 0.03275695991800227
Position 11425: 0.028813875994640747
Position 10544: 0.02814539086317893
Position 2863: 0.02807372636839595
Position 2050: 0.026679283281219855
Position 10366: 0.023743459488893493
Position 5365: 0.016383273304237413
Position 10732: 0.014164921059515077
Position 3508: 0.010466250788346645
Position 10164: 0.00912657321607902
Position 6825: 0.008328257345330397
Position 3748: 0.0076338014995734164
Position 11648: 0.007389936982540477
Position 5487: 0.007218950234056289
Position 5494: 0.00591725317261085
Position 5545: 0.005822706464355404
Position 8800: 0.005294255892386739
Position 4764: 0.00469892541018891
Position 1758: 0.004246144081028112
Position 199: 0.0036321347950600273
Position 3291: 0.0027341747750749402
Position 710: 0.0025350776394218984
Position 1678: 0.0025130568328792678
Position 3816: 0.0018612730318496007
Position 11011: 0.0017704768291972198
Position 4527: 0.0015255890574697598
Position 6593: 0.0014072347128458373
Position 2460: 0.001380089374570431
Position 2290: 0.001333654420103887
Position 1334: 0.0011873480527527334
Position 1738: 0.001021972422938239
Position 9424: 0.0006929248907918083
