Gene = Stk17b
index = 1037
Annotated 5SS: [  151  8708 13615 19304 21193 22636 24243]
Annotated 3SS: [ 8544 13401 19158 21065 22586 24062 27453]
SMsplice 5SS: [  151  2633  8708 10931 19304 20218 22636 24243]
SMsplice 3SS: [ 2527  8544 10798 19158 20059 22586 24062 27453]
top_k =  500
Partition function (log Z): 0.2685418604808518

Sorted 5' Splice Sites (High to Low Probability):
Position 8708: 0.9999666582455102
Position 19304: 0.9662038008829326
Position 22636: 0.9450524053005988
Position 151: 0.9374256499269544
Position 10931: 0.9233189484636921
Position 24243: 0.7605954474637647
Position 2633: 0.636866378446321
Position 13615: 0.5108125928335894
Position 20218: 0.44486873324878984
Position 21193: 0.3102382151601963
Position 3720: 0.29072287535880864
Position 12376: 0.2674590069658544
Position 11997: 0.25644596430122757
Position 9596: 0.2523915795870017
Position 943: 0.2484356073311681
Position 8452: 0.23042999673251643
Position 11954: 0.23004002423379577
Position 15948: 0.21534774485823652
Position 12348: 0.17982970038199936
Position 11142: 0.13559796254020917
Position 20222: 0.13440714223489847
Position 19763: 0.12874311199415533
Position 12068: 0.10611714995192179
Position 3675: 0.10330031945268779
Position 12166: 0.09119827377364634
Position 6567: 0.08889620863055481
Position 11311: 0.08847066302337764
Position 4109: 0.06622911215200851
Position 11353: 0.06418621226047931
Position 10467: 0.05912263789329131
Position 24418: 0.05713658384272692
Position 20187: 0.05571811646319476
Position 20957: 0.05549703564475765
Position 7736: 0.046751914254245276
Position 26065: 0.044160337599108285
Position 3462: 0.03926509874246766
Position 3550: 0.03416450643794144
Position 23893: 0.022258256678055748
Position 10988: 0.020545306805876403
Position 21154: 0.02024392747176391
Position 26370: 0.02004376003182791
Position 25887: 0.017851637867800366
Position 9852: 0.017774072994119896
Position 11315: 0.017743605146756172
Position 11138: 0.016911433563005798
Position 6479: 0.0167010730299293
Position 3759: 0.016618218525150504
Position 22142: 0.015499440489797213
Position 3085: 0.014056298032116487
Position 1593: 0.01403669245672274
Position 8319: 0.01188274778785251
Position 9424: 0.011882292164450418
Position 22657: 0.010881256170436247
Position 933: 0.01055141511222856
Position 867: 0.009599370160369082
Position 20360: 0.009322325996050129
Position 2151: 0.00901359489293174
Position 54: 0.008585505628914362
Position 9485: 0.008533049330849508
Position 442: 0.0081488167579552
Position 2835: 0.007691688839252042
Position 22648: 0.0073916752673024
Position 67: 0.00732022581220969
Position 21463: 0.007259599807397531
Position 7584: 0.007128283452231126
Position 223: 0.007091432496686851
Position 13543: 0.00707976945192088
Position 7214: 0.006039545758892786
Position 9779: 0.00595248119582807
Position 7151: 0.005870151738526795
Position 13619: 0.005855631018581961
Position 4010: 0.005454538637191782
Position 9306: 0.004900610139992448
Position 20302: 0.00473761761421718
Position 7541: 0.00472970341451668
Position 19453: 0.004460264751200706
Position 4674: 0.004367286862617467
Position 5528: 0.00399862921459795
Position 3558: 0.003553841635485765
