Gene = Lamtor4
index = 621
Annotated 5SS: [ 322  852 3291]
Annotated 3SS: [ 770 3172 3557]
SMsplice 5SS: [ 322  852 3291]
SMsplice 3SS: [ 770 3172 3557]
top_k =  500
Partition function (log Z): -1.552495067379223

Sorted 5' Splice Sites (High to Low Probability):
Position 322: 0.991248567073047
Position 852: 0.9627118164032664
Position 3291: 0.424540308437147
Position 2058: 0.09428159097020154
Position 1682: 0.07195617127201219
Position 2060: 0.057958297500685624
Position 2164: 0.05198637385650579
Position 3046: 0.04599691488565088
Position 3021: 0.03405416578845142
Position 2293: 0.02175694672838414
Position 3028: 0.0209357320183504
Position 838: 0.02034991247618027
Position 2334: 0.011303765245008012
Position 886: 0.010162774388868819
Position 1425: 0.009773419307529261
Position 2664: 0.00813276944252192
Position 344: 0.00778327384210533
Position 1887: 0.007213032595802936
Position 1494: 0.00689272734720876
Position 3025: 0.005460512969882809
Position 3067: 0.004816355768442357
Position 61: 0.0037370236695504454
Position 2248: 0.0023456051568144305
Position 504: 0.0019511874831669711
Position 3018: 0.001484997540825385
Position 3308: 0.0012996024964552421
Position 1499: 0.0011994908715680496
Position 522: 0.0010147102253627014
Position 3227: 0.0009080853672845423
Position 2577: 0.0008969226278442479
Position 1002: 0.0007205875508426942
Position 1401: 0.0007121104900358058
Position 644: 0.000612659796325033
Position 2095: 0.00041662780703903194
Position 2169: 0.00033222758040621955
Position 525: 0.00028198433402662715
Position 2107: 0.0002704423909830604
Position 1834: 0.00020857856122034253
Position 3101: 0.00020739958198300932
Position 506: 0.0001777879629885798
Position 149: 0.00015421250419431657
Position 2069: 0.0001403093017687237
Position 185: 0.00013683373546070018
Position 652: 0.00012389637470383759
Position 176: 0.00011909601043707323
Position 243: 9.191093809009382e-05
Position 658: 7.92941958541522e-05
Position 359: 7.757039543939286e-05
Position 1063: 7.499317327350743e-05
Position 856: 7.428424731821609e-05
Position 151: 6.851126430159323e-05
Position 1054: 6.604980276597737e-05
Position 1174: 5.50002093270475e-05
Position 586: 4.057949115392703e-05
Position 890: 3.906815558101581e-05
Position 874: 3.396392316609697e-05
Position 888: 3.31322308182837e-05
Position 326: 3.305521475452909e-05
Position 892: 3.0316309971454512e-05
Position 564: 2.9940685911453867e-05
Position 1591: 2.7086172129786144e-05
Position 894: 2.5979129702581666e-05
Position 879: 2.4059594162231715e-05
Position 1165: 2.3689550802883216e-05
Position 346: 2.360802298650549e-05
Position 1741: 2.3594735890774933e-05
Position 235: 2.341208016219312e-05
Position 896: 2.0185668434729162e-05
Position 1828: 1.8167339761542418e-05
Position 628: 1.7654053992641237e-05
Position 673: 1.6406038724070647e-05
Position 328: 1.6280808302756416e-05
Position 825: 1.628005164977788e-05
Position 675: 1.3911881239032402e-05
Position 366: 1.3544973339721916e-05
Position 898: 1.3518860060172622e-05
Position 67: 1.2979516842368683e-05
Position 173: 1.0966577767468828e-05
Position 900: 8.88060563110303e-06
Position 1617: 8.80658399443334e-06
Position 1504: 7.191021626249556e-06
Position 387: 6.468355901501299e-06
Position 372: 6.4148535619917195e-06
Position 1178: 4.634100753782777e-06
Position 1031: 4.52788690345271e-06
Position 1509: 4.074596503220157e-06
Position 612: 3.408750655133558e-06
Position 55: 3.017355826092819e-06
Position 65: 1.4744558426806953e-06
Position 425: 5.826578184288281e-07
Position 415: 5.414333870881536e-07
Position 1238: 5.32462653871679e-07
Position 843: 2.7478828050763785e-07
Position 859: 2.6207286469590695e-07
Position 727: 2.321990987759422e-07
Position 912: 1.4269708745143237e-07
Position 1071: 1.1535943665791741e-07
Position 1279: 2.326747466607719e-09
Position 904: 1.8332815745168768e-10
Position 902: 1.320818233079627e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9922640710559834
Position 3557: 0.7608573914898482
Position 3172: 0.4336562456445131
Position 1967: 0.2586377440108488
Position 2925: 0.18158969833672772
Position 1333: 0.03855585553638464
Position 1482: 0.028583536459320616
Position 1589: 0.0215209109914471
Position 1992: 0.020006617081715066
Position 3390: 0.01464954767136176
Position 2199: 0.012565939255558727
Position 2575: 0.011156135801099917
Position 1773: 0.00971766427796003
Position 2970: 0.009422885903760482
Position 2043: 0.008028917415683502
Position 1971: 0.00792358542511898
Position 3420: 0.0063763318926464765
Position 2627: 0.005643138711661801
Position 425: 0.005436961125606186
Position 1535: 0.004980534611702099
Position 2213: 0.004507487540829239
Position 1356: 0.004451857522554127
Position 2057: 0.0038547835327250135
Position 789: 0.0031643765902435667
Position 2112: 0.0028438156541924493
Position 217: 0.0027918298397112268
Position 958: 0.0023446520559826604
Position 2407: 0.00222372793617285
Position 1560: 0.0021643948262015976
Position 1666: 0.0017939453426614692
Position 3190: 0.001771459650787737
Position 3326: 0.0016803339942825105
Position 3907: 0.0015700732167261862
Position 1555: 0.0015559889803651351
Position 1002: 0.0014785355646816586
Position 3596: 0.001472241436333779
Position 2235: 0.0014291904576647122
Position 3206: 0.0013648256891945893
Position 2145: 0.0011996829994511374
Position 2539: 0.0011715869995711544
Position 2210: 0.0011264670377682169
Position 2375: 0.0009845609348188306
Position 3601: 0.0008544818062268927
Position 2264: 0.0008497152141288982
Position 1498: 0.0006933949569521599
Position 1920: 0.0005969345539747898
Position 1519: 0.0005322022935627618
Position 3250: 0.0005048488052716031
Position 1529: 0.0005020397969169895
Position 2423: 0.000492442669564766
Position 1625: 0.00048114579921879427
Position 3614: 0.00042656331392106853
Position 222: 0.00040084658358423167
Position 1531: 0.0003484829249279502
Position 1580: 0.00031188844123502017
Position 2225: 0.000311493349136807
Position 3342: 0.00030335415633547813
Position 2163: 0.0002819282683023363
Position 930: 0.00025448577015391686
Position 3024: 0.00023410930426260155
Position 2011: 0.00019999944066031487
Position 3755: 0.0001968030961299916
Position 2430: 0.00018287442442100352
Position 715: 0.0001585738972194179
Position 3893: 0.00015685872454873889
Position 3798: 0.00015106639740443439
Position 269: 0.000124896757578051
Position 2478: 0.00011788458557589355
Position 1747: 0.00011610851759167065
Position 3041: 0.00011556089529379897
Position 1712: 0.00010266031002406206
Position 2634: 9.532155471051849e-05
Position 1875: 9.441178026713926e-05
Position 1053: 9.279789404930696e-05
Position 1141: 8.81378732225548e-05
Position 2831: 8.562240727164513e-05
Position 291: 8.553452761732911e-05
Position 235: 8.529045732817612e-05
Position 628: 8.519552991640999e-05
Position 173: 8.055418711070462e-05
Position 1668: 7.347300928736767e-05
Position 2359: 6.656656366627454e-05
Position 1424: 6.0476617248408305e-05
Position 1412: 5.752720395246192e-05
Position 262: 4.643522586944261e-05
Position 1672: 4.2153309187458006e-05
Position 160: 3.162967402627536e-05
Position 1575: 3.1627856173484506e-05
Position 514: 2.9880606451557672e-05
Position 1784: 2.802649674076919e-05
Position 185: 2.5595107527704922e-05
Position 1573: 2.3597435254550803e-05
Position 444: 2.0988341690870923e-05
Position 722: 2.032399266195432e-05
Position 1598: 1.2272610880044517e-05
Position 735: 8.650792515186818e-06
Position 1617: 8.528212201580511e-06
Position 1790: 8.111100672740564e-06
Position 598: 7.419777778818619e-06
Position 1543: 6.552459736736396e-06
Position 1798: 6.528661179773985e-06
Position 797: 6.220443929293743e-06
Position 634: 4.966332883775829e-06
Position 643: 4.9522028189460905e-06
Position 807: 4.613983339210745e-06
Position 703: 4.460826119602523e-06
Position 239: 4.451129459741473e-06
Position 1372: 3.259753697847384e-06
Position 1633: 3.080158592758573e-06
Position 1366: 3.0157623172338226e-06
Position 1834: 2.909691148404939e-06
Position 673: 2.8965166536682593e-06
Position 1815: 2.4504893538164295e-06
Position 2095: 2.325954477373941e-06
Position 1739: 2.2859723338833212e-06
Position 812: 1.9565836873003315e-06
Position 1432: 1.8353989782361773e-06
Position 667: 1.7650384386907201e-06
Position 641: 1.0907280058038354e-06
Position 1066: 1.0476865775194172e-06
Position 591: 1.0377394357716335e-06
Position 1190: 8.427365796597327e-07
Position 2152: 7.702643042785772e-07
Position 1039: 6.860157671245548e-07
Position 471: 6.576201954578183e-07
Position 554: 5.578211267268246e-07
Position 451: 5.23972499117293e-07
Position 1928: 2.6423642257454354e-07
Position 602: 1.1877720431036953e-07
Position 652: 9.515781322761184e-08
Position 1174: 7.70259408335174e-08
Position 682: 7.100928003112594e-08
Position 1384: 6.519835998081553e-08
Position 580: 6.45720057114677e-08
Position 1092: 5.7444269682676035e-08
Position 453: 4.629019458880138e-08
Position 837: 4.249696157101851e-08
Position 1911: 3.775157223802228e-08
Position 490: 3.747670658305836e-08
Position 1154: 3.728016521575758e-08
Position 636: 3.641439701807742e-08
Position 1101: 2.9629180490866225e-08
Position 486: 2.777277509886999e-08
Position 1305: 2.43191458501935e-08
Position 1246: 2.293029718732341e-08
Position 1291: 2.2814008158450222e-08
