Gene = Ubl3
index = 1160
Annotated 5SS: [  710 40769 43394 46217]
Annotated 3SS: [40659 43306 46138 46474]
SMsplice 5SS: [  710  4743 24064 40769 43394 46217]
SMsplice 3SS: [ 4651 23937 40659 43306 46138 46474]
top_k =  500
Partition function (log Z): -33.402902525783425

Sorted 5' Splice Sites (High to Low Probability):
Position 4743: 0.706659373814083
Position 710: 0.6799726603294121
Position 2450: 0.37220619427432966
Position 1158: 0.30283977553648284
Position 506: 0.2882885955810953
Position 818: 0.13313542693597966
Position 3376: 0.09146918896538138
Position 111: 0.08798712965830843
Position 6491: 0.06906825756706235
Position 6465: 0.06823652088605996
Position 4307: 0.051658537659097996
Position 5774: 0.04556536169542199
Position 2389: 0.04323055165997587
Position 6692: 0.03656545600997892
Position 798: 0.03354282886441852
Position 1204: 0.029701695895233245
Position 158: 0.026157467882698415
Position 195: 0.008158951430803614
Position 393: 0.0064784414119315094
Position 4125: 0.006191720275487576
Position 3212: 0.004904450934181961
Position 329: 0.004706770411252317
Position 397: 0.0037643705403828808
Position 262: 0.002317837017963211
Position 432: 0.0020357756486423127
Position 126: 0.0015640438038658422
Position 589: 0.0011075806528482836
Position 316: 0.0009703613559930445
Position 496: 0.0008808256210109959
Position 289: 0.0008312777611345681
Position 260: 0.00048342667820218616
Position 2461: 0.00032130541690742186
Position 923: 0.00030669240762754983
Position 2564: 0.00030390778301971234
Position 733: 0.0003010707254733064
Position 327: 0.0001677673471965693
Position 414: 0.00014001283990015947
Position 742: 0.0001254800404546849
Position 750: 0.00010141279193578886
Position 786: 8.77310366513977e-05
Position 725: 7.282371318274531e-05
Position 280: 6.0051229488335797e-05
Position 990: 5.491342053017923e-05
Position 652: 4.239333229888581e-05
Position 399: 3.539895272534702e-05
Position 273: 2.6767947922380916e-05
Position 870: 1.9914072396031504e-05
Position 1383: 1.574629912768692e-05
Position 916: 1.4101331238244035e-05
Position 995: 9.392262743097057e-06
Position 583: 7.339967100860548e-06
Position 608: 6.328484346029413e-06
Position 714: 6.285822708257491e-06
Position 401: 5.776455129286518e-06
Position 747: 2.3503766153190345e-06
Position 611: 4.562630181106849e-07
Position 638: 1.1532760256366893e-07
Position 643: 1.1330539631103831e-07
Position 685: 8.375805362192842e-08
Position 695: 4.973242283795858e-08
Position 690: 2.661120891256754e-08
Position 1265: 1.0003432313966515e-08
Position 1105: 6.399819755187331e-09
Position 1208: 4.288897313538122e-09
Position 745: 1.0751264568893955e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4651: 0.7201192472240104
Position 2344: 0.3701150153890656
Position 611: 0.30304365604636424
Position 14051: 0.27432538756875435
Position 9712: 0.16331700183426173
Position 6291: 0.14549941373567163
Position 8985: 0.11832994594616965
Position 1065: 0.1136423897401772
Position 9421: 0.10371180156540419
Position 3259: 0.10228526082518014
Position 6606: 0.09398282948657863
Position 1009: 0.09315528090361544
Position 5671: 0.0836588109985871
Position 5722: 0.07238660485022831
Position 906: 0.06693074213526543
Position 4240: 0.030141627239098072
Position 2238: 0.025545239026405823
Position 12639: 0.024504501893932336
Position 4176: 0.020326529368144927
Position 936: 0.01470801692243833
Position 3812: 0.013959390090962882
Position 3630: 0.013873889509373115
