Gene = Rabif
index = 883
Annotated 5SS: [162]
Annotated 3SS: [11427]
SMsplice 5SS: [ 162 6574 8527]
SMsplice 3SS: [ 6518  8425 11427]
top_k =  500
Partition function (log Z): -8.425897256770469

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.9830355311898854
Position 6574: 0.838919336445012
Position 8527: 0.8005855181479289
Position 4363: 0.38437249237818133
Position 1113: 0.1521042513463853
Position 6161: 0.09503437082429467
Position 751: 0.0897488862435666
Position 4561: 0.046153475888400824
Position 1411: 0.03736230280008603
Position 4780: 0.03386827202997364
Position 2969: 0.030282525152641168
Position 1585: 0.028474395163530855
Position 3510: 0.024371741448418412
Position 11578: 0.022328005745295136
Position 7576: 0.021822449853972206
Position 8583: 0.021576848902289936
Position 11512: 0.020248657738234806
Position 12199: 0.017091609685350697
Position 788: 0.015469839655590461
Position 9835: 0.013553673131243078
Position 3251: 0.01120876650189883
Position 11591: 0.011203839008942385
Position 9120: 0.010441845130657133
Position 96: 0.01037643170738565
Position 890: 0.010352987229115502
Position 8590: 0.009025692471043461
Position 6789: 0.008579052871153578
Position 3023: 0.006704350136620102
Position 1129: 0.0061602355001503855
Position 6787: 0.004944196865011616
Position 9131: 0.004589354093806008
Position 9346: 0.00356970050080158
Position 123: 0.0034238889792797315
Position 3199: 0.003279734013086575
Position 11486: 0.0023790552812030445
Position 6625: 0.0019852520727932778
Position 512: 0.0015615967338298304
Position 772: 0.0013199858843554917
Position 8529: 0.001251175913510892
Position 109: 0.0010875246217536794
Position 6795: 0.0007193095680394756
Position 6793: 0.0007056339690572034
Position 290: 0.0005668175265201628
Position 673: 0.00022701258488997607
Position 514: 0.00022097490839788987
Position 683: 0.0002016968270171119
Position 68: 0.00016013494025233067
Position 395: 0.00015978267964531097
Position 313: 0.00013297556790233407
Position 240: 0.00012874894760698803
Position 928: 0.00012016092729934075
Position 930: 0.00010709625425540787
Position 334: 8.443196396024971e-05
Position 2424: 8.419650935554273e-05
Position 2219: 8.087998242401251e-05
Position 2676: 7.654181182507967e-05
Position 802: 5.7322654690216174e-05
Position 800: 5.6192851829297325e-05
Position 536: 5.5988984684647466e-05
Position 534: 5.006503987428712e-05
Position 287: 4.891268242882549e-05
Position 501: 4.702955618689181e-05
Position 804: 4.550628582453462e-05
Position 2950: 4.454723950652722e-05
Position 2509: 4.1518332003929074e-05
Position 436: 3.2530687378927387e-05
Position 8549: 3.182724159978519e-05
Position 806: 2.7774535724101018e-05
Position 648: 2.6973213682820056e-05
Position 798: 2.671964892914106e-05
Position 1124: 1.9743230540852895e-05
Position 808: 1.6842735703496248e-05
Position 345: 1.6811337839693963e-05
Position 936: 1.6641005594427596e-05
Position 934: 1.6481540666747542e-05
Position 932: 1.465639878713199e-05
Position 810: 1.4052489931618499e-05
Position 353: 1.2678942091170882e-05
Position 938: 1.2469491883049727e-05
Position 812: 1.0913021945727532e-05
Position 700: 1.0263152749613588e-05
Position 170: 9.969191131997879e-06
Position 915: 9.517055266340318e-06
Position 101: 9.40770662958394e-06
Position 112: 9.399333904722776e-06
Position 831: 9.372426119578741e-06
Position 814: 8.346958854161558e-06
Position 940: 8.247127338606752e-06
Position 20: 6.6907103146378955e-06
Position 600: 6.336556010227756e-06
Position 222: 3.0182292401317745e-06
Position 66: 2.664360275755562e-06
Position 380: 1.956696255930339e-06
Position 189: 1.442045207631165e-06
Position 474: 9.9733573911411e-07
Position 365: 3.527453809998966e-07
Position 197: 2.935423856502488e-07
Position 403: 4.9844350288073085e-08
Position 7: 1.2604318229063921e-08
Position 269: 4.312514355357467e-09
Position 332: 3.3961279387884106e-09
Position 232: 3.0897319896637935e-09
Position 22: 1.192743957565266e-09
Position 10: 3.1450407039691247e-10
Position 397: 8.643971709267172e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8425: 0.8746082982785582
Position 6518: 0.6759799243057099
Position 11427: 0.6221728038877329
Position 4265: 0.3768740625178445
Position 1009: 0.15791998599885937
Position 6472: 0.1184297546609184
Position 630: 0.09912461543565693
Position 8851: 0.08915730244783994
Position 6059: 0.08901204210033527
Position 12440: 0.07215410953925787
Position 6448: 0.04916489235037859
Position 12615: 0.03382023012714484
Position 1307: 0.029718309313351243
Position 4560: 0.026978145170801635
Position 11985: 0.024886255020049843
Position 1440: 0.023611717300879426
Position 2845: 0.0226451508201094
Position 6663: 0.022247778026337872
Position 12094: 0.021549752332260422
Position 8440: 0.020573494484027382
Position 3406: 0.019497291145617008
Position 3123: 0.01596644392284823
Position 7463: 0.015373767477046923
Position 4408: 0.014216616756118771
Position 9289: 0.01393155281892394
Position 11326: 0.013580311947934208
Position 11499: 0.013374843039273138
Position 4514: 0.012433663103815674
Position 11587: 0.011676192631120352
Position 13073: 0.010966507692982184
Position 9760: 0.010065737834009755
Position 511: 0.009871236313394038
Position 4198: 0.009320385346097967
Position 10714: 0.009285849818181695
Position 13569: 0.009240726706209724
Position 11818: 0.007479107695114378
Position 4460: 0.007198363178542333
Position 7469: 0.006667710687833677
Position 9655: 0.006552851031713693
Position 2891: 0.006540256528439036
Position 12468: 0.006378299707436651
Position 6125: 0.0062209923682694426
Position 600: 0.00572157004499989
Position 13951: 0.005525396894140061
Position 4424: 0.005278441403027337
Position 12761: 0.005204275423124802
Position 1263: 0.005174672792349421
Position 11447: 0.005047033813945041
Position 12732: 0.0047396094130655
Position 4681: 0.004617468275564876
Position 2940: 0.0039062607140501965
Position 8910: 0.0036171153310482216
Position 11454: 0.00347719704770196
Position 4136: 0.0034374168738728773
Position 13596: 0.003436183834091044
Position 1444: 0.003273798388127332
Position 3491: 0.0028897534978406907
Position 10678: 0.0026870218717141335
Position 13328: 0.002684947967887573
Position 4443: 0.002613178794028774
Position 11893: 0.002600649701208777
Position 13157: 0.0023648412358012807
Position 9221: 0.002184621141051544
Position 582: 0.002164099788674967
Position 10221: 0.0020023550212232436
Position 2849: 0.001983828152427144
Position 4625: 0.001690333944447651
Position 5649: 0.0016041468663571248
Position 10975: 0.0015089466300878874
Position 378: 0.0014113409298770543
Position 2621: 0.001284593404642665
Position 10520: 0.001214777835626108
Position 3410: 0.0011559045563835075
Position 1024: 0.000963079056264812
Position 9999: 0.0008858729360596006
Position 1217: 0.000879047403643799
Position 1053: 0.0008284974210449938
Position 2109: 0.0007327258072188973
Position 641: 0.0006796439716324431
Position 635: 0.0006407220196412654
Position 632: 0.0005813855708790346
Position 7633: 0.0005793317061900502
Position 1291: 0.0005084797659055284
Position 239: 0.0004675510132270156
Position 2495: 0.00042247030814160326
Position 6924: 0.0004011468800906128
Position 7241: 0.0003688254856323623
Position 2618: 0.0003434712861912441
Position 428: 0.0002622470452172198
Position 2315: 0.00025241030316495777
Position 9259: 0.00023278794311056862
Position 7164: 0.00019939856827518807
Position 1410: 0.0001962167860476126
Position 545: 0.0001805116935295284
Position 6665: 0.00015489242533962656
Position 5052: 0.00011898840197701029
Position 7200: 9.618681758442008e-05
Position 409: 8.179950723507636e-05
Position 772: 7.077333383366658e-05
Position 161: 6.45386383025711e-05
Position 4850: 6.102662586678576e-05
Position 5194: 3.167899181391375e-05
Position 2986: 2.9024953975345515e-05
Position 700: 2.398567592547664e-05
Position 3743: 2.0092156213785393e-05
Position 2258: 1.625786436798348e-05
Position 1633: 1.6074441194082884e-05
Position 990: 1.3721806036894981e-05
Position 3625: 1.3689404637320414e-05
Position 857: 1.363215083890226e-05
Position 683: 9.045422257010979e-06
Position 830: 8.113864844406005e-06
Position 1242: 6.542249221856096e-06
Position 2122: 5.412790665185725e-06
Position 1288: 4.90932800499406e-06
Position 523: 4.7773304582626295e-06
Position 1327: 4.591659271857483e-06
Position 2039: 4.590364583512757e-06
Position 1103: 4.285558940706792e-06
Position 791: 3.851176563597809e-06
Position 1658: 3.7426426045141413e-06
Position 722: 2.0322334951382826e-06
Position 380: 1.446629651878522e-06
Position 391: 1.137401850759592e-06
Position 484: 1.0842498369351899e-06
Position 187: 6.056191593244308e-07
Position 1465: 1.1575681989061659e-07
Position 1514: 1.0033763085461477e-07
Position 1343: 9.603224400684431e-08
Position 345: 4.275796026058724e-09
Position 294: 2.6421104854406437e-09
Position 339: 1.881546358404722e-09
Position 449: 1.7775596168724357e-09
Position 454: 1.7287483399913153e-09
Position 467: 8.400984475738982e-10
Position 212: 2.1556456867650947e-13
Position 165: 9.724848776539414e-14
Position 189: 9.604920969649153e-14
