Gene = Rb1cc1
index = 885
Annotated 5SS: [  313 13405 15429 19443 19755 23820 25734 29631 30335 30700 30862 31015
 33165 33548 35523 46451 48298 48620 49946 50977 54112 56183 58127]
Annotated 3SS: [13294 15313 19315 19583 23616 25306 29459 30149 30512 30779 30952 33060
 33420 33630 46284 48188 48378 49896 50928 54052 56045 58055 59552]
SMsplice 5SS: [  313  6943 13405 15429 19443 29631 30335 30700 33165 42076 46205 46451
 47591 48298 48620 49946 50977 56183 58127]
SMsplice 3SS: [ 6783 13294 15313 19315 29459 30149 30512 33060 41941 46012 46284 47467
 48188 48378 49896 50928 56080 58007 59552]
top_k =  500
Partition function (log Z): -3.4906052916654042

Sorted 5' Splice Sites (High to Low Probability):
Position 33165: 0.9999999152521938
Position 42076: 0.9999973529967702
Position 46451: 0.9999973529967696
Position 15429: 0.9994532410062803
Position 13405: 0.9926835903489037
Position 313: 0.9794092014104908
Position 29631: 0.9758607793148282
Position 30700: 0.9743620969307886
Position 48620: 0.9541942116997143
Position 19443: 0.9415368676990333
Position 48298: 0.9118753769669118
Position 30335: 0.8169109874333315
Position 50977: 0.8035686664390826
Position 6943: 0.67563744343201
Position 49946: 0.6234226853648752
Position 30862: 0.5854413911255946
Position 19755: 0.5077903205520776
Position 56183: 0.366667601544836
Position 23820: 0.36092494000454434
Position 54112: 0.29769908759487285
Position 35523: 0.2570136455616349
Position 1363: 0.23560780307550766
Position 6729: 0.22058733141502476
Position 56174: 0.1418734031123801
Position 50432: 0.11647125470103004
Position 48447: 0.0868606890877414
Position 3693: 0.07932836909397913
Position 8634: 0.06974118499555451
Position 18128: 0.05764096465055476
Position 14872: 0.057315773886224455
Position 56201: 0.051529131129332356
Position 55771: 0.05137269929767595
Position 31697: 0.04454994090694668
Position 3530: 0.04155261893238883
Position 31015: 0.026390995480799255
Position 13766: 0.02430701474491758
Position 13913: 0.018742809341940628
Position 48514: 0.018223284880958944
Position 608: 0.014783846396940047
Position 6433: 0.013746160818460508
Position 51131: 0.012942820886978602
Position 5766: 0.012359306277225757
Position 6197: 0.011344767103453467
Position 50229: 0.01133604402211771
Position 5543: 0.008977464430263893
Position 13901: 0.005459056858017074
Position 165: 0.0050019185969858064
Position 52389: 0.003747032071301148
Position 22350: 0.0037185307542579554
Position 49053: 0.0034479369715123176
Position 15073: 0.0030884759018441443
Position 260: 0.0029600972555612606
Position 14528: 0.0028089355240721674
Position 49172: 0.0017815566257354406
Position 13696: 0.001742023425051448
Position 49195: 0.0017111612261364536
Position 13752: 0.0015771461008182988
Position 940: 0.0015236133201828792
Position 795: 0.0013059011575674404
Position 529: 0.0011368193507167647
Position 49101: 0.001087317088015462
Position 48841: 0.0009027183806903365
Position 15591: 0.0006984035768291166
Position 17799: 0.0006920621194207344
Position 1118: 0.000627311314683193
Position 198: 0.0005147931482406524
Position 1013: 0.0004914070085906112
Position 189: 0.0004860255837723825
Position 16564: 0.0003923597554625448
Position 515: 0.0003486340416931511
Position 565: 0.00028591281125839297
Position 1105: 0.00019397273787008891
Position 484: 0.00018643321703768327
Position 867: 0.00017079578785198196
Position 702: 0.00015833970454944793
Position 31489: 0.000148821478358028
Position 1984: 0.00011296155310177389
Position 375: 0.0001045163944516266
Position 731: 0.00010379381307775405
Position 758: 8.198058623977672e-05
Position 2211: 7.935073766635814e-05
Position 194: 7.74415017000271e-05
Position 1430: 7.4179403931855e-05
Position 1373: 4.98532816961213e-05
Position 96: 4.8811766241130215e-05
Position 219: 3.9957547349239924e-05
Position 2126: 2.64091437890819e-05
Position 1453: 1.8097141794016164e-05
Position 5758: 1.6593654388386952e-05
Position 4367: 1.3407006914361205e-05
Position 1289: 1.143311632907953e-05
Position 4828: 8.496381231030695e-06
Position 813: 7.469368902699142e-06
Position 4374: 4.296134296652916e-06
Position 3914: 4.045619740227256e-06
Position 4396: 3.983897196006281e-06
Position 956: 3.1400865662133667e-06
Position 762: 2.500097972878596e-06
Position 808: 2.4743321362532957e-06
Position 4783: 2.233042377019633e-06
Position 5498: 1.8354690335145186e-06
Position 652: 1.6161246338104644e-06
Position 787: 1.504148296478983e-06
Position 1122: 1.3133332721723396e-06
Position 647: 1.2434234835009819e-06
Position 645: 1.2307833955675722e-06
Position 753: 1.2019294585885564e-06
Position 2975: 1.1682672342616688e-06
Position 848: 1.162267628972315e-06
Position 2106: 8.214062298231516e-07
Position 4816: 7.704337002672079e-07
Position 1974: 6.892233433258882e-07
Position 410: 3.4675742041604387e-07
Position 317: 2.166103210302222e-07
Position 74: 1.8314588366293292e-07
Position 33482: 1.805424458093111e-07
Position 541: 1.39480398254883e-07
Position 422: 8.964485267040928e-08
Position 281: 8.636660207339822e-08
Position 21: 4.765386129306297e-08
Position 583: 4.337857317889342e-08
Position 192: 4.094393284542168e-08
Position 539: 1.777195946871277e-08
Position 33556: 1.3963106408109414e-08
Position 279: 8.462657846011099e-09
Position 387: 4.549036007376651e-09
Position 33498: 2.8592883881214166e-09
Position 619: 2.374845433886058e-09
Position 30912: 4.123943459016413e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 41941: 0.9999973529967701
Position 46284: 0.9999973529967701
Position 15313: 0.9979233387835396
Position 13294: 0.9926835903489036
Position 29459: 0.9758607793148285
Position 33060: 0.9701491286416012
Position 30512: 0.9228952331621896
Position 48378: 0.9217870713924188
Position 48188: 0.9120427381874476
Position 30149: 0.8169109874333315
Position 19315: 0.7490149693967867
Position 6783: 0.6571473362856398
Position 49896: 0.6181197531841657
Position 59552: 0.584679148007301
Position 56080: 0.5837195088607329
Position 30779: 0.5658484960415461
Position 50928: 0.39707657233791144
Position 50872: 0.3382564500824392
Position 19583: 0.2707038303333356
Position 23616: 0.2659210871687513
Position 1249: 0.19243886697369375
Position 54052: 0.18293759487152436
Position 35280: 0.17729448028911235
Position 6587: 0.1582583501951617
Position 53967: 0.11757084161051819
Position 19614: 0.11191160659235452
Position 23659: 0.09500385283579312
Position 3444: 0.09452530764078196
Position 56251: 0.08974674806688258
Position 56981: 0.08000785007947818
Position 8521: 0.06974118499555451
Position 19653: 0.06810507765391396
Position 48537: 0.06384901895450276
Position 19345: 0.05838731323876874
Position 53459: 0.055829392914678755
Position 18045: 0.054935558662261796
Position 19668: 0.05445828006224133
Position 30479: 0.053326135183376214
Position 50823: 0.04847777942671691
Position 19331: 0.0482578070519133
Position 35305: 0.041029352054885906
Position 31564: 0.03915685067696246
Position 35241: 0.038689813217636704
Position 6668: 0.03650194391782539
Position 19367: 0.03623851392659096
Position 19373: 0.03505431530653838
Position 13574: 0.032782780482837545
Position 58925: 0.031064197893112672
Position 50265: 0.031003015913036457
Position 55632: 0.030793980933712967
Position 55682: 0.027369006163053208
Position 50098: 0.02730093386591602
Position 48423: 0.02639367003562847
Position 14699: 0.025618872743593382
Position 48428: 0.024931479079791468
Position 6503: 0.024638805830440712
Position 14640: 0.024050530194937556
Position 3552: 0.02365069570593589
Position 33097: 0.02268392188962866
Position 48408: 0.022249115090615206
Position 1318: 0.021291856304545644
Position 30795: 0.020969574078710106
