Gene = Ube2cbp
index = 1157
Annotated 5SS: [  210 13137 16188 24365 29667 37583 39689 42110 92610]
Annotated 3SS: [ 12939  16096  24195  29596  37512  39579  41945  92470 157073]
SMsplice 5SS: [   210   1445  13137  16188  17252  17405  19380  24365  24537  29667
  39689  42110  50440  73003  92610 129514 144662 150719]
SMsplice 3SS: [  1368  12939  16096  17101  17322  19257  24195  24453  29596  39579
  41945  50296  72944  92470 129429 144570 150629 157073]
top_k =  500
Partition function (log Z): -92.52331441836405

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9094489363626211
Position 1445: 0.8559523935423147
Position 13137: 0.15800120564955694
Position 6547: 0.14599307230653882
Position 1452: 0.11468485857347578
Position 2821: 0.039894840011495736
Position 2083: 0.039371034183947363
Position 228: 0.03902736720296401
Position 2077: 0.029972962120443612
Position 191: 0.015361765374197013
Position 5202: 0.010900492055632855
Position 4346: 0.010841459343930361
Position 3222: 0.009750728043474875
Position 6567: 0.008903213729539073
Position 4697: 0.008188908371808485
Position 481: 0.007981387010784081
Position 2839: 0.006435027567298617
Position 2429: 0.0050477899195100345
Position 5069: 0.00417590706214957
Position 3612: 0.003995819968748903
Position 5745: 0.0033621096975264093
Position 5492: 0.0031866909363964186
Position 5565: 0.0029997078631676397
Position 365: 0.002960776740687268
Position 359: 0.00282138648061947
Position 172: 0.0027961769445394905
Position 2537: 0.002786633623072485
Position 114: 0.0026405121437684796
Position 274: 0.002563868452782119
Position 345: 0.002535165949850728
Position 1265: 0.0025082424090680107
Position 883: 0.0016212503914530996
Position 92: 0.0015658963608316213
Position 86: 0.001382216309095019
Position 505: 0.001344029455361271
Position 5769: 0.001310280243103007
Position 1532: 0.0012029456426920816
Position 282: 0.001012266576615602
Position 80: 0.0010007040515742198
Position 521: 0.0007862973231520865
Position 107: 0.000748812999006658
Position 67: 0.0007269913216562273
Position 1261: 0.0007167848616056983
Position 4658: 0.0007088829234853904
Position 3071: 0.0006798351142544502
Position 337: 0.0006339209818239416
Position 4896: 0.00039255785579290814
Position 3100: 0.00029987686104234157
Position 1273: 0.00029455175651771457
Position 2402: 0.00023334203149026113
Position 536: 0.00020859224439905347
Position 945: 0.00020828146746140877
Position 2138: 0.00015904483881522226
Position 1476: 0.00014877286244515493
Position 98: 0.00012589055699428994
Position 1767: 0.000115479874596075
Position 656: 9.88199762164612e-05
Position 820: 9.304038621094067e-05
Position 242: 8.95005284669493e-05
Position 835: 8.939835881450299e-05
Position 845: 8.415860252567085e-05
Position 139: 7.760122649370444e-05
Position 566: 6.602833208034697e-05
Position 1617: 4.8618390657942716e-05
Position 118: 4.213198998887856e-05
Position 1105: 4.013963682654033e-05
Position 1127: 3.9393604327546576e-05
Position 764: 3.86321541164473e-05
Position 2386: 3.236172895970405e-05
Position 587: 2.6485444666808188e-05
Position 428: 2.5690575856293517e-05
Position 775: 2.3486567910607997e-05
Position 1117: 1.9955377565416402e-05
Position 797: 1.7661128793289194e-05
Position 1045: 1.35685360207343e-05
Position 1103: 1.2282944117687162e-05
Position 745: 1.1399109025118488e-05
Position 1277: 1.1080929116443835e-05
Position 1232: 9.828178056915635e-06
