Gene = Ccz1
index = 232
Annotated 5SS: [  155  1860  2051  3402  3823  5651 10811 13477 16310 16691 21628 22345
 23382 24216]
Annotated 3SS: [ 1761  1956  3323  3774  5566 10634 13394 16247 16578 21593 22226 23222
 24087 26603]
SMsplice 5SS: [  155  1860  2051  3402  3823  5651 10811 13477 16691 20314 21628 23382
 24216]
SMsplice 3SS: [ 1761  1956  3323  3774  5566 10634 13394 16578 20194 21498 23222 24087
 26603]
top_k =  500
Partition function (log Z): 13.85177909850752

Sorted 5' Splice Sites (High to Low Probability):
Position 16691: 0.9700675080157283
Position 5651: 0.9549724929626601
Position 1860: 0.9177524255174465
Position 21628: 0.9136969938786692
Position 155: 0.9103660394619456
Position 3823: 0.9102538383075431
Position 23382: 0.9011038241517558
Position 24216: 0.8593491864152969
Position 10811: 0.834199347713434
Position 3402: 0.8263549650246031
Position 2051: 0.7713262931190845
Position 20314: 0.6077566557629078
Position 13477: 0.5813844295204889
Position 22475: 0.5552744414603598
Position 16996: 0.35095131732070434
Position 22125: 0.3480923435311232
Position 16310: 0.28338344696110135
Position 22311: 0.28074265963420975
Position 13522: 0.2601991912846114
Position 2233: 0.1998220123047243
Position 10262: 0.18451415321547127
Position 21089: 0.14965834869635825
Position 10245: 0.12324385180691831
Position 24169: 0.12213126480035114
Position 20082: 0.12140471252653981
Position 22345: 0.11183097331428608
Position 5074: 0.08294464566506889
Position 21820: 0.06774515227665615
Position 5224: 0.06532403627706293
Position 14463: 0.06033739663947088
Position 16083: 0.05946559022696527
Position 22400: 0.05348567035741354
Position 22292: 0.051594641559446534
Position 3745: 0.04636488681551845
Position 345: 0.04590411447575762
Position 11943: 0.043345143592777434
Position 13281: 0.04050371866475472
Position 24373: 0.03887035923976156
Position 23846: 0.03619048174083923
Position 1090: 0.034345585562686166
Position 232: 0.034309981954648544
Position 24992: 0.0335027912780137
Position 22391: 0.031244186178960534
Position 23446: 0.029398100032542826
Position 22121: 0.025147454227198596
Position 972: 0.021784181110594148
Position 4492: 0.020191606305508165
Position 15967: 0.01699231371841701
Position 4792: 0.01631891242800963
Position 21706: 0.015637153020259493
Position 989: 0.013055850367535959
Position 24209: 0.012357927948626314
Position 5500: 0.012251088742086687
Position 2079: 0.011482475172304484
Position 276: 0.011454509775160245
Position 2045: 0.011169557303837535
Position 3407: 0.01097730979290217
Position 4616: 0.00976846716603555
Position 14644: 0.009156209573731715
Position 5515: 0.008634424069589322
Position 13024: 0.008277119565732072
Position 9173: 0.0073308257620584944
Position 21870: 0.007307317699449355
Position 331: 0.007122721744872356
Position 24422: 0.006741607287884457
Position 16990: 0.006623773818729901
Position 25665: 0.006356881955865884
Position 13061: 0.005904263412723299
Position 2066: 0.00572446441666962
Position 5025: 0.004844925766576899
Position 24517: 0.004823387398943233
Position 24950: 0.004800395871838159
Position 3372: 0.0046478861752090395
Position 16660: 0.004179853084570384
Position 23011: 0.004035873494721328
Position 21578: 0.003743197881729561
Position 1017: 0.003278432250929948
Position 629: 0.003098130999448308
Position 7365: 0.00305380600008269
Position 3398: 0.0030188722358495874
Position 9404: 0.0029213610940673363
Position 26210: 0.002300090102811728
Position 3355: 0.002280810831857006
Position 23963: 0.0022407031738559693
Position 24972: 0.002228042380701003
Position 3509: 0.0018608460401167428
Position 2636: 0.001856786756173309
Position 20889: 0.0018180182212130097
Position 24452: 0.0017424197479884776
Position 3041: 0.0016518527336003511
Position 663: 0.0016263495926673722
Position 1648: 0.0016054783183555943
Position 21632: 0.0015556571671582584
Position 21824: 0.0014404410712502548
Position 14325: 0.0012429063082158255
Position 1064: 0.0012360690385069745
Position 3412: 0.0011643161422741069
Position 225: 0.0011571228918340112
Position 3474: 0.0010943552690074274
Position 2194: 0.0010707287917330534
Position 25312: 0.001054870900032661
Position 1312: 0.0010130834603814332
Position 410: 0.0009790915539032434
Position 22640: 0.0009503366923109578
Position 25021: 0.0009140485852924223
Position 24448: 0.0008287335070503323
Position 2957: 0.0007821917080270486
Position 10880: 0.0007229667105603323
Position 2298: 0.0006973765497021938
Position 14653: 0.000563028746627879
Position 2072: 0.0005623979444074117
Position 3380: 0.0005558029561533773
Position 2971: 0.0005083056858144348
Position 3629: 0.0005016809492839671
Position 13028: 0.00046115340620780454
Position 2632: 0.0003694041789835641
Position 66: 0.00031477994010122495
Position 24173: 0.00030521074041574075
Position 1113: 0.00030182155825669616
Position 1846: 0.0002976353620196781
Position 23223: 0.00029392600976123025
Position 702: 0.0002907842461767202
Position 2145: 0.0002687735937148374
Position 23312: 0.0002473609561124939
Position 814: 0.00024626993406472793
Position 3677: 0.00022317414985328544
Position 985: 0.00019174193682066102
Position 1381: 0.00015841351713865608
Position 3424: 0.00015221132555951768
Position 1851: 0.00011902533628207603
Position 1047: 0.00011252909240879934
Position 3144: 0.00010372419173205086
Position 2267: 0.00010277314056873027
Position 1373: 9.221653741815268e-05
Position 4276: 8.317678314593228e-05
Position 3694: 7.625591993408916e-05
Position 4028: 6.402318343283422e-05
Position 3888: 5.734415078198972e-05
Position 2489: 5.634765423534558e-05
Position 1705: 5.318629604133023e-05
Position 10850: 5.1622144162769255e-05
Position 1887: 4.814357602868651e-05
Position 4264: 4.186164896533275e-05
Position 4040: 2.9146250574509674e-05
Position 4151: 2.6577570191582355e-05
Position 1866: 2.524941518052326e-05
Position 24719: 2.3468541642430617e-05
Position 6477: 2.3374618995274705e-05
Position 1835: 1.8262237352684418e-05
Position 1825: 1.1091656060586151e-05
Position 271: 1.0826632082484783e-05
Position 4112: 8.987925213589438e-06
Position 210: 8.897142331792678e-06
Position 257: 8.536784629705998e-06
Position 1158: 7.091070355585891e-06
Position 1798: 7.078228829513942e-06
Position 1456: 6.978567433793701e-06
Position 1883: 6.619480550160087e-06
Position 831: 5.684112292931354e-06
Position 867: 5.1330010468724715e-06
Position 4036: 4.720082785265984e-06
Position 132: 4.609471798120029e-06
Position 837: 4.415289142669607e-06
Position 4295: 4.2978348278458115e-06
Position 1318: 4.052770377420484e-06
