Gene = Ndufb5
index = 738
Annotated 5SS: [  216  7953  9525 10800 11578]
Annotated 3SS: [ 7863  9457 10737 11470 14038]
SMsplice 5SS: [  241  6038  7953 10800 11578]
SMsplice 3SS: [ 5883  7863 10737 11470 14038]
top_k =  500
Partition function (log Z): -0.19002491051559822

Sorted 5' Splice Sites (High to Low Probability):
Position 11578: 0.9505750158785017
Position 6038: 0.9159856558963505
Position 7953: 0.9058778138746677
Position 10800: 0.636868643427116
Position 241: 0.609232234084472
Position 6324: 0.5105077883810675
Position 9525: 0.4250277240831274
Position 216: 0.3153681023953353
Position 10849: 0.29747164450577673
Position 11877: 0.20748779406465115
Position 711: 0.20256008224158686
Position 13342: 0.13663163991614355
Position 6547: 0.11103595671071545
Position 3713: 0.10085529074324467
Position 14278: 0.07802781605989698
Position 3352: 0.07563800326131774
Position 14080: 0.07172930029070089
Position 248: 0.05842401543465052
Position 690: 0.05645021195996753
Position 2151: 0.05416861796896082
Position 14185: 0.05254305885120171
Position 9928: 0.05157311336223887
Position 3693: 0.04867956660816648
Position 9666: 0.04251832955537825
Position 4013: 0.04021818754971625
Position 1985: 0.03707662565999996
Position 12617: 0.03342090893759087
Position 4426: 0.029795610795567435
Position 14093: 0.027575271982554883
Position 1604: 0.02697318991527096
Position 8060: 0.02301423756322612
Position 580: 0.021716282444706792
Position 11096: 0.020519395291555165
Position 9841: 0.019778340975675997
Position 8126: 0.017071525666807207
Position 13539: 0.01637565439033367
Position 12076: 0.015199127445091658
Position 8239: 0.013847197081941504
Position 267: 0.011121795452097252
Position 9873: 0.011088456327766718
Position 9802: 0.01098536695169125
Position 13757: 0.010972745501754918
Position 6275: 0.008535790811530348
Position 14187: 0.005563013718626868
Position 9705: 0.004796288738730443
Position 8221: 0.003832172085523468
Position 14174: 0.003785617081567009
Position 11850: 0.0032621096773148795
Position 6290: 0.0031961105352414725
Position 12602: 0.0029835472801865363
Position 10843: 0.0022073831699808387
Position 14328: 0.0021647604150781107
Position 13380: 0.0016665075427683904
Position 8321: 0.0012138673091752299
Position 13025: 0.0011601174789910647
Position 10790: 0.0009991954745449015
Position 2396: 0.0009770616255397133
Position 2644: 0.0009605483981720668
Position 212: 0.0008564637522146178
Position 14272: 0.0007350610200281987
Position 12825: 0.0007061109237082744
Position 2261: 0.0006880714000519767
Position 12846: 0.0006700521357739636
Position 3387: 0.0005713499203117351
Position 1856: 0.00040269791413829505
Position 3348: 0.00037778303844708126
Position 3376: 0.0003618114182708778
Position 7946: 0.0003556548569686997
Position 14198: 0.00032013323526438806
Position 12211: 0.00028229604662077747
Position 220: 6.495572989486685e-05
Position 12207: 6.478742778806043e-05
Position 259: 5.022204092002482e-05
Position 448: 3.7247128909273444e-05
Position 6620: 1.7403217244697125e-05
Position 183: 1.5050391828685537e-05
Position 162: 1.2504693734316772e-05
Position 176: 8.390822404744551e-06
Position 125: 7.847119730757902e-06
Position 368: 6.147771408539518e-06
Position 1086: 4.005038967196819e-06
Position 306: 3.850661850677326e-06
Position 84: 3.7428916963294206e-06
Position 489: 3.4070406275848384e-06
Position 86: 2.7652567768307377e-06
Position 475: 2.4439509644731185e-06
Position 18: 2.2220842696501913e-06
Position 514: 1.6948398614650693e-06
Position 478: 1.6829963261256364e-06
Position 325: 1.156925572667519e-06
Position 32: 5.130911298249034e-07
Position 355: 1.8617605727098816e-07
Position 145: 9.783408780277866e-08
Position 77: 3.708449840083177e-08
Position 323: 1.4743445346708862e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14038: 0.9472496268153648
Position 10737: 0.9267134373690079
Position 11470: 0.9099010475586456
Position 7863: 0.9033818023808676
Position 5883: 0.89711011155762
Position 9457: 0.42209011677903596
Position 6208: 0.29242830375856055
Position 6205: 0.2016341021398861
Position 11796: 0.17217816606364694
Position 14411: 0.17145507984155386
Position 613: 0.1452851606007669
Position 13273: 0.10160596190250751
Position 6443: 0.10076057138823623
Position 3479: 0.08956713441212835
Position 3264: 0.07600782883469946
Position 9801: 0.06791823559696326
Position 14326: 0.06671121821085685
Position 3623: 0.059745863729527816
Position 8047: 0.05765118941725626
Position 11761: 0.044617892764897575
Position 487: 0.04264860672730013
Position 9364: 0.040722440637024876
Position 567: 0.040383736681750465
Position 12436: 0.03762814892306825
Position 3915: 0.03573957131826236
Position 9687: 0.030092138255413844
Position 1470: 0.028387791707943803
Position 13254: 0.020566678408386902
Position 4358: 0.020367597220694925
Position 10941: 0.019674006081265984
Position 6241: 0.018683664683122086
Position 2135: 0.018162007054309464
Position 14304: 0.01672321013552918
Position 11484: 0.016704436397362493
Position 1802: 0.01643203325561383
Position 14017: 0.015299574510235845
Position 2054: 0.015074116368972035
Position 5763: 0.014121825571202718
Position 13423: 0.013451662067642076
Position 11386: 0.013358616533262271
Position 1623: 0.01265650616855127
Position 1980: 0.012083484685417529
Position 10606: 0.011824823053363697
Position 419: 0.011174017498076417
Position 13099: 0.010999520648874252
Position 542: 0.010777038246433654
Position 14468: 0.010661823851036024
Position 6180: 0.009493619146270492
Position 4377: 0.009428013574872508
Position 11727: 0.00926423094673008
Position 13641: 0.007808177202369935
Position 666: 0.00716849529521456
Position 6469: 0.006509241022696788
Position 596: 0.006096860134554727
Position 11437: 0.0059934540012187175
Position 2089: 0.00585119251683591
Position 12998: 0.00571649184447577
Position 9279: 0.004961341320857484
Position 6006: 0.004753718767527684
Position 3938: 0.004478616231453905
Position 13644: 0.004310973485430068
Position 1712: 0.0037846592885362558
Position 6478: 0.003783547517027157
Position 330: 0.0029642194991375513
Position 7496: 0.00243598954844656
Position 12408: 0.0021215022517561467
Position 456: 0.001948671437052681
Position 1603: 0.0018308624766044748
Position 13392: 0.0018258248071689625
Position 572: 0.0017819384899455488
Position 617: 0.0017727033372941152
Position 361: 0.001755989438337854
Position 1984: 0.0017127840081858866
Position 2050: 0.001675991260532918
Position 11280: 0.0016309117659734126
Position 12049: 0.0016301020073270246
Position 12522: 0.0015761898418157408
Position 14198: 0.0014814960713603555
Position 11394: 0.0014328923838129721
Position 528: 0.0013781034160155663
Position 11407: 0.001249048574739283
Position 11833: 0.00121169638004673
Position 12931: 0.0012045792785937413
Position 7524: 0.0011399138564403303
Position 1680: 0.0011269806514577286
Position 2305: 0.0010068907550995578
Position 11993: 0.0009508144528588779
