Gene = Sln
index = 986
Annotated 5SS: [163]
Annotated 3SS: [3241]
SMsplice 5SS: [163]
SMsplice 3SS: [3241]
top_k =  500
Partition function (log Z): -8.106017718190516

Sorted 5' Splice Sites (High to Low Probability):
Position 163: 0.9393852582575596
Position 1228: 0.17813632998188753
Position 1683: 0.10700262010949758
Position 3088: 0.0766149880633049
Position 271: 0.05174431479234101
Position 591: 0.022729557909261143
Position 1791: 0.02201854542350249
Position 1060: 0.021927189535463465
Position 2978: 0.02023483504972746
Position 3384: 0.011534024302613233
Position 881: 0.0114091640959151
Position 2714: 0.005913788915041216
Position 3023: 0.0043744239726131095
Position 2792: 0.0032248530751241193
Position 531: 0.0031892259116141795
Position 3317: 0.0030546898366514475
Position 4262: 0.0027093609299351606
Position 2722: 0.0023649297114925966
Position 111: 0.0022336299170293097
Position 3389: 0.002227014604257843
Position 733: 0.002118841199320884
Position 125: 0.001934798615684023
Position 2984: 0.0016228219851875266
Position 497: 0.001229319046167138
Position 2780: 0.001200380768675582
Position 132: 0.00119078199744189
Position 702: 0.001076543830593317
Position 1547: 0.0009017062202012263
Position 3075: 0.000494653843055079
Position 2594: 0.00048364252730594023
Position 1167: 0.0003847030238990037
Position 2261: 0.00036409848337835084
Position 1204: 0.00034462301278628316
Position 2061: 0.0003013173472141964
Position 932: 0.00016978259084246016
Position 426: 0.00010396156669331416
Position 422: 9.142216349677511e-05
Position 179: 8.445036256302102e-05
Position 573: 6.343619170055305e-05
Position 581: 4.1476443820566304e-05
Position 499: 2.9446978105442772e-05
Position 141: 2.915621840289628e-05
Position 715: 2.2059716325880865e-05
Position 770: 1.8824709457597502e-05
Position 501: 1.8451971527126455e-05
Position 759: 1.3843079671429799e-05
Position 33: 9.344790442076057e-06
Position 215: 7.269394142878944e-06
Position 1353: 6.8694366004673915e-06
Position 1138: 6.852926088514128e-06
Position 1918: 6.528305804147215e-06
Position 1195: 5.243786791496108e-06
Position 1192: 5.1471848690427825e-06
Position 1100: 4.047571905317466e-06
Position 892: 3.932916152895574e-06
Position 1171: 3.85053068831876e-06
Position 934: 3.0195863703149702e-06
Position 143: 1.4992473834321007e-06
Position 217: 1.4354143477261892e-06
Position 205: 1.2801251021855782e-06
Position 238: 9.239339895016015e-07
Position 337: 8.987657685176377e-07
Position 75: 7.301463998025552e-07
Position 199: 5.935257537536022e-07
Position 222: 1.0322182036381241e-07
Position 22: 9.722482026100557e-08
Position 13: 9.432508662442868e-08
Position 322: 2.3397439429212342e-08
Position 411: 1.7499186653236193e-08
Position 39: 1.3754320652388195e-08
Position 437: 1.2017498205141051e-08
Position 262: 4.86869389093463e-09
Position 415: 3.2465883166892175e-09
Position 394: 9.895034419520527e-10
Position 355: 7.946669723965643e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3241: 0.5918919441070507
Position 1059: 0.1429694223959238
Position 2977: 0.10578648433834584
Position 1564: 0.10164856848176848
Position 1093: 0.09671173710027413
Position 571: 0.03948200398043305
Position 2433: 0.03839177361880604
Position 4120: 0.03751311172727341
Position 2694: 0.035282745463606775
Position 1332: 0.03183750985654719
Position 411: 0.026443168449484186
Position 3184: 0.02602701735739396
Position 2763: 0.02000600282312217
Position 355: 0.019746743906479333
Position 1673: 0.0180005243792517
Position 3424: 0.011525118357235986
Position 2833: 0.010451964691253392
Position 2305: 0.009537011366693434
Position 2302: 0.009531190179610953
Position 932: 0.008837221546318486
Position 2251: 0.007969480794124404
Position 2537: 0.007232334166248208
Position 980: 0.006973760582574988
Position 766: 0.006884786172572957
Position 3494: 0.00668594490633357
Position 3348: 0.006139540968153078
Position 448: 0.005972599213768175
Position 1352: 0.0057655242477423745
Position 262: 0.005000623302473227
Position 3622: 0.004963735615474873
Position 4375: 0.00496012235957125
Position 2987: 0.004446102618461745
Position 2016: 0.0037081751939331865
Position 3677: 0.0033446359858292935
Position 2001: 0.0025770406103159164
Position 2891: 0.002517415887992133
Position 641: 0.0021449670554988093
Position 2163: 0.0021074971684284702
Position 3576: 0.0019242306834442802
Position 469: 0.0019127134672222274
Position 2111: 0.0018822650956293895
Position 3204: 0.0018077284669415824
Position 1790: 0.0017695018810638364
Position 430: 0.0017432139629471157
Position 1336: 0.0016617895260637797
Position 870: 0.0016327543207149862
Position 2854: 0.001593417767864169
Position 627: 0.001477874358581481
Position 2963: 0.0013076327242433506
Position 1097: 0.0012771974803461499
Position 3902: 0.0011687313973410482
Position 384: 0.0009091862911084034
Position 864: 0.0008413923706902248
Position 1597: 0.000837121627182371
Position 3297: 0.000792067996321276
Position 3122: 0.0007920017936865211
Position 3087: 0.0007352911822444968
Position 2874: 0.0007084865957949322
Position 270: 0.0006082698458045035
Position 3245: 0.0006020811834825634
Position 701: 0.0005168792289074585
Position 3448: 0.00049054780704968
Position 3561: 0.0004885492564550218
Position 836: 0.0004865439326200602
Position 773: 0.0004501111401261116
Position 3186: 0.00038455964120272105
Position 892: 0.0003813564359392519
Position 889: 0.0003704045169048429
Position 2446: 0.00032981800232242383
Position 715: 0.00032734666403442343
Position 3539: 0.0003181297885211431
Position 1099: 0.0002997619765127109
Position 1178: 0.0002913613706871378
Position 1723: 0.0002671605532353465
Position 1864: 0.00024465075485839656
Position 1980: 0.0002329227042066745
Position 1447: 0.00020786683721914554
Position 1485: 0.00016299627725207928
Position 2036: 0.00014073999800714575
Position 381: 0.00013938619979832475
Position 222: 0.0001392844020136301
Position 285: 0.00013847374693212158
Position 845: 0.00013236319525901743
Position 1215: 0.00013108934066444108
Position 298: 0.00010078379346525291
Position 1015: 3.779663204399906e-05
Position 1652: 3.769672201437914e-05
Position 1027: 3.590331105951621e-05
Position 1490: 3.247865114302347e-05
Position 1492: 3.1880370741298955e-05
Position 2592: 2.2284536511785664e-05
Position 515: 9.189138287296175e-06
Position 1389: 9.060447713277496e-06
Position 512: 7.400150474240766e-06
Position 738: 5.769137865442785e-06
Position 721: 5.4890093937777185e-06
Position 732: 4.41719204083145e-06
Position 939: 2.8100662102471465e-06
Position 595: 2.643708313338749e-06
Position 777: 2.473444674414243e-06
Position 474: 2.215253299451487e-06
Position 797: 2.1381515184482403e-06
Position 162: 1.372299590159344e-06
Position 813: 1.0373421417720905e-06
Position 727: 9.55649033927532e-07
Position 744: 9.160585713882347e-07
Position 1202: 7.779593643278348e-07
Position 751: 7.328353917393661e-07
Position 725: 7.187257198755561e-07
Position 471: 5.247827388108683e-07
Position 493: 4.3967479549185646e-07
Position 542: 3.579109261862536e-07
Position 186: 5.453166610512646e-08
Position 517: 1.4807125190034318e-09
Position 173: 9.079902882024949e-10
Position 135: 7.918390859274053e-10
Position 169: 5.455306201803462e-10
Position 602: 1.5774048422206045e-10
Position 104: 1.534421266272723e-10
Position 110: 8.041100828453117e-11
Position 591: 6.134278984645306e-11
Position 124: 2.1607421620597332e-11
Position 116: 1.73083773687864e-11
Position 80: 1.3734307768330163e-11
Position 141: 1.163256539086829e-11
Position 75: 2.468303708727698e-12
Position 100: 1.0071992342011417e-12
Position 92: 9.257433104997569e-13
Position 88: 5.894374172204502e-13
Position 481: 3.1688441423861766e-13
Position 118: 1.9822054142978057e-13
Position 83: 5.6620054595469703e-14
