Gene = Jhy
index = 602
Annotated 5SS: [   70  3236 19778 41459 47120 53183 65911 66770]
Annotated 3SS: [ 2905 19257 41344 46472 52887 65829 66640 68381]
SMsplice 5SS: [   70  3236 33308 41459 47120 65911 66770]
SMsplice 3SS: [ 2905 33217 41344 46990 65829 66640 68381]
top_k =  500
Partition function (log Z): -43.4837531707266

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.9152025576249351
Position 3236: 0.9102881342213242
Position 9702: 0.19018543835355117
Position 1466: 0.09917219091298336
Position 2356: 0.06448339960077186
Position 91: 0.047158152608556686
Position 5814: 0.03952330714997763
Position 3148: 0.024946826630087453
Position 3478: 0.023664726705846337
Position 3466: 0.022231252655509515
Position 1913: 0.019456284783980517
Position 7329: 0.016634945570325323
Position 10180: 0.014013669108673637
Position 9674: 0.011663501794320309
Position 6036: 0.007590003366324366
Position 9726: 0.007505103368016717
Position 611: 0.00571251979204976
Position 117: 0.005108084541681469
Position 6851: 0.004753345579393066
Position 726: 0.004347174233350008
Position 2316: 0.003902052626553155
Position 134: 0.0035808759490080157
Position 1545: 0.0033982142145233857
Position 5856: 0.003013091425653199
Position 60: 0.002950107901254133
Position 1460: 0.0025673585693294122
Position 1425: 0.002566598442595587
Position 29: 0.00199629651411323
Position 1100: 0.0019433622817599256
Position 8726: 0.0012282803173879657
Position 7353: 0.0011868732240972628
Position 1028: 0.0008918824426380978
Position 537: 0.0006520613101982101
Position 2182: 0.0006469239431786882
Position 1375: 0.0006339092548861766
Position 631: 0.0006083810315957954
Position 2802: 0.0006081227820273852
Position 1199: 0.0004929871056574203
Position 475: 0.00041597088266326425
Position 3278: 0.0003885790125787052
Position 80: 0.0003790756879672286
Position 2742: 0.0003227282014098754
Position 242: 0.000235241597921302
Position 1095: 0.00022113499192372076
Position 382: 0.00019566069073949079
Position 2791: 0.00018212819643444715
Position 478: 0.000178130978340622
Position 858: 0.00011584118308873808
Position 164: 0.00010058517049247772
Position 2123: 0.00010041557135964626
Position 222: 9.613276595688466e-05
Position 1917: 9.115764265793573e-05
Position 1532: 8.466531132973303e-05
Position 2144: 6.850318938048092e-05
Position 2158: 6.662208763547657e-05
Position 157: 7.602581497168877e-06
Position 1226: 3.0769400280925774e-06
Position 1338: 1.8695509011406743e-06
Position 2310: 1.3041535144656564e-06
Position 353: 1.2721202710016965e-07
Position 236: 5.785339767912739e-08
Position 529: 5.248543446235287e-08
Position 161: 4.67439465398678e-08
Position 989: 3.3982107438011e-08
Position 486: 3.0180064048148466e-08
Position 260: 2.1606716784632505e-08
Position 911: 1.653844072970974e-08
Position 635: 1.8158166002746384e-09
Position 676: 1.6307342106853933e-09
Position 517: 8.015849483754236e-10
Position 405: 4.012513103044052e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2905: 0.8382750276776693
Position 9603: 0.28559260833909894
Position 15948: 0.24278853616570906
Position 9859: 0.1808706611108794
Position 18576: 0.17995508164520987
Position 13523: 0.10372460916808804
Position 1374: 0.09326658190134426
Position 3092: 0.05540602849149833
Position 10086: 0.054374671708666375
Position 5679: 0.03743539133830191
Position 3361: 0.03723115167254208
Position 15434: 0.025838083504188425
Position 2229: 0.023031071461608203
Position 2226: 0.022943810340513224
Position 9625: 0.01824848836545856
Position 2026: 0.0174242284420886
Position 3030: 0.016266306295773025
Position 9016: 0.015175564685093719
Position 5916: 0.01246849307793348
Position 7163: 0.012314925750218267
Position 5229: 0.010700362278465818
Position 14055: 0.0105478224336185
Position 3104: 0.00965520033763249
Position 10661: 0.009355676590945591
Position 2941: 0.008850556995679573
Position 9906: 0.008837353528051265
Position 3405: 0.00809091722589952
Position 8326: 0.006953553169050901
Position 2933: 0.0065028020675116744
Position 10315: 0.006455283601962707
Position 10168: 0.006160120167611823
Position 1787: 0.005762834722144448
Position 7240: 0.00546474810850815
Position 2989: 0.00542545232892591
Position 7141: 0.00484745830406915
Position 5742: 0.004734117533708397
Position 1751: 0.004476955615981984
Position 6744: 0.004399520668465047
Position 1338: 0.003296599538710023
Position 5444: 0.0031209140368005065
Position 2310: 0.0027157487030055475
Position 8494: 0.0025648133651571987
Position 7651: 0.0023196275900779937
Position 5251: 0.0022926461724178237
Position 4848: 0.002220085968012637
Position 2093: 0.0022146279290441227
Position 1417: 0.002188271303382289
Position 3320: 0.0020840480457732487
Position 1864: 0.0020698476115709567
Position 1058: 0.0020237632205119724
Position 2945: 0.0019969333403495456
Position 5852: 0.0019151303007813871
Position 3039: 0.001827776362357158
Position 5566: 0.0018073268978998883
Position 418: 0.001754174307934662
Position 6650: 0.0016891099109943744
Position 10059: 0.0016552879398943996
Position 7177: 0.0015888322155885746
Position 2681: 0.0015625766936867122
Position 2030: 0.0011161811877365437
Position 7297: 0.001093341602508939
Position 3277: 0.0010759067661046389
Position 1296: 0.0010390648806210272
Position 3006: 0.0009795070298283224
Position 9212: 0.0009141821283977861
Position 3051: 0.0009139642034541676
Position 1389: 0.0009136599673178892
Position 3582: 0.0008866178009919153
Position 5323: 0.000788734602338133
Position 2875: 0.0007228416622316143
Position 8832: 0.0006861122299408023
Position 1272: 0.0005788271264340118
Position 5254: 0.0005698037601824144
Position 300: 0.0005459946247490965
Position 284: 0.0005161648861214654
Position 5188: 0.0005016602683267029
Position 725: 0.000490774475862915
Position 3560: 0.0004729958074694275
Position 1789: 0.00043087129139220755
Position 7042: 0.00036805515104072506
Position 1446: 0.00036241075478643303
Position 7578: 0.00035573071673117523
Position 7926: 0.00032904037560610536
Position 3567: 0.0003085056508450679
Position 1252: 0.0002779492789561121
Position 3906: 0.0002722899923010641
Position 1811: 0.00026809193154238433
Position 5623: 0.0002613972143264926
Position 6323: 0.0002428686422221234
Position 1395: 0.00024000929211963717
Position 2971: 0.00023349953680998066
Position 7387: 0.0002285403290712603
Position 4875: 0.0002171296506201967
Position 1074: 0.0002120191105617197
Position 6260: 0.0002099532027541476
Position 3520: 0.0002056393273821487
Position 1809: 0.00020068785443102727
Position 4120: 0.00020031131694163152
Position 1846: 0.00019996410214881752
