Gene = Slc51b
index = 984
Annotated 5SS: [ 209 7789 9032]
Annotated 3SS: [7667 8940 9953]
SMsplice 5SS: [ 209 7803 9032]
SMsplice 3SS: [7667 8940 9953]
top_k =  500
Partition function (log Z): -5.5316357902287985

Sorted 5' Splice Sites (High to Low Probability):
Position 209: 0.9729353104534504
Position 9032: 0.8244691760040985
Position 7803: 0.5033318588985494
Position 7789: 0.41121933872737715
Position 5129: 0.3059039096103546
Position 422: 0.3046323471307393
Position 1852: 0.2333641753227984
Position 3149: 0.03857123590151804
Position 9380: 0.03180046413762057
Position 3878: 0.031626079407617184
Position 7793: 0.0225341653687678
Position 7564: 0.022184747517226718
Position 2551: 0.0144247759199567
Position 9580: 0.014150290845147573
Position 1867: 0.013252272121721297
Position 10039: 0.012241788754307094
Position 619: 0.007568675531518258
Position 411: 0.006442584390910051
Position 3663: 0.005443444135041146
Position 9230: 0.004976023006558605
Position 2997: 0.0033349275807437297
Position 9063: 0.0029287822944223003
Position 9359: 0.0028657217722472387
Position 9115: 0.002595230660591464
Position 3986: 0.002586446223790161
Position 9426: 0.0021186488039743765
Position 3441: 0.0020309910270063917
Position 37: 0.001190672807311971
Position 7769: 0.0010486240430312916
Position 7875: 0.000939691919736099
Position 9481: 0.0008895445635721092
Position 7737: 0.0008122817502750489
Position 7631: 0.0007124131896152284
Position 9543: 0.0006179379249004835
Position 134: 0.000572370201830707
Position 8778: 0.0005707308591169872
Position 9249: 0.0005538288446743083
Position 3030: 0.0005425813461253726
Position 1236: 0.0005388324527475629
Position 202: 0.0005118377992028707
Position 1524: 0.0005068058022626432
Position 9048: 0.0005035613889948764
Position 9043: 0.00047650954782430845
Position 3591: 0.0004600361699957126
Position 88: 0.0004347591691221113
Position 213: 0.00033907244077381924
Position 234: 0.0002917972292096432
Position 1242: 0.0002671820125931081
Position 603: 0.0002488940301484218
Position 2908: 0.00024128473443523
Position 8336: 0.0001874429454546614
Position 639: 0.00017732183281222771
Position 659: 0.00017035874287413735
Position 1351: 0.0001434316978867617
Position 79: 0.0001392064764950748
Position 1121: 0.00012551948226015855
Position 947: 0.00012113550306800506
Position 517: 0.00011942936744430019
Position 1440: 0.00010797851248424745
Position 3232: 9.945983316265781e-05
Position 77: 4.17275292656766e-05
Position 92: 2.1087223032120343e-05
Position 186: 1.3412771841564705e-05
Position 39: 3.3256725275607178e-06
Position 41: 3.146539549462361e-06
Position 1844: 3.0437731007481116e-06
Position 231: 2.2590282822980927e-06
Position 229: 2.0173464862586106e-06
Position 55: 1.1320231301746762e-06
Position 128: 5.537117176508163e-07
Position 304: 4.986977211288743e-07
Position 378: 4.652489221689745e-07
Position 356: 4.1361727205337326e-07
Position 252: 4.082422125799787e-07
