Gene = Lce1k
index = 627
Annotated 5SS: [55]
Annotated 3SS: [992]
SMsplice 5SS: [158]
SMsplice 3SS: [992]
top_k =  500
Partition function (log Z): -9.425484710074699

Sorted 5' Splice Sites (High to Low Probability):
Position 158: 0.5219239161866457
Position 380: 0.4003843807655144
Position 55: 0.2788098343351266
Position 721: 0.10959021128200437
Position 853: 0.020222604243607667
Position 476: 0.013445877442419681
Position 1494: 0.009261177242981413
Position 188: 0.00496580585748717
Position 126: 0.004472793895281027
Position 518: 0.0039648279275833155
Position 565: 0.0035358586794170415
Position 80: 0.003040951983265944
Position 176: 0.002559256678812206
Position 265: 0.002253877717045283
Position 1084: 0.0016058369348667637
Position 1060: 0.0014091683160706208
Position 745: 0.0013183824266793484
Position 1133: 0.0011241985761537413
Position 399: 0.0008422378936617299
Position 162: 0.0007731158982106066
Position 1399: 0.0007717804705928167
Position 22: 0.0007144335265667394
Position 365: 0.0005934633012476443
Position 220: 0.00046433824186866866
Position 1123: 0.00031864344146160985
Position 321: 0.0002977601800584034
Position 819: 0.00027574934871885137
Position 839: 0.0002675584670223354
Position 42: 0.0002542713725166036
Position 494: 0.0002348985484191721
Position 821: 0.00021671578308314973
Position 1498: 0.00021161023534773687
Position 1146: 0.00019891644791341365
Position 846: 0.00018878785283957874
Position 1113: 0.00016046624860212446
Position 1365: 0.00011502454980665001
Position 33: 2.9809961327771543e-05
Position 442: 2.3301010692347055e-05
Position 37: 2.072375435693928e-05
Position 124: 1.85782169625432e-05
Position 59: 1.3981445644010882e-05
Position 337: 1.23330152986402e-05
Position 554: 1.0090655766588919e-05
Position 222: 7.79995430323709e-06
Position 44: 6.758772630716616e-06
Position 4: 6.698641026104035e-06
Position 82: 5.01154398660641e-06
Position 61: 4.73356709315145e-06
Position 424: 2.910511626226106e-06
Position 542: 1.7310266547708656e-06
Position 24: 1.6613677954555276e-06
Position 617: 8.596590819378598e-07
Position 46: 8.559825364045162e-07
Position 280: 3.656829825920264e-07
Position 711: 3.2391850653662924e-07
Position 592: 2.395340438824841e-07
Position 873: 2.3550439386976184e-07
Position 257: 2.020241151333238e-07
Position 269: 1.7651237433002563e-07
Position 725: 8.636810494198128e-08
Position 290: 8.003167063349993e-08
Position 260: 6.853821473683705e-08
Position 293: 1.2917083683285746e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 992: 0.5551550095442205
Position 1571: 0.1639646880214118
Position 265: 0.12819348576829437
Position 301: 0.1226115638566244
Position 278: 0.10146962951522001
Position 611: 0.09834003453879811
Position 637: 0.04131619524837535
Position 1149: 0.02143689906852109
Position 1221: 0.017940538171112148
Position 1257: 0.016298937781443316
Position 665: 0.014687963160477824
Position 1492: 0.010917488873650027
Position 899: 0.009422960909161341
Position 1290: 0.009175732525498926
Position 1197: 0.009104972503528768
Position 1497: 0.008170498476892924
Position 592: 0.007717810534119308
Position 362: 0.006563060331527747
Position 542: 0.005643438504155076
Position 238: 0.005365843940453605
Position 784: 0.005244396877536705
Position 1173: 0.004251136716097073
Position 1266: 0.003930672143452572
Position 584: 0.0035317648783466304
Position 310: 0.0030413232017311317
Position 693: 0.0021728167068632894
Position 1305: 0.001866499822318282
Position 1060: 0.0017117819986452827
Position 1203: 0.0015898082174451956
Position 1414: 0.0013429190152156358
Position 719: 0.0012954020949551678
Position 1010: 0.0011850182176341225
Position 337: 0.001141345643956004
Position 1123: 0.0010242294371616276
Position 452: 0.0007393487390628709
Position 379: 0.0006975179076715071
Position 1027: 0.0006103970010977318
Position 1308: 0.0004812136479982029
Position 424: 0.00040456697024697914
Position 699: 0.000337058514861983
Position 341: 0.00031670568745908485
Position 431: 0.0002500887161979192
Position 428: 8.072466571496308e-05
Position 1338: 6.75330085645921e-05
Position 786: 3.883676463638351e-05
Position 494: 3.112984413233038e-05
Position 721: 2.9279761166219493e-05
Position 209: 2.814942923640153e-05
Position 517: 1.2520540549041807e-05
Position 392: 1.6153576985953537e-06
Position 372: 1.4600763116878608e-06
Position 435: 1.1788981679903599e-06
Position 215: 9.47773081808123e-07
Position 136: 6.786225468286949e-07
Position 158: 3.77628968664575e-07
Position 188: 3.3639613109826187e-07
Position 151: 3.244213616616123e-07
Position 155: 1.8913730093307298e-07
Position 206: 1.4170914825838936e-07
Position 397: 8.526309614601679e-08
Position 472: 3.4521359081888175e-08
Position 523: 2.3410947211059524e-08
Position 512: 1.9207460039146252e-08
Position 129: 7.576573355608539e-09
Position 171: 1.484975722295198e-09
Position 120: 1.391628886717179e-09
Position 140: 1.2539976389923237e-09
Position 399: 3.9458049482022173e-10
Position 388: 3.6630770379131145e-10
Position 68: 2.9862802123719623e-11
Position 94: 2.704340696273597e-11
Position 91: 2.5181665538179448e-11
