Gene = Srrm4
index = 1029
Annotated 5SS: [   484 109428 114759 116642 119311 120576 124050 124386 138409 142394
 144564 145328]
Annotated 3SS: [109280 114671 116569 119283 120524 123956 124228 138103 142189 144452
 145192 146942]
SMsplice 5SS: [   484  18603  38868  43501  53378  54868  55109  63316  72445  76340
  83593  90961 103844 109428 114759 116642 119311 124050 124386 138241
 142394 144564 145328]
SMsplice 3SS: [ 18429  38722  43401  53214  54571  54975  63238  72246  76238  83464
  90803 103694 109280 114671 116569 119283 123956 124228 138103 142189
 144452 145192 146942]
top_k =  500
Partition function (log Z): -89.42660115847754

Sorted 5' Splice Sites (High to Low Probability):
Position 484: 0.9960778491115727
Position 129: 0.4716793439889995
Position 1991: 0.3452749382782787
Position 649: 0.20938544551800228
Position 768: 0.1836445985214956
Position 613: 0.09074716295211925
Position 1747: 0.07240628586188949
Position 8918: 0.057477718415607774
Position 1600: 0.045401671197485303
Position 2590: 0.02465526519820524
Position 287: 0.019739195665314464
Position 7525: 0.017479587332389426
Position 749: 0.005227564584403765
Position 47: 0.002196665603567342
Position 183: 0.0012193265098586303
Position 1757: 0.00098805452597298
Position 188: 0.00046745114043824217
Position 456: 0.00035888362301848224
Position 814: 0.00015310755749023422
Position 244: 0.00014910291650467206
Position 756: 6.042855150139125e-05
Position 449: 5.7517395188116306e-05
Position 21: 5.532907953695887e-05
Position 2407: 4.2351231165505935e-05
Position 277: 3.167318409900292e-05
Position 845: 2.0007242003793148e-05
Position 1080: 1.9027121021037907e-05
Position 291: 1.812018797284778e-05
Position 279: 1.5613070958837718e-05
Position 663: 9.97259438780286e-06
Position 606: 8.18236922814988e-06
Position 35: 6.962424562641409e-06
Position 432: 4.2444409894589994e-06
Position 520: 1.8977467218642595e-06
Position 300: 1.2036899446582655e-06
Position 503: 1.0556064144038948e-06
Position 603: 9.738952720241554e-07
Position 647: 9.55267634843529e-07
Position 495: 5.91608216308764e-07
Position 394: 5.18014506978139e-07
Position 586: 1.959772225601301e-07
Position 419: 1.8911502389197041e-07
Position 562: 9.202051083828975e-08
Position 385: 6.307074352519897e-08
Position 772: 3.0534702333068224e-08
Position 860: 1.535267815656553e-08
Position 588: 9.746353401916781e-09
Position 806: 2.534875583956235e-09
Position 889: 1.3162101744062055e-09
Position 834: 1.0965121711907442e-09
Position 931: 7.049255645147082e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 550: 0.5065350578846597
Position 8711: 0.4350972331681477
Position 351: 0.3954326557516195
Position 1865: 0.21696533306234334
Position 1867: 0.10868304896365237
Position 6129: 0.10542565390860342
Position 9898: 0.09059742817471311
Position 306: 0.07681763504741837
Position 7324: 0.07522407361626883
Position 1551: 0.056254300516185705
Position 2097: 0.04898611001792338
Position 4640: 0.035974943202868946
Position 747: 0.034668361582726105
Position 4432: 0.029636054909360852
Position 3783: 0.028162000776723678
Position 6165: 0.02505567996583234
Position 2557: 0.022886888480208024
Position 1649: 0.017971268695902435
Position 973: 0.017321570107656083
Position 1526: 0.015010629525856977
Position 1831: 0.014006337924238993
Position 1461: 0.012919988274797818
Position 2488: 0.012713459009347844
Position 2270: 0.012337853487029113
Position 571: 0.011089694882833902
Position 4707: 0.010538625762923151
Position 9464: 0.010292125947909693
Position 1958: 0.010085501634616491
Position 4338: 0.008916529523227242
Position 1301: 0.0080483438603559
Position 1555: 0.006621041508866537
Position 5202: 0.006582860370579382
Position 1050: 0.006495316175948724
Position 1128: 0.005589691437246606
Position 2470: 0.0053207389201877274
Position 1012: 0.004352052458603937
Position 2206: 0.004098285884737407
