Gene = 2410002F23Rik
index = 37
Annotated 5SS: [ 102 1574 2878 3338 3619]
Annotated 3SS: [1529 2819 3298 3586 3890]
SMsplice 5SS: [ 102  695 3619]
SMsplice 3SS: [ 515 3586 3890]
top_k =  500
Partition function (log Z): -6.401514477846721

Sorted 5' Splice Sites (High to Low Probability):
Position 102: 0.7341096149037162
Position 695: 0.7333454439006601
Position 3619: 0.4719828573995914
Position 2328: 0.42021522677726325
Position 3338: 0.35458397626132526
Position 1574: 0.19571906879772327
Position 87: 0.16250283682551045
Position 2762: 0.14354777898998133
Position 326: 0.0368165452581998
Position 655: 0.02905180615148744
Position 2878: 0.014886522106685807
Position 92: 0.012352414845161275
Position 4476: 0.010781608482129395
Position 1521: 0.009967418567149852
Position 3258: 0.008308264632368426
Position 1013: 0.007784594185227679
Position 4791: 0.0075402402447009974
Position 298: 0.005507206601191672
Position 129: 0.005124942572513212
Position 2608: 0.0043300321780811455
Position 3770: 0.0037329301091766033
Position 1342: 0.0021449001369227504
Position 1880: 0.0019417254177142129
Position 4323: 0.001723227741856626
Position 1530: 0.0015866149374953121
Position 2882: 0.0015313763921371106
Position 1203: 0.0014698024515508088
Position 82: 0.0013044139475887843
Position 182: 0.0012448694258288381
Position 2936: 0.0011967630290317572
Position 817: 0.0010742804719814794
Position 465: 0.0007312190986683284
Position 431: 0.0007204476766086953
Position 2783: 0.00046277706298399307
Position 788: 0.0004591526049378792
Position 893: 0.00041797406050857416
Position 1188: 0.00037573098392828684
Position 403: 0.00035341833212240524
Position 143: 0.00033368803815158715
Position 1891: 0.0003063620970860176
Position 1726: 0.00024503509185605705
Position 196: 0.0002027894053348841
Position 172: 0.0002027777626179566
Position 1678: 0.00019108773406326576
Position 410: 0.00016115393089390965
Position 2429: 0.00015754011223663417
Position 184: 0.0001481389748362282
Position 1984: 0.00013872134228781613
Position 1291: 0.00013815065572155463
Position 1896: 0.0001350432841997585
Position 139: 0.00012386513366710868
Position 1547: 0.00010712736281628737
Position 203: 0.00010335691249681515
Position 1532: 0.00010283953752839145
Position 146: 7.569836503601909e-05
Position 205: 6.77721284846059e-05
Position 117: 5.972239727456549e-05
Position 211: 5.2192572168383606e-05
Position 415: 4.621832807832741e-05
Position 11: 3.448239426313564e-05
Position 516: 3.1875419770868106e-05
Position 96: 3.147051992081481e-05
Position 273: 2.8558473280694095e-05
Position 188: 2.3646000659148656e-05
Position 253: 1.8283760998402648e-05
Position 174: 1.3411987103324488e-05
Position 803: 7.019833930295197e-06
Position 56: 5.356713808108038e-06
Position 80: 3.512342418255843e-06
Position 701: 1.9137875075873618e-06
Position 775: 1.605122203728604e-06
Position 525: 3.095736666892168e-07
Position 364: 8.430272212946134e-08
Position 616: 7.270358298721835e-08
Position 69: 1.603363282832513e-08
Position 106: 1.1663834477980615e-08
Position 119: 6.13407651375821e-09
Position 330: 6.065580009216889e-11

