Gene = C130050O18Rik
index = 192
Annotated 5SS: [ 128 1293]
Annotated 3SS: [1151 8992]
SMsplice 5SS: [ 128 1293]
SMsplice 3SS: [1151 8992]
top_k =  500
Partition function (log Z): -8.472186890109564

Sorted 5' Splice Sites (High to Low Probability):
Position 1293: 0.9280354251300295
Position 128: 0.8484118157337046
Position 6957: 0.3550303314759881
Position 7068: 0.2982574044712564
Position 7399: 0.22186242500945522
Position 6683: 0.18157520582098496
Position 5469: 0.16733283365858936
Position 499: 0.0904844108424358
Position 7952: 0.08054046099419172
Position 5163: 0.07368877627073028
Position 3031: 0.061714171819489995
Position 3957: 0.060184809665599234
Position 8130: 0.04661385572102874
Position 505: 0.04626257574257361
Position 5928: 0.02942592586059605
Position 726: 0.029232029976862736
Position 473: 0.02600450049975132
Position 2042: 0.024764978439631064
Position 3123: 0.023397282114634765
Position 9115: 0.02077454970912607
Position 9129: 0.01852075667240954
Position 3012: 0.018338308966547458
Position 2834: 0.012658134401323053
Position 9105: 0.012286066743598868
Position 2922: 0.011911870275702008
Position 843: 0.011618706800063373
Position 8117: 0.010205053006637496
Position 830: 0.009005963420908635
Position 7775: 0.00862635667200099
Position 5975: 0.008248452634261487
Position 4563: 0.006702112062510487
Position 263: 0.004244096957282456
Position 323: 0.004082064949953965
Position 1435: 0.004045556467927933
Position 3002: 0.0027932383084366768
Position 740: 0.0021167398402561675
Position 98: 0.001179334269173514
Position 270: 0.0010249968492832507
Position 2663: 0.0009502535377189123
Position 877: 0.0009047296023267597
Position 5123: 0.0007981911961378368
Position 417: 0.0006933862811674164
Position 312: 0.0006389275992850563
Position 4628: 0.0004953260205533095
Position 733: 0.00047155477212854925
Position 715: 0.0004598171705415204
Position 536: 0.0004261951095373215
Position 2781: 0.0004154359923395267
Position 102: 0.000280118723470339
Position 95: 0.00016662087026203559
Position 1918: 0.00015698028362147394
Position 2009: 9.732084276403974e-05
Position 2026: 9.030652580203658e-05
Position 1634: 6.540801248664116e-05
Position 1152: 6.475929374217285e-05
Position 2052: 6.417011730268673e-05
Position 2568: 5.714143262568397e-05
Position 7098: 4.403541757738012e-05
Position 2585: 3.111568509222574e-05
Position 2850: 2.471305790622747e-05
Position 257: 2.657085431495803e-06
Position 16: 8.157042198790114e-07
Position 175: 4.254427348650792e-07
Position 550: 9.710653472175648e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8992: 0.9064826047701849
Position 1151: 0.8910012943937089
Position 6870: 0.6328668345671153
Position 5086: 0.20255949734826778
Position 6524: 0.16490819633406512
Position 7215: 0.11233259562237569
Position 2921: 0.10622448379186611
Position 7845: 0.08359191040307394
Position 7264: 0.05813163990285781
Position 7286: 0.05672936560356341
Position 3875: 0.05360035393008582
Position 9731: 0.052572213070369966
Position 8012: 0.05142694784836273
Position 6825: 0.03506921706871134
Position 5823: 0.023160911512231236
Position 5280: 0.020900548321415885
Position 383: 0.02086302853516224
Position 7709: 0.01975477566084311
Position 9223: 0.018642923080718663
Position 6632: 0.01776336249734989
Position 312: 0.017310870408961017
Position 1913: 0.01727955149307278
Position 5286: 0.015190644819949584
Position 5784: 0.015187473645981345
Position 595: 0.01294635576539956
Position 7584: 0.010412906163672839
Position 1129: 0.01018283531676108
Position 202: 0.009812642935863328
Position 2526: 0.00950955231671157
Position 222: 0.007941272005210772
Position 1282: 0.007642047361715186
Position 5015: 0.007266939792378574
Position 2877: 0.006634987764060036
Position 2859: 0.005814978579015055
Position 1173: 0.005345491756585842
Position 4448: 0.004852484656946053
Position 2781: 0.004794451175844463
Position 1916: 0.0043952403537398065
Position 3746: 0.004330617244128924
Position 668: 0.004208996023093524
Position 1046: 0.003333219208628802
Position 1254: 0.003014222353960008
Position 8573: 0.0028675505635371444
Position 6132: 0.0027646507500560837
Position 900: 0.00275091115342799
Position 2025: 0.0025283201204510195
Position 3829: 0.0022190834637529503
Position 6352: 0.002119366283899872
Position 5162: 0.002102771372527272
Position 1107: 0.0019161889148104317
Position 1193: 0.001684026355268629
Position 5552: 0.0016552536742648794
Position 757: 0.0015733230579200441
Position 3379: 0.00131620020079365
Position 8827: 0.0012907047885922544
Position 4422: 0.001281689080289292
Position 2566: 0.0012540898136093226
Position 1072: 0.0012260146548764045
Position 2801: 0.0011340815995379756
Position 4820: 0.0009759995250317166
Position 4262: 0.0009608645545234215
Position 599: 0.0009536625293396422
Position 10145: 0.0009170845420371188
Position 335: 0.0008241263546265423
Position 1839: 0.0007816245215786491
Position 390: 0.0007598964125353005
Position 7525: 0.0007250705175236749
Position 7042: 0.0007113667141098274
Position 316: 0.0006580688708234713
Position 1434: 0.0006429014352585387
Position 3704: 0.000550199106973452
Position 1092: 0.0005486854297572198
Position 620: 0.0005369105127799014
Position 685: 0.0005362531866918703
Position 3025: 0.0005330432921854581
Position 4427: 0.00046985899150690693
Position 2964: 0.0004622140406915129
Position 2583: 0.00044117192421930083
Position 2721: 0.0004340394388269543
Position 4509: 0.0004319798669645345
Position 355: 0.00043159468620416206
Position 236: 0.0004132781177278902
Position 2983: 0.00041201259188995107
Position 1186: 0.0003580454052888514
Position 4861: 0.0003321894029797986
Position 6145: 0.0003258650859311852
Position 2763: 0.000307882096408116
Position 4864: 0.000300508018707215
Position 1736: 0.000273277657880711
Position 6320: 0.0002470933014208806
Position 1774: 0.00024472758117576965
Position 794: 0.00023827703208830544
Position 3983: 0.00023318326023456947
Position 470: 0.00020750801284305094
Position 4076: 0.00019411835462724493
Position 643: 0.0001739921801003455
Position 4915: 0.00015123629272087305
Position 2377: 0.00014701383401867065
Position 2754: 0.00014690727099732839
Position 1341: 0.00013193143581618773
Position 1263: 0.00011542075354466325
Position 526: 9.886076268181954e-05
Position 1188: 9.599462247020372e-05
Position 626: 7.598745816345827e-05
Position 546: 7.551269359185327e-05
Position 800: 6.994975202174058e-05
Position 4269: 6.838978178120665e-05
Position 3956: 6.685134203821446e-05
Position 361: 6.505411059823633e-05
Position 400: 6.217651824486995e-05
Position 4299: 6.175939988116306e-05
Position 674: 6.086906134962853e-05
Position 346: 5.6964156041494876e-05
Position 254: 5.632316729939932e-05
Position 3206: 5.627266026359851e-05
Position 4232: 5.323488566657793e-05
Position 739: 4.775036596933334e-05
Position 4049: 4.744065603711285e-05
Position 323: 3.3455018090099504e-05
Position 2506: 3.3105442530595334e-05
Position 2230: 3.2311507339297454e-05
Position 3432: 3.113801238925689e-05
Position 3414: 2.8279265533780122e-05
Position 1361: 2.740100284201882e-05
Position 1655: 2.7287514092876493e-05
Position 1381: 2.5701247357331073e-05
Position 1394: 2.3825364431440893e-05
Position 425: 2.332096803764497e-05
Position 708: 2.1146750283096363e-05
Position 536: 2.103021131190521e-05
Position 2531: 1.9611500723436756e-05
Position 702: 1.8404359151394092e-05
Position 616: 1.6292053325484286e-05
Position 455: 1.6187032193832614e-05
Position 2352: 1.604548691074305e-05
Position 2204: 1.5394552519754103e-05
Position 262: 1.5112928618472135e-05
Position 2112: 1.3524045370915705e-05
Position 1740: 1.174963093285741e-05
Position 1052: 1.1693717299649619e-05
Position 496: 1.1491205962842376e-05
Position 1922: 9.646106315832516e-06
Position 270: 8.331826577403917e-06
Position 417: 7.601140760066013e-06
Position 1318: 7.240403536001675e-06
Position 640: 7.156309979298802e-06
Position 1368: 6.1055879249828905e-06
Position 320: 5.560873359813607e-06
Position 1891: 4.088957155807878e-06
Position 1951: 3.564377596227947e-06
Position 1686: 3.3445665912403424e-06
Position 1642: 3.239662031702444e-06
Position 888: 2.0456655016993403e-06
Position 1062: 1.6602662654584817e-06
Position 1324: 1.261710388184981e-06
Position 1292: 6.363521472569529e-07
Position 1320: 6.227109460973405e-07
Position 927: 5.937911632759098e-07
Position 348: 1.4311788826112661e-07
Position 696: 1.3910487110845948e-07
Position 430: 9.30926481696291e-08
Position 393: 4.328978765639005e-08
Position 628: 3.251132248807753e-08
Position 721: 3.1260928904735586e-08
Position 630: 2.8599292690586594e-08
Position 860: 2.67730737532731e-08
Position 257: 2.4680774842518426e-08
Position 1818: 2.2840326288591996e-08
Position 1766: 2.2666315545753566e-08
Position 829: 2.182618660401329e-08
Position 412: 1.8123341164237656e-08
Position 1662: 1.5171839927246385e-08
Position 1458: 7.365384377976147e-09
Position 476: 6.615020513773067e-09
Position 473: 4.331589308576096e-09
Position 489: 3.0788384996097213e-09
Position 186: 4.80629773053049e-10
Position 503: 2.8019140257776876e-10
Position 127: 8.609085029877836e-12
Position 175: 3.735018715433489e-12
Position 168: 3.4226964423308668e-12
Position 109: 3.2612181966079347e-13
Position 131: 5.0940676272505967e-14
Position 161: 3.048505225380321e-14
Position 80: 7.180843511512714e-15
Position 156: 5.959684345022763e-15
Position 95: 3.062071461017089e-15
Position 143: 3.0093346769710753e-15
Position 84: 6.597642291711288e-16
Position 135: 5.633668354316567e-16
