Gene = Ric3
index = 901
Annotated 5SS: [  169 25549 26588 28967 35381]
Annotated 3SS: [25321 26514 28872 35234 44447]
SMsplice 5SS: [  169 16920 25549 26588 28967 35381]
SMsplice 3SS: [16879 25321 26514 28872 35237 44447]
top_k =  500
Partition function (log Z): -30.661385394262542

Sorted 5' Splice Sites (High to Low Probability):
Position 169: 0.9794087808877984
Position 2157: 0.4269488290273062
Position 2371: 0.32956556088472
Position 766: 0.2585980622234718
Position 1601: 0.23002284244750495
Position 1202: 0.17025971318450564
Position 2380: 0.04286937444437044
Position 1286: 0.03618153980785144
Position 35: 0.03305551376961286
Position 1029: 0.018959996756391036
Position 582: 0.015806349264443815
Position 985: 0.014637696083199094
Position 5731: 0.01399085683662404
Position 4258: 0.012352446869023695
Position 3643: 0.011006551120491192
Position 3434: 0.007562212722462236
Position 2447: 0.0056657114048491546
Position 1458: 0.004114752029360579
Position 3665: 0.0035640831350936724
Position 510: 0.0018705598457199974
Position 2338: 0.0014753198717183413
Position 877: 0.001409294336263611
Position 60: 0.0011706526461020433
Position 285: 0.0007025094661046796
Position 792: 0.0006937315892916066
Position 281: 0.0005483514126829035
Position 757: 0.0005106161452204805
Position 13: 0.0002863100424189399
Position 779: 0.00023492238157790313
Position 1117: 0.00012880680683774443
Position 240: 0.00011915874978451217
Position 206: 7.463204358347522e-05
Position 696: 6.615464785845441e-05
Position 50: 4.4299200473474176e-05
Position 596: 3.797604432867501e-05
Position 90: 3.158222317062286e-05
Position 329: 3.1540991494502744e-05
Position 745: 2.4066543754404455e-05
Position 507: 1.970531249214135e-05
Position 209: 1.734754806676064e-05
Position 520: 1.7005992660125516e-05
Position 289: 1.4095274381868122e-05
Position 748: 1.3072786296080544e-05
Position 2394: 1.0765148915727258e-05
Position 27: 1.0049028290886526e-05
Position 774: 7.8642544054295e-06
Position 313: 4.892200135714054e-06
Position 7: 4.571545092063072e-06
Position 682: 4.1619188133707695e-06
Position 69: 3.743376019668341e-06
Position 410: 3.203610582891748e-06
Position 251: 3.0540267926226134e-06
Position 101: 2.420875743047513e-06
Position 128: 1.4577271428061342e-06
Position 325: 1.1335688822136565e-06
Position 617: 1.0978854338956242e-06
Position 390: 1.0926627719683788e-06
Position 254: 9.893236458319605e-07
Position 249: 8.077110194895572e-07
Position 407: 7.474596219858471e-07
Position 439: 7.154710200322039e-07
Position 456: 3.974239265910909e-07
Position 817: 3.908322733866594e-07
Position 471: 3.2256576525884093e-07
Position 821: 2.9699743457616265e-07
Position 266: 4.783641588136187e-08
Position 259: 2.0345560187051375e-08
Position 348: 1.5029058031487947e-08
