Gene = Jaml
index = 600
Annotated 5SS: [  114  3547  4924  7822  9656 14675 18772 21963 23913 25091]
Annotated 3SS: [ 3449  4860  7657  9429 14561 18539 21811 23851 25006 28195]
SMsplice 5SS: [  114  3547  7822  9656 14675 18628 21963 23913 25091 27870]
SMsplice 3SS: [ 3449  7710  9544 14561 18539 21811 23851 25006 27699 28195]
top_k =  500
Partition function (log Z): 7.098582039275566

Sorted 5' Splice Sites (High to Low Probability):
Position 7822: 0.9970120171977016
Position 9656: 0.9898374750152691
Position 3547: 0.9890849642894008
Position 21963: 0.958115208231828
Position 14675: 0.9132127291406421
Position 114: 0.8817565391016524
Position 25091: 0.8287436418225089
Position 23913: 0.8268552144692298
Position 8378: 0.788039450202108
Position 18628: 0.5290519241974396
Position 27870: 0.3405286201906194
Position 8787: 0.33150583402912176
Position 27853: 0.31863592399078955
Position 14981: 0.3160327464608577
Position 23520: 0.3055958395693206
Position 8802: 0.29668320702914264
Position 12953: 0.29263020384154126
Position 4924: 0.2855050385673503
Position 13639: 0.27785699417555487
Position 2798: 0.22762973768752925
Position 7096: 0.16711867040430853
Position 4448: 0.15659268201080812
Position 9021: 0.11137146479212343
Position 28534: 0.11022562445295954
Position 7258: 0.09741938607985706
Position 14745: 0.08018021142315612
Position 18772: 0.07770756310663976
Position 22778: 0.07237644315005926
Position 254: 0.07066259031293008
Position 20482: 0.06444673451413664
Position 18787: 0.0585876060482144
Position 2058: 0.050209446301131465
Position 15835: 0.045878791540074175
Position 8950: 0.04142197099859613
Position 16867: 0.03977025419270159
Position 3069: 0.03752927403782993
Position 6439: 0.032953956359845195
Position 9159: 0.02491987801465897
Position 2719: 0.02378046391498616
Position 14436: 0.02371295872177254
Position 14360: 0.022130783904659796
Position 11730: 0.02117462729173001
Position 9271: 0.021142569007682695
Position 10040: 0.020840462713755923
Position 5874: 0.019996150363899477
Position 195: 0.019399798301292973
Position 350: 0.018606687809425714
Position 28258: 0.017744105072492165
Position 1250: 0.01728386594264418
Position 5679: 0.016336571247112207
Position 26402: 0.01621994545210117
Position 20048: 0.01562501262597379
Position 8532: 0.015236053631666453
Position 3062: 0.014781306214746841
Position 16895: 0.014267215420709974
Position 17831: 0.013946647469488777
Position 6592: 0.013896888927160756
Position 2347: 0.013340636211945155
Position 136: 0.01322026792216007
Position 13146: 0.012387034380854652
Position 1209: 0.012000181740214885
Position 8552: 0.011550567629209061
Position 7230: 0.011148559967702958
Position 269: 0.011116207328632376
Position 20907: 0.011002387744597608
Position 6883: 0.010923938642164094
Position 2902: 0.010169395664407981
Position 22404: 0.010128190748387238
Position 277: 0.009326328302042592
Position 1286: 0.009026601601163746
Position 27859: 0.008849271490171551
Position 24164: 0.007636612418853814
Position 4797: 0.007103072582036885
Position 16135: 0.006764397793829187
Position 18236: 0.006573203751640074
Position 22271: 0.006324376893060831
Position 15616: 0.006199811807409289
Position 13478: 0.006094139719127004
Position 26627: 0.00608407674296865
Position 25395: 0.006058515752187872
Position 4419: 0.005587497442310005
Position 6476: 0.005185295699798253
Position 25871: 0.004660751681334655
Position 1196: 0.004333019704301408
Position 334: 0.00428113708668814
Position 23538: 0.0040869061529544394
Position 27071: 0.003480312460906941
Position 25186: 0.003364858715600409
Position 15129: 0.0032517083281890097
Position 28868: 0.0030424956168110286
Position 27884: 0.0029592682630448647
Position 5970: 0.0028630313886151273
Position 4974: 0.0028399011668558886
Position 24160: 0.002779803884750509
Position 8791: 0.0024631117029672582
Position 7334: 0.0024572620329483858
Position 1226: 0.0022332189519128315
Position 735: 0.002099078400773382
Position 573: 0.002044056040213554
Position 27841: 0.0016929170870338866
Position 27819: 0.001593149927603731
Position 3161: 0.0014362329251083055
Position 3192: 0.0014200819250062046
Position 16641: 0.001292704740748685
Position 8923: 0.0012510758690286615
Position 2834: 0.0011455208972219646
Position 3946: 0.0007253016786921836
Position 8737: 0.0005694528678430434
Position 4744: 0.0005540315306284048
Position 3469: 0.0005116983700513485
Position 9607: 0.0005042807327311421
Position 9322: 0.0004528333816546682
Position 1156: 0.00033197506679680385
Position 2070: 0.0003208919802249663
Position 1941: 0.00025848805571497275
Position 9630: 0.00022298226374039287
Position 3909: 0.00021171337248361856
Position 7919: 0.0001754292637815111
Position 5888: 0.00012470348240213542
Position 264: 0.00011631472228182833
Position 1230: 0.0001075344359966404
Position 26615: 9.660132030028574e-05
Position 5253: 7.178698678361912e-05
Position 2650: 7.100720673134853e-05
Position 5105: 3.705702490106362e-05
Position 281: 2.9656940810715512e-05
Position 121: 2.1545504685248224e-05
Position 10097: 1.8489115902628016e-05
Position 5826: 1.8362362243467242e-05
Position 9879: 1.3448395571105356e-05
Position 10955: 1.101169459618084e-05
Position 51: 1.0488097269410003e-05
Position 81: 1.0308248080199922e-05
Position 623: 1.0090401698882026e-05
Position 10015: 8.86793775655516e-06
Position 244: 7.796772168565702e-06
Position 5277: 7.774741391522075e-06
Position 5655: 7.299032428007685e-06
Position 318: 6.90115071147481e-06
