Gene = Vcpip1
index = 1177
Annotated 5SS: [ 2933 11417]
Annotated 3SS: [11329 23031]
SMsplice 5SS: [  112 23181]
SMsplice 3SS: [23031 24978]
top_k =  500
Partition function (log Z): -20.289407571871443

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.812607267753413
Position 9168: 0.4266953835220111
Position 571: 0.14521681598585492
Position 577: 0.11568073537053937
Position 2933: 0.07659675737581989
Position 11417: 0.06999374110646428
Position 9274: 0.05059688919121165
Position 2855: 0.04293335736529119
Position 484: 0.03545899516486469
Position 8826: 0.03298195864702592
Position 6851: 0.0326696074579155
Position 9566: 0.032041979327690144
Position 1297: 0.03027660268406773
Position 1967: 0.027053507382582002
Position 4016: 0.025472119600660457
Position 3707: 0.022553424968945107
Position 9122: 0.017620471976367767
Position 8870: 0.014923398632159138
Position 8077: 0.012564306720298943
Position 4972: 0.012343861648335588
Position 3615: 0.008332436614479554
Position 8017: 0.006667101633490985
Position 3924: 0.004120238799569587
Position 6860: 0.0035112599946944397
Position 5059: 0.0028703284499045317
Position 1274: 0.0026102150405484595
Position 171: 0.00035280638613093186
Position 55: 0.00029123645346076395
Position 1499: 8.772712592363843e-05
Position 72: 7.811093098624423e-05
Position 2129: 5.5056745768215977e-05
Position 2969: 4.8951525449323035e-05
Position 1067: 4.2902145204083766e-05
Position 499: 2.9436336114302864e-05
Position 413: 2.496796156173418e-05
Position 381: 1.6180829452144783e-05
Position 438: 1.4737164074510729e-05
Position 156: 1.390464006225537e-05
Position 713: 1.31542841371318e-05
Position 294: 1.058226812460513e-05
Position 1169: 8.798379858363718e-06
Position 365: 8.401123927975527e-06
Position 789: 8.205734264160352e-06
Position 1232: 7.873833272960058e-06
Position 297: 7.227903286110842e-06
Position 2792: 6.3502906807124225e-06
Position 833: 6.297130866269318e-06
Position 538: 5.540636348901877e-06
Position 1040: 5.457807495827265e-06
Position 2468: 4.861723807326433e-06
Position 2630: 4.61804291968032e-06
Position 6: 4.305797359584941e-06
Position 431: 3.1819957865435774e-06
Position 693: 2.8354427171602953e-06
