Gene = Ctr9
index = 305
Annotated 5SS: [  231  1362  4980  5515  6427  9584 11712 13973 14312 14556 14792 15069
 16515 17489 17653 17961 20430 20705 21555 22130 22646 23509 24528 24976]
Annotated 3SS: [ 1262  4739  5396  6336  9434 11603 13864 14074 14465 14662 14884 16425
 17302 17564 17811 20312 20558 21482 21993 22498 23350 24430 24862 26407]
SMsplice 5SS: [  231  1362  1669  4980  6427 11712 13973 14312 14556 14792 15069 16515
 17489 17653 17961 20705 21269 21555 22130 22646 23509 24976]
SMsplice 3SS: [ 1262  1541  4739  6336 11603 13864 14074 14465 14662 14884 16425 17302
 17564 17811 20558 21166 21482 21993 22498 23350 24862 26407]
top_k =  500
Partition function (log Z): 32.990977016264715

Sorted 5' Splice Sites (High to Low Probability):
Position 11712: 0.9995667524090022
Position 22646: 0.9937119482537875
Position 14556: 0.9855985644605486
Position 1362: 0.9668708298073273
Position 22130: 0.9641272739064792
Position 13973: 0.9629998144753508
Position 14792: 0.9583862788636877
Position 17653: 0.9548889387616317
Position 6427: 0.9433803216000969
Position 21555: 0.912421726999867
Position 23509: 0.8990395225927611
Position 24976: 0.884010471560312
Position 20705: 0.8608529121419639
Position 17961: 0.8419739339514628
Position 16515: 0.8416782372932805
Position 15069: 0.7687064537862196
Position 14312: 0.7456895932683996
Position 4980: 0.6656988584859711
Position 17489: 0.6409527580968883
Position 21269: 0.6337388191846489
Position 231: 0.5817599835585398
Position 9584: 0.4524394485775905
Position 24528: 0.34958884252693284
Position 20430: 0.3004068083753198
Position 1669: 0.2847667008639232
Position 1600: 0.2686002098392463
Position 1651: 0.24285285141189022
Position 23952: 0.23733203433363378
Position 5515: 0.2208205806605098
Position 2716: 0.14863893016998625
Position 102: 0.12524203137091822
Position 3167: 0.12062938392169299
Position 18597: 0.09629808860938491
Position 157: 0.09440244506310246
Position 25743: 0.08333818084161793
Position 1157: 0.07732481974032503
Position 107: 0.07696547429459273
Position 7640: 0.07289215372061418
Position 13521: 0.07176498569844132
Position 22902: 0.06348038480555451
Position 15277: 0.06044352095714385
Position 19794: 0.05764536357983943
Position 18270: 0.0554618158951204
Position 15325: 0.05311079942336105
Position 10565: 0.052199644999500285
Position 21313: 0.050897650949087374
Position 116: 0.05000256068877782
Position 14181: 0.04797187972684745
Position 1627: 0.04773750885894002
Position 11998: 0.0472236407427914
Position 8029: 0.047007761688462026
Position 8361: 0.0438659905783488
Position 9785: 0.042264069583692034
Position 2820: 0.03851495617327339
Position 12982: 0.03776709065657728
Position 445: 0.03557027144787851
Position 21576: 0.0353964178405575
Position 25172: 0.03391835936470498
Position 456: 0.03123391536286954
Position 23478: 0.031221598701894344
Position 23079: 0.027910423605352983
Position 5357: 0.02788736789828072
Position 17633: 0.02786642096618792
Position 6182: 0.026770974826633463
Position 3401: 0.02675970019877739
Position 1845: 0.02607333794054239
Position 1595: 0.022405845039801548
Position 14330: 0.02186106670920241
Position 1001: 0.021595245404702527
Position 25007: 0.021121655497303698
Position 694: 0.01974053826586867
Position 15980: 0.018402835654639894
Position 17367: 0.015034920100666113
Position 26531: 0.014731432218350032
Position 26536: 0.013248922135136112
Position 764: 0.012718250180005554
