Gene = 2310030G06Rik
index = 34
Annotated 5SS: [  95 4276 5241]
Annotated 3SS: [4237 5175 5786]
SMsplice 5SS: [  95 5241]
SMsplice 3SS: [5175 5993]
top_k =  500
Partition function (log Z): -5.51226768883725

Sorted 5' Splice Sites (High to Low Probability):
Position 95: 0.8801457905315995
Position 5241: 0.8740545309710862
Position 1016: 0.4099841888964978
Position 4276: 0.3270741799138807
Position 281: 0.24391546667027175
Position 4381: 0.20149305211829552
Position 527: 0.17230533715807655
Position 6209: 0.14086853336849167
Position 268: 0.11202805174672383
Position 494: 0.08785424746565723
Position 5864: 0.053659368656995415
Position 5376: 0.044354554790375034
Position 431: 0.03991734702581608
Position 5875: 0.03470887506363256
Position 435: 0.02952837085007872
Position 4378: 0.02876307070131107
Position 680: 0.02686720589612118
Position 3339: 0.018037157636870745
Position 5051: 0.017678309846586054
Position 112: 0.014462850162889004
Position 5901: 0.00975753657762319
Position 5810: 0.008806866904703154
Position 5042: 0.004549989457214253
Position 5008: 0.004065548762495297
Position 2507: 0.0033797855189906974
Position 585: 0.0033723410871020656
Position 2722: 0.0031471270920651923
Position 5247: 0.0027903737442744195
Position 812: 0.002279413842469499
Position 6214: 0.0020739572195305044
Position 205: 0.0016646136281624165
Position 788: 0.00149413332016354
Position 6032: 0.0011413436946428146
Position 424: 0.0009769908960545895
Position 469: 0.000831582710136314
Position 131: 0.0008170400841565681
Position 173: 0.0008072043611839602
Position 99: 0.0007247533321078191
Position 220: 0.0007229327096148867
Position 499: 0.0006326473775233838
Position 198: 0.0005934233097400628
Position 294: 0.0002725327663159999
Position 6030: 0.00025731723963387786
Position 727: 0.0002404694957502953
Position 652: 0.00022250175009521928
Position 740: 0.00012792084765388532
Position 410: 8.918260085586844e-05
Position 722: 6.613283144878373e-05
Position 709: 4.452658632156334e-05
Position 258: 4.204823329443792e-05
Position 134: 3.940400136067533e-05
Position 707: 3.2195737698589565e-05
Position 632: 2.5283551647568556e-05
Position 82: 2.2119340185468187e-05
Position 515: 1.672105569964867e-05
Position 388: 1.2551177550231464e-05
Position 177: 9.82057488261928e-06
Position 5281: 5.2219323646574196e-06
Position 377: 2.5639586160449768e-06
Position 393: 1.847922978052606e-06
Position 23: 1.4439130239633553e-06
Position 450: 1.1866321730521261e-06
Position 439: 2.550732060283522e-07
Position 442: 2.128128023321096e-07
Position 503: 1.7115860499592884e-07
Position 597: 1.5455316364137204e-08
Position 497: 7.931717188769954e-10
Position 417: 6.673091922949511e-10
Position 453: 4.2956969650735344e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5175: 0.9099345340836528
Position 5993: 0.700960964435747
Position 4237: 0.5328962883902957
Position 5786: 0.32378734070920445
Position 204: 0.3066056301725648
Position 908: 0.30299934734503126
Position 353: 0.26819526574876773
Position 787: 0.10266808327838822
Position 6422: 0.03733359970776545
Position 6428: 0.036114907848925154
Position 4914: 0.034867477200576175
Position 584: 0.03210026717441399
Position 6531: 0.02994273949082369
Position 4039: 0.026511453434367126
Position 6308: 0.01941644730168908
Position 5937: 0.016916702420818556
Position 5318: 0.016016512047026654
Position 6374: 0.015866582843326097
Position 423: 0.015063079485375793
Position 3223: 0.009538358029832541
Position 3254: 0.008056260300948328
Position 6748: 0.005965979157192572
Position 5339: 0.0050770059315528495
Position 6631: 0.004535830341277836
Position 6135: 0.004116614546128545
Position 5268: 0.004073918421031853
Position 6344: 0.004047639993293403
Position 649: 0.003718968132015804
Position 6517: 0.0033938059801514194
Position 5843: 0.00338215208503106
Position 5354: 0.0021524263703344374
Position 6694: 0.002147933688574736
Position 5524: 0.0020646592045030494
Position 6005: 0.0017591739832769667
Position 2396: 0.00173178616605712
Position 2381: 0.0016479993529335813
Position 2629: 0.001599432537626208
Position 6549: 0.0015844985082952583
Position 5711: 0.0013910977260851868
Position 474: 0.0013808067296778555
Position 5955: 0.0010794806097665353
Position 158: 0.0009863938684320807
Position 2591: 0.0008795488987939152
Position 6469: 0.0008635409725388543
Position 2643: 0.0007101576331751896
Position 6503: 0.0006616720404640109
Position 5967: 0.0006584657309347873
Position 5471: 0.0006447662344650894
Position 393: 0.0006331397512462994
Position 228: 0.0006182687793356128
Position 5846: 0.0005928196297595607
Position 6591: 0.0005433556557056
Position 3078: 0.000485031768117678
Position 2019: 0.0004658465343606476
Position 956: 0.0004090008169194137
Position 2744: 0.0003650251748760069
Position 5408: 0.0003386904728185093
Position 1392: 0.0003231151506773257
Position 213: 0.00016975682404198256
Position 876: 0.00016820288861796868
Position 210: 0.0001618487872262375
Position 4858: 0.00014291449909753786
Position 246: 0.0001326894506028918
Position 1396: 5.9298134772782175e-05
Position 162: 4.185680833343745e-05
Position 592: 3.506813703438659e-05
Position 2228: 3.206792730619123e-05
Position 1736: 2.142637334558581e-05
Position 289: 1.7192713941643286e-05
Position 435: 1.5253793951308468e-05
Position 798: 1.4579987023730658e-05
Position 967: 9.512189497971513e-06
Position 439: 7.007087754847846e-06
Position 169: 3.744833529926756e-06
Position 766: 3.0493732178046416e-06
Position 250: 2.042877667750271e-06
Position 215: 1.7620176657826655e-06
Position 217: 1.676160143258595e-06
Position 477: 4.690135270548584e-07
Position 844: 1.658288098339185e-07
Position 265: 7.632808296320663e-08
Position 377: 7.552794891146867e-08
Position 256: 5.7315457480420846e-08
Position 488: 2.6516451479118524e-08
Position 369: 1.9553061702305383e-08
Position 482: 6.3624590249212645e-09
Position 267: 3.531214520958698e-09
Position 111: 8.952382788300664e-10
Position 258: 5.537251460673517e-10
Position 102: 5.324654855821703e-10
Position 152: 2.1434840685975595e-10
Position 117: 1.7716823377043765e-10
Position 99: 8.650419965161525e-12
Position 652: 3.7816756759268236e-12
