Gene = Atrip
index = 154
Annotated 5SS: [  370  1518  2407  4846  6372  7108  8159  8997 12593 13015 13496 13862]
Annotated 3SS: [ 1386  2235  4726  6213  7005  8031  8324 12455 12922 13414 13611 14215]
SMsplice 5SS: [  370  2407  4846  7108  8159 12593 13015 13496 13862]
SMsplice 3SS: [ 2235  4726  7005  8031 12455 12922 13414 13611 14090]
top_k =  1000
Partition function (log Z): 10.756562864284078

Sorted 5' Splice Sites (High to Low Probability):
Position 4846: 0.9993772073979438
Position 12593: 0.9873939611101183
Position 8159: 0.9221198467718065
Position 7108: 0.8472320425678003
Position 2407: 0.7915302462272458
Position 13015: 0.7730827184690694
Position 370: 0.7213057543989937
Position 13862: 0.7069176433995819
Position 13496: 0.6031616143147023
Position 1518: 0.5045487896206484
Position 2837: 0.3727681288630866
Position 5643: 0.31309010385650854
Position 13569: 0.27655440504721285
Position 6372: 0.2649782443148061
Position 4344: 0.2638850126697174
Position 10478: 0.249825124258506
Position 5301: 0.23442003510720488
Position 271: 0.2095045983084582
Position 4657: 0.20756897944010783
Position 9155: 0.1508708292291356
Position 569: 0.13798882397760784
Position 4175: 0.11411054399762482
Position 895: 0.10378168969370528
Position 13804: 0.099846932622532
Position 12411: 0.0845467439319941
Position 1951: 0.07929200007387666
Position 8997: 0.06916480775559261
Position 13255: 0.06751556005252014
Position 11071: 0.059667188471128244
Position 8912: 0.05565264730396009
Position 6632: 0.05538813463369163
Position 13573: 0.055110887037568564
Position 5051: 0.050046351826456066
Position 5711: 0.049325342349683526
Position 13244: 0.04384008680372069
Position 426: 0.03582453432560459
Position 941: 0.032244834207287944
Position 114: 0.029766755356933485
Position 2171: 0.02768595503416985
Position 11029: 0.024802241882168785
Position 5567: 0.02429158350817592
Position 12813: 0.01767414752034754
Position 13564: 0.015574038254553925
Position 14128: 0.014774716178857224
Position 5969: 0.012515838867296385
Position 10274: 0.012329123233019339
Position 4230: 0.009380537912874685
Position 13133: 0.009092128254487025
Position 7807: 0.008121923766985688
Position 184: 0.007928374685970845
Position 13657: 0.007225694659783119
Position 1398: 0.007024967183881441
Position 1942: 0.006778033751300639
Position 9171: 0.006298362687200008
Position 13530: 0.005597264778812712
Position 13794: 0.0055804598314563554
Position 4326: 0.005529829400894919
Position 466: 0.004077101850929809
Position 824: 0.004029148019252332
Position 9286: 0.003959739370460681
Position 2134: 0.003792945315817434
Position 5254: 0.003153738014019556
Position 5059: 0.0026336653705547946
Position 4236: 0.002424974308893372
Position 9304: 0.0023801033482151288
Position 2849: 0.0022595025051435954
Position 1915: 0.0020897661140425526
Position 10218: 0.0018711976044645281
Position 13816: 0.0018244753990999973
Position 7296: 0.0017573999483890346
Position 5117: 0.0016364784904879632
Position 13783: 0.0016134198379668446
Position 4142: 0.0015549727120478284
Position 9860: 0.0015543309276466355
Position 9851: 0.0012431344516100219
Position 9817: 0.001219051273479809
Position 1387: 0.0011174266140207287
Position 5279: 0.0011161470407568014
Position 13415: 0.0010884520767640916
Position 1081: 0.0009837439775136404
Position 8719: 0.0009356223027651645
Position 10249: 0.0008873030213948437
Position 2596: 0.0008818576539931331
Position 10037: 0.0006278153148660717
Position 9583: 0.0006272139783798689
Position 1076: 0.0006233237831890229
Position 5025: 0.0005739168342815224
Position 1214: 0.0005012904947926199
Position 4273: 0.0004684235224545058
Position 4198: 0.0004171828187186674
Position 5284: 0.00034004297792909153
Position 1266: 0.000302048088526871
Position 4841: 0.000299339301999422
Position 6359: 0.00027720652924735536
Position 5348: 0.0002643159586526687
Position 9604: 0.0002394594755122973
Position 13995: 0.0002388405810769587
Position 47: 0.00020541637993609196
Position 4410: 0.00019744056398119514
Position 13986: 0.000185997753801563
Position 6799: 0.0001772109312930384
Position 13534: 0.00015754335445210046
Position 4967: 0.0001378431271643968
Position 9757: 0.00012345252016859054
Position 1763: 0.00012272602389669444
Position 1072: 0.00012071249056142715
Position 2537: 0.00010905256857465036
Position 3476: 0.00010897294813297449
Position 5166: 0.00010275785720773716
Position 5486: 0.00010141085815014856
Position 188: 8.769987808207789e-05
Position 2993: 8.57013686001633e-05
Position 5027: 8.38391923143614e-05
Position 3958: 8.092394563275408e-05
Position 5775: 7.920786486798233e-05
Position 107: 6.878204613374711e-05
Position 1018: 6.581719970303058e-05
Position 5234: 6.153974226072384e-05
Position 9308: 5.713260455984782e-05
Position 160: 4.497805734111922e-05
Position 348: 4.438564293012117e-05
Position 365: 3.945688595530196e-05
Position 6166: 3.50192168861477e-05
Position 5012: 3.466379973487107e-05
Position 664: 3.1426384521186526e-05
Position 374: 2.990313377977659e-05
Position 341: 2.5599130879433322e-05
Position 2547: 1.987767980014701e-05
Position 648: 1.850726244410759e-05
Position 5004: 1.7616187821866924e-05
Position 402: 1.4047286316282472e-05
Position 4832: 1.212186129827792e-05
