Gene = Pstk
index = 872
Annotated 5SS: [  249  2690  3123 12860 13453]
Annotated 3SS: [ 2394  2923 12783 13358 16476]
SMsplice 5SS: [  296  9068 12860 13453]
SMsplice 3SS: [ 8978 12783 13358 14399]
top_k =  1000
Partition function (log Z): -10.562281574737357

Sorted 5' Splice Sites (High to Low Probability):
Position 13453: 0.9220188452776432
Position 9068: 0.8068608464097832
Position 296: 0.6998934842354185
Position 12860: 0.6898030361934621
Position 3123: 0.2914167224939673
Position 2125: 0.25882423037873986
Position 249: 0.17773908299653526
Position 6479: 0.12329623978107829
Position 13724: 0.10659163938263139
Position 15007: 0.0828779774488743
Position 260: 0.0628844042961372
Position 5233: 0.05253093402097999
Position 5745: 0.037787298396195164
Position 7625: 0.017008874633884122
Position 92: 0.01670043723940809
Position 444: 0.014677294754382435
Position 8697: 0.01309254830341654
Position 14761: 0.01139448117704628
Position 15168: 0.008589437771373632
Position 139: 0.007811355862741065
Position 602: 0.007207447280773352
Position 274: 0.007109410839871185
Position 1285: 0.006229015373907905
Position 15662: 0.005248027652923655
Position 13801: 0.004788525363728637
Position 15835: 0.004028760425634345
Position 14165: 0.003935063131548517
Position 2654: 0.0038723805731305854
Position 2274: 0.0036665018405523156
Position 1719: 0.003435939307163091
Position 2690: 0.002042316535071387
Position 1274: 0.0018598950648954214
Position 2458: 0.001517249149866663
Position 304: 0.0008955100859058786
Position 1410: 0.0008626440079798042
Position 893: 0.0008277729065165426
Position 2987: 0.0007405925086989721
Position 2289: 0.0007237209767873044
Position 2763: 0.0006549477750691056
Position 4216: 0.000625835451006169
Position 2537: 0.0005515920464203048
Position 409: 0.0005250629710445749
Position 510: 0.00047463776252322905
Position 1281: 0.0004589968535238009
Position 1723: 0.00043099026843885564
Position 426: 0.00027975617257256993
Position 7202: 0.0002444199432410501
Position 1959: 0.00021444099248470451
Position 204: 0.00021407907411780978
Position 328: 0.00021048991051452658
Position 172: 0.0001890872660404902
Position 1904: 0.00015252631930373262
Position 2165: 0.0001446831238775155
Position 186: 0.0001263822127090804
Position 1672: 0.00010603742424566842
Position 2181: 9.016549011922465e-05
Position 180: 8.200576555789542e-05
Position 1084: 7.647576729924843e-05
Position 914: 7.543806822970603e-05
Position 9: 6.174319829725037e-05
Position 355: 5.653119314501098e-05
Position 2895: 4.46938056507888e-05
Position 4210: 2.711929846157997e-05
Position 4954: 2.4850667585961982e-05
Position 7029: 2.3881514846927857e-05
Position 11470: 1.120860492017265e-05
Position 13480: 1.0335409764239289e-05
Position 1899: 3.727161831592402e-06
Position 964: 3.4762810390071036e-06
Position 125: 2.5394863778616705e-06
Position 870: 2.1724965897429705e-06
Position 2246: 1.281208255038119e-06
Position 308: 1.2531119171324053e-06
Position 1769: 1.1490845560642108e-06
Position 96: 1.1200409735567435e-06
Position 2157: 1.1122328200218193e-06
Position 1266: 9.917926554877247e-07
Position 959: 8.62705005940308e-07
Position 1006: 8.267005430747648e-07
Position 1991: 7.095696725233563e-07
Position 785: 6.085663010774267e-07
Position 1419: 6.018505237041764e-07
Position 1969: 5.410633404341196e-07
Position 844: 3.736164174160384e-07
Position 706: 2.862534406304002e-07
Position 925: 2.2227161039605525e-07
Position 643: 9.042948974193468e-08
Position 1001: 9.034407030056154e-08
Position 595: 9.032571632401674e-08
Position 867: 6.487690852806667e-08
Position 855: 4.4280075488455265e-08
Position 808: 4.167108370751362e-08
Position 420: 3.860303993814826e-08
Position 3847: 3.656436759856114e-08
Position 576: 3.2471221278210315e-08
Position 3838: 2.8471425421826322e-08
Position 2478: 2.7660763139911972e-08
Position 52: 2.48047039115575e-08
Position 3375: 2.428291130482437e-08
Position 2858: 1.839238792725455e-08
Position 385: 9.676521271155928e-09
Position 2170: 9.09463836509773e-09
Position 320: 8.378249320718728e-09
Position 1318: 7.973128127583905e-09
Position 2100: 7.516848166144717e-09
Position 555: 6.998185044987503e-09
Position 2248: 6.787675191369254e-09
Position 1595: 5.910958467344644e-09
Position 881: 5.5553415065760375e-09
Position 1068: 4.737270287741196e-09
Position 2508: 4.35824627622696e-09
Position 1479: 4.214626646583401e-09
Position 448: 4.015840167952846e-09
Position 1612: 3.406211969289749e-09
Position 1197: 2.502863669945936e-09
Position 581: 1.052086892061774e-09
Position 563: 5.425375196163877e-10
Position 514: 4.682661170746142e-10
Position 428: 4.0209121187766925e-10
Position 1167: 3.7492877595864307e-10
Position 2427: 3.1810814915106315e-11
Position 722: 2.5712990899584636e-12
Position 654: 2.0099737886977478e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13358: 0.9268412548732897
Position 8978: 0.7749578523215923
Position 12783: 0.6923120135716087
Position 14399: 0.45921588501222205
Position 16476: 0.30863948109089956
Position 2923: 0.17167830687995653
Position 2065: 0.1556238926131851
Position 2953: 0.10710855010852927
Position 13594: 0.0927287818649235
Position 6345: 0.08778272099289497
Position 15510: 0.06992121333059324
Position 2090: 0.06611735696848714
Position 14912: 0.04492448767060547
Position 13657: 0.04025360304849748
Position 14872: 0.029815798417302967
Position 9012: 0.029127879493512216
Position 14812: 0.02832809922585542
Position 15748: 0.025100511968831438
Position 15071: 0.022861096537615398
Position 1891: 0.022405586405735017
Position 14546: 0.017559044585364773
Position 5595: 0.017255854994881772
Position 4920: 0.016700303802251047
Position 8558: 0.016181732678628647
Position 6231: 0.016054468171653544
Position 14085: 0.015172652277627144
Position 7507: 0.014892011519881107
Position 5203: 0.012023150870607919
Position 14502: 0.011974067630971115
Position 1995: 0.011941180340752366
Position 5420: 0.010477308770121038
Position 6251: 0.010340460158902547
Position 5118: 0.009116240946203365
Position 5018: 0.006951407869006754
Position 13567: 0.006527292767190902
Position 2943: 0.005983949206461607
Position 2394: 0.005897782438209964
Position 5578: 0.005817033082565423
Position 6115: 0.005764480510610925
Position 2000: 0.005488020030024151
Position 4948: 0.004360827666088423
Position 16693: 0.0043587070267846716
Position 15547: 0.004129010632545146
Position 6316: 0.003968132305918341
Position 8852: 0.0037141830628602446
Position 14063: 0.003475023002801885
Position 4975: 0.0034331324027325636
Position 1540: 0.003295951696324953
Position 13529: 0.0031387199364718756
Position 2495: 0.0029444266483254046
Position 1222: 0.002921265573315108
Position 16589: 0.002774274930020185
Position 5399: 0.002705876600688588
Position 5469: 0.002632160405792286
Position 3024: 0.0026112420785845735
Position 16631: 0.0024730751987173654
Position 7565: 0.002394334626909696
Position 2932: 0.0020656306050132545
Position 9425: 0.0018684648036596595
Position 12355: 0.0017545336907967392
Position 14157: 0.0017236814609721605
Position 13615: 0.0015516087912838222
Position 12321: 0.0015344400397324083
Position 12915: 0.0014109306176132933
Position 2967: 0.0013888743116212206
Position 2979: 0.0013439284027463507
Position 2563: 0.0013149701467064768
Position 959: 0.0011983765073250335
Position 7113: 0.001037176147973609
Position 1604: 0.0008895015873027675
Position 9320: 0.0008867273945777097
Position 9899: 0.0008323830556527884
Position 3997: 0.0008099918457729388
Position 1944: 0.0006653655746904888
Position 1823: 0.0006536829312433482
Position 1225: 0.0006063125202855613
Position 8606: 0.0006002859319312144
Position 11308: 0.0005771731104587722
Position 1284: 0.0004981973238286796
Position 2632: 0.0004968877200207477
Position 6598: 0.00048654143089422785
Position 3212: 0.00046686799496248706
Position 9767: 0.00046603862527077455
Position 1109: 0.00039980341312506596
Position 8524: 0.00036757811512336545
Position 1076: 0.00035681262981935013
Position 9530: 0.0003294516370063923
Position 10105: 0.00029253873203676466
Position 473: 0.00025242266781614643
Position 5933: 0.0002490403959312374
Position 1184: 0.00023151922607117978
Position 1552: 0.0002273191655670195
Position 2612: 0.00020889614536066104
Position 9804: 0.00020119169351394956
Position 6628: 0.00019546369591368773
Position 1250: 0.00018845718296329664
Position 514: 0.00016865921068521923
Position 11591: 0.00015966007042309758
Position 1083: 0.0001561006914467065
Position 5006: 0.00015168877444287238
Position 1136: 0.00014926491522861948
Position 1492: 0.00014592171762215652
Position 2045: 0.00013646328107198854
Position 10066: 0.00013265296443519
Position 3160: 0.00012041931039664148
Position 4152: 0.00012021785343164102
Position 2098: 0.00010699706660652648
Position 9383: 8.36827686566193e-05
Position 388: 8.256215249396337e-05
Position 4351: 7.921159599177215e-05
Position 6924: 7.68470431502605e-05
Position 1145: 6.856673134641128e-05
Position 10145: 6.238329269121771e-05
Position 1692: 6.165317248443895e-05
Position 807: 6.0278286152254725e-05
Position 5349: 5.9807729326702355e-05
Position 3673: 5.9188542230275515e-05
Position 320: 5.6940447101883145e-05
Position 7201: 5.66122608565547e-05
Position 2013: 5.587362292408143e-05
Position 1399: 5.432727019296755e-05
Position 1162: 5.4042775896372984e-05
Position 705: 4.354987148706117e-05
Position 1786: 4.353102961261375e-05
