Gene = Rnasel
index = 904
Annotated 5SS: [  182  2634  3522  5788  6611  9163 10251 11486]
Annotated 3SS: [ 2432  3418  4180  6524  8956 10117 11348 12692]
SMsplice 5SS: [  178  2634  6611 10251 11486]
SMsplice 3SS: [ 2456  6524 10117 11348 12692]
top_k =  1000
Partition function (log Z): -2.2431215038820205

Sorted 5' Splice Sites (High to Low Probability):
Position 6611: 0.980582979939862
Position 10251: 0.8357485156859041
Position 178: 0.7423605554347774
Position 2634: 0.7048273008428306
Position 9163: 0.64781430820927
Position 4720: 0.5086428794468235
Position 9534: 0.4023255295515577
Position 8994: 0.31115121342724894
Position 7135: 0.27156781021687254
Position 11486: 0.25597049773149066
Position 2242: 0.23628532393870866
Position 11507: 0.22032884519831247
Position 7813: 0.21103536651693747
Position 3522: 0.20665520046639282
Position 509: 0.18677933841803726
Position 8517: 0.14471588188959136
Position 3197: 0.14003964657101955
Position 182: 0.12049251860013664
Position 7988: 0.08681771216356264
Position 384: 0.05294612449213562
Position 5515: 0.04689822952240185
Position 11666: 0.0465513560042464
Position 11421: 0.04593571633625801
Position 6393: 0.04428549522710245
Position 1929: 0.041358722313977574
Position 5013: 0.03586378861172438
Position 2863: 0.03341536330808435
Position 2050: 0.03323496404547415
Position 10544: 0.029176472489650437
Position 11425: 0.028092740291432813
Position 10366: 0.027849188585180807
Position 8800: 0.025393981523868434
Position 5365: 0.019723721270132867
Position 6825: 0.019210696863990726
Position 10732: 0.018630310557809494
Position 10028: 0.016837337561882767
Position 3508: 0.014401364724243637
Position 10164: 0.012124608116744595
Position 8720: 0.009945865221806406
Position 3748: 0.00972070744451993
Position 9424: 0.0078440066882183
Position 5487: 0.0075782394798453775
Position 11648: 0.007492708444947666
Position 5545: 0.007462711133687298
Position 9735: 0.007173380770473397
Position 3291: 0.006818075513725228
Position 5494: 0.006213230632353855
Position 3816: 0.006160940576433912
Position 4764: 0.005986319959067603
Position 9544: 0.005585730003824408
Position 1758: 0.004891282641846015
Position 199: 0.0041509746225745995
Position 4936: 0.0037028500267726502
Position 710: 0.0035291679724958817
Position 1678: 0.003164681711811654
Position 11011: 0.0030784902521256378
Position 4527: 0.0027683682256121967
