Gene = Dkkl1
index = 337
Annotated 5SS: [ 368  723 1793 2011]
Annotated 3SS: [ 552 1651 1920 4224]
SMsplice 5SS: [ 368 1793 2011]
SMsplice 3SS: [1651 1920 4224]
top_k =  1000
Partition function (log Z): -1.336461900756123

Sorted 5' Splice Sites (High to Low Probability):
Position 2011: 0.9864930339961252
Position 368: 0.7259168214083533
Position 1793: 0.6817298038420562
Position 723: 0.25902390900398997
Position 373: 0.17138103719720096
Position 36: 0.12227138721031976
Position 202: 0.06920548307465371
Position 2796: 0.06765563063155276
Position 459: 0.04100292091464371
Position 3111: 0.019773779703542778
Position 2572: 0.01631487995522017
Position 1244: 0.015584775367495208
Position 3024: 0.015529578216972604
Position 1166: 0.011200765090686392
Position 1871: 0.009501385531325799
Position 117: 0.008104150361732766
Position 304: 0.007820885071570288
Position 4430: 0.007535546659316071
Position 943: 0.007044042743132671
Position 3803: 0.006279368028707367
Position 112: 0.005930347654830352
Position 186: 0.005774886637278967
Position 2886: 0.004595330036417061
Position 2034: 0.004053930912053095
Position 4130: 0.0032425668540151304
Position 3099: 0.003198333765373645
Position 167: 0.0029782470757936616
Position 3082: 0.0028234039424977256
Position 3065: 0.002115941426136066
Position 60: 0.002077692553560413
Position 328: 0.0020237720617548565
Position 834: 0.001967319538005514
Position 2764: 0.0018513973114239806
Position 1502: 0.0012414244648973984
Position 386: 0.0011406598719058425
Position 4530: 0.0011049734466340767
Position 985: 0.0010623759872810865
Position 3271: 0.0010329668838364723
Position 159: 0.0009653741988235873
Position 164: 0.0008968970684291333
Position 300: 0.0008204425962741727
Position 1079: 0.0007591522691484784
Position 4303: 0.0007468200973435123
Position 886: 0.000745319102624191
Position 671: 0.0005597331952591836
Position 3700: 0.0004601967105721845
Position 1303: 0.0004008806666745003
Position 73: 0.00039468226859915603
Position 65: 0.00038697513997316014
Position 260: 0.0003663908466869455
Position 1325: 0.0003007767862218939
Position 2452: 0.00025926400531333987
Position 3134: 0.0002562039189811172
Position 2333: 0.00024317000503652414
Position 1390: 0.00021128469538194127
Position 1888: 0.00021067711216716915
Position 136: 0.00015929711138932656
Position 98: 0.00015824714989756385
Position 188: 0.00015158797617909593
Position 1431: 0.00012962515949966854
Position 645: 0.00012687195599292363
Position 2977: 0.00012368028326526184
Position 727: 9.694902499075467e-05
Position 1623: 8.773761914592307e-05
Position 2842: 8.420140472347799e-05
Position 2405: 8.081179717472488e-05
Position 519: 8.031744002843454e-05
Position 491: 7.01861380838236e-05
Position 706: 6.611866510264756e-05
Position 314: 6.373227739730737e-05
Position 572: 6.246683311614086e-05
Position 190: 5.022543894984359e-05
Position 477: 4.911495011452837e-05
Position 199: 4.21574836172349e-05
Position 615: 3.495543904360002e-05
Position 336: 2.9007516503411488e-05
Position 81: 1.8851213963436462e-05
Position 617: 1.71441364996544e-05
Position 804: 1.334231933851224e-05
Position 1576: 1.3239528824218004e-05
Position 1048: 1.2838736574015263e-05
Position 316: 1.1611565029631171e-05
Position 18: 1.0918498739510902e-05
Position 2486: 1.0854222146606118e-05
Position 121: 1.023048547210307e-05
Position 2457: 8.66033401460633e-06
Position 2253: 8.216731507057158e-06
Position 2802: 6.076492557336205e-06
Position 2899: 4.823109658576452e-06
Position 574: 3.546956449082229e-06
Position 218: 3.2081966431530794e-06
Position 2854: 2.6469698349716254e-06
Position 51: 2.5657013015149764e-06
Position 2660: 2.420064955956514e-06
Position 225: 2.276545379702302e-06
Position 585: 2.062868389458321e-06
Position 75: 1.7499385246881837e-06
Position 2157: 1.4850524374950456e-06
Position 3143: 1.3117088085491722e-06
Position 338: 1.15978894936457e-06
Position 2114: 9.798433727608316e-07
Position 2106: 9.639638836891263e-07
Position 114: 8.221173524237175e-07
Position 2036: 4.796436163640255e-07
Position 2089: 2.3921664461174037e-07
Position 2148: 2.3523598870010472e-07
Position 1921: 1.7957230849002616e-07
Position 1945: 9.73481068336192e-08
Position 1963: 2.1872615296710516e-08
Position 2083: 1.6067588242079607e-08
Position 2256: 4.4186773303009324e-10
Position 525: 8.08688344986192e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1920: 0.978834264483925
Position 1651: 0.6926198517169537
Position 4224: 0.2958908715236768
Position 2976: 0.2362127190128094
Position 2252: 0.23006803791442587
Position 552: 0.18617759050618354
Position 272: 0.09930066768922667
Position 2685: 0.058499427792600894
Position 3913: 0.05034220365357446
Position 659: 0.04730291556793723
Position 260: 0.03514525851001636
Position 279: 0.03315361288366508
Position 4266: 0.033079848507092016
Position 4514: 0.023081775479919693
Position 3444: 0.020784220672700388
Position 2748: 0.01650351370583263
Position 656: 0.013380542985280236
Position 2723: 0.01321880773007863
Position 2708: 0.012350433066033586
Position 4126: 0.012090400639633484
Position 3626: 0.01179228967721179
Position 2373: 0.010518262096475743
Position 2089: 0.009533565793362528
Position 2176: 0.009357655316208071
Position 4291: 0.008608788829115284
Position 1963: 0.008150684884986464
Position 2916: 0.008025430298557538
Position 2333: 0.007747433421850891
Position 976: 0.007541063518321092
Position 3970: 0.007104087379856641
Position 4323: 0.0063943770536143175
Position 4112: 0.005834663884509955
Position 932: 0.005638467128022289
Position 489: 0.005073575199610334
Position 1030: 0.004914611886703676
Position 1071: 0.004469076800384613
Position 3223: 0.0041067825702435735
Position 3006: 0.0037346304930156054
Position 214: 0.0034990801548950537
Position 284: 0.003471681541975583
Position 3485: 0.003105576122834218
Position 686: 0.0030917255669105667
Position 4269: 0.0030254266291069227
Position 2549: 0.002797454139098069
Position 4599: 0.0027777788311816464
Position 3271: 0.0025506657657108516
Position 2396: 0.0025298522460272207
Position 4302: 0.0024398348998382067
Position 3829: 0.0022614523009266557
Position 4356: 0.0020854537407172594
Position 3326: 0.0018388307970828937
Position 4123: 0.0018335142965781805
Position 3920: 0.0016950640749530922
Position 1716: 0.0016914037724667628
Position 3022: 0.0016455198634386923
Position 2931: 0.0015400958771064127
Position 4398: 0.0014990734423455335
Position 830: 0.0014679980841663146
Position 1000: 0.001453931955769015
Position 3639: 0.001422395169760719
Position 1939: 0.001164730831150583
Position 1861: 0.0011027987995913134
Position 3153: 0.0010963547208522695
Position 3173: 0.0010959501727174168
Position 583: 0.0010882361161160517
Position 875: 0.001009468622947999
Position 133: 0.0009912360040545357
Position 2114: 0.000955704646694636
Position 323: 0.0009393429446268981
Position 1935: 0.0009376554071813002
Position 346: 0.0009100858563776707
Position 3033: 0.0008374060100484905
Position 3448: 0.0008321187245627801
Position 2500: 0.0008087779500718572
Position 700: 0.0007988017657622473
Position 4378: 0.0007947588427826535
Position 3247: 0.0007542538963826963
Position 2349: 0.0007267068306641751
Position 1075: 0.0006903658648277806
Position 179: 0.0006736779561769929
Position 1467: 0.0006390227847877548
Position 225: 0.0006325975942665655
Position 1706: 0.0006294163478910799
Position 3748: 0.0006246991708204116
Position 4527: 0.0005818219421154656
Position 1141: 0.0005792699943629275
Position 723: 0.0005626931258230084
Position 1078: 0.000533823239915336
Position 3793: 0.0005337233240136009
Position 3802: 0.0005256366826015386
Position 882: 0.0005145985671055154
Position 3228: 0.0005142940360650681
Position 3724: 0.0005094712165730078
Position 706: 0.0004882536492542327
Position 2261: 0.0004723019544166533
Position 4151: 0.0004673092072506949
Position 2785: 0.00044836739204409383
Position 1058: 0.0004079680287584767
Position 2466: 0.0004054028201847723
Position 4476: 0.000384519777185144
Position 2689: 0.0003758244862177899
Position 2450: 0.00036650455756769576
Position 3209: 0.0003621428667612246
Position 2759: 0.0003353292003255028
Position 1808: 0.00032954961486657486
Position 1447: 0.0003269471521927506
