Gene = Lce1b
index = 626
Annotated 5SS: [49]
Annotated 3SS: [678]
SMsplice 5SS: [49]
SMsplice 3SS: [678]
top_k =  1000
Partition function (log Z): -9.001534879549768

Sorted 5' Splice Sites (High to Low Probability):
Position 49: 0.5913943328109782
Position 167: 0.3860421077182839
Position 556: 0.022345345800176965
Position 821: 0.0058874064124848375
Position 797: 0.005126917863334187
Position 77: 0.004823969825175745
Position 184: 0.0038225964530987293
Position 758: 0.00321618563416758
Position 437: 0.003185083352158178
Position 425: 0.002211163256323669
Position 746: 0.0009784256382858226
Position 844: 0.0008152056299533991
Position 811: 0.0007431659874451181
Position 596: 0.0006128406384079655
Position 497: 0.0005552399258237104
Position 518: 0.0004440997588923565
Position 53: 0.0001694716252606176
Position 81: 0.000161925140874889
Position 833: 7.64352699569497e-05
Position 1036: 7.427782361661296e-05
Position 522: 5.2734937899493706e-05
Position 831: 4.523470626514429e-05
Position 853: 4.067053540343857e-05
Position 16: 3.7630237618740416e-05
Position 862: 3.372805430973228e-05
Position 598: 3.32475644360921e-05
Position 226: 3.240662745260133e-05
Position 660: 3.0123073121570792e-05
Position 123: 2.98424773247632e-05
Position 389: 2.6319170727697553e-05
Position 600: 2.528623584166957e-05
Position 36: 2.2001107189974082e-05
Position 55: 1.6177533962138808e-05
Position 1033: 1.1246360045031807e-05
Position 40: 7.79891892854063e-06
Position 31: 7.246781492340781e-06
Position 305: 7.042346914872241e-06
Position 282: 6.089561971135863e-06
Position 121: 4.166650860766368e-06
Position 704: 3.3164059243351972e-06
Position 728: 2.8916002419417582e-06
Position 1042: 2.0265617182538838e-06
Position 1030: 1.79010258920504e-06
Position 5: 1.7032876825362847e-07
Position 273: 1.0704561156909266e-07
Position 473: 2.2306539830404782e-08
Position 501: 1.4503547603429848e-08
Position 516: 3.0120787429883694e-09
Position 865: 5.893101429343138e-10
Position 901: 1.21980536323597e-10
Position 651: 4.5249312042076134e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 678: 0.5981539962572927
Position 913: 0.13526879019525354
Position 521: 0.09951447811540234
Position 847: 0.03484494665618618
Position 895: 0.029883632370884206
Position 949: 0.018309527600463962
Position 982: 0.01776085780457033
Position 335: 0.01662252466255865
Position 958: 0.008711581069469827
Position 389: 0.007527469764408884
Position 877: 0.006418845602930558
Position 716: 0.006391852710188784
Position 616: 0.006305541364506111
Position 246: 0.005306347757760104
Position 684: 0.0048593679764048145
Position 213: 0.004643912991970198
Position 425: 0.0040836472831906525
Position 1135: 0.003052577890841069
Position 997: 0.00250309061799687
Position 927: 0.0023938223391200566
Position 487: 0.0019325775150230138
Position 469: 0.0016082820564092028
Position 156: 0.0015110289690224074
Position 746: 0.0013507111489596032
Position 821: 0.0012734496733352756
Position 293: 0.001080593743882459
Position 701: 0.0010150701685227143
Position 713: 0.0009439970104681418
Position 631: 0.0008447272432683654
Position 776: 0.0007866572880396372
Position 290: 0.0007481979575252131
Position 531: 0.0007297036981749654
Position 1119: 0.0005661606851111579
Position 1000: 0.0005539074066168387
Position 346: 0.0005496832771507229
Position 581: 0.0004973463249490908
Position 1060: 0.0003838357899841682
Position 797: 0.00033724938410987175
Position 1087: 0.0003163122620208368
Position 355: 0.0002678112985351867
Position 1057: 0.00024828502366447565
Position 758: 0.00023969056016888643
Position 264: 0.0002381921558523736
Position 126: 0.0002341305940373594
Position 696: 0.00023031489163937322
Position 1030: 0.0002136775847904458
Position 1217: 0.0001733586330508753
Position 1090: 0.0001596336870489073
Position 501: 0.00013671884748427782
Position 636: 0.00013224109133446423
Position 1027: 0.0001272126252686325
Position 722: 0.0001257827204171648
Position 1069: 0.00011777707940309794
Position 725: 9.113427821497326e-05
Position 1258: 7.462759468570102e-05
Position 437: 7.18772293713658e-05
Position 651: 7.032486365150754e-05
Position 590: 5.629315212042679e-05
Position 552: 4.92972764588214e-05
Position 166: 4.741429801532535e-05
Position 298: 4.468998388106501e-05
Position 134: 4.351919704478982e-05
Position 441: 3.8150622823039066e-05
Position 940: 3.797934022199667e-05
Position 1009: 3.0397505647421477e-05
Position 1140: 2.928803236371974e-05
Position 216: 2.6297105359629437e-05
Position 158: 2.1766070956597736e-05
Position 365: 2.0249417779920426e-05
Position 361: 1.9920243928761575e-05
Position 1072: 1.8173588760500897e-05
Position 1039: 1.679960483641467e-05
Position 686: 1.5565231193683844e-05
Position 642: 1.1860345655915523e-05
Position 1012: 1.1854284016721158e-05
Position 734: 7.95012233563388e-06
Position 367: 7.911351214983482e-06
Position 728: 7.710444438045854e-06
Position 223: 7.556621323987714e-06
Position 1097: 6.671888886842134e-06
Position 1151: 6.3066242775929194e-06
Position 449: 6.224197088085176e-06
Position 1094: 5.563720400091017e-06
Position 140: 4.777104978077535e-06
Position 143: 4.025271451151008e-06
Position 194: 3.967251876491272e-06
Position 1042: 3.815217025890092e-06
Position 187: 3.730452977118208e-06
Position 359: 3.2842040735876864e-06
Position 175: 3.0474021449845254e-06
Position 226: 2.32645294500989e-06
Position 371: 7.694663677174859e-07
Position 117: 6.010252604957332e-07
Position 136: 3.1939759734152986e-07
Position 87: 1.9842285398549575e-07
Position 376: 1.2951849087588634e-07
Position 94: 2.038118537688652e-08
Position 230: 5.664945725304014e-09
Position 89: 5.642074401661522e-09
Position 70: 4.609115447475947e-09
Position 189: 3.879669942779067e-10
Position 106: 2.3494991241640427e-10
Position 101: 1.8149042811233506e-10
Position 72: 1.1582756036648843e-10
Position 104: 5.345574052978574e-13
Position 99: 2.7206922163694155e-13
