Gene = Sbds
index = 945
Annotated 5SS: [ 321 1592 4717 7245]
Annotated 3SS: [1461 4515 7079 9068]
SMsplice 5SS: [ 321 1592 4717 7245 8553]
SMsplice 3SS: [1461 4515 7079 8406 9068]
top_k =  1000
Partition function (log Z): -0.9417766311259639

Sorted 5' Splice Sites (High to Low Probability):
Position 1592: 0.965989992215843
Position 4717: 0.9320563931677646
Position 321: 0.7761050376852827
Position 7245: 0.7346886157459989
Position 8553: 0.669688571945491
Position 3023: 0.28318364708673494
Position 9330: 0.2407961053313797
Position 80: 0.18941538316718276
Position 6408: 0.13098957967474906
Position 7270: 0.09711560072691176
Position 244: 0.07933565871268015
Position 7206: 0.07014662390644215
Position 7422: 0.06359452674408156
Position 7216: 0.04196618573708678
Position 298: 0.034109260866492984
Position 4346: 0.03262783963796133
Position 7675: 0.030111084113929147
Position 387: 0.027006857534706222
Position 6421: 0.022395793102306293
Position 2107: 0.019739713533806432
Position 7919: 0.019085295367987844
Position 7961: 0.018975867853128266
Position 1162: 0.01839042589418363
Position 6439: 0.018049787839146354
Position 5322: 0.016550757574897823
Position 7284: 0.015152914401237925
Position 7637: 0.014202642304615886
Position 1606: 0.013347620351894358
Position 1326: 0.012055967938309507
Position 2074: 0.011882634731533259
Position 9573: 0.011788931284186345
Position 1004: 0.01133063089374608
Position 1632: 0.010728551749957469
Position 120: 0.005112506275643603
Position 572: 0.004843288385304282
Position 4408: 0.004509795809327316
Position 9472: 0.0043856299857042026
Position 5337: 0.00412481880267794
Position 6586: 0.004065851964724011
Position 325: 0.004009983479205406
Position 6939: 0.003936950279836012
Position 4164: 0.0038473912639906565
Position 4370: 0.0033494528850483507
Position 5342: 0.003191925850044155
Position 1401: 0.0030484287748425536
Position 9524: 0.0030234854923199238
Position 65: 0.0025275985951773443
Position 1185: 0.0024604722765895386
Position 789: 0.0024200961111156224
Position 486: 0.0022950169558811806
Position 7256: 0.0022380851591050637
Position 235: 0.0017422021387239065
Position 6812: 0.001640855399629056
Position 584: 0.0016095223547754121
Position 7451: 0.00153908701950394
Position 7455: 0.0013748211409520214
Position 8959: 0.0013266844054968755
Position 5632: 0.0012519769963955174
Position 6755: 0.0012388804121755577
Position 1521: 0.0011343708493387664
Position 3706: 0.0010974113769688127
Position 6455: 0.001091928032871157
Position 8684: 0.0010357334139142762
Position 7459: 0.0009673179009686814
Position 590: 0.000886286510143794
Position 22: 0.0008396434067744535
Position 7744: 0.0007913247167499282
Position 6467: 0.0007083210225520356
Position 8530: 0.0007000771841911455
Position 45: 0.0006004697532030217
Position 9338: 0.0005763058714196473
Position 574: 0.0005722984148435541
Position 8140: 0.000564283527608657
Position 84: 0.00051114989911525
Position 4611: 0.00048023448351097237
Position 8902: 0.000443196997045927
Position 6672: 0.000439927164202699
Position 3171: 0.0004202115106700207
Position 441: 0.0004144098599613824
Position 195: 0.0004007558378287718
Position 6957: 0.0003924519512725331
Position 508: 0.00037299850485054086
