Gene = Rbis
index = 886
Annotated 5SS: [  76 1745 4109]
Annotated 3SS: [1627 3991 4876]
SMsplice 5SS: [  76 1745 4109]
SMsplice 3SS: [1627 3991 4876]
top_k =  1000
Partition function (log Z): -6.390772470980533

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.9557087472958958
Position 1745: 0.86860322763052
Position 4109: 0.7937432105517588
Position 4451: 0.09430780806670326
Position 1197: 0.05463471079699635
Position 269: 0.03465718634505269
Position 2370: 0.02947866657106438
Position 3141: 0.023379042517733803
Position 3148: 0.01705487672093143
Position 4301: 0.015786098850115914
Position 4761: 0.013643943899589495
Position 3570: 0.012896646422380904
Position 1866: 0.011942163097039596
Position 3555: 0.009803015445074163
Position 514: 0.008207118579133536
Position 2864: 0.005964605734974755
Position 971: 0.005503663996723393
Position 110: 0.005208797890172576
Position 66: 0.004519567980276967
Position 551: 0.004376519267562284
Position 3016: 0.004035135819916666
Position 4336: 0.0033720823556612077
Position 2034: 0.0032916637816100456
Position 2868: 0.002601040055409419
Position 374: 0.002528600018666425
Position 3851: 0.002521185805789938
Position 453: 0.0021763759559710375
Position 1180: 0.002085316215665386
Position 669: 0.0018430581555521994
Position 2043: 0.0014951187717831735
Position 665: 0.0014426943795786125
Position 3832: 0.0013024448919499649
Position 2207: 0.0012447539410041504
Position 2542: 0.0012260953406225477
Position 3035: 0.0011130150610088132
Position 230: 0.0010979271037471468
Position 448: 0.0009947095645853625
Position 1341: 0.0009906353948675487
Position 3609: 0.0007363314627525357
Position 1757: 0.0006792607985088723
Position 3159: 0.0006631600874426408
Position 92: 0.0006239803420979494
Position 1785: 0.0006151454201288863
Position 678: 0.0005725956062618551
Position 594: 0.0005644993845704503
Position 3646: 0.0005473455579502169
Position 3904: 0.0005364399479028574
Position 1161: 0.0005318153269948204
Position 4325: 0.0005183637510339457
Position 3242: 0.00042870103551012585
Position 682: 0.0004250095616786107
Position 460: 0.0004244053213305356
Position 2734: 0.00035689386546289487
Position 48: 0.00035635705589810176
Position 533: 0.00035580384032004686
Position 140: 0.00032460958722236325
Position 4796: 0.00031836911012752005
Position 652: 0.0003163800899042512
Position 1919: 0.0002828699352117276
Position 4483: 0.0002631694669169491
Position 4702: 0.00026271972059016465
Position 3075: 0.00026259112907724055
Position 1467: 0.00023023797866791044
Position 633: 0.0002253857859370222
Position 475: 0.0002245236380382264
Position 563: 0.00021654619564438285
Position 1374: 0.00021368472369646962
Position 3179: 0.00021039269122464084
Position 503: 0.00019439005375479588
Position 117: 0.0001909413819716348
Position 518: 0.00018314669362118384
Position 1305: 0.0001827094286448418
Position 661: 0.00017499578631924683
Position 324: 0.00017037658953303285
Position 426: 0.0001638383242612227
Position 3814: 0.00014920088735001318
Position 1975: 0.00013885907941759492
Position 1358: 0.00013830646231565273
Position 209: 0.0001380176735338861
Position 3365: 0.0001318303342585575
Position 2984: 0.000131556223075984
Position 614: 0.00012760844031691753
Position 638: 0.00012010523735515036
Position 3576: 0.00011773374126344492
Position 362: 0.00011597222406220535
Position 432: 0.00011309479358275304
Position 465: 0.00010857913439942904
Position 3382: 0.00010775084040473211
Position 3083: 0.00010300297630308723
Position 1749: 0.00010245891683728249
Position 1670: 0.0001017022226460824
Position 2270: 0.00010147000856678174
Position 1241: 9.996739329421481e-05
Position 1276: 9.762077897670881e-05
Position 833: 8.877213797059323e-05
Position 280: 8.180142108491247e-05
Position 1525: 7.59722993402971e-05
Position 4478: 7.533938354837201e-05
Position 4425: 7.419121525487155e-05
Position 4735: 6.857663855428111e-05
Position 1286: 5.3166613917858606e-05
Position 644: 5.185221728951205e-05
Position 282: 5.157906395165053e-05
Position 4123: 4.634297002783482e-05
Position 686: 3.991707824626655e-05
Position 396: 3.950374874563371e-05
Position 4170: 3.572049045081632e-05
Position 4558: 3.1400952039279616e-05
Position 20: 3.073472246311969e-05
Position 1252: 2.9972664146446088e-05
Position 1084: 2.9342801873501208e-05
Position 442: 2.927065565792362e-05
Position 4113: 2.86153293535754e-05
Position 415: 2.4498305344935634e-05
Position 175: 2.3756806804762722e-05
Position 22: 2.2455751458193324e-05
Position 1210: 1.9963386291692005e-05
Position 191: 1.7691124531814945e-05
Position 137: 1.7023114502826237e-05
Position 42: 1.6236629922500502e-05
Position 975: 1.6073188047702955e-05
Position 881: 1.5958290538376217e-05
Position 814: 9.706197599789351e-06
Position 2059: 8.479883921421663e-06
Position 931: 6.8532451913324045e-06
Position 387: 6.422794635201083e-06
Position 2782: 6.388516922975858e-06
Position 2779: 6.2520399200514534e-06
Position 33: 5.878318795349399e-06
Position 2805: 5.419162602796253e-06
Position 330: 5.338613030286854e-06
Position 1047: 5.17569393176131e-06
Position 1499: 4.611247468890774e-06
Position 1944: 4.156001827077655e-06
Position 1724: 2.342913363801016e-06
Position 1796: 8.851218366313508e-07
Position 2409: 7.374602066187601e-07
Position 1966: 4.010463032387464e-07
Position 360: 6.353947351365002e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1627: 0.8818039825628551
Position 3991: 0.8233096394778295
Position 4876: 0.46994354876064387
Position 4760: 0.12792892833124136
Position 4383: 0.12474827140736315
Position 2901: 0.04554054956601618
Position 4425: 0.04546991283494327
Position 2136: 0.045439114461429654
Position 3458: 0.03581751741425328
Position 1084: 0.033298697061878026
Position 4209: 0.031880713105341574
Position 4640: 0.031148297153248482
Position 4237: 0.029596645675635143
Position 191: 0.028961564191587245
Position 4556: 0.028148205488818145
Position 4386: 0.024159627055634788
Position 3962: 0.021735417679123206
Position 3745: 0.018544136206992943
Position 2675: 0.014337321977071242
Position 4879: 0.0131126842398869
Position 4685: 0.00972065904166519
Position 1052: 0.009038272190115167
Position 4288: 0.006536743672725159
Position 1122: 0.006114357735125625
Position 323: 0.005523472436945007
Position 1819: 0.005374274197612688
Position 1011: 0.005333936101632464
Position 4250: 0.004898416802297757
Position 3015: 0.0044263574019597525
Position 4450: 0.00396356663738306
Position 4643: 0.003861112492586381
Position 4839: 0.0033461488911720664
Position 4728: 0.0033142666476574183
Position 1865: 0.0029936163262390923
Position 4711: 0.0029607816364710074
Position 3813: 0.0028169062466825425
Position 2661: 0.002752551804872364
Position 4403: 0.002517531864445964
Position 4023: 0.0025121347697258808
Position 4099: 0.0024515503714032274
Position 4970: 0.0023347028157463
Position 2289: 0.0022997640541546588
Position 2183: 0.0022717134346307124
Position 374: 0.002232631211011653
Position 2222: 0.002203310190671821
Position 1822: 0.0019115574181583273
Position 2216: 0.0018533019708811519
Position 846: 0.0017525918800292701
Position 4213: 0.0016471524702713445
Position 497: 0.0016465290359047905
Position 2616: 0.0016308054983771335
Position 1596: 0.0015838325251021736
Position 3034: 0.0015224538641990311
Position 4617: 0.0014577045648735015
Position 2682: 0.001352254365037412
Position 4226: 0.001257666211024271
Position 4325: 0.0012107015191055895
Position 3030: 0.0011735794461997786
Position 4168: 0.0011048643641065432
Position 1599: 0.0010560597872654807
Position 4573: 0.0010416020337564893
Position 2993: 0.0010393893531987551
Position 3316: 0.0009362190529406897
Position 2770: 0.000929572675896305
Position 4255: 0.0008794305772342164
Position 2931: 0.0007747166540710452
Position 4215: 0.0007721954537248639
Position 4051: 0.000709326349086064
Position 4342: 0.0006684406046164447
Position 4661: 0.0006217184085472138
Position 1682: 0.0005612895407973486
Position 4478: 0.0005597349756595285
Position 4564: 0.0005402355312163893
Position 868: 0.0005326879600937145
