Gene = Nsmce1
index = 768
Annotated 5SS: [  184  5259 19489 19722 20484 22568 23318]
Annotated 3SS: [ 5111 19366 19643 20336 22450 23196 23752]
SMsplice 5SS: [  184  5259  6378  7797 13142 13383 19489 19722 20484 22568]
SMsplice 3SS: [ 5111  6224  7722 12915 13233 19366 19643 20336 22450 22816]
top_k =  1000
Partition function (log Z): 6.19864068997821

Sorted 5' Splice Sites (High to Low Probability):
Position 22568: 0.9632351514427948
Position 5259: 0.9536508663438469
Position 19722: 0.9489078559816428
Position 184: 0.9282422695790798
Position 7797: 0.826428474987692
Position 23318: 0.7893106511628067
Position 13383: 0.7662550470408324
Position 20484: 0.7527513715343045
Position 19489: 0.7507186592765175
Position 6378: 0.6358758094444764
Position 13142: 0.44770278458950874
Position 5028: 0.44004016127151196
Position 8972: 0.4094615073348593
Position 8098: 0.31840811762702126
Position 9002: 0.29713568858559497
Position 2419: 0.28141325957207336
Position 22926: 0.27876116479324897
Position 22908: 0.1888742536500776
Position 2277: 0.1882738820217449
Position 4264: 0.1741529960437982
Position 20445: 0.14787897092935082
Position 22066: 0.12267635247101331
Position 23518: 0.09724383304591613
Position 9487: 0.06696839458632046
Position 2604: 0.06554634684716751
Position 75: 0.062473201873015735
Position 16941: 0.06109900711670097
Position 3787: 0.058048109957392256
Position 23018: 0.05779549460641611
Position 18465: 0.05693869829625507
Position 17876: 0.05675926322143375
Position 18543: 0.05601381706403026
Position 13932: 0.055613219248566
Position 19958: 0.05499070414913919
Position 2673: 0.05060606913483581
Position 1852: 0.05056310672597834
Position 23050: 0.046877177147863595
Position 23469: 0.04002274195946694
Position 22248: 0.034442751640461594
Position 5219: 0.030984062351633476
Position 4676: 0.025259435777903693
Position 1101: 0.02416830035140924
Position 17353: 0.018670724153262302
Position 1894: 0.016800803620869723
Position 15929: 0.015866533436325166
Position 20908: 0.015147436221578216
Position 9252: 0.01447314643674941
Position 18990: 0.013726440225185823
Position 2224: 0.013695088531747281
Position 6729: 0.011818020845029227
Position 5199: 0.011731275574400962
Position 21836: 0.010852440168550184
Position 22974: 0.009265185043909536
Position 22718: 0.00771446947401592
Position 20108: 0.00733844257449784
Position 21415: 0.006179285571646157
Position 3889: 0.005942783395225516
Position 23096: 0.005303396871086228
Position 22728: 0.004686738204452911
Position 22979: 0.0045511819261335965
Position 188: 0.0044403663601519944
Position 6316: 0.004378401173134638
Position 8963: 0.004354582899433532
Position 762: 0.0038280355049304386
Position 2664: 0.0035775561665968027
Position 18493: 0.003396729229209647
Position 19726: 0.0032956273428660365
Position 16995: 0.003291943652431964
Position 20054: 0.002857715744990754
Position 23142: 0.00277353105232487
Position 19582: 0.0027580441669172737
Position 488: 0.0027364672629877507
Position 3602: 0.002657693846645505
Position 23595: 0.0024367256530526582
Position 22738: 0.0022932558397889278
Position 5088: 0.002216632081820869
Position 4507: 0.002192240795994113
Position 2015: 0.0021913237940220315
Position 22981: 0.002067023406294842
Position 5724: 0.0020212685197359974
Position 5249: 0.001997349860956471
Position 8687: 0.0016249626786547303
Position 307: 0.0015518359576530349
Position 23619: 0.0015064732894270391
Position 5657: 0.0013402003728987702
Position 21579: 0.0012864352569802995
Position 21550: 0.001238845133324806
Position 2439: 0.001209629668716341
Position 1838: 0.0010702151192334135
Position 5529: 0.001058318566227158
Position 1663: 0.00104465233740276
Position 5720: 0.001044277579627861
Position 2678: 0.0010051273268790687
Position 255: 0.0009355357907723734
Position 104: 0.0008791563195411691
Position 20571: 0.0008158395396877585
Position 21184: 0.0008013368665383867
Position 501: 0.0008012238840061473
Position 1824: 0.0007311890106311176
Position 651: 0.000676486702139223
Position 20471: 0.0006310581967480999
Position 5550: 0.0006310033543792503
Position 448: 0.0005850521830848639
Position 5348: 0.0005839522391414386
Position 8387: 0.0005627804487853979
Position 21: 0.0005554868441011514
Position 3791: 0.00046314282244739523
Position 177: 0.0004514379840492097
Position 22906: 0.00040972442611365346
Position 3369: 0.0003904425702129082
Position 8983: 0.0003853717170884998
Position 7597: 0.0003698754768368431
Position 1782: 0.000368283645404525
Position 1021: 0.0003601246829090759
Position 5034: 0.0003539451462315806
Position 1684: 0.0003537703846060957
Position 3325: 0.0003480794565918541
Position 7063: 0.00031653972343189687
Position 20456: 0.00031455388226577104
Position 977: 0.0003097152449477117
Position 5901: 0.000289860200645821
Position 462: 0.00027507723775682886
Position 6159: 0.0002738937168355884
Position 5523: 0.00024391360629321743
Position 93: 0.00023710267847363437
Position 2580: 0.0002122300913133321
Position 204: 0.00021057180642508253
Position 5558: 0.00020974866618097732
Position 23522: 0.00020101800466361126
Position 23446: 0.00018154640982055823
Position 23835: 0.00016961078942147326
Position 1165: 0.00016899985716966007
Position 5404: 0.00016187698873180377
Position 511: 0.0001533608129855617
Position 5893: 0.00014985108172801726
Position 1095: 0.00013790974318389693
Position 1846: 0.00013744099960248996
Position 22022: 0.00012870668698764757
Position 165: 0.00012824248067136546
Position 1896: 0.00011768823913292528
Position 22428: 0.00011457917324736693
Position 1879: 0.00011409814084526495
Position 539: 0.00010960397993605682
Position 2024: 0.0001042004541866215
Position 1806: 0.0001032208846888447
Position 23635: 9.178159078684523e-05
Position 1368: 8.74156812228535e-05
Position 948: 8.399422674283619e-05
Position 1236: 7.956947195354638e-05
Position 1634: 6.941715107932872e-05
Position 1187: 6.830805194923804e-05
Position 1929: 6.53496267586309e-05
Position 1054: 5.590010870065966e-05
Position 2404: 4.932155214403204e-05
Position 64: 4.854461206810166e-05
Position 1455: 4.0787732875473024e-05
Position 2443: 3.779257688923324e-05
Position 1640: 3.4389512126084235e-05
Position 20474: 3.21863753350068e-05
Position 688: 3.211817600186588e-05
Position 8933: 3.004628680596004e-05
Position 1947: 2.8404473460096745e-05
Position 333: 2.7852852834144688e-05
Position 1407: 2.697379983799436e-05
Position 1016: 2.598921285024064e-05
Position 2218: 2.200130985159285e-05
Position 1642: 2.152550101293594e-05
Position 483: 2.1432896380184364e-05
Position 1312: 2.1383749436027524e-05
Position 631: 2.058793155701514e-05
Position 2431: 2.0509043774802047e-05
Position 1605: 1.848368124640136e-05
Position 1305: 1.8333481145490436e-05
Position 1525: 1.8298495003105877e-05
Position 844: 1.8174607556942428e-05
Position 22081: 1.7537836847224402e-05
Position 1046: 1.5542362565741662e-05
Position 6475: 1.513150395871859e-05
Position 1673: 1.243565844583262e-05
Position 1480: 1.1608414393051243e-05
Position 1828: 1.1060377342828924e-05
Position 2208: 8.178325370535489e-06
Position 231: 7.91135660562742e-06
Position 6204: 7.154139040468e-06
Position 6404: 2.17177988535744e-06
Position 5833: 9.219339716752444e-07
Position 1577: 8.755553158390035e-07
Position 893: 6.81961598104135e-07
Position 933: 5.694275395482933e-07
Position 1207: 4.844335799806734e-07
Position 8031: 4.812387526089475e-07
Position 5309: 2.3010950803078721e-07
Position 5201: 2.178716697169373e-07
Position 5212: 2.085162747089065e-07
Position 344: 1.5824679213531956e-07
Position 5162: 1.22449637345936e-07
Position 737: 4.088191105504634e-08
Position 771: 3.9316415345759083e-08
Position 5491: 3.7504637035439466e-08
Position 116: 2.751134385502425e-08
Position 5787: 1.9144390889444454e-08
Position 393: 1.7651155038650696e-08
Position 464: 1.6407139636923348e-08
Position 615: 1.5709122111077453e-08
Position 664: 1.4471132471050955e-08
Position 673: 1.2961625191753481e-08
Position 336: 1.2148126471638749e-08
Position 884: 1.0031112179798372e-08
Position 2228: 6.6518179478105245e-09
Position 1610: 3.290325016625562e-09
Position 419: 2.287977261400108e-09
Position 1396: 1.3341537730482977e-09
Position 471: 9.717636757142881e-10
Position 578: 4.777772085039686e-10
Position 617: 2.846900412066816e-10
Position 573: 2.1691543724538086e-10
Position 766: 5.841464720869283e-12
Position 367: 1.5957080127048107e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 19643: 0.9521911134209303
Position 22450: 0.8959636910635361
Position 20336: 0.8519713274961469
Position 5111: 0.8192801368139109
Position 19366: 0.758782018127793
Position 22816: 0.7586775298078869
Position 7722: 0.7262119294500142
Position 23196: 0.686536098325763
Position 13233: 0.6541832916742348
Position 8858: 0.6063316277276035
Position 6224: 0.5882909779750221
Position 23752: 0.5482210649881027
Position 12915: 0.43656073101790877
Position 2186: 0.43575959879679244
Position 4934: 0.3827272769223046
Position 23390: 0.18698307419765292
Position 7958: 0.15869498070868146
Position 5128: 0.15657553641428013
Position 21924: 0.1297968078652358
Position 18358: 0.11634924458949503
Position 23491: 0.11087976013583772
Position 13315: 0.10919258951382813
Position 8002: 0.10176418034267523
Position 4138: 0.10167411265392141
Position 8863: 0.09338437831615022
Position 2570: 0.07838959849904098
Position 23131: 0.06646703576693738
Position 7666: 0.06423857447795167
Position 1699: 0.05788543174306266
Position 4838: 0.057809584921592015
Position 17703: 0.05675926322143375
Position 16868: 0.05415756407770628
Position 22453: 0.053248346427010984
Position 19829: 0.04843410025107321
Position 4012: 0.04784438403692757
Position 9398: 0.04756423454984856
Position 13761: 0.0470653376803738
Position 3687: 0.04089421569586954
Position 2503: 0.03792061747678599
Position 7466: 0.03409927735701128
Position 2077: 0.026692543123476384
Position 8026: 0.026387689351676267
Position 21908: 0.02623292096217783
Position 20397: 0.025850350993867025
Position 7939: 0.02572739852439236
Position 6203: 0.023182940481040068
Position 23039: 0.021137589806266167
Position 23403: 0.01992028771164567
Position 20308: 0.019379503176443158
Position 17202: 0.018670724153262302
Position 9375: 0.01748839657969356
Position 23702: 0.01729367228832375
Position 4093: 0.017086953859998234
Position 23550: 0.016318090815047138
Position 23181: 0.016166642500096466
Position 15783: 0.015866533436325166
Position 22641: 0.015230342880219789
Position 5182: 0.014854310219455874
Position 23755: 0.01389026730921337
Position 18776: 0.013726440225185823
Position 4565: 0.01289551285367977
Position 1780: 0.012431541208635702
Position 6632: 0.011637182027638873
Position 22456: 0.011605736315189066
Position 3572: 0.01150142716981104
Position 19812: 0.011459817436775169
Position 12685: 0.011142053571600133
Position 8758: 0.010625822518318125
Position 20794: 0.010375786190404482
Position 16934: 0.010233386691426644
Position 6069: 0.00944620880177957
Position 23665: 0.008184819873208285
Position 2354: 0.008013078538566212
Position 9094: 0.007785559884041221
Position 23920: 0.007389745576638731
Position 23225: 0.007206751407063234
Position 21744: 0.006922669340984458
Position 6263: 0.006822590698040613
Position 23420: 0.006372433440516874
Position 22941: 0.006321850032257114
Position 1057: 0.006001383138637922
Position 9039: 0.0058194575599374194
Position 1016: 0.005779325636361202
Position 4363: 0.005628688380860443
Position 396: 0.005454946467155108
Position 3664: 0.005378259518346415
Position 21454: 0.00536911589882372
Position 13804: 0.0052256138155537335
Position 892: 0.004961616800858476
Position 2276: 0.0049468062566896676
Position 2080: 0.004911937756162578
Position 4163: 0.00480682930855207
Position 4943: 0.00479709759178303
Position 20266: 0.004745934775927889
Position 4629: 0.004612774062148865
Position 3601: 0.004390619247445167
Position 7569: 0.003965493938926342
Position 6288: 0.003721026897993776
Position 5404: 0.003555275546494514
Position 4477: 0.0033949580842658855
Position 23413: 0.003343375375489368
Position 23259: 0.003253576924896495
Position 13576: 0.003220487162582796
Position 21176: 0.0030201658150050357
Position 1566: 0.0030000268203972387
Position 4795: 0.002992140333513238
Position 23772: 0.002894804243301611
Position 13372: 0.0028791658527696235
Position 23775: 0.0028153116041928854
Position 5868: 0.0025022268774151845
Position 839: 0.0024239985501384492
Position 23141: 0.0024025148018178228
Position 22283: 0.0023887896001847605
Position 23595: 0.002280967162296678
Position 947: 0.0022286283197620596
Position 20798: 0.0021731127970006318
Position 7983: 0.0019245712919204352
Position 9442: 0.0019157634567783318
Position 2395: 0.0017973370515105564
Position 6150: 0.0017650311700553735
Position 8724: 0.0017160661082042865
Position 21255: 0.0017108729808095076
Position 140: 0.0017022744396559609
Position 3689: 0.0016067311421494796
Position 20636: 0.0015727731426184997
Position 3279: 0.0015347875691458038
Position 4158: 0.0014617208889559283
Position 2477: 0.0014116269284691757
Position 22979: 0.0014079385569851224
Position 2323: 0.0013893219759399935
Position 6096: 0.0013693147106697032
Position 5087: 0.001357803328053473
Position 22013: 0.0013345522765343108
Position 21309: 0.00131038687306623
Position 591: 0.0012847562566513375
Position 2312: 0.001254751757931327
Position 6084: 0.00121876972752439
Position 3813: 0.001188831474241004
Position 23405: 0.0011507151303239735
Position 6297: 0.0011444458898431167
Position 968: 0.0011286158257819998
Position 23423: 0.0011216630559373543
Position 23439: 0.0011142137455851932
Position 21631: 0.001089223328692363
Position 23586: 0.001056930041426615
Position 20842: 0.0010257640915546065
Position 23074: 0.000934894700660971
Position 3206: 0.0009301387720421235
Position 990: 0.0009215472899089841
Position 5512: 0.0008601941709140451
Position 5285: 0.0008286060743734081
Position 7471: 0.0007456395085980912
Position 7515: 0.000737217858710979
Position 422: 0.0007253935620088218
Position 21982: 0.0007186919606979229
Position 23468: 0.0007003454478806471
Position 2128: 0.00069648819473427
Position 5133: 0.0006766603983486247
Position 7550: 0.00064946977391697
Position 843: 0.0006486856972031896
Position 8540: 0.0006115700997010113
Position 4662: 0.0006049537958227088
Position 5691: 0.0006001125356321068
Position 23642: 0.0005961629379266643
Position 21037: 0.0005909386961740965
Position 8248: 0.0005627804487853982
Position 20145: 0.0005528617966067881
Position 5602: 0.000548603817095465
Position 4229: 0.0005364119122266427
Position 23826: 0.0005273443219047718
Position 2082: 0.000515866026134194
Position 22777: 0.0005094321881864358
Position 2310: 0.0005028849780014432
Position 2053: 0.0004742234097962476
Position 23671: 0.0004436665329527759
Position 6144: 0.00043741911675231976
Position 23509: 0.000414032898506673
