Gene = Catspere1
index = 201
Annotated 5SS: [   187  11317  16962  17780  20314  34437  41877  49106  51900  63882
  71765  73181  78210  99347 128221 129250 129398 134524 139890 143490
 151444]
Annotated 3SS: [ 11267  16887  17709  20248  34411  41798  48998  51406  63400  71309
  73121  78133  99293 128169 129215 129317 134423 139802 143331 151389
 153648]
SMsplice 5SS: [   187   3128  17780  37391  41877  44022  73181  78210  79153  99347
 126056 129326 134524 139890 141396 142609 143490 143801 149871]
SMsplice 3SS: [  3018  17709  37312  41798  43791  73121  78042  79042  99293 125966
 129215 134423 139802 141285 142491 143331 143638 149734 153110]
top_k =  1000
Partition function (log Z): -94.64663392711093

Sorted 5' Splice Sites (High to Low Probability):
Position 3128: 0.5312848880789117
Position 187: 0.46790937968308227
Position 822: 0.2382820466441782
Position 818: 0.23257569025177202
Position 10653: 0.17476084838358827
Position 134: 0.08848526657965067
Position 9827: 0.08521728648333943
Position 2839: 0.03238259001598794
Position 2008: 0.030032784381238648
Position 1840: 0.029935706450362337
Position 6122: 0.027660350623715458
Position 3096: 0.023762446060941512
Position 8539: 0.018061744461661894
Position 3019: 0.01699583415696839
Position 8546: 0.014220515862679313
Position 5306: 0.013603012523574237
Position 3214: 0.013148275265005036
Position 3231: 0.012099064399678389
Position 2316: 0.008975605255617804
Position 707: 0.00880967198028226
Position 6222: 0.008616865228284129
Position 10683: 0.008118940846988582
Position 10912: 0.007267617108537484
Position 121: 0.007188271398082522
Position 6484: 0.006843445084581355
Position 1562: 0.005854120679802982
Position 3139: 0.0049708299245816
Position 2905: 0.004750263168928567
Position 2059: 0.004143647480666699
Position 3101: 0.003954467224015235
Position 10883: 0.0038928360728102754
Position 7672: 0.003400790045607032
Position 1003: 0.0032917847503895195
Position 460: 0.0028595403905447175
Position 1968: 0.0028318481817901104
Position 842: 0.0027630321800851828
Position 2862: 0.0026970657720911963
Position 3558: 0.0021818596853017042
Position 94: 0.0018913990447742388
Position 5148: 0.0018072334962234216
Position 5952: 0.001786637365271785
Position 464: 0.0017309273720051022
Position 468: 0.0016635155417407737
Position 91: 0.0016582038471366775
