Gene = Faap24
index = 391
Annotated 5SS: [ 624 1600 1862]
Annotated 3SS: [1459 1708 3744]
SMsplice 5SS: [ 151  624 1600 1862]
SMsplice 3SS: [ 504 1459 1708 3744]
top_k =  1000
Partition function (log Z): -4.034477708351801

Sorted 5' Splice Sites (High to Low Probability):
Position 1600: 0.9484506411397088
Position 1862: 0.7983311876371001
Position 151: 0.6714650713576725
Position 624: 0.6074285661991617
Position 46: 0.2239927028616834
Position 186: 0.03041028527131198
Position 1612: 0.016762809500917086
Position 2820: 0.014297469686902674
Position 628: 0.011149821825495196
Position 2371: 0.008467937456342833
Position 1151: 0.006704120271087378
Position 79: 0.005560146436653754
Position 478: 0.004933116601484212
Position 546: 0.004580590084739291
Position 2456: 0.004554058479097163
Position 695: 0.004483822024185824
Position 435: 0.002901516146515936
Position 3937: 0.0024124796462626735
Position 1604: 0.0017144660664417737
Position 390: 0.0014683735232720514
Position 4163: 0.001467850486158987
Position 326: 0.0014545874738505875
Position 679: 0.0014225953749747058
Position 3859: 0.0012641918212217115
Position 2682: 0.0009810779480502177
Position 162: 0.0009517665226026752
Position 384: 0.000944952087705748
Position 1808: 0.0009301361351266303
Position 598: 0.0007085322322514567
Position 1319: 0.0006867458207462872
Position 2355: 0.0006562718672075108
Position 700: 0.0005324634214824547
Position 2831: 0.0004992212728775299
Position 739: 0.00042339556283897526
Position 51: 0.00039161171432401193
Position 3850: 0.000339576430740098
Position 2510: 0.00031672012489482787
Position 4316: 0.00031119799236721036
Position 312: 0.0002717790795146239
Position 2808: 0.00025020363284171545
Position 243: 0.000224879244678246
Position 1213: 0.00022303668647034912
Position 1390: 0.00021933339224536279
Position 97: 0.0001970672518072536
Position 1866: 0.00019316610884227407
Position 157: 0.0001596509945356007
Position 1071: 0.00014820929047208178
Position 2793: 0.00013689802306323526
Position 456: 0.00012534434389852175
Position 551: 0.0001186622912944315
Position 2790: 0.00010834192570556205
Position 3635: 0.00010733895013192879
Position 557: 0.00010610458327355307
Position 398: 0.00010084665572327799
Position 1762: 9.725190021646556e-05
Position 1065: 9.536383519534153e-05
Position 3027: 9.171358057461324e-05
Position 3646: 8.73369511978663e-05
Position 2144: 8.343123803457037e-05
Position 448: 7.948240394968599e-05
Position 3885: 7.914909378099901e-05
Position 785: 7.896433354679492e-05
Position 2383: 7.23326296182026e-05
Position 3823: 6.410627545147304e-05
Position 231: 6.405082019111689e-05
Position 290: 5.797177340013738e-05
Position 2349: 5.4771513311169044e-05
Position 4140: 5.228648445918506e-05
Position 3544: 4.9943901384164e-05
Position 929: 4.84482368656083e-05
Position 2243: 4.561152474924613e-05
Position 575: 2.8413733011245053e-05
Position 4397: 2.244907884552979e-05
Position 582: 2.176629823001668e-05
Position 1783: 2.0663527352958338e-05
Position 1272: 1.894826317198792e-05
Position 458: 1.812966096411283e-05
Position 1755: 1.808752425508661e-05
Position 1465: 1.8020066390074848e-05
Position 342: 1.7059619335018292e-05
Position 207: 1.629082836985019e-05
Position 1555: 1.6121227215834e-05
Position 284: 1.1991375717696488e-05
Position 1644: 1.1973653878659382e-05
Position 666: 1.1489096757815901e-05
Position 1054: 8.797418522502147e-06
Position 941: 8.531516963412647e-06
