Gene = Jchain
index = 601
Annotated 5SS: [ 176 1793 5399]
Annotated 3SS: [1671 5317 6364]
SMsplice 5SS: [ 176 5399]
SMsplice 3SS: [5317 6364]
top_k =  1000
Partition function (log Z): -6.368701051192996

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.991511407613925
Position 5399: 0.5960116669003768
Position 1837: 0.3821262438834684
Position 1426: 0.2769312929053343
Position 6523: 0.1382983047489734
Position 5589: 0.11434908339983108
Position 4525: 0.08727526325963654
Position 1793: 0.05145586496007598
Position 6515: 0.03720282244842874
Position 6473: 0.03520446075821606
Position 6127: 0.022094099285063805
Position 2191: 0.016765714974684074
Position 6260: 0.013587302761326593
Position 4510: 0.008514316830259806
Position 524: 0.005857745110980499
Position 1375: 0.005209809455134334
Position 4158: 0.00514615762336745
Position 6008: 0.005040929384184643
Position 1672: 0.004123615901524409
Position 2087: 0.003759756703212782
Position 4152: 0.0036615033022130575
Position 5489: 0.0035155907802364977
Position 2820: 0.0032402721794363336
Position 2968: 0.0030468983763235003
Position 4275: 0.002706917224520045
Position 3757: 0.002246864292317238
Position 5432: 0.0022410666873080003
Position 5206: 0.0017902267175854177
Position 6830: 0.0015496777327385432
Position 2231: 0.0014695228899584444
Position 4198: 0.0014358920148791728
Position 3697: 0.001289459188550478
Position 183: 0.0012853017321375181
Position 6408: 0.0012097933794075052
Position 2346: 0.001102787974507396
Position 1530: 0.001082233564879975
Position 654: 0.0010695550375890584
Position 6488: 0.0009389171339805966
Position 4446: 0.0008505008831120809
Position 667: 0.0008224611857841832
Position 5790: 0.0008066671843039615
Position 2865: 0.0007901872990960214
Position 5976: 0.0006870459684211691
Position 3302: 0.0006831297565893595
Position 4188: 0.0006672895355302653
Position 976: 0.0006084484734899328
Position 180: 0.0005598846869965372
Position 736: 0.0004665696655966101
Position 536: 0.00045620911265386774
Position 2941: 0.0004191822452568947
Position 5379: 0.00033332036016798703
Position 3636: 0.00027743613047824056
Position 4375: 0.0002626483375937146
Position 2216: 0.00023560426773855218
Position 1887: 0.00018130617692643772
Position 139: 0.00015347251623059366
Position 1336: 0.0001464641062907624
Position 519: 0.0001233348341120095
Position 2152: 0.00011387113121244584
Position 612: 0.00011297155987259819
Position 659: 8.978191228411705e-05
Position 425: 5.765063912290776e-05
Position 1080: 5.4941946446363116e-05
Position 827: 5.3080161938758295e-05
Position 169: 5.16110475264175e-05
Position 979: 4.3756798475413365e-05
Position 154: 4.166368388318791e-05
Position 229: 3.7480952274894986e-05
Position 836: 3.573685214188433e-05
Position 888: 3.077095369598493e-05
Position 218: 3.0513828379174965e-05
Position 1310: 3.0258335939368006e-05
Position 101: 2.3021097606185214e-05
Position 12: 2.1866168418779083e-05
Position 875: 1.1705838727374573e-05
Position 1297: 1.0220303326510189e-05
Position 163: 1.0148536383059774e-05
Position 1007: 8.84074707570912e-06
Position 595: 6.917307387031918e-06
Position 1826: 5.3449281645859185e-06
Position 1797: 4.305297922173693e-06
Position 1300: 4.0056517276073586e-06
Position 865: 3.3083875722616847e-06
Position 1050: 2.834925731700034e-06
Position 881: 2.3326013008738737e-06
Position 816: 2.168954680258156e-06
Position 1846: 1.4849129323447901e-06
Position 1910: 1.148090048053408e-06
Position 1714: 1.0309154767034975e-06
Position 1002: 9.075551513017044e-07
Position 1791: 9.044959994306886e-07
Position 1948: 8.946240339107907e-07
Position 2702: 6.950618571480605e-07
Position 995: 6.527069295068445e-07
Position 461: 6.327441031750495e-07
Position 1770: 6.013370427397221e-07
Position 1501: 5.045885137683513e-07
Position 1722: 4.2600262988402143e-07
Position 587: 3.884865770311735e-07
Position 803: 3.093377429087157e-07
Position 1907: 2.832048521657805e-07
Position 299: 2.748952874524056e-07
Position 913: 1.4204021791896242e-07
Position 493: 1.4121816249445381e-08
Position 90: 1.1695418384775626e-08
Position 222: 9.539091185218356e-09
Position 66: 7.443402790960019e-09
Position 435: 6.255687384107423e-09
Position 348: 4.38220443387772e-09
Position 73: 3.554589567918733e-09
Position 825: 1.2978037292390096e-09
Position 845: 1.2032917272295638e-09
Position 437: 1.0480940435522523e-09
Position 220: 1.043895327270797e-09
Position 554: 1.2863472415769864e-10
Position 379: 8.010285738417367e-11
Position 359: 2.041813152857144e-11
Position 533: 8.103115567261148e-12
Position 1379: 4.0786603723067025e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5317: 0.7876613072569038
Position 6364: 0.6477679473040373
Position 1671: 0.2530055770267725
Position 1732: 0.11170642096720619
Position 1229: 0.10785976351362611
Position 4407: 0.102687161306867
Position 6721: 0.08446603030132324
Position 7168: 0.08081746987608203
Position 6227: 0.07646509095469295
Position 1652: 0.06013716046536423
Position 1291: 0.053810992470589486
Position 1319: 0.044762353490947114
Position 1079: 0.03675506795184628
Position 5568: 0.03201357019368759
Position 2055: 0.029493823144960827
Position 6973: 0.026084023394348028
Position 4098: 0.01985702319570721
Position 6035: 0.014273469155395397
Position 3508: 0.014230020435521096
Position 7257: 0.012512833830931066
Position 3294: 0.012117160213290273
Position 1185: 0.011806664962164055
Position 5517: 0.011105142817030643
Position 6818: 0.01054305870996935
Position 5923: 0.010194987972572572
Position 6425: 0.00897172604179687
Position 1509: 0.00809620389223412
Position 3467: 0.007742219955800875
Position 5901: 0.00752028479221575
Position 577: 0.007478669499294186
Position 6790: 0.007446395690170622
Position 6613: 0.007261821791763466
Position 6514: 0.006427870763232192
Position 1326: 0.006375025145446823
Position 2701: 0.006060133017056556
Position 3354: 0.005785276505566561
Position 1580: 0.005188146098550602
Position 6599: 0.005040164862930226
Position 5335: 0.0048327016408074115
Position 5534: 0.0048313458109653625
Position 7194: 0.004821443498430408
Position 966: 0.004325021214720359
Position 2820: 0.0034850856488225137
Position 1155: 0.003480132110099445
Position 6578: 0.003471357866275642
Position 1977: 0.0034376353003844344
